Codigo;Ubicacion;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitacion (mm);Temperatura (oC);Humedad relativa (%);Radiacion (W/m2);Vel. viento (m/s);Dir. viento (o)
AV01;Nava de Arevalo;2001-06-16;0030;0.00;9.76;70.20;0.00;2.86;231.10
AV01;Nava de Arevalo;2001-06-16;0100;0.00;9.14;72.70;0.00;2.00;220.20
AV01;Nava de Arevalo;2001-06-16;0130;0.00;8.72;75.50;0.00;1.90;225.10
AV01;Nava de Arevalo;2001-06-16;0200;0.00;8.32;78.00;0.00;2.16;220.20
AV01;Nava de Arevalo;2001-06-16;0230;0.00;8.26;79.60;0.00;2.73;221.20
AV01;Nava de Arevalo;2001-06-16;0300;0.00;8.35;80.20;0.00;2.96;225.60
AV01;Nava de Arevalo;2001-06-16;0330;0.00;8.64;80.00;0.00;3.24;222.80
AV01;Nava de Arevalo;2001-06-16;0400;0.00;8.14;82.60;0.00;2.81;228.00
AV01;Nava de Arevalo;2001-06-16;0430;0.00;7.46;86.10;2.25;2.71;229.70
AV01;Nava de Arevalo;2001-06-16;0500;0.00;7.88;86.00;24.90;3.39;223.60
AV01;Nava de Arevalo;2001-06-16;0530;0.00;8.76;85.10;95.40;3.84;223.00
AV01;Nava de Arevalo;2001-06-16;0600;0.00;9.80;82.00;180.70;3.70;227.00
AV01;Nava de Arevalo;2001-06-16;0630;0.00;11.07;76.90;277.10;4.66;243.00
AV01;Nava de Arevalo;2001-06-16;0700;0.00;12.07;71.10;382.00;4.48;234.40
AV01;Nava de Arevalo;2001-06-16;0730;0.00;12.63;65.00;336.40;4.76;241.60
AV01;Nava de Arevalo;2001-06-16;0800;0.00;13.17;61.14;426.30;5.11;255.10
AV01;Nava de Arevalo;2001-06-16;0830;0.00;14.41;55.03;605.70;5.08;259.30
AV01;Nava de Arevalo;2001-06-16;0900;0.00;15.01;51.94;661.90;5.03;266.80
AV01;Nava de Arevalo;2001-06-16;0930;0.00;15.52;49.06;715.00;4.71;262.40
AV01;Nava de Arevalo;2001-06-16;1000;0.00;16.52;43.21;886.00;5.25;259.60
AV01;Nava de Arevalo;2001-06-16;1030;0.00;17.00;40.20;926.00;5.07;265.80
AV01;Nava de Arevalo;2001-06-16;1100;0.00;17.33;38.95;885.00;5.07;270.60
AV01;Nava de Arevalo;2001-06-16;1130;0.00;17.99;35.51;1022.00;4.42;263.20
AV01;Nava de Arevalo;2001-06-16;1200;0.00;18.80;31.85;884.00;4.68;264.70
AV01;Nava de Arevalo;2001-06-16;1230;0.00;19.09;31.92;969.00;4.65;273.40
AV01;Nava de Arevalo;2001-06-16;1300;0.00;19.45;30.00;923.00;5.01;270.50
AV01;Nava de Arevalo;2001-06-16;1330;0.00;20.20;28.23;949.00;5.22;269.90
AV01;Nava de Arevalo;2001-06-16;1400;0.00;20.47;28.41;857.00;4.57;263.00
AV01;Nava de Arevalo;2001-06-16;1430;0.00;21.05;25.94;890.00;5.16;253.10
AV01;Nava de Arevalo;2001-06-16;1500;0.00;21.31;26.30;750.00;5.07;259.30
AV01;Nava de Arevalo;2001-06-16;1530;0.00;20.95;26.03;694.70;4.86;268.70
AV01;Nava de Arevalo;2001-06-16;1600;0.00;21.00;25.86;640.10;4.42;269.70
AV01;Nava de Arevalo;2001-06-16;1630;0.00;20.80;24.51;539.20;3.99;266.10
AV01;Nava de Arevalo;2001-06-16;1700;0.00;20.80;25.08;464.50;4.25;273.60
AV01;Nava de Arevalo;2001-06-16;1730;0.00;20.15;25.71;364.40;4.45;277.70
AV01;Nava de Arevalo;2001-06-16;1800;0.00;19.73;27.14;267.60;4.33;275.80
AV01;Nava de Arevalo;2001-06-16;1830;0.00;19.10;28.61;166.90;3.90;281.90
AV01;Nava de Arevalo;2001-06-16;1900;0.00;17.74;32.47;57.97;2.50;282.20
AV01;Nava de Arevalo;2001-06-16;1930;0.00;15.66;39.54;16.38;1.82;277.30
AV01;Nava de Arevalo;2001-06-16;2000;0.00;14.52;44.56;1.98;1.66;275.70
AV01;Nava de Arevalo;2001-06-16;2030;0.00;13.09;50.37;0.00;1.68;263.90
AV01;Nava de Arevalo;2001-06-16;2100;0.00;11.64;57.92;0.00;1.41;249.90
AV01;Nava de Arevalo;2001-06-16;2130;0.00;10.59;62.85;0.00;1.74;252.90
AV01;Nava de Arevalo;2001-06-16;2200;0.00;12.04;56.87;0.00;2.51;266.10
AV01;Nava de Arevalo;2001-06-16;2230;0.00;11.68;56.98;0.00;2.24;269.60
AV01;Nava de Arevalo;2001-06-16;2300;0.00;10.20;61.90;0.00;1.68;252.70
AV01;Nava de Arevalo;2001-06-16;2330;0.00;9.47;63.98;0.00;1.62;244.30
AV01;Nava de Arevalo;2001-06-16;2400;0.00;9.36;62.39;0.00;1.68;248.40
BU01;Miranda de Ebro;2001-06-16;0030;0.00;10.78;86.20;0.00;0.44;222.90
BU01;Miranda de Ebro;2001-06-16;0100;0.00;10.50;87.10;0.00;0.64;233.20
BU01;Miranda de Ebro;2001-06-16;0130;0.00;10.11;87.70;0.00;0.65;309.60
BU01;Miranda de Ebro;2001-06-16;0200;0.00;9.44;89.10;0.00;0.55;70.60
BU01;Miranda de Ebro;2001-06-16;0230;0.00;10.17;87.60;0.00;0.65;25.39
BU01;Miranda de Ebro;2001-06-16;0300;0.00;10.07;81.90;0.00;0.66;236.50
BU01;Miranda de Ebro;2001-06-16;0330;0.00;11.84;65.95;0.00;2.63;230.40
BU01;Miranda de Ebro;2001-06-16;0400;0.00;12.23;63.83;0.06;2.12;223.30
BU01;Miranda de Ebro;2001-06-16;0430;0.00;11.97;65.96;3.47;1.39;262.20
BU01;Miranda de Ebro;2001-06-16;0500;0.00;12.26;65.30;28.01;1.84;229.10
BU01;Miranda de Ebro;2001-06-16;0530;0.00;12.78;63.97;95.70;2.18;251.00
BU01;Miranda de Ebro;2001-06-16;0600;0.00;13.96;60.32;159.60;2.57;247.60
BU01;Miranda de Ebro;2001-06-16;0630;0.00;13.90;60.31;211.80;2.92;260.40
BU01;Miranda de Ebro;2001-06-16;0700;0.00;14.84;57.88;345.50;3.22;259.30
BU01;Miranda de Ebro;2001-06-16;0730;0.00;15.46;56.12;402.70;3.18;261.10
BU01;Miranda de Ebro;2001-06-16;0800;0.00;15.73;54.74;382.40;2.81;253.30
BU01;Miranda de Ebro;2001-06-16;0830;0.00;16.57;51.56;356.40;1.73;276.40
BU01;Miranda de Ebro;2001-06-16;0900;0.00;16.84;51.39;539.70;1.61;268.00
BU01;Miranda de Ebro;2001-06-16;0930;0.00;18.13;46.29;674.50;1.53;317.20
BU01;Miranda de Ebro;2001-06-16;1000;0.00;18.54;44.21;721.00;1.60;288.40
BU01;Miranda de Ebro;2001-06-16;1030;0.00;18.90;43.52;495.70;1.57;3.18
BU01;Miranda de Ebro;2001-06-16;1100;0.00;20.40;38.40;751.00;1.48;359.60
BU01;Miranda de Ebro;2001-06-16;1130;0.00;19.52;38.81;272.90;1.03;321.20
BU01;Miranda de Ebro;2001-06-16;1200;0.00;19.76;36.48;645.40;1.66;286.40
BU01;Miranda de Ebro;2001-06-16;1230;0.00;20.67;37.42;434.20;2.61;4.14
BU01;Miranda de Ebro;2001-06-16;1300;0.00;19.64;43.62;652.50;3.30;354.60
BU01;Miranda de Ebro;2001-06-16;1330;0.00;19.18;47.53;289.20;2.93;15.48
BU01;Miranda de Ebro;2001-06-16;1400;0.00;19.73;43.02;646.90;2.71;7.67
BU01;Miranda de Ebro;2001-06-16;1430;0.00;20.05;42.98;646.70;2.69;0.46
BU01;Miranda de Ebro;2001-06-16;1500;0.00;21.89;37.07;744.00;2.75;15.67
BU01;Miranda de Ebro;2001-06-16;1530;0.00;19.80;44.38;300.10;3.03;43.11
BU01;Miranda de Ebro;2001-06-16;1600;0.00;19.33;46.59;212.00;3.53;34.69
BU01;Miranda de Ebro;2001-06-16;1630;0.00;18.16;52.98;165.70;3.06;45.79
BU01;Miranda de Ebro;2001-06-16;1700;0.00;17.96;53.31;136.40;3.00;25.73
BU01;Miranda de Ebro;2001-06-16;1730;0.00;17.32;54.93;94.80;3.46;13.65
BU01;Miranda de Ebro;2001-06-16;1800;0.00;16.69;55.61;59.83;3.13;19.80
BU01;Miranda de Ebro;2001-06-16;1830;0.00;16.07;57.94;17.44;2.76;22.72
BU01;Miranda de Ebro;2001-06-16;1900;0.00;15.56;60.47;9.56;2.26;15.48
BU01;Miranda de Ebro;2001-06-16;1930;0.00;15.18;62.02;3.42;2.38;355.90
BU01;Miranda de Ebro;2001-06-16;2000;0.00;14.81;63.83;0.30;2.31;352.40
BU01;Miranda de Ebro;2001-06-16;2030;0.00;14.45;65.28;0.00;2.12;9.45
BU01;Miranda de Ebro;2001-06-16;2100;0.00;14.23;65.68;0.00;1.74;15.36
BU01;Miranda de Ebro;2001-06-16;2130;0.00;14.09;65.64;0.00;1.12;29.30
BU01;Miranda de Ebro;2001-06-16;2200;0.00;13.96;66.58;0.00;1.06;42.25
BU01;Miranda de Ebro;2001-06-16;2230;0.00;13.76;66.54;0.00;1.37;36.26
BU01;Miranda de Ebro;2001-06-16;2300;0.00;13.69;67.50;0.00;1.31;33.89
BU01;Miranda de Ebro;2001-06-16;2330;0.00;13.53;67.67;0.00;1.16;43.30
BU01;Miranda de Ebro;2001-06-16;2400;0.00;13.38;66.57;0.00;1.48;31.89
BU03;Lerma;2001-06-16;0030;0.00;11.18;62.78;0.00;1.47;249.50
BU03;Lerma;2001-06-16;0100;0.00;10.23;67.29;0.00;1.21;252.30
BU03;Lerma;2001-06-16;0130;0.00;9.51;70.30;0.00;0.63;206.70
BU03;Lerma;2001-06-16;0200;0.00;8.17;77.30;0.00;0.83;211.50
BU03;Lerma;2001-06-16;0230;0.00;9.21;73.90;0.00;1.50;239.60
BU03;Lerma;2001-06-16;0300;0.00;8.67;77.10;0.00;0.36;205.90
BU03;Lerma;2001-06-16;0330;0.00;8.01;81.90;0.00;0.54;141.30
BU03;Lerma;2001-06-16;0400;0.00;7.90;82.40;0.00;0.69;196.20
BU03;Lerma;2001-06-16;0430;0.00;7.30;85.70;2.91;0.54;140.50
BU03;Lerma;2001-06-16;0500;0.00;7.60;86.90;21.18;0.60;174.00
BU03;Lerma;2001-06-16;0530;0.00;8.59;84.00;47.76;0.52;213.10
BU03;Lerma;2001-06-16;0600;0.00;9.64;81.60;92.50;1.63;238.80
BU03;Lerma;2001-06-16;0630;0.00;10.84;77.70;125.60;2.52;243.90
BU03;Lerma;2001-06-16;0700;0.00;11.13;75.90;219.30;2.25;258.50
BU03;Lerma;2001-06-16;0730;0.00;12.76;69.65;426.10;2.78;255.10
BU03;Lerma;2001-06-16;0800;0.00;13.67;63.06;443.60;2.62;251.00
BU03;Lerma;2001-06-16;0830;0.00;14.09;58.19;483.20;3.59;268.60
BU03;Lerma;2001-06-16;0900;0.00;14.70;55.21;373.90;3.37;256.90
BU03;Lerma;2001-06-16;0930;0.00;14.96;52.81;662.70;3.93;267.00
