Codigo;Ubicacion;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitacion (mm);Temperatura (oC);Humedad relativa (%);Radiacion (W/m2);Vel. viento (m/s);Dir. viento (o)
AV01;Nava de Arevalo;2002-09-20;0030;0.00;16.72;65.37;0.00;1.23;121.70
AV01;Nava de Arevalo;2002-09-20;0100;0.00;15.63;70.10;0.00;1.52;108.60
AV01;Nava de Arevalo;2002-09-20;0130;0.00;17.37;63.58;0.00;3.10;180.80
AV01;Nava de Arevalo;2002-09-20;0200;0.00;17.81;61.62;0.00;3.10;177.80
AV01;Nava de Arevalo;2002-09-20;0230;0.00;17.17;63.94;0.00;2.81;167.50
AV01;Nava de Arevalo;2002-09-20;0300;0.00;17.21;62.99;0.00;3.18;193.00
AV01;Nava de Arevalo;2002-09-20;0330;0.00;17.57;61.49;0.00;4.23;191.80
AV01;Nava de Arevalo;2002-09-20;0400;0.00;17.70;62.37;0.00;4.08;193.60
AV01;Nava de Arevalo;2002-09-20;0430;0.00;17.59;64.61;0.00;3.06;192.60
AV01;Nava de Arevalo;2002-09-20;0500;0.00;17.59;65.41;0.00;3.66;177.70
AV01;Nava de Arevalo;2002-09-20;0530;0.00;17.58;66.72;0.12;3.84;176.00
AV01;Nava de Arevalo;2002-09-20;0600;0.00;16.63;71.40;7.36;2.91;165.80
AV01;Nava de Arevalo;2002-09-20;0630;0.00;16.27;74.50;38.59;2.41;157.00
AV01;Nava de Arevalo;2002-09-20;0700;0.00;16.68;73.10;103.20;2.95;170.00
AV01;Nava de Arevalo;2002-09-20;0730;0.00;17.37;69.78;121.00;2.63;174.80
AV01;Nava de Arevalo;2002-09-20;0800;0.00;18.33;65.97;261.60;2.72;162.90
AV01;Nava de Arevalo;2002-09-20;0830;0.00;19.88;59.19;460.60;3.34;179.20
AV01;Nava de Arevalo;2002-09-20;0900;0.00;20.86;55.98;574.10;3.92;195.10
AV01;Nava de Arevalo;2002-09-20;0930;0.00;22.05;51.21;639.70;4.60;197.50
AV01;Nava de Arevalo;2002-09-20;1000;0.00;22.44;48.20;677.80;4.77;182.70
AV01;Nava de Arevalo;2002-09-20;1030;0.00;22.44;46.86;518.10;6.01;199.00
AV01;Nava de Arevalo;2002-09-20;1100;0.00;22.50;48.89;459.60;5.22;191.40
AV01;Nava de Arevalo;2002-09-20;1130;0.00;22.52;48.77;386.90;5.55;202.10
AV01;Nava de Arevalo;2002-09-20;1200;0.00;21.93;49.93;397.10;5.62;212.30
AV01;Nava de Arevalo;2002-09-20;1230;0.00;22.03;47.71;301.90;4.85;215.70
AV01;Nava de Arevalo;2002-09-20;1300;1.60;20.59;55.60;200.40;5.02;264.90
AV01;Nava de Arevalo;2002-09-20;1330;0.60;19.00;75.00;260.70;2.02;243.40
AV01;Nava de Arevalo;2002-09-20;1400;0.00;20.42;66.56;313.40;2.67;278.80
AV01;Nava de Arevalo;2002-09-20;1430;0.00;20.48;66.31;138.90;3.72;287.60
AV01;Nava de Arevalo;2002-09-20;1500;2.00;18.63;77.10;73.60;2.76;270.60
AV01;Nava de Arevalo;2002-09-20;1530;2.60;17.48;81.20;108.30;1.33;201.20
AV01;Nava de Arevalo;2002-09-20;1600;12.40;15.29;86.00;40.45;3.21;142.20
AV01;Nava de Arevalo;2002-09-20;1630;0.00;15.75;92.90;140.80;1.03;239.50
AV01;Nava de Arevalo;2002-09-20;1700;0.00;17.08;88.40;123.00;1.45;222.40
AV01;Nava de Arevalo;2002-09-20;1730;0.00;17.99;79.60;36.65;1.15;209.30
AV01;Nava de Arevalo;2002-09-20;1800;0.00;17.43;76.50;9.08;0.52;246.50
