Codigo;Ubicacion;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitacion (mm);Temperatura (oC);Humedad relativa (%);Radiacion (W/m2);Vel. viento (m/s);Dir. viento (o)
AV01;Nava de Arevalo;2001-04-25;0030;0.00;5.15;86.80;0.00;3.18;235.50
AV01;Nava de Arevalo;2001-04-25;0100;0.00;4.29;89.40;0.00;2.04;215.20
AV01;Nava de Arevalo;2001-04-25;0130;0.00;4.05;90.00;0.00;2.60;202.70
AV01;Nava de Arevalo;2001-04-25;0200;0.00;3.94;88.30;0.00;2.84;216.50
AV01;Nava de Arevalo;2001-04-25;0230;0.00;3.76;88.30;0.00;2.05;220.80
AV01;Nava de Arevalo;2001-04-25;0300;0.00;2.83;91.20;0.00;1.94;188.00
AV01;Nava de Arevalo;2001-04-25;0330;0.00;3.17;90.30;0.00;2.61;194.40
AV01;Nava de Arevalo;2001-04-25;0400;0.00;3.41;89.50;0.00;2.64;206.90
AV01;Nava de Arevalo;2001-04-25;0430;0.00;3.07;89.60;0.00;1.89;221.90
AV01;Nava de Arevalo;2001-04-25;0500;0.00;1.97;92.40;0.43;1.87;216.90
AV01;Nava de Arevalo;2001-04-25;0530;0.00;3.08;92.20;14.91;2.83;218.30
AV01;Nava de Arevalo;2001-04-25;0600;0.00;3.33;90.10;80.50;2.50;215.20
AV01;Nava de Arevalo;2001-04-25;0630;0.00;3.98;87.60;168.20;2.79;225.60
AV01;Nava de Arevalo;2001-04-25;0700;0.00;5.18;83.40;272.80;4.08;227.30
AV01;Nava de Arevalo;2001-04-25;0730;0.00;6.13;78.60;375.90;4.66;233.90
AV01;Nava de Arevalo;2001-04-25;0800;0.00;6.77;76.40;459.60;4.77;237.20
AV01;Nava de Arevalo;2001-04-25;0830;0.00;6.90;72.70;424.20;4.19;236.00
AV01;Nava de Arevalo;2001-04-25;0900;0.00;8.08;65.59;547.70;4.34;248.30
AV01;Nava de Arevalo;2001-04-25;0930;0.00;8.57;65.80;578.60;4.12;252.10
AV01;Nava de Arevalo;2001-04-25;1000;0.00;8.99;59.41;561.10;3.79;250.80
AV01;Nava de Arevalo;2001-04-25;1030;0.00;9.41;59.21;763.00;3.93;244.10
AV01;Nava de Arevalo;2001-04-25;1100;0.00;10.34;56.11;818.00;4.29;245.50
AV01;Nava de Arevalo;2001-04-25;1130;0.00;11.05;54.17;891.00;4.47;237.60
AV01;Nava de Arevalo;2001-04-25;1200;0.00;10.65;48.59;793.00;4.07;253.30
AV01;Nava de Arevalo;2001-04-25;1230;0.00;11.38;49.28;672.50;4.59;248.70
AV01;Nava de Arevalo;2001-04-25;1300;0.00;12.03;43.89;773.00;4.52;256.40
AV01;Nava de Arevalo;2001-04-25;1330;0.00;12.39;42.84;891.00;4.49;248.50
AV01;Nava de Arevalo;2001-04-25;1400;0.00;12.44;42.45;631.80;4.85;273.40
AV01;Nava de Arevalo;2001-04-25;1430;0.00;12.85;41.82;853.00;4.03;266.90
AV01;Nava de Arevalo;2001-04-25;1500;0.00;13.11;41.71;628.00;4.72;269.40
AV01;Nava de Arevalo;2001-04-25;1530;0.00;13.47;37.15;616.40;4.40;258.50
AV01;Nava de Arevalo;2001-04-25;1600;0.00;13.15;40.50;572.70;4.84;283.50
AV01;Nava de Arevalo;2001-04-25;1630;0.00;13.11;40.92;479.00;4.28;276.00
AV01;Nava de Arevalo;2001-04-25;1700;0.00;12.87;40.47;384.20;3.55;269.00
AV01;Nava de Arevalo;2001-04-25;1730;0.00;12.68;40.03;272.50;3.13;271.90
AV01;Nava de Arevalo;2001-04-25;1800;0.00;12.21;40.73;159.30;3.37;252.70
AV01;Nava de Arevalo;2001-04-25;1830;0.00;11.10;46.31;62.77;1.98;261.90
AV01;Nava de Arevalo;2001-04-25;1900;0.00;8.74;57.87;9.67;1.40;259.00
AV01;Nava de Arevalo;2001-04-25;1930;0.00;6.56;69.60;0.35;1.25;265.50
AV01;Nava de Arevalo;2001-04-25;2000;0.00;4.93;78.80;0.00;0.69;258.90
AV01;Nava de Arevalo;2001-04-25;2030;0.00;4.83;80.50;0.00;0.58;213.10
AV01;Nava de Arevalo;2001-04-25;2100;0.00;4.63;80.30;0.00;0.74;179.30
AV01;Nava de Arevalo;2001-04-25;2130;0.00;3.70;84.00;0.00;1.08;171.60
AV01;Nava de Arevalo;2001-04-25;2200;0.00;3.27;83.50;0.00;0.56;152.40
AV01;Nava de Arevalo;2001-04-25;2230;0.00;1.97;86.50;0.00;0.86;145.30
AV01;Nava de Arevalo;2001-04-25;2300;0.00;1.95;87.70;0.00;1.64;151.70
AV01;Nava de Arevalo;2001-04-25;2330;0.00;2.03;88.10;0.00;1.58;155.40
AV01;Nava de Arevalo;2001-04-25;2400;0.00;1.77;88.00;0.00;1.54;154.90
BU01;Miranda de Ebro;2001-04-25;0030;0.00;9.32;74.20;0.00;3.55;234.60
BU01;Miranda de Ebro;2001-04-25;0100;0.00;9.14;72.60;0.00;4.52;233.30
BU01;Miranda de Ebro;2001-04-25;0130;0.00;8.63;73.30;0.00;3.46;239.20
BU01;Miranda de Ebro;2001-04-25;0200;0.00;8.45;73.10;0.00;2.77;254.70
BU01;Miranda de Ebro;2001-04-25;0230;0.00;8.36;72.10;0.02;3.83;254.60
BU01;Miranda de Ebro;2001-04-25;0300;0.00;8.22;70.30;0.00;3.43;250.20
BU01;Miranda de Ebro;2001-04-25;0330;0.00;7.64;72.50;0.02;2.72;268.50
BU01;Miranda de Ebro;2001-04-25;0400;0.00;7.60;73.00;0.02;2.68;266.20
BU01;Miranda de Ebro;2001-04-25;0430;0.00;7.96;72.20;0.01;2.54;255.40
BU01;Miranda de Ebro;2001-04-25;0500;0.00;7.89;72.10;0.78;3.11;239.10
BU01;Miranda de Ebro;2001-04-25;0530;0.00;7.96;71.00;12.69;3.39;255.30
BU01;Miranda de Ebro;2001-04-25;0600;0.00;7.83;70.00;67.59;3.52;254.60
BU01;Miranda de Ebro;2001-04-25;0630;0.00;8.32;67.70;200.00;3.12;260.90
BU01;Miranda de Ebro;2001-04-25;0700;0.00;8.61;66.02;296.70;3.91;247.60
BU01;Miranda de Ebro;2001-04-25;0730;0.00;8.95;65.09;367.40;4.44;255.90
BU01;Miranda de Ebro;2001-04-25;0800;0.00;9.73;61.44;499.50;3.02;265.30
BU01;Miranda de Ebro;2001-04-25;0830;0.00;10.35;59.24;563.60;4.44;250.30
BU01;Miranda de Ebro;2001-04-25;0900;0.00;10.91;56.95;648.50;5.07;244.70
BU01;Miranda de Ebro;2001-04-25;0930;0.00;11.66;53.78;702.00;4.34;253.20
BU01;Miranda de Ebro;2001-04-25;1000;0.00;12.07;51.21;779.00;4.73;243.30
BU01;Miranda de Ebro;2001-04-25;1030;0.00;13.00;47.63;843.00;5.29;248.20
BU01;Miranda de Ebro;2001-04-25;1100;0.00;13.32;45.55;797.00;4.95;248.20
BU01;Miranda de Ebro;2001-04-25;1130;0.00;14.05;43.85;949.00;4.55;241.80
BU01;Miranda de Ebro;2001-04-25;1200;0.00;14.72;41.05;972.00;4.73;241.10
BU01;Miranda de Ebro;2001-04-25;1230;0.00;15.14;40.72;957.00;4.51;249.50
BU01;Miranda de Ebro;2001-04-25;1300;0.00;15.23;39.53;884.00;4.73;241.90
BU01;Miranda de Ebro;2001-04-25;1330;0.00;15.94;39.01;888.00;4.89;232.60
BU01;Miranda de Ebro;2001-04-25;1400;0.00;15.94;36.01;838.00;5.15;230.20
BU01;Miranda de Ebro;2001-04-25;1430;0.00;16.09;34.46;790.00;4.49;233.90
BU01;Miranda de Ebro;2001-04-25;1500;0.00;16.42;33.61;724.00;4.54;237.10
BU01;Miranda de Ebro;2001-04-25;1530;0.00;16.44;32.02;571.20;4.78;236.80
BU01;Miranda de Ebro;2001-04-25;1600;0.00;15.89;31.47;468.90;4.22;239.20
BU01;Miranda de Ebro;2001-04-25;1630;0.00;16.44;32.31;344.50;3.15;250.40
BU01;Miranda de Ebro;2001-04-25;1700;0.00;14.66;43.12;158.20;2.83;22.15
BU01;Miranda de Ebro;2001-04-25;1730;0.00;12.02;58.53;89.60;2.09;28.88
BU01;Miranda de Ebro;2001-04-25;1800;0.00;11.42;62.30;39.21;2.29;20.84
BU01;Miranda de Ebro;2001-04-25;1830;0.00;10.98;63.84;9.08;1.54;49.80
BU01;Miranda de Ebro;2001-04-25;1900;0.00;10.40;66.04;2.43;1.87;50.58
BU01;Miranda de Ebro;2001-04-25;1930;0.00;10.12;66.72;0.13;1.32;50.90
BU01;Miranda de Ebro;2001-04-25;2000;0.00;9.77;69.97;0.00;0.88;76.60
BU01;Miranda de Ebro;2001-04-25;2030;0.00;9.43;72.90;0.00;0.78;60.08
BU01;Miranda de Ebro;2001-04-25;2100;0.00;9.10;73.60;0.00;1.33;51.94
BU01;Miranda de Ebro;2001-04-25;2130;0.00;8.94;75.20;0.00;1.09;52.63
BU01;Miranda de Ebro;2001-04-25;2200;0.00;8.90;75.70;0.00;0.77;54.93
BU01;Miranda de Ebro;2001-04-25;2230;0.00;8.53;77.20;0.00;0.71;58.70
BU01;Miranda de Ebro;2001-04-25;2300;0.00;7.49;80.30;0.00;0.34;64.55
BU01;Miranda de Ebro;2001-04-25;2330;0.00;7.19;81.90;0.00;0.42;348.50
BU01;Miranda de Ebro;2001-04-25;2400;0.00;5.41;85.80;0.00;0.58;228.90
BU03;Lerma;2001-04-25;0030;0.00;6.03;85.20;0.00;2.54;211.30
BU03;Lerma;2001-04-25;0100;0.00;5.38;85.90;0.00;2.80;209.70
BU03;Lerma;2001-04-25;0130;0.00;4.92;86.80;0.00;2.31;208.00
BU03;Lerma;2001-04-25;0200;0.00;4.38;88.30;0.00;2.12;206.50
BU03;Lerma;2001-04-25;0230;0.00;4.53;87.20;0.00;2.45;217.90
BU03;Lerma;2001-04-25;0300;0.00;4.35;88.20;0.00;1.85;216.20
BU03;Lerma;2001-04-25;0330;0.00;4.31;89.20;0.00;2.26;208.90
BU03;Lerma;2001-04-25;0400;0.00;4.33;89.30;0.00;2.45;213.90
