Codigo;Ubicacion;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitacion (mm);Temperatura (oC);Humedad relativa (%);Radiacion (W/m2);Vel. viento (m/s);Dir. viento (o)
AV01;Nava de Arevalo;2015-03-24;0030;0.20;2.62;100.00;0.00;2.06;19.62
AV01;Nava de Arevalo;2015-03-24;0100;0.00;2.61;100.00;0.00;2.35;16.56
AV01;Nava de Arevalo;2015-03-24;0130;0.20;2.64;100.00;0.00;2.58;22.83
AV01;Nava de Arevalo;2015-03-24;0200;0.00;2.75;100.00;0.00;2.46;33.13
AV01;Nava de Arevalo;2015-03-24;0230;0.00;2.84;100.00;0.00;2.10;32.20
AV01;Nava de Arevalo;2015-03-24;0300;0.00;3.02;100.00;0.00;1.74;46.39
AV01;Nava de Arevalo;2015-03-24;0330;0.00;3.21;100.00;0.00;0.92;80.20
AV01;Nava de Arevalo;2015-03-24;0400;0.00;3.30;100.00;0.00;0.98;60.90
AV01;Nava de Arevalo;2015-03-24;0430;0.00;3.55;100.00;0.00;1.53;80.90
AV01;Nava de Arevalo;2015-03-24;0500;0.00;3.48;100.00;0.00;0.96;66.72
AV01;Nava de Arevalo;2015-03-24;0530;0.00;3.57;99.90;0.00;0.99;55.80
AV01;Nava de Arevalo;2015-03-24;0600;0.00;3.77;100.00;0.00;1.84;18.46
AV01;Nava de Arevalo;2015-03-24;0630;0.00;4.10;99.90;1.68;1.55;25.46
AV01;Nava de Arevalo;2015-03-24;0700;0.00;4.42;100.00;11.83;2.04;38.45
AV01;Nava de Arevalo;2015-03-24;0730;0.00;4.66;100.00;41.55;3.65;39.01
AV01;Nava de Arevalo;2015-03-24;0800;0.00;4.82;100.00;47.67;3.79;40.17
AV01;Nava de Arevalo;2015-03-24;0830;0.00;5.13;99.90;60.01;3.51;39.27
AV01;Nava de Arevalo;2015-03-24;0900;0.00;5.71;97.30;124.10;4.55;51.79
AV01;Nava de Arevalo;2015-03-24;0930;0.00;5.93;92.10;138.00;5.25;51.91
AV01;Nava de Arevalo;2015-03-24;1000;0.00;6.37;90.60;168.00;5.17;52.01
AV01;Nava de Arevalo;2015-03-24;1030;0.00;6.44;89.90;139.90;5.14;43.65
AV01;Nava de Arevalo;2015-03-24;1100;0.00;6.68;89.50;150.30;5.40;40.32
AV01;Nava de Arevalo;2015-03-24;1130;0.00;7.28;86.20;242.00;5.85;39.26
AV01;Nava de Arevalo;2015-03-24;1200;0.00;7.77;83.50;191.10;5.98;33.24
AV01;Nava de Arevalo;2015-03-24;1230;0.00;7.55;83.90;91.60;5.86;35.82
AV01;Nava de Arevalo;2015-03-24;1300;0.00;7.26;86.50;76.70;5.05;35.33
AV01;Nava de Arevalo;2015-03-24;1330;0.00;6.77;94.60;103.50;5.80;24.27
AV01;Nava de Arevalo;2015-03-24;1400;0.00;7.06;90.90;95.60;5.51;27.51
AV01;Nava de Arevalo;2015-03-24;1430;0.00;6.99;86.70;107.70;5.99;25.75
AV01;Nava de Arevalo;2015-03-24;1500;0.00;6.95;84.10;145.60;6.17;31.25
AV01;Nava de Arevalo;2015-03-24;1530;0.00;7.02;80.50;193.50;6.52;32.10
AV01;Nava de Arevalo;2015-03-24;1600;0.00;7.13;80.30;208.00;6.15;38.45
AV01;Nava de Arevalo;2015-03-24;1630;0.00;7.15;77.30;123.20;5.04;46.06
AV01;Nava de Arevalo;2015-03-24;1700;0.00;6.88;80.20;75.10;5.61;36.26
AV01;Nava de Arevalo;2015-03-24;1730;0.00;6.46;80.80;43.68;5.52;34.55
AV01;Nava de Arevalo;2015-03-24;1800;0.00;5.84;80.50;21.98;5.47;39.18
AV01;Nava de Arevalo;2015-03-24;1830;0.00;5.30;86.00;7.74;3.74;59.25
AV01;Nava de Arevalo;2015-03-24;1900;0.00;4.88;84.30;0.91;3.85;55.38
AV01;Nava de Arevalo;2015-03-24;1930;0.00;4.57;80.40;0.00;3.90;52.47
AV01;Nava de Arevalo;2015-03-24;2000;0.00;4.19;81.10;0.00;2.51;50.64
AV01;Nava de Arevalo;2015-03-24;2030;0.00;3.97;81.80;0.00;2.98;60.03
AV01;Nava de Arevalo;2015-03-24;2100;0.00;3.19;84.90;0.00;2.37;56.65
AV01;Nava de Arevalo;2015-03-24;2130;0.00;2.66;87.20;0.00;3.25;38.33
AV01;Nava de Arevalo;2015-03-24;2200;0.00;2.75;85.00;0.00;3.11;38.30
