Codigo;Ubicacion;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitacion (mm);Temperatura (oC);Humedad relativa (%);Radiacion (W/m2);Vel. viento (m/s);Dir. viento (o)
AV01;Nava de Arevalo;2015-03-21;0030;0.00;6.33;99.90;0.00;1.81;39.16
AV01;Nava de Arevalo;2015-03-21;0100;0.00;5.88;100.00;0.00;2.82;26.91
AV01;Nava de Arevalo;2015-03-21;0130;0.00;5.28;100.00;0.00;2.85;28.65
AV01;Nava de Arevalo;2015-03-21;0200;0.00;5.01;99.90;0.00;2.71;25.19
AV01;Nava de Arevalo;2015-03-21;0230;0.00;4.73;99.40;0.00;3.00;31.74
AV01;Nava de Arevalo;2015-03-21;0300;0.00;4.50;99.40;0.00;2.11;32.87
AV01;Nava de Arevalo;2015-03-21;0330;0.00;4.42;99.50;0.00;2.31;17.24
AV01;Nava de Arevalo;2015-03-21;0400;0.00;4.21;99.80;0.00;2.33;17.22
AV01;Nava de Arevalo;2015-03-21;0430;0.00;4.10;99.80;0.00;2.57;20.40
AV01;Nava de Arevalo;2015-03-21;0500;0.00;4.08;99.60;0.00;2.99;21.30
AV01;Nava de Arevalo;2015-03-21;0530;0.00;4.06;98.60;0.00;2.64;22.81
AV01;Nava de Arevalo;2015-03-21;0600;0.00;3.90;98.20;0.00;2.08;15.86
AV01;Nava de Arevalo;2015-03-21;0630;0.00;3.81;98.60;0.96;1.97;22.29
AV01;Nava de Arevalo;2015-03-21;0700;0.00;3.81;98.90;10.82;1.95;15.90
AV01;Nava de Arevalo;2015-03-21;0730;0.00;4.17;98.10;31.52;2.07;18.38
AV01;Nava de Arevalo;2015-03-21;0800;0.00;4.48;97.20;40.18;2.01;19.14
AV01;Nava de Arevalo;2015-03-21;0830;0.00;4.82;96.60;88.70;2.16;22.14
AV01;Nava de Arevalo;2015-03-21;0900;0.00;5.33;94.80;161.20;1.57;24.49
AV01;Nava de Arevalo;2015-03-21;0930;0.00;5.99;92.90;250.50;1.56;27.14
AV01;Nava de Arevalo;2015-03-21;1000;0.00;6.59;90.80;233.60;0.95;30.69
AV01;Nava de Arevalo;2015-03-21;1030;0.00;7.39;87.70;225.80;0.65;41.76
AV01;Nava de Arevalo;2015-03-21;1100;0.00;7.74;85.50;225.90;0.86;11.56
AV01;Nava de Arevalo;2015-03-21;1130;0.00;8.65;81.30;261.50;1.34;17.92
AV01;Nava de Arevalo;2015-03-21;1200;0.00;9.30;78.00;276.40;2.28;15.16
AV01;Nava de Arevalo;2015-03-21;1230;0.00;9.21;78.30;68.09;2.58;22.45
AV01;Nava de Arevalo;2015-03-21;1300;0.20;8.94;81.80;57.30;4.33;26.87
AV01;Nava de Arevalo;2015-03-21;1330;0.00;8.86;84.10;128.30;4.22;38.09
AV01;Nava de Arevalo;2015-03-21;1400;0.00;8.77;84.60;102.10;5.32;31.77
AV01;Nava de Arevalo;2015-03-21;1430;0.00;8.44;84.30;104.90;5.08;34.57
AV01;Nava de Arevalo;2015-03-21;1500;0.00;8.55;83.60;169.70;4.39;35.05
AV01;Nava de Arevalo;2015-03-21;1530;0.00;8.86;82.70;151.10;4.17;40.23
AV01;Nava de Arevalo;2015-03-21;1600;0.00;9.17;82.00;129.90;4.51;36.84
AV01;Nava de Arevalo;2015-03-21;1630;0.00;9.04;82.90;120.90;4.09;34.56
AV01;Nava de Arevalo;2015-03-21;1700;0.00;9.15;81.90;65.52;4.42;29.67
AV01;Nava de Arevalo;2015-03-21;1730;0.00;8.59;81.50;70.80;4.48;36.75
AV01;Nava de Arevalo;2015-03-21;1800;0.00;8.12;82.90;33.23;3.91;28.98
AV01;Nava de Arevalo;2015-03-21;1830;0.20;7.57;85.70;8.48;3.67;20.06
AV01;Nava de Arevalo;2015-03-21;1900;0.00;7.06;88.40;0.29;4.29;25.11
AV01;Nava de Arevalo;2015-03-21;1930;0.00;6.39;90.60;0.00;4.09;31.07
AV01;Nava de Arevalo;2015-03-21;2000;0.00;6.04;92.50;0.00;3.94;35.66
