Codigo;Ubicacion;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitacion (mm);Temperatura (oC);Humedad relativa (%);Radiacion (W/m2);Vel. viento (m/s);Dir. viento (o)
AV01;Nava de Arevalo;2001-08-06;0030;0.00;17.03;60.54;0.00;1.95;260.30
AV01;Nava de Arevalo;2001-08-06;0100;0.00;16.11;65.35;0.00;1.84;222.40
AV01;Nava de Arevalo;2001-08-06;0130;0.00;14.53;71.80;0.00;1.85;208.80
AV01;Nava de Arevalo;2001-08-06;0200;0.00;14.40;72.70;0.00;2.05;215.30
AV01;Nava de Arevalo;2001-08-06;0230;0.00;14.14;74.60;0.00;2.09;211.60
AV01;Nava de Arevalo;2001-08-06;0300;0.00;13.74;76.50;0.00;1.71;204.40
AV01;Nava de Arevalo;2001-08-06;0330;0.00;13.54;77.00;0.00;1.85;199.10
AV01;Nava de Arevalo;2001-08-06;0400;0.00;13.12;79.20;0.00;1.53;185.70
AV01;Nava de Arevalo;2001-08-06;0430;0.00;12.83;80.40;0.00;1.53;203.20
AV01;Nava de Arevalo;2001-08-06;0500;0.00;12.34;82.70;1.37;1.50;189.40
AV01;Nava de Arevalo;2001-08-06;0530;0.00;12.01;83.50;22.19;1.23;199.10
AV01;Nava de Arevalo;2001-08-06;0600;0.00;12.89;81.90;93.90;0.78;216.20
AV01;Nava de Arevalo;2001-08-06;0630;0.00;14.97;75.10;181.30;0.87;225.10
AV01;Nava de Arevalo;2001-08-06;0700;0.00;16.96;68.20;276.30;0.95;232.50
AV01;Nava de Arevalo;2001-08-06;0730;0.00;18.29;63.41;372.30;0.69;219.50
AV01;Nava de Arevalo;2001-08-06;0800;0.00;19.66;57.86;465.30;0.66;242.60
AV01;Nava de Arevalo;2001-08-06;0830;0.00;21.16;54.27;555.30;0.89;293.50
AV01;Nava de Arevalo;2001-08-06;0900;0.00;22.21;49.10;641.10;0.89;28.25
AV01;Nava de Arevalo;2001-08-06;0930;0.00;24.11;43.83;717.00;0.82;61.08
AV01;Nava de Arevalo;2001-08-06;1000;0.00;25.02;38.54;780.00;0.86;232.20
AV01;Nava de Arevalo;2001-08-06;1030;0.00;25.81;36.41;834.00;1.40;292.50
AV01;Nava de Arevalo;2001-08-06;1100;0.00;26.61;33.33;877.00;1.57;332.20
AV01;Nava de Arevalo;2001-08-06;1130;0.00;27.06;31.94;905.00;1.83;326.20
AV01;Nava de Arevalo;2001-08-06;1200;0.00;27.85;29.57;917.00;1.72;316.40
AV01;Nava de Arevalo;2001-08-06;1230;0.00;28.54;28.43;923.00;1.64;318.00
AV01;Nava de Arevalo;2001-08-06;1300;0.00;29.74;25.51;915.00;1.77;327.20
AV01;Nava de Arevalo;2001-08-06;1330;0.00;29.94;24.19;892.00;2.39;319.40
AV01;Nava de Arevalo;2001-08-06;1400;0.00;30.48;23.05;853.00;2.37;318.90
AV01;Nava de Arevalo;2001-08-06;1430;0.00;30.53;22.28;800.00;2.46;315.50
AV01;Nava de Arevalo;2001-08-06;1500;0.00;30.82;22.59;737.00;2.23;294.90
AV01;Nava de Arevalo;2001-08-06;1530;0.00;31.09;21.82;664.80;2.08;300.80
AV01;Nava de Arevalo;2001-08-06;1600;0.00;31.46;20.01;584.20;2.68;301.60
AV01;Nava de Arevalo;2001-08-06;1630;0.00;31.17;19.85;495.90;2.38;317.10
AV01;Nava de Arevalo;2001-08-06;1700;0.00;31.26;20.14;402.10;2.54;304.00
AV01;Nava de Arevalo;2001-08-06;1730;0.00;30.85;19.37;307.80;2.47;303.10
AV01;Nava de Arevalo;2001-08-06;1800;0.00;30.44;20.95;211.20;2.58;306.70
AV01;Nava de Arevalo;2001-08-06;1830;0.00;29.49;22.76;120.50;1.72;332.20
AV01;Nava de Arevalo;2001-08-06;1900;0.00;27.44;27.38;37.47;0.90;334.60
AV01;Nava de Arevalo;2001-08-06;1930;0.00;25.17;31.16;3.88;0.35;158.40
AV01;Nava de Arevalo;2001-08-06;2000;0.00;22.06;42.72;0.03;0.99;168.00
AV01;Nava de Arevalo;2001-08-06;2030;0.00;21.01;43.04;0.00;1.04;170.70
AV01;Nava de Arevalo;2001-08-06;2100;0.00;20.37;45.68;0.00;0.83;160.00
AV01;Nava de Arevalo;2001-08-06;2130;0.00;18.73;51.48;0.00;0.71;181.50
AV01;Nava de Arevalo;2001-08-06;2200;0.00;18.63;53.09;0.00;1.19;190.70
AV01;Nava de Arevalo;2001-08-06;2230;0.00;18.42;55.18;0.00;1.62;227.70
AV01;Nava de Arevalo;2001-08-06;2300;0.00;18.38;53.07;0.00;1.19;238.00
AV01;Nava de Arevalo;2001-08-06;2330;0.00;17.43;56.51;0.00;1.52;270.80
AV01;Nava de Arevalo;2001-08-06;2400;0.00;17.85;56.85;0.00;1.10;282.60
BU01;Miranda de Ebro;2001-08-06;0030;0.00;14.20;81.00;0.00;0.80;227.90
BU01;Miranda de Ebro;2001-08-06;0100;0.00;14.16;81.30;0.00;0.97;294.40
