Codigo;Ubicacion;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitacion (mm);Temperatura (oC);Humedad relativa (%);Radiacion (W/m2);Vel. viento (m/s);Dir. viento (o)
AV01;Nava de Arevalo;2015-05-07;0030;0.00;5.91;79.60;0.00;1.40;183.00
AV01;Nava de Arevalo;2015-05-07;0100;0.00;6.13;80.50;0.00;1.89;178.60
AV01;Nava de Arevalo;2015-05-07;0130;0.00;6.13;80.30;0.00;1.35;188.90
AV01;Nava de Arevalo;2015-05-07;0200;0.00;6.31;78.90;0.00;0.71;185.30
AV01;Nava de Arevalo;2015-05-07;0230;0.00;6.00;78.30;0.00;1.57;172.30
AV01;Nava de Arevalo;2015-05-07;0300;0.00;5.69;80.60;0.00;1.48;170.40
AV01;Nava de Arevalo;2015-05-07;0330;0.00;5.75;79.60;0.00;0.97;175.40
AV01;Nava de Arevalo;2015-05-07;0400;0.00;5.33;82.60;0.00;0.54;261.40
AV01;Nava de Arevalo;2015-05-07;0430;0.00;6.11;81.40;0.00;1.15;180.80
AV01;Nava de Arevalo;2015-05-07;0500;0.00;7.09;68.73;0.26;1.65;167.80
AV01;Nava de Arevalo;2015-05-07;0530;0.00;8.03;62.60;5.21;1.63;181.00
AV01;Nava de Arevalo;2015-05-07;0600;0.00;8.41;64.40;40.54;1.70;181.70
AV01;Nava de Arevalo;2015-05-07;0630;0.00;10.36;61.98;89.30;1.72;169.80
AV01;Nava de Arevalo;2015-05-07;0700;0.00;12.33;52.75;103.00;2.45;162.20
AV01;Nava de Arevalo;2015-05-07;0730;0.00;13.95;47.70;333.00;3.00;167.20
AV01;Nava de Arevalo;2015-05-07;0800;0.00;16.39;39.15;438.70;4.07;171.90
AV01;Nava de Arevalo;2015-05-07;0830;0.00;18.14;34.98;553.20;3.68;178.60
AV01;Nava de Arevalo;2015-05-07;0900;0.00;19.34;30.52;641.30;3.60;179.00
AV01;Nava de Arevalo;2015-05-07;0930;0.00;20.83;28.37;721.00;3.28;169.60
AV01;Nava de Arevalo;2015-05-07;1000;0.00;21.73;25.45;789.00;3.84;156.10
AV01;Nava de Arevalo;2015-05-07;1030;0.00;23.17;23.49;848.00;3.60;182.30
AV01;Nava de Arevalo;2015-05-07;1100;0.00;23.37;25.29;897.00;4.65;181.10
AV01;Nava de Arevalo;2015-05-07;1130;0.00;23.52;24.24;933.00;4.58;181.90
AV01;Nava de Arevalo;2015-05-07;1200;0.00;23.88;26.14;952.00;4.48;183.10
AV01;Nava de Arevalo;2015-05-07;1230;0.00;24.48;26.29;961.00;4.49;178.10
AV01;Nava de Arevalo;2015-05-07;1300;0.00;24.79;27.05;949.00;4.75;177.50
AV01;Nava de Arevalo;2015-05-07;1330;0.00;24.79;25.49;928.00;5.58;174.40
AV01;Nava de Arevalo;2015-05-07;1400;0.00;24.95;25.87;858.00;5.66;156.50
AV01;Nava de Arevalo;2015-05-07;1430;0.00;25.15;23.69;854.00;5.03;167.10
AV01;Nava de Arevalo;2015-05-07;1500;0.00;25.98;22.95;791.00;3.63;211.30
AV01;Nava de Arevalo;2015-05-07;1530;0.00;25.99;24.22;616.10;3.35;209.40
AV01;Nava de Arevalo;2015-05-07;1600;0.00;26.19;23.62;616.10;4.00;219.50
AV01;Nava de Arevalo;2015-05-07;1630;0.00;25.77;23.08;539.20;3.75;208.10
AV01;Nava de Arevalo;2015-05-07;1700;0.00;25.37;24.24;460.10;4.87;209.90
AV01;Nava de Arevalo;2015-05-07;1730;0.00;24.46;24.96;347.20;4.82;201.90
AV01;Nava de Arevalo;2015-05-07;1800;0.00;23.44;26.78;236.10;5.14;198.50
AV01;Nava de Arevalo;2015-05-07;1830;0.00;22.52;27.65;151.00;4.69;197.60
AV01;Nava de Arevalo;2015-05-07;1900;0.00;21.72;27.59;68.13;3.81;202.00
AV01;Nava de Arevalo;2015-05-07;1930;0.00;20.13;31.11;8.93;3.26;199.70
AV01;Nava de Arevalo;2015-05-07;2000;0.00;18.53;34.52;0.25;2.55;208.20
AV01;Nava de Arevalo;2015-05-07;2030;0.00;16.84;39.07;0.00;1.81;229.90
AV01;Nava de Arevalo;2015-05-07;2100;0.00;14.33;48.89;0.00;1.58;232.50
AV01;Nava de Arevalo;2015-05-07;2130;0.00;13.66;51.10;0.00;1.90;221.70
AV01;Nava de Arevalo;2015-05-07;2200;0.00;12.89;54.45;0.00;1.60;228.70
AV01;Nava de Arevalo;2015-05-07;2230;0.00;11.75;59.96;0.00;1.73;206.70
AV01;Nava de Arevalo;2015-05-07;2300;0.00;12.32;58.11;0.00;1.98;205.30
AV01;Nava de Arevalo;2015-05-07;2330;0.00;12.69;56.49;0.00;2.46;216.10
AV01;Nava de Arevalo;2015-05-07;2400;0.00;14.30;50.82;0.00;4.68;247.00
AV101;Muñogalindo;2015-05-07;0030;0.00;4.83;85.30;0.00;1.43;242.00
AV101;Muñogalindo;2015-05-07;0100;0.00;4.83;86.90;0.00;1.49;307.60
AV101;Muñogalindo;2015-05-07;0130;0.00;4.99;84.20;0.00;2.21;289.40
AV101;Muñogalindo;2015-05-07;0200;0.00;5.13;84.50;0.00;1.46;259.00
AV101;Muñogalindo;2015-05-07;0230;0.00;3.77;89.70;0.00;1.52;294.60
AV101;Muñogalindo;2015-05-07;0300;0.00;3.58;90.10;0.00;1.32;317.30
AV101;Muñogalindo;2015-05-07;0330;0.00;3.94;87.60;0.00;1.36;72.72
AV101;Muñogalindo;2015-05-07;0400;0.00;4.84;79.06;0.00;1.95;50.94
AV101;Muñogalindo;2015-05-07;0430;0.00;5.50;72.16;0.00;2.08;101.60
AV101;Muñogalindo;2015-05-07;0500;0.00;5.06;76.92;0.00;2.37;135.00
AV101;Muñogalindo;2015-05-07;0530;0.00;6.24;65.25;3.79;1.96;101.30
AV101;Muñogalindo;2015-05-07;0600;0.00;6.55;66.45;26.30;2.13;83.50
AV101;Muñogalindo;2015-05-07;0630;0.00;8.54;52.30;75.88;2.16;98.90
AV101;Muñogalindo;2015-05-07;0700;0.00;9.30;55.68;129.60;2.43;86.80
AV101;Muñogalindo;2015-05-07;0730;0.00;11.11;49.50;156.20;2.57;87.50
AV101;Muñogalindo;2015-05-07;0800;0.00;13.93;45.08;446.80;2.02;56.38
AV101;Muñogalindo;2015-05-07;0830;0.00;16.56;31.70;463.70;1.67;42.46
AV101;Muñogalindo;2015-05-07;0900;0.00;17.55;31.90;514.70;2.14;204.00
AV101;Muñogalindo;2015-05-07;0930;0.00;18.14;26.83;635.60;4.91;205.30
AV101;Muñogalindo;2015-05-07;1000;0.00;19.02;27.50;566.20;5.61;188.00
AV101;Muñogalindo;2015-05-07;1030;0.00;19.73;25.55;921.00;4.45;177.60
AV101;Muñogalindo;2015-05-07;1100;0.00;20.46;25.16;1063.00;3.82;176.50
AV101;Muñogalindo;2015-05-07;1130;0.00;20.67;28.67;1024.00;3.68;114.00
AV101;Muñogalindo;2015-05-07;1200;0.00;21.02;26.18;985.00;3.80;123.40
AV101;Muñogalindo;2015-05-07;1230;0.00;21.88;23.14;981.00;4.61;211.30
AV101;Muñogalindo;2015-05-07;1300;0.00;22.29;21.58;985.00;5.21;209.30
AV101;Muñogalindo;2015-05-07;1330;0.00;22.68;21.96;906.00;4.43;190.90
AV101;Muñogalindo;2015-05-07;1400;0.00;22.46;24.01;949.00;5.27;211.10
AV101;Muñogalindo;2015-05-07;1430;0.00;23.19;25.57;845.00;6.32;207.60
AV101;Muñogalindo;2015-05-07;1500;0.00;22.83;24.08;766.80;6.66;207.10
AV101;Muñogalindo;2015-05-07;1530;0.00;22.79;24.92;687.70;6.04;215.30
AV101;Muñogalindo;2015-05-07;1600;0.00;22.60;25.81;601.90;5.80;212.10
AV101;Muñogalindo;2015-05-07;1630;0.00;22.17;25.52;498.40;5.93;201.40
AV101;Muñogalindo;2015-05-07;1700;0.00;21.81;26.51;412.80;6.19;193.40
AV101;Muñogalindo;2015-05-07;1730;0.00;21.51;27.00;293.50;4.93;190.10
AV101;Muñogalindo;2015-05-07;1800;0.00;20.85;28.09;201.10;4.60;179.00
AV101;Muñogalindo;2015-05-07;1830;0.00;20.40;28.90;118.80;3.37;171.60
AV101;Muñogalindo;2015-05-07;1900;0.00;19.37;31.67;49.51;2.10;170.80
AV101;Muñogalindo;2015-05-07;1930;0.00;18.02;34.82;6.87;0.87;127.70
