Codigo;Ubicacion;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitacion (mm);Temperatura (oC);Humedad relativa (%);Radiacion (W/m2);Vel. viento (m/s);Dir. viento (o)
AV01;Nava de Arevalo;2015-12-29;0030;0.20;4.45;94.80;0.00;1.83;239.90
AV01;Nava de Arevalo;2015-12-29;0100;0.00;3.60;93.80;0.00;1.36;213.40
AV01;Nava de Arevalo;2015-12-29;0130;0.00;2.90;96.80;0.00;1.51;204.00
AV01;Nava de Arevalo;2015-12-29;0200;0.00;3.03;96.80;0.00;1.79;197.00
AV01;Nava de Arevalo;2015-12-29;0230;0.00;2.64;97.40;0.00;1.85;200.50
AV01;Nava de Arevalo;2015-12-29;0300;0.00;2.99;96.70;0.00;1.89;203.20
AV01;Nava de Arevalo;2015-12-29;0330;0.00;2.96;94.90;0.00;1.87;214.70
AV01;Nava de Arevalo;2015-12-29;0400;0.00;2.25;95.00;0.00;1.42;235.90
AV01;Nava de Arevalo;2015-12-29;0430;0.00;1.56;96.80;0.00;1.05;225.10
AV01;Nava de Arevalo;2015-12-29;0500;0.00;1.04;98.00;0.00;1.17;198.80
AV01;Nava de Arevalo;2015-12-29;0530;0.00;1.37;98.70;0.00;1.77;187.70
AV01;Nava de Arevalo;2015-12-29;0600;0.00;1.41;98.80;0.00;1.67;184.10
AV01;Nava de Arevalo;2015-12-29;0630;0.00;1.72;98.00;0.00;1.38;181.00
AV01;Nava de Arevalo;2015-12-29;0700;0.00;1.05;97.70;0.00;1.59;180.70
AV01;Nava de Arevalo;2015-12-29;0730;0.00;0.62;98.00;0.13;1.49;190.30
AV01;Nava de Arevalo;2015-12-29;0800;0.00;1.05;97.90;5.32;1.57;187.30
AV01;Nava de Arevalo;2015-12-29;0830;0.00;1.56;97.70;32.61;1.81;180.90
AV01;Nava de Arevalo;2015-12-29;0900;0.00;2.04;96.60;99.50;1.80;192.90
AV01;Nava de Arevalo;2015-12-29;0930;0.00;3.25;94.00;108.50;1.44;176.90
AV01;Nava de Arevalo;2015-12-29;1000;0.00;4.34;91.10;210.90;1.53;171.40
AV01;Nava de Arevalo;2015-12-29;1030;0.00;6.31;86.00;303.10;1.02;183.30
AV01;Nava de Arevalo;2015-12-29;1100;0.00;8.13;80.90;342.80;1.65;286.10
AV01;Nava de Arevalo;2015-12-29;1130;0.00;9.51;75.94;378.10;2.31;286.20
AV01;Nava de Arevalo;2015-12-29;1200;0.00;9.74;73.26;312.40;2.69;268.90
AV01;Nava de Arevalo;2015-12-29;1230;0.00;9.93;73.47;403.60;2.90;276.40
AV01;Nava de Arevalo;2015-12-29;1300;0.00;9.47;74.53;253.60;2.31;284.30
AV01;Nava de Arevalo;2015-12-29;1330;0.00;10.01;72.08;415.50;2.39;291.50
AV01;Nava de Arevalo;2015-12-29;1400;0.00;10.68;68.48;397.40;1.56;275.90
AV01;Nava de Arevalo;2015-12-29;1430;0.00;11.15;63.85;343.60;1.83;266.60
AV01;Nava de Arevalo;2015-12-29;1500;0.00;11.35;62.32;284.90;1.57;268.10
AV01;Nava de Arevalo;2015-12-29;1530;0.00;11.40;60.82;223.30;0.95;266.80
AV01;Nava de Arevalo;2015-12-29;1600;0.00;11.45;60.37;155.50;1.17;261.40
AV01;Nava de Arevalo;2015-12-29;1630;0.00;11.17;61.59;76.83;0.78;266.10
AV01;Nava de Arevalo;2015-12-29;1700;0.00;9.63;72.28;17.46;0.23;266.90
AV01;Nava de Arevalo;2015-12-29;1730;0.00;6.79;85.60;0.91;0.60;264.80
AV01;Nava de Arevalo;2015-12-29;1800;0.00;5.18;87.90;0.00;1.03;224.40
AV01;Nava de Arevalo;2015-12-29;1830;0.00;4.71;91.00;0.00;1.72;233.70
AV01;Nava de Arevalo;2015-12-29;1900;0.00;4.70;93.00;0.00;1.91;233.40
AV01;Nava de Arevalo;2015-12-29;1930;0.00;3.87;94.90;0.00;1.48;222.10
AV01;Nava de Arevalo;2015-12-29;2000;0.00;2.96;96.60;0.00;1.15;203.50
AV01;Nava de Arevalo;2015-12-29;2030;0.00;2.65;97.60;0.00;1.54;186.70
AV01;Nava de Arevalo;2015-12-29;2100;0.00;2.40;97.60;0.00;1.75;181.50
AV01;Nava de Arevalo;2015-12-29;2130;0.00;2.45;98.00;0.00;1.56;186.50
AV01;Nava de Arevalo;2015-12-29;2200;0.00;1.62;98.30;0.00;1.42;197.00
AV01;Nava de Arevalo;2015-12-29;2230;0.00;1.21;98.40;0.00;1.37;198.50
AV01;Nava de Arevalo;2015-12-29;2300;0.00;1.26;98.10;0.00;1.63;185.50
AV01;Nava de Arevalo;2015-12-29;2330;0.00;0.94;98.30;0.00;1.67;189.60
AV01;Nava de Arevalo;2015-12-29;2400;0.00;0.74;98.60;0.00;0.67;197.50
AV101;Muñogalindo;2015-12-29;0030;0.00;4.17;93.00;0.00;3.50;282.00
AV101;Muñogalindo;2015-12-29;0100;0.00;3.26;93.30;0.00;1.62;279.10
AV101;Muñogalindo;2015-12-29;0130;0.00;2.37;94.10;0.00;2.96;298.60
AV101;Muñogalindo;2015-12-29;0200;0.00;2.56;91.90;0.00;2.24;300.50
