Codigo;Ubicacion;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitacion (mm);Temperatura (oC);Humedad relativa (%);Radiacion (W/m2);Vel. viento (m/s);Dir. viento (o)
AV01;Nava de Arevalo;2016-02-23;0030;0.00;2.32;92.80;0.00;2.10;249.10
AV01;Nava de Arevalo;2016-02-23;0100;0.00;1.87;93.90;0.00;2.03;245.00
AV01;Nava de Arevalo;2016-02-23;0130;0.00;1.90;93.80;0.00;1.42;245.90
AV01;Nava de Arevalo;2016-02-23;0200;0.00;1.53;95.40;0.00;1.96;245.20
AV01;Nava de Arevalo;2016-02-23;0230;0.00;2.04;93.90;0.00;1.78;263.90
AV01;Nava de Arevalo;2016-02-23;0300;0.00;0.93;95.60;0.00;1.70;239.70
AV01;Nava de Arevalo;2016-02-23;0330;0.00;0.71;96.40;0.00;1.56;233.80
AV01;Nava de Arevalo;2016-02-23;0400;0.00;0.75;97.40;0.00;1.61;225.00
AV01;Nava de Arevalo;2016-02-23;0430;0.00;1.02;97.40;0.00;1.91;238.40
AV01;Nava de Arevalo;2016-02-23;0500;0.00;1.06;98.10;0.02;2.12;236.00
AV01;Nava de Arevalo;2016-02-23;0530;0.00;0.74;98.30;0.02;1.99;237.20
AV01;Nava de Arevalo;2016-02-23;0600;0.00;0.53;98.70;0.02;2.05;240.80
AV01;Nava de Arevalo;2016-02-23;0630;0.00;0.59;99.20;0.02;2.02;247.60
AV01;Nava de Arevalo;2016-02-23;0700;0.00;0.45;99.40;0.84;1.93;247.00
AV01;Nava de Arevalo;2016-02-23;0730;0.00;0.20;99.60;15.56;1.77;240.90
AV01;Nava de Arevalo;2016-02-23;0800;0.00;0.68;99.70;43.28;1.95;243.20
AV01;Nava de Arevalo;2016-02-23;0830;0.20;2.09;98.90;168.60;2.33;247.40
AV01;Nava de Arevalo;2016-02-23;0900;0.00;4.34;93.60;263.70;3.11;255.50
AV01;Nava de Arevalo;2016-02-23;0930;0.00;5.67;88.40;350.80;3.32;271.00
AV01;Nava de Arevalo;2016-02-23;1000;0.00;6.63;81.80;240.10;3.38;284.90
AV01;Nava de Arevalo;2016-02-23;1030;0.00;6.94;78.51;294.90;3.10;287.70
AV01;Nava de Arevalo;2016-02-23;1100;0.00;7.11;75.40;348.20;2.52;284.80
AV01;Nava de Arevalo;2016-02-23;1130;0.00;7.57;70.67;416.20;2.39;263.80
AV01;Nava de Arevalo;2016-02-23;1200;0.00;7.96;68.70;588.20;2.53;253.90
AV01;Nava de Arevalo;2016-02-23;1230;0.00;8.26;68.96;656.70;1.84;265.80
AV01;Nava de Arevalo;2016-02-23;1300;0.00;9.24;65.96;674.40;2.16;241.30
AV01;Nava de Arevalo;2016-02-23;1330;0.00;10.01;64.43;651.80;2.57;254.60
AV01;Nava de Arevalo;2016-02-23;1400;0.00;10.73;61.12;625.70;2.82;264.80
AV01;Nava de Arevalo;2016-02-23;1430;0.00;11.11;62.30;584.60;3.07;285.60
AV01;Nava de Arevalo;2016-02-23;1500;0.00;11.65;60.07;526.40;3.05;287.50
AV01;Nava de Arevalo;2016-02-23;1530;0.00;11.79;59.15;451.80;2.76;293.00
AV01;Nava de Arevalo;2016-02-23;1600;0.00;11.84;58.99;382.10;2.95;302.10
AV01;Nava de Arevalo;2016-02-23;1630;0.00;11.87;59.63;291.90;3.12;298.00
AV01;Nava de Arevalo;2016-02-23;1700;0.00;11.58;61.57;202.90;2.82;298.00
AV01;Nava de Arevalo;2016-02-23;1730;0.00;11.09;64.46;116.60;1.74;288.80
AV01;Nava de Arevalo;2016-02-23;1800;0.00;9.77;71.02;30.04;0.77;260.30
AV01;Nava de Arevalo;2016-02-23;1830;0.00;7.11;81.80;1.65;1.06;227.20
AV01;Nava de Arevalo;2016-02-23;1900;0.00;5.78;86.30;0.00;1.35;224.90
AV01;Nava de Arevalo;2016-02-23;1930;0.00;5.46;87.50;0.00;1.70;227.60
AV01;Nava de Arevalo;2016-02-23;2000;0.00;4.46;90.20;0.00;1.56;223.90
AV01;Nava de Arevalo;2016-02-23;2030;0.00;4.15;92.00;0.00;1.72;230.40
AV01;Nava de Arevalo;2016-02-23;2100;0.00;3.48;93.90;0.00;1.79;220.30
AV01;Nava de Arevalo;2016-02-23;2130;0.00;3.38;94.40;0.00;1.76;226.30
AV01;Nava de Arevalo;2016-02-23;2200;0.00;3.30;95.00;0.00;1.61;236.20
AV01;Nava de Arevalo;2016-02-23;2230;0.00;3.08;95.00;0.00;1.64;234.80
AV01;Nava de Arevalo;2016-02-23;2300;0.00;1.90;95.60;0.00;0.84;210.80
AV01;Nava de Arevalo;2016-02-23;2330;0.00;0.41;97.50;0.00;0.89;199.20
AV01;Nava de Arevalo;2016-02-23;2400;0.00;0.45;98.90;0.00;0.95;190.90
AV101;Muñogalindo;2016-02-23;0030;0.00;4.92;84.70;0.00;3.47;252.50
AV101;Muñogalindo;2016-02-23;0100;0.00;4.89;85.50;0.00;3.16;268.80
AV101;Muñogalindo;2016-02-23;0130;0.00;4.48;87.20;0.00;2.68;236.90
AV101;Muñogalindo;2016-02-23;0200;0.00;3.95;90.80;0.00;2.53;265.60
AV101;Muñogalindo;2016-02-23;0230;0.00;3.39;93.00;0.00;2.23;267.80
AV101;Muñogalindo;2016-02-23;0300;0.00;2.78;94.40;0.00;2.35;234.40
AV101;Muñogalindo;2016-02-23;0330;0.00;2.57;95.20;0.00;2.07;244.10
AV101;Muñogalindo;2016-02-23;0400;0.00;2.54;94.80;0.00;1.85;258.20
AV101;Muñogalindo;2016-02-23;0430;0.00;3.06;94.90;0.00;1.71;264.40
AV101;Muñogalindo;2016-02-23;0500;0.00;3.34;95.00;0.00;2.08;254.50
AV101;Muñogalindo;2016-02-23;0530;0.00;3.67;91.10;0.00;3.38;271.10
AV101;Muñogalindo;2016-02-23;0600;0.00;4.00;84.80;0.00;3.75;272.10
AV101;Muñogalindo;2016-02-23;0630;0.00;4.01;86.10;0.00;3.17;290.20
AV101;Muñogalindo;2016-02-23;0700;0.00;3.88;85.80;0.16;3.73;290.10
AV101;Muñogalindo;2016-02-23;0730;0.00;3.72;85.80;5.14;3.54;284.10
AV101;Muñogalindo;2016-02-23;0800;0.00;3.75;84.90;21.62;3.20;290.60
AV101;Muñogalindo;2016-02-23;0830;0.00;3.86;84.40;57.39;3.79;295.30
AV101;Muñogalindo;2016-02-23;0900;0.00;4.11;83.20;152.30;3.24;280.70
AV101;Muñogalindo;2016-02-23;0930;0.00;5.09;79.04;325.20;2.78;292.00
AV101;Muñogalindo;2016-02-23;1000;0.00;5.37;76.28;430.30;1.87;336.80
AV101;Muñogalindo;2016-02-23;1030;0.00;6.63;70.35;584.80;1.50;175.10
AV101;Muñogalindo;2016-02-23;1100;0.00;7.30;67.85;639.00;1.27;284.40
AV101;Muñogalindo;2016-02-23;1130;0.00;8.33;64.45;679.70;1.92;201.10
AV101;Muñogalindo;2016-02-23;1200;0.00;8.80;65.89;705.90;2.01;212.80
AV101;Muñogalindo;2016-02-23;1230;0.00;9.51;63.75;718.20;1.49;28.34
AV101;Muñogalindo;2016-02-23;1300;0.00;10.69;60.66;712.50;1.70;52.91
AV101;Muñogalindo;2016-02-23;1330;0.00;11.60;57.47;691.10;1.61;88.40
AV101;Muñogalindo;2016-02-23;1400;0.00;12.34;55.84;656.50;1.95;45.88
AV101;Muñogalindo;2016-02-23;1430;0.00;13.27;52.90;605.60;1.58;49.37
AV101;Muñogalindo;2016-02-23;1500;0.00;14.00;47.41;548.60;2.80;296.90
AV101;Muñogalindo;2016-02-23;1530;0.00;13.91;48.08;470.80;4.11;310.80
AV101;Muñogalindo;2016-02-23;1600;0.00;13.30;50.72;367.50;4.87;311.60
AV101;Muñogalindo;2016-02-23;1630;0.00;12.70;51.68;280.70;4.92;309.70
AV101;Muñogalindo;2016-02-23;1700;0.00;11.94;54.35;197.70;5.50;303.80
AV101;Muñogalindo;2016-02-23;1730;0.00;10.86;62.89;93.40;4.49;309.90
AV101;Muñogalindo;2016-02-23;1800;0.00;8.73;73.75;16.54;3.07;309.90
AV101;Muñogalindo;2016-02-23;1830;0.00;6.88;81.50;0.88;2.22;284.70
AV101;Muñogalindo;2016-02-23;1900;0.00;7.22;79.52;0.00;2.86;283.90
AV101;Muñogalindo;2016-02-23;1930;0.00;5.53;85.70;0.00;2.67;227.10
AV101;Muñogalindo;2016-02-23;2000;0.00;5.20;87.20;0.00;2.97;249.40
AV101;Muñogalindo;2016-02-23;2030;0.00;4.00;88.50;0.00;1.48;295.00
AV101;Muñogalindo;2016-02-23;2100;0.00;3.65;89.50;0.00;2.17;288.40
AV101;Muñogalindo;2016-02-23;2130;0.00;2.38;91.90;0.00;2.27;293.00
AV101;Muñogalindo;2016-02-23;2200;0.00;2.31;93.30;0.00;2.05;274.80
AV101;Muñogalindo;2016-02-23;2230;0.00;2.37;90.60;0.00;1.54;100.10
AV101;Muñogalindo;2016-02-23;2300;0.00;1.41;96.20;0.00;1.75;22.65
AV101;Muñogalindo;2016-02-23;2330;0.00;0.80;98.10;0.00;1.36;167.20
AV101;Muñogalindo;2016-02-23;2400;0.00;0.09;97.80;0.00;1.50;259.60
BU02;Valle de Valdelucio;2016-02-23;0030;0.00;3.16;97.40;0.00;0.03;5.64
BU02;Valle de Valdelucio;2016-02-23;0100;0.00;2.05;96.50;0.00;0.05;27.66
BU02;Valle de Valdelucio;2016-02-23;0130;0.00;1.07;97.40;0.00;0.00;0.00
BU02;Valle de Valdelucio;2016-02-23;0200;0.00;1.74;98.60;0.00;0.00;0.00
BU02;Valle de Valdelucio;2016-02-23;0230;0.00;2.14;99.30;0.00;0.00;0.00
BU02;Valle de Valdelucio;2016-02-23;0300;0.00;2.23;99.60;0.00;0.01;237.70
BU02;Valle de Valdelucio;2016-02-23;0330;0.00;2.25;99.90;0.00;0.00;0.00
BU02;Valle de Valdelucio;2016-02-23;0400;0.00;2.36;100.00;0.00;0.00;0.00
BU02;Valle de Valdelucio;2016-02-23;0430;0.00;2.56;100.00;0.00;0.73;268.10
BU02;Valle de Valdelucio;2016-02-23;0500;0.00;1.87;100.00;0.00;0.08;349.60
BU02;Valle de Valdelucio;2016-02-23;0530;0.00;1.96;100.00;0.00;0.00;0.00
BU02;Valle de Valdelucio;2016-02-23;0600;0.00;1.36;100.00;0.00;0.00;0.00
BU02;Valle de Valdelucio;2016-02-23;0630;0.00;1.70;100.00;0.00;0.72;282.00
BU02;Valle de Valdelucio;2016-02-23;0700;0.00;1.67;100.00;0.23;1.57;269.50
BU02;Valle de Valdelucio;2016-02-23;0730;0.00;1.43;100.00;7.86;1.35;259.20
BU02;Valle de Valdelucio;2016-02-23;0800;0.00;1.25;100.00;34.33;1.68;275.20
BU02;Valle de Valdelucio;2016-02-23;0830;0.00;1.61;100.00;68.93;1.03;274.00
BU02;Valle de Valdelucio;2016-02-23;0900;0.00;2.30;100.00;128.70;0.68;293.30
BU02;Valle de Valdelucio;2016-02-23;0930;0.00;2.63;100.00;166.00;0.28;277.50
BU02;Valle de Valdelucio;2016-02-23;1000;0.00;2.99;100.00;196.40;0.32;226.70
BU02;Valle de Valdelucio;2016-02-23;1030;0.00;3.63;100.00;276.30;0.15;232.60
BU02;Valle de Valdelucio;2016-02-23;1100;0.00;4.42;99.40;296.70;0.28;168.40
BU02;Valle de Valdelucio;2016-02-23;1130;0.00;4.90;93.10;265.70;0.76;150.40
BU02;Valle de Valdelucio;2016-02-23;1200;0.00;5.97;87.10;497.90;0.35;153.10
BU02;Valle de Valdelucio;2016-02-23;1230;0.00;6.44;83.30;276.70;0.51;212.90
