Codigo;Ubicacion;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitacion (mm);Temperatura (oC);Humedad relativa (%);Radiacion (W/m2);Vel. viento (m/s);Dir. viento (o)
AV01;Nava de Arevalo;2015-01-13;0030;0.00;-1.86;94.90;0.00;0.71;186.40
AV01;Nava de Arevalo;2015-01-13;0100;0.00;-1.12;93.90;0.00;1.81;172.80
AV01;Nava de Arevalo;2015-01-13;0130;0.00;-1.21;95.30;0.00;2.38;175.10
AV01;Nava de Arevalo;2015-01-13;0200;0.00;-1.25;93.20;0.00;1.49;183.20
AV01;Nava de Arevalo;2015-01-13;0230;0.00;-1.75;92.60;0.00;1.59;201.40
AV01;Nava de Arevalo;2015-01-13;0300;0.00;-2.15;92.20;0.00;1.33;203.10
AV01;Nava de Arevalo;2015-01-13;0330;0.00;-1.77;89.70;0.00;0.98;197.00
AV01;Nava de Arevalo;2015-01-13;0400;0.00;-2.04;89.50;0.00;1.67;176.00
AV01;Nava de Arevalo;2015-01-13;0430;0.00;-1.92;89.00;0.00;1.74;176.00
AV01;Nava de Arevalo;2015-01-13;0500;0.00;-1.88;87.10;0.00;1.75;180.90
AV01;Nava de Arevalo;2015-01-13;0530;0.00;-1.46;84.30;0.00;2.02;174.20
AV01;Nava de Arevalo;2015-01-13;0600;0.00;-1.19;82.90;0.00;1.09;171.10
AV01;Nava de Arevalo;2015-01-13;0630;0.00;-1.63;84.70;0.00;1.15;169.80
AV01;Nava de Arevalo;2015-01-13;0700;0.00;-1.95;86.60;0.00;1.55;173.00
AV01;Nava de Arevalo;2015-01-13;0730;0.00;-1.70;85.20;0.23;1.53;161.70
AV01;Nava de Arevalo;2015-01-13;0800;0.00;-1.77;86.60;8.30;1.80;170.40
AV01;Nava de Arevalo;2015-01-13;0830;0.00;-0.94;86.60;63.89;1.84;186.20
AV01;Nava de Arevalo;2015-01-13;0900;0.00;1.00;82.20;146.80;1.22;153.50
AV01;Nava de Arevalo;2015-01-13;0930;0.00;2.82;79.30;210.90;1.76;179.40
AV01;Nava de Arevalo;2015-01-13;1000;0.00;5.49;71.80;234.20;2.23;194.20
AV01;Nava de Arevalo;2015-01-13;1030;0.00;8.67;59.31;332.00;2.98;226.70
AV01;Nava de Arevalo;2015-01-13;1100;0.00;10.22;55.53;374.10;4.01;227.90
AV01;Nava de Arevalo;2015-01-13;1130;0.00;11.80;52.93;406.50;4.46;236.90
AV01;Nava de Arevalo;2015-01-13;1200;0.00;13.08;51.21;431.70;4.76;247.70
AV01;Nava de Arevalo;2015-01-13;1230;0.00;13.68;48.71;460.10;6.35;255.50
AV01;Nava de Arevalo;2015-01-13;1300;0.00;13.90;49.42;475.20;6.88;257.00
AV01;Nava de Arevalo;2015-01-13;1330;0.00;13.41;50.82;415.20;6.36;252.40
AV01;Nava de Arevalo;2015-01-13;1400;0.00;13.36;52.00;329.10;6.27;255.70
AV01;Nava de Arevalo;2015-01-13;1430;0.00;12.18;55.95;189.30;5.73;262.90
AV01;Nava de Arevalo;2015-01-13;1500;0.00;11.45;58.07;161.10;4.18;262.00
AV01;Nava de Arevalo;2015-01-13;1530;0.00;10.81;60.64;118.90;3.57;246.20
AV01;Nava de Arevalo;2015-01-13;1600;0.00;10.12;61.16;104.60;3.95;248.00
AV01;Nava de Arevalo;2015-01-13;1630;0.00;9.52;63.34;73.70;3.58;244.10
AV01;Nava de Arevalo;2015-01-13;1700;0.00;8.65;68.08;29.55;3.12;249.40
AV01;Nava de Arevalo;2015-01-13;1730;0.00;7.92;71.40;3.34;3.27;255.00
AV01;Nava de Arevalo;2015-01-13;1800;0.00;6.74;75.60;0.03;2.95;243.70
AV01;Nava de Arevalo;2015-01-13;1830;0.00;6.48;75.30;0.00;2.61;246.70
AV01;Nava de Arevalo;2015-01-13;1900;0.00;6.15;75.30;0.00;2.30;242.70
AV01;Nava de Arevalo;2015-01-13;1930;0.00;6.48;72.70;0.00;2.33;232.70
AV01;Nava de Arevalo;2015-01-13;2000;0.00;6.50;71.10;0.00;2.74;217.30
AV01;Nava de Arevalo;2015-01-13;2030;0.00;6.57;70.60;0.00;2.67;226.00
AV01;Nava de Arevalo;2015-01-13;2100;0.00;6.30;72.60;0.00;2.02;214.70
AV01;Nava de Arevalo;2015-01-13;2130;0.00;5.97;76.60;0.00;2.10;229.50
AV01;Nava de Arevalo;2015-01-13;2200;0.00;6.21;79.40;0.00;2.08;237.10
AV01;Nava de Arevalo;2015-01-13;2230;0.00;4.97;83.40;0.00;1.58;238.80
AV01;Nava de Arevalo;2015-01-13;2300;0.00;5.15;84.00;0.00;2.32;242.70
AV01;Nava de Arevalo;2015-01-13;2330;0.00;5.66;81.20;0.00;2.59;255.30
AV01;Nava de Arevalo;2015-01-13;2400;0.00;6.11;80.80;0.00;3.13;259.40
AV101;Muñogalindo;2015-01-13;0800;0.00;-0.18;4.21;37.69;1.75;247.70
AV101;Muñogalindo;2015-01-13;0830;0.00;-0.56;14.87;132.40;1.91;310.80
AV101;Muñogalindo;2015-01-13;0900;0.00;-1.34;60.85;206.30;1.73;249.20
AV101;Muñogalindo;2015-01-13;0930;0.00;-0.42;85.60;263.90;2.59;268.80
AV101;Muñogalindo;2015-01-13;1000;0.00;1.30;82.50;349.80;2.40;261.60
AV101;Muñogalindo;2015-01-13;1030;0.00;4.22;67.81;414.10;1.29;331.40
AV101;Muñogalindo;2015-01-13;1100;0.00;7.18;58.22;465.30;1.55;85.00
AV101;Muñogalindo;2015-01-13;1130;0.00;8.32;54.73;506.10;2.04;87.50
AV101;Muñogalindo;2015-01-13;1200;0.00;9.83;50.98;536.80;2.01;109.70
AV101;Muñogalindo;2015-01-13;1230;0.00;12.27;41.90;556.80;4.58;257.10
AV101;Muñogalindo;2015-01-13;1300;0.00;12.58;42.31;549.00;8.19;277.50
AV101;Muñogalindo;2015-01-13;1330;0.00;12.27;42.38;387.00;8.90;277.20
AV101;Muñogalindo;2015-01-13;1400;0.00;11.83;42.43;282.90;9.25;269.40
AV101;Muñogalindo;2015-01-13;1430;0.00;11.79;47.27;254.20;7.64;267.70
AV101;Muñogalindo;2015-01-13;1500;0.00;10.83;52.79;152.20;7.12;274.60
AV101;Muñogalindo;2015-01-13;1530;0.00;10.32;53.50;121.00;6.45;273.20
AV101;Muñogalindo;2015-01-13;1600;0.00;9.78;56.46;92.10;4.70;278.00
AV101;Muñogalindo;2015-01-13;1630;0.00;9.01;60.67;48.85;4.37;286.30
AV101;Muñogalindo;2015-01-13;1700;0.00;8.61;62.21;21.45;5.40;280.60
AV101;Muñogalindo;2015-01-13;1730;0.00;7.63;65.99;3.24;4.78;276.00
BU02;Valle de Valdelucio;2015-01-13;0030;0.00;0.94;100.00;0.00;1.84;291.90
BU02;Valle de Valdelucio;2015-01-13;0100;0.00;0.79;100.00;0.00;2.03;295.90
BU02;Valle de Valdelucio;2015-01-13;0130;0.00;0.72;100.00;0.00;2.31;292.00
BU02;Valle de Valdelucio;2015-01-13;0200;0.00;1.01;100.00;0.00;2.92;277.70
BU02;Valle de Valdelucio;2015-01-13;0230;0.00;1.12;100.00;0.00;3.15;270.70
BU02;Valle de Valdelucio;2015-01-13;0300;0.00;0.94;100.00;0.00;3.09;269.70
BU02;Valle de Valdelucio;2015-01-13;0330;0.00;0.96;100.00;0.00;3.25;263.40
