Codigo,Ubicacion,Fecha (AAAA-MM-DD),Hora (HHMM),Precipitacion (mm),Temperatura (oC),Humedad relativa (%),Radiacion (W/m2),Vel. viento (m/s),Dir. viento (o)
AV01,Nava de Arevalo,-0.500772335439,-0.492,-0.00333140469302,-0.232677056687,0.2855916069,-0.0282251852792,-0.078863324987,0.0882715781706
AV01,Nava de Arevalo,-0.500772335439,-0.467,-0.00333140469302,-0.174910237384,0.221180770212,0.0612230238205,-0.0865482433348,0.179685859916
AV01,Nava de Arevalo,-0.500772335439,-0.408666666667,-0.00333140469302,-0.139686567078,0.186908112177,0.142636382969,-0.0510054959764,0.255262408957
AV01,Nava de Arevalo,-0.500772335439,-0.383666666667,-0.00333140469302,-0.109394210614,0.154376287566,0.21911266564,-0.0779027101935,0.272767271419
AV01,Nava de Arevalo,-0.500772335439,-0.325333333333,-0.00333140469302,-0.0773406706356,0.108353003919,0.28397229778,-0.132657753421,0.292494973558
AV01,Nava de Arevalo,-0.500772335439,-0.300333333333,-0.00333140469302,-0.0308454258311,0.0527551364396,0.34011944202,-0.104799924411,0.340286026629
AV01,Nava de Arevalo,-0.500772335439,-0.242,-0.00333140469302,0.013536398755,-0.0151373670965,0.387554098361,-0.0740602510197,0.126059852691
AV01,Nava de Arevalo,-0.500772335439,-0.217,-0.00333140469302,0.0322049440175,-0.0638807029685,0.346895821497,0.0133556951859,0.18524295911
AV01,Nava de Arevalo,-0.500772335439,-0.158666666667,-0.00333140469302,0.0628495371841,-0.0978269547365,0.429180429435,0.0815593455221,0.183297974392
AV01,Nava de Arevalo,-0.500772335439,-0.133666666667,-0.00333140469302,0.101243337818,-0.138518936023,0.465966489455,0.127668855609,0.161903142494
AV01,Nava de Arevalo,-0.500772335439,-0.0753333333333,-0.00333140469302,0.0998343910058,-0.144611853007,0.398202694682,0.0450559833703,0.176351600399
AV01,Nava de Arevalo,-0.500772335439,-0.0503333333333,-0.00333140469302,0.0987776808966,-0.147984717766,0.374001339406,0.0796381159352,0.150788944106
AV01,Nava de Arevalo,-0.500772335439,0.008,-0.00333140469302,0.0980732074905,-0.125462685343,0.376905502039,0.0882836490764,0.152178218904
AV01,Nava de Arevalo,-0.500772335439,0.033,-0.00333140469302,0.123082013408,-0.130576383526,0.1822298002,0.112299018913,0.219696974114
AV01,Nava de Arevalo,-0.500772335439,0.0913333333333,-0.00333140469302,0.111458202207,-0.119152164181,0.147960681129,0.120944552054,0.261375218071
AV01,Nava de Arevalo,-0.500772335439,0.116333333333,-0.00333140469302,0.089619526617,-0.10946877826,0.0933624236269,0.056583360892,0.286937874364
AV01,Nava de Arevalo,-0.500772335439,0.174666666667,-0.00333140469302,0.0783479521189,-0.101743829941,-0.107024798058,0.0786775011417,0.221364103872
AV01,Nava de Arevalo,-0.500772335439,0.199666666667,-0.00333140469302,0.0857449228833,-0.111427215862,-0.0627847206132,0.110377789326,0.222197668751
AV01,Nava de Arevalo,-0.500772335439,0.258,-0.00333140469302,0.0959597872721,-0.111318413773,-0.0677217970895,0.109417174533,0.198579997176
AV01,Nava de Arevalo,-0.500772335439,0.283,-0.00333140469302,0.0741211116821,-0.0972829442915,-0.157170006189,0.124787011228,0.215807004678
AV01,Nava de Arevalo,-0.500772335439,0.341333333333,-0.00333140469302,0.0307959972052,-0.0613782549215,-0.353394594766,0.0613864348593,0.259708088312
AV01,Nava de Arevalo,-0.500772335439,0.366333333333,-0.00333140469302,0.0262169200654,-0.0544149212255,-0.301700499897,0.0786775011417,0.232478302261
AV01,Nava de Arevalo,-0.500772335439,0.424666666667,-0.00333140469302,-0.00125754277366,-0.0342865347605,-0.403830219161,-0.0250688965528,0.225809783228
AV01,Nava de Arevalo,-0.500772335439,0.449666666667,-0.00333140469302,-0.0544452849364,0.00749346741556,-0.446327799026,-0.00105352671611,0.274990111096
AV01,Nava de Arevalo,-0.500772335439,0.508,-0.00333140469302,-0.117847891488,0.0493822716806,-0.480780848396,-0.0625328734981,0.292494973558
