Codigo;Ubicacion;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitacion (mm);Temperatura (oC);Humedad relativa (%);Radiacion (W/m2);Vel. viento (m/s);Dir. viento (o)
AV01;Nava de Arevalo;2015-07-11;0030;0.00;14.38;66.67;0.00;1.28;243.60
AV01;Nava de Arevalo;2015-07-11;0100;0.00;14.49;64.37;0.00;1.75;239.40
AV01;Nava de Arevalo;2015-07-11;0130;0.00;14.32;64.93;0.00;1.80;235.70
AV01;Nava de Arevalo;2015-07-11;0200;0.00;13.82;68.43;0.00;1.54;226.80
AV01;Nava de Arevalo;2015-07-11;0230;0.00;13.62;69.48;0.00;1.76;228.90
AV01;Nava de Arevalo;2015-07-11;0300;0.00;13.78;68.50;0.00;1.64;238.10
AV01;Nava de Arevalo;2015-07-11;0330;0.00;13.22;72.30;0.00;1.59;244.10
AV01;Nava de Arevalo;2015-07-11;0400;0.00;12.74;74.80;0.00;1.11;244.40
AV01;Nava de Arevalo;2015-07-11;0430;0.00;12.14;77.40;0.00;0.56;253.60
AV01;Nava de Arevalo;2015-07-11;0500;0.00;11.36;81.90;2.10;0.47;254.20
AV01;Nava de Arevalo;2015-07-11;0530;0.00;11.27;84.80;25.43;1.02;246.10
AV01;Nava de Arevalo;2015-07-11;0600;0.00;12.87;81.30;97.40;1.01;253.30
AV01;Nava de Arevalo;2015-07-11;0630;0.00;15.75;72.40;182.20;1.13;278.60
AV01;Nava de Arevalo;2015-07-11;0700;0.00;17.52;64.55;276.80;1.99;301.60
AV01;Nava de Arevalo;2015-07-11;0730;0.00;18.12;60.48;373.30;1.70;318.70
AV01;Nava de Arevalo;2015-07-11;0800;0.00;18.82;57.82;469.10;1.25;320.10
AV01;Nava de Arevalo;2015-07-11;0830;0.00;19.89;54.69;560.90;1.26;310.50
AV01;Nava de Arevalo;2015-07-11;0900;0.00;20.75;52.53;647.30;1.28;322.40
AV01;Nava de Arevalo;2015-07-11;0930;0.00;22.06;49.27;726.00;1.67;305.20
AV01;Nava de Arevalo;2015-07-11;1000;0.00;23.75;45.72;797.00;2.04;324.00
AV01;Nava de Arevalo;2015-07-11;1030;0.00;24.50;42.78;857.00;2.18;324.20
AV01;Nava de Arevalo;2015-07-11;1100;0.00;25.62;40.28;904.00;2.11;338.50
AV01;Nava de Arevalo;2015-07-11;1130;0.00;26.57;36.49;940.00;1.97;353.10
AV01;Nava de Arevalo;2015-07-11;1200;0.00;27.77;30.54;964.00;1.74;0.63
AV01;Nava de Arevalo;2015-07-11;1230;0.00;28.61;29.87;971.00;2.29;351.70
AV01;Nava de Arevalo;2015-07-11;1300;0.00;29.56;27.29;967.00;2.08;4.07
AV01;Nava de Arevalo;2015-07-11;1330;0.00;30.03;26.73;950.00;1.82;323.40
