Codigo;Ubicacion;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitacion (mm);Temperatura (oC);Humedad relativa (%);Radiacion (W/m2);Vel. viento (m/s);Dir. viento (o)
AV01;Nava de Arevalo;2015-08-09;0030;0.00;12.96;74.80;0.00;1.99;45.38
AV01;Nava de Arevalo;2015-08-09;0100;0.00;12.32;75.30;0.00;0.89;15.92
AV01;Nava de Arevalo;2015-08-09;0130;0.00;11.47;79.50;0.00;0.77;49.61
AV01;Nava de Arevalo;2015-08-09;0200;0.00;11.31;81.20;0.00;0.70;86.30
AV01;Nava de Arevalo;2015-08-09;0230;0.00;11.02;81.40;0.00;0.73;89.50
AV01;Nava de Arevalo;2015-08-09;0300;0.00;10.90;80.70;0.00;0.61;152.20
AV01;Nava de Arevalo;2015-08-09;0330;0.00;8.51;91.20;0.00;0.33;238.90
AV01;Nava de Arevalo;2015-08-09;0400;0.00;8.11;93.90;0.00;0.76;206.50
AV01;Nava de Arevalo;2015-08-09;0430;0.00;7.04;94.40;0.00;0.25;242.50
AV01;Nava de Arevalo;2015-08-09;0500;0.00;6.84;96.00;0.00;0.02;217.90
AV01;Nava de Arevalo;2015-08-09;0530;0.00;6.20;96.10;3.18;0.14;341.60
AV01;Nava de Arevalo;2015-08-09;0600;0.00;7.52;97.30;39.48;0.23;30.31
AV01;Nava de Arevalo;2015-08-09;0630;0.00;9.70;90.30;119.20;0.83;49.58
AV01;Nava de Arevalo;2015-08-09;0700;0.00;12.21;77.80;210.30;1.81;64.50
AV01;Nava de Arevalo;2015-08-09;0730;0.00;13.41;71.20;313.80;1.79;68.58
AV01;Nava de Arevalo;2015-08-09;0800;0.00;15.32;64.06;413.60;2.10;89.10
AV01;Nava de Arevalo;2015-08-09;0830;0.00;16.58;59.41;510.30;1.39;88.40
AV01;Nava de Arevalo;2015-08-09;0900;0.00;18.33;53.70;601.10;0.94;86.30
AV01;Nava de Arevalo;2015-08-09;0930;0.00;19.75;50.08;683.20;1.79;31.92
AV01;Nava de Arevalo;2015-08-09;1000;0.00;20.68;45.93;756.00;2.12;35.57
AV01;Nava de Arevalo;2015-08-09;1030;0.00;22.01;40.58;816.00;2.00;52.48
AV01;Nava de Arevalo;2015-08-09;1100;0.00;23.01;34.85;866.00;2.26;36.26
AV01;Nava de Arevalo;2015-08-09;1130;0.00;23.94;31.06;904.00;2.40;53.33
AV01;Nava de Arevalo;2015-08-09;1200;0.00;24.74;30.25;923.00;2.49;33.10
AV01;Nava de Arevalo;2015-08-09;1230;0.00;25.50;26.91;935.00;2.82;36.58
AV01;Nava de Arevalo;2015-08-09;1300;0.00;26.12;24.37;930.00;2.33;25.56
