Codigo;Ubicacion;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitacion (mm);Temperatura (oC);Humedad relativa (%);Radiacion (W/m2);Vel. viento (m/s);Dir. viento (o)
AV01;Nava de Arevalo;2015-02-19;0030;0.00;-2.15;99.80;0.00;0.66;205.00
AV01;Nava de Arevalo;2015-02-19;0100;0.00;-2.26;99.60;0.00;0.98;183.40
AV01;Nava de Arevalo;2015-02-19;0130;0.00;-3.53;98.50;0.00;1.07;64.72
AV01;Nava de Arevalo;2015-02-19;0200;0.00;-2.34;98.10;0.00;0.97;79.80
AV01;Nava de Arevalo;2015-02-19;0230;0.00;-1.32;97.30;0.00;1.91;169.00
AV01;Nava de Arevalo;2015-02-19;0300;0.00;0.09;94.80;0.00;2.03;185.50
AV01;Nava de Arevalo;2015-02-19;0330;0.00;1.67;89.90;0.00;3.34;176.60
AV01;Nava de Arevalo;2015-02-19;0400;0.00;1.62;88.90;0.00;1.97;164.40
AV01;Nava de Arevalo;2015-02-19;0430;0.00;0.93;90.10;0.00;1.25;146.70
AV01;Nava de Arevalo;2015-02-19;0500;0.00;0.70;91.00;0.00;1.87;154.50
AV01;Nava de Arevalo;2015-02-19;0530;0.00;1.11;88.80;0.00;2.32;160.10
AV01;Nava de Arevalo;2015-02-19;0600;0.00;0.57;90.30;0.00;1.89;182.40
AV01;Nava de Arevalo;2015-02-19;0630;0.00;-0.39;94.60;0.00;1.95;178.30
AV01;Nava de Arevalo;2015-02-19;0700;0.00;0.21;93.20;0.39;3.16;177.20
AV01;Nava de Arevalo;2015-02-19;0730;0.00;0.61;91.20;13.14;2.84;181.90
AV01;Nava de Arevalo;2015-02-19;0800;0.00;0.68;91.50;86.00;2.04;154.50
AV01;Nava de Arevalo;2015-02-19;0830;0.00;0.59;92.10;151.10;2.00;84.30
AV01;Nava de Arevalo;2015-02-19;0900;0.00;1.50;91.30;224.50;1.87;99.90
AV01;Nava de Arevalo;2015-02-19;0930;0.00;3.97;81.60;307.60;1.91;121.30
AV01;Nava de Arevalo;2015-02-19;1000;0.00;5.46;76.70;191.00;1.75;96.40
AV01;Nava de Arevalo;2015-02-19;1030;0.00;6.50;73.80;368.90;2.14;104.10
AV01;Nava de Arevalo;2015-02-19;1100;0.00;7.54;66.50;518.50;1.50;131.20
AV01;Nava de Arevalo;2015-02-19;1130;0.00;8.70;61.99;506.10;2.27;116.80
AV01;Nava de Arevalo;2015-02-19;1200;0.20;9.14;59.57;581.40;1.86;111.60
AV01;Nava de Arevalo;2015-02-19;1230;0.00;9.36;59.84;475.30;2.20;40.46
AV01;Nava de Arevalo;2015-02-19;1300;0.00;9.71;60.12;596.70;2.52;15.32
AV01;Nava de Arevalo;2015-02-19;1330;0.00;9.42;60.73;370.10;2.32;31.51
AV01;Nava de Arevalo;2015-02-19;1400;0.00;9.53;60.44;484.70;2.18;33.07
AV01;Nava de Arevalo;2015-02-19;1430;0.00;10.20;58.25;494.00;1.81;38.43
AV01;Nava de Arevalo;2015-02-19;1500;0.00;10.72;56.91;485.90;1.75;44.98
AV01;Nava de Arevalo;2015-02-19;1530;0.00;10.69;55.86;419.40;2.13;6.98
AV01;Nava de Arevalo;2015-02-19;1600;0.00;10.66;56.37;321.10;1.56;20.89
AV01;Nava de Arevalo;2015-02-19;1630;0.00;10.37;56.06;248.10;1.70;7.83
AV01;Nava de Arevalo;2015-02-19;1700;0.00;10.18;56.82;193.60;1.86;9.42
AV01;Nava de Arevalo;2015-02-19;1730;0.00;9.58;61.44;103.90;1.36;6.96
AV01;Nava de Arevalo;2015-02-19;1800;0.00;7.67;71.40;15.75;1.01;16.85
AV01;Nava de Arevalo;2015-02-19;1830;0.00;5.47;82.40;0.60;0.92;348.10
AV01;Nava de Arevalo;2015-02-19;1900;0.00;3.87;86.20;0.00;0.40;334.50
AV01;Nava de Arevalo;2015-02-19;1930;0.00;3.57;88.20;0.00;0.49;214.30
AV01;Nava de Arevalo;2015-02-19;2000;0.00;2.07;93.00;0.00;0.92;197.90
AV01;Nava de Arevalo;2015-02-19;2030;0.00;3.22;89.30;0.00;1.53;168.00
AV01;Nava de Arevalo;2015-02-19;2100;0.00;3.31;85.90;0.00;1.26;188.90
AV01;Nava de Arevalo;2015-02-19;2130;0.00;2.28;89.60;0.00;1.14;187.80
AV01;Nava de Arevalo;2015-02-19;2200;0.00;1.05;90.90;0.00;1.14;206.20
AV01;Nava de Arevalo;2015-02-19;2230;0.00;0.75;90.50;0.00;1.03;145.80
AV01;Nava de Arevalo;2015-02-19;2300;0.00;0.64;90.50;0.00;1.37;169.20
AV01;Nava de Arevalo;2015-02-19;2330;0.00;0.64;90.80;0.00;1.38;189.40
AV01;Nava de Arevalo;2015-02-19;2400;0.00;-0.30;93.50;0.00;0.77;217.10
BU02;Valle de Valdelucio;2015-02-19;0030;0.00;-2.32;89.60;0.00;0.56;303.50
BU02;Valle de Valdelucio;2015-02-19;0100;0.00;-2.76;91.50;0.00;0.45;37.55
