Codigo;Ubicacion;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitacion (mm);Temperatura (oC);Humedad relativa (%);Radiacion (W/m2);Vel. viento (m/s);Dir. viento (o)
AV01;Nava de Arevalo;2015-11-09;0030;0.00;7.13;91.30;0.00;0.77;197.67
AV01;Nava de Arevalo;2015-11-09;0100;0.00;6.60;93.30;0.00;1.04;201.62
AV01;Nava de Arevalo;2015-11-09;0130;0.00;8.05;87.70;0.00;0.94;163.77
AV01;Nava de Arevalo;2015-11-09;0200;0.00;7.23;90.70;0.00;1.20;151.90
AV01;Nava de Arevalo;2015-11-09;0230;0.00;7.16;91.80;0.00;1.63;164.18
AV01;Nava de Arevalo;2015-11-09;0300;0.00;7.07;91.90;0.00;1.64;174.70
AV01;Nava de Arevalo;2015-11-09;0330;0.00;7.11;90.90;0.00;1.46;164.50
AV01;Nava de Arevalo;2015-11-09;0400;0.00;6.78;91.30;0.00;1.28;172.87
AV01;Nava de Arevalo;2015-11-09;0430;0.00;6.58;92.80;0.00;1.71;175.43
AV01;Nava de Arevalo;2015-11-09;0500;0.00;6.51;93.00;0.00;1.62;151.95
AV01;Nava de Arevalo;2015-11-09;0530;0.00;6.36;93.50;0.00;1.62;168.49
AV01;Nava de Arevalo;2015-11-09;0600;0.00;5.93;94.20;0.00;1.59;169.70
AV01;Nava de Arevalo;2015-11-09;0630;0.00;5.46;93.60;0.00;0.70;174.72
AV01;Nava de Arevalo;2015-11-09;0700;0.00;4.84;96.50;1.76;0.34;197.32
AV01;Nava de Arevalo;2015-11-09;0730;0.00;4.86;96.20;28.16;0.48;204.21
AV01;Nava de Arevalo;2015-11-09;0800;0.00;6.78;92.60;94.70;0.58;162.76
AV01;Nava de Arevalo;2015-11-09;0830;0.00;9.54;81.90;164.30;0.65;156.24
AV01;Nava de Arevalo;2015-11-09;0900;0.00;11.34;73.80;246.00;1.02;193.24
AV01;Nava de Arevalo;2015-11-09;0930;0.00;13.22;67.98;296.60;0.67;181.44
AV01;Nava de Arevalo;2015-11-09;1000;0.00;15.40;63.82;332.10;1.19;226.25
AV01;Nava de Arevalo;2015-11-09;1030;0.00;16.19;64.95;413.10;1.65;159.32
AV01;Nava de Arevalo;2015-11-09;1100;0.00;16.65;65.45;447.90;2.07;177.39
AV01;Nava de Arevalo;2015-11-09;1130;0.00;17.20;61.46;467.50;2.40;142.21
AV01;Nava de Arevalo;2015-11-09;1200;0.00;17.91;56.77;482.90;2.14;43.06
AV01;Nava de Arevalo;2015-11-09;1230;0.00;18.65;54.57;495.40;2.66;49.80
AV01;Nava de Arevalo;2015-11-09;1300;0.00;19.38;47.55;495.70;2.86;52.78
AV01;Nava de Arevalo;2015-11-09;1330;0.00;19.87;45.59;479.80;2.54;49.34
AV01;Nava de Arevalo;2015-11-09;1400;0.00;20.34;43.36;442.60;1.94;57.75
AV01;Nava de Arevalo;2015-11-09;1430;0.00;20.47;41.84;391.50;1.61;65.10
AV01;Nava de Arevalo;2015-11-09;1500;0.00;20.96;40.33;328.90;1.11;70.41
AV01;Nava de Arevalo;2015-11-09;1530;0.00;20.89;40.26;258.50;1.29;90.45
AV01;Nava de Arevalo;2015-11-09;1600;0.00;20.62;40.97;183.70;0.86;115.74
AV01;Nava de Arevalo;2015-11-09;1630;0.00;20.58;42.11;103.20;0.63;152.02
AV01;Nava de Arevalo;2015-11-09;1700;0.00;19.09;48.60;30.92;0.70;178.68
AV01;Nava de Arevalo;2015-11-09;1730;0.00;16.00;58.70;2.91;0.38;169.12
AV01;Nava de Arevalo;2015-11-09;1800;0.00;12.67;72.40;0.00;0.83;183.25
AV01;Nava de Arevalo;2015-11-09;1830;0.00;10.85;78.10;0.00;0.92;189.60
AV01;Nava de Arevalo;2015-11-09;1900;0.00;10.39;80.40;0.00;0.99;199.64
AV01;Nava de Arevalo;2015-11-09;1930;0.00;10.55;78.80;0.00;1.50;210.69
AV01;Nava de Arevalo;2015-11-09;2000;0.00;10.18;80.30;0.00;1.07;165.88
AV01;Nava de Arevalo;2015-11-09;2030;0.00;9.13;84.90;0.00;0.71;175.19
AV01;Nava de Arevalo;2015-11-09;2100;0.00;8.69;86.00;0.00;0.78;119.67
AV01;Nava de Arevalo;2015-11-09;2130;0.00;7.89;88.10;0.00;0.67;138.96
AV01;Nava de Arevalo;2015-11-09;2200;0.00;6.62;94.50;0.00;1.00;152.18
AV01;Nava de Arevalo;2015-11-09;2230;0.00;7.71;91.50;0.00;0.76;127.25
AV01;Nava de Arevalo;2015-11-09;2300;0.00;6.51;91.50;0.00;0.39;170.85
AV01;Nava de Arevalo;2015-11-09;2330;0.00;6.62;96.20;0.00;0.67;125.44
AV01;Nava de Arevalo;2015-11-09;2400;0.00;7.58;94.10;0.00;0.23;170.40
AV101;Mu̱ogalindo;2015-11-09;0030;0.00;5.17;96.30;0.00;2.20;289.80
AV101;Mu̱ogalindo;2015-11-09;0100;0.00;5.20;97.20;0.00;1.35;194.20
AV101;Mu̱ogalindo;2015-11-09;0130;0.00;5.93;93.10;0.00;1.56;319.30
AV101;Mu̱ogalindo;2015-11-09;0200;0.00;5.48;93.80;0.00;1.62;210.20
AV101;Mu̱ogalindo;2015-11-09;0230;0.00;4.82;95.40;0.00;2.10;212.90
AV101;Mu̱ogalindo;2015-11-09;0300;0.00;4.68;95.60;0.00;2.82;305.80
AV101;Mu̱ogalindo;2015-11-09;0330;0.00;4.46;96.10;0.00;2.23;241.20
AV101;Mu̱ogalindo;2015-11-09;0400;0.00;3.98;95.80;0.00;1.40;291.70
AV101;Mu̱ogalindo;2015-11-09;0430;0.00;3.91;97.30;0.00;1.14;347.40
AV101;Mu̱ogalindo;2015-11-09;0500;0.00;4.16;96.00;0.00;1.19;208.70
AV101;Mu̱ogalindo;2015-11-09;0530;0.00;3.49;95.70;0.00;2.33;251.10
AV101;Mu̱ogalindo;2015-11-09;0600;0.00;2.94;98.20;0.00;2.83;258.40
AV101;Mu̱ogalindo;2015-11-09;0630;0.00;2.69;97.60;0.00;2.56;280.10
AV101;Mu̱ogalindo;2015-11-09;0700;0.00;2.67;98.70;1.07;2.43;256.00
AV101;Mu̱ogalindo;2015-11-09;0730;0.00;2.59;97.80;56.46;2.45;283.60
AV101;Mu̱ogalindo;2015-11-09;0800;0.00;4.47;96.90;172.50;2.04;288.90
AV101;Mu̱ogalindo;2015-11-09;0830;0.00;6.82;89.40;260.90;1.90;210.90
AV101;Mu̱ogalindo;2015-11-09;0900;0.00;9.06;82.10;332.60;1.94;284.60
AV101;Mu̱ogalindo;2015-11-09;0930;0.00;10.20;79.13;401.10;1.96;275.80
AV101;Mu̱ogalindo;2015-11-09;1000;0.00;12.77;69.11;466.70;1.14;239.20
AV101;Mu̱ogalindo;2015-11-09;1030;0.00;15.92;58.74;520.80;0.92;334.40
AV101;Mu̱ogalindo;2015-11-09;1100;0.00;16.98;50.38;559.70;1.41;75.96
AV101;Mu̱ogalindo;2015-11-09;1130;0.00;17.80;48.32;585.00;2.54;85.00
AV101;Mu̱ogalindo;2015-11-09;1200;0.00;18.12;45.45;592.30;3.51;86.50
AV101;Mu̱ogalindo;2015-11-09;1230;0.00;18.74;47.29;583.40;3.95;78.35
AV101;Mu̱ogalindo;2015-11-09;1300;0.00;19.38;45.41;562.60;4.10;77.54
AV101;Mu̱ogalindo;2015-11-09;1330;0.00;19.45;45.17;531.10;4.42;85.90
AV101;Mu̱ogalindo;2015-11-09;1400;0.00;19.38;46.16;486.20;4.51;87.10
AV101;Mu̱ogalindo;2015-11-09;1430;0.00;19.25;44.71;429.40;4.36;92.00
AV101;Mu̱ogalindo;2015-11-09;1500;0.00;19.19;45.00;361.40;4.02;91.30
AV101;Mu̱ogalindo;2015-11-09;1530;0.00;19.27;43.82;282.50;3.65;83.30
AV101;Mu̱ogalindo;2015-11-09;1600;0.00;19.04;44.92;197.40;3.46;82.40
AV101;Mu̱ogalindo;2015-11-09;1630;0.00;18.46;48.04;112.20;2.85;78.89
AV101;Mu̱ogalindo;2015-11-09;1700;0.00;17.08;55.83;34.45;2.18;80.50
AV101;Mu̱ogalindo;2015-11-09;1730;0.00;15.26;61.57;1.88;0.90;146.50
AV101;Mu̱ogalindo;2015-11-09;1800;0.00;13.57;66.72;0.00;1.55;284.80
AV101;Mu̱ogalindo;2015-11-09;1830;0.00;11.11;79.17;0.00;2.58;287.20
AV101;Mu̱ogalindo;2015-11-09;1900;0.00;9.71;82.20;0.00;2.79;293.30
AV101;Mu̱ogalindo;2015-11-09;1930;0.00;9.46;81.50;0.00;2.32;239.80
AV101;Mu̱ogalindo;2015-11-09;2000;0.00;8.30;87.30;0.00;2.17;279.30
AV101;Mu̱ogalindo;2015-11-09;2030;0.00;7.98;86.80;0.00;2.21;301.00
AV101;Mu̱ogalindo;2015-11-09;2100;0.00;7.46;87.90;0.00;1.97;254.40
AV101;Mu̱ogalindo;2015-11-09;2130;0.00;6.66;91.30;0.00;2.22;241.10
AV101;Mu̱ogalindo;2015-11-09;2200;0.00;6.41;92.10;0.00;2.32;259.00
AV101;Mu̱ogalindo;2015-11-09;2230;0.00;5.44;94.60;0.00;1.78;271.90
AV101;Mu̱ogalindo;2015-11-09;2300;0.00;5.36;94.50;0.00;2.62;291.40
AV101;Mu̱ogalindo;2015-11-09;2330;0.00;5.34;94.10;0.00;2.23;233.80
