Codigo;Ubicacion;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitacion (mm);Temperatura (oC);Humedad relativa (%);Radiacion (W/m2);Vel. viento (m/s);Dir. viento (o)
AV01;Nava de Arevalo;2015-02-21;0030;0.20;5.04;94.90;0.00;4.46;245.90
AV01;Nava de Arevalo;2015-02-21;0100;0.00;5.11;96.40;0.00;5.09;250.60
AV01;Nava de Arevalo;2015-02-21;0130;0.00;5.20;95.60;0.00;6.04;253.50
AV01;Nava de Arevalo;2015-02-21;0200;0.00;5.33;96.00;0.00;6.21;255.30
AV01;Nava de Arevalo;2015-02-21;0230;0.00;5.60;95.90;0.00;5.81;258.70
AV01;Nava de Arevalo;2015-02-21;0300;0.00;5.61;96.30;0.00;5.80;259.60
AV01;Nava de Arevalo;2015-02-21;0330;0.00;5.30;97.90;0.00;5.58;260.30
AV01;Nava de Arevalo;2015-02-21;0400;0.00;5.19;99.50;0.00;5.30;261.10
AV01;Nava de Arevalo;2015-02-21;0430;0.39;5.19;99.90;0.00;4.89;263.70
AV01;Nava de Arevalo;2015-02-21;0500;0.00;5.26;99.90;0.00;4.20;265.60
AV01;Nava de Arevalo;2015-02-21;0530;0.00;5.41;99.90;0.00;4.08;278.70
AV01;Nava de Arevalo;2015-02-21;0600;0.20;5.57;100.00;0.00;4.05;278.30
AV01;Nava de Arevalo;2015-02-21;0630;0.00;5.61;99.90;0.00;4.43;291.00
AV01;Nava de Arevalo;2015-02-21;0700;0.00;5.64;99.90;0.23;4.72;294.90
AV01;Nava de Arevalo;2015-02-21;0730;0.00;5.63;100.00;10.32;4.36;301.80
AV01;Nava de Arevalo;2015-02-21;0800;0.00;5.46;99.90;23.88;4.27;305.40
AV01;Nava de Arevalo;2015-02-21;0830;0.00;5.19;99.10;135.90;4.68;322.10
AV01;Nava de Arevalo;2015-02-21;0900;0.00;6.82;91.60;261.80;6.15;323.80
AV01;Nava de Arevalo;2015-02-21;0930;0.00;6.57;90.40;294.20;6.22;324.10
AV01;Nava de Arevalo;2015-02-21;1000;0.00;7.26;80.90;270.20;6.69;326.50
AV01;Nava de Arevalo;2015-02-21;1030;0.00;7.48;78.90;315.80;6.64;327.30
AV01;Nava de Arevalo;2015-02-21;1100;0.00;7.14;74.70;334.00;6.18;327.70
AV01;Nava de Arevalo;2015-02-21;1130;0.00;7.41;69.13;427.50;6.54;325.30
AV01;Nava de Arevalo;2015-02-21;1200;0.00;8.08;65.36;556.30;6.43;326.20
AV01;Nava de Arevalo;2015-02-21;1230;0.00;8.81;61.45;636.40;6.85;327.90
AV01;Nava de Arevalo;2015-02-21;1300;0.00;8.76;56.61;609.60;6.45;330.90
AV01;Nava de Arevalo;2015-02-21;1330;0.00;8.85;56.45;596.30;6.82;322.20
AV01;Nava de Arevalo;2015-02-21;1400;0.00;8.78;56.66;431.90;7.25;334.10
AV01;Nava de Arevalo;2015-02-21;1430;0.00;9.32;53.71;353.20;6.70;331.00
AV01;Nava de Arevalo;2015-02-21;1500;0.00;9.59;50.77;477.30;7.49;322.70
AV01;Nava de Arevalo;2015-02-21;1530;0.00;9.57;47.80;425.90;7.34;331.00
AV01;Nava de Arevalo;2015-02-21;1600;0.00;9.12;51.35;243.50;6.79;336.70
AV01;Nava de Arevalo;2015-02-21;1630;0.00;8.54;49.03;216.10;7.59;331.20
AV01;Nava de Arevalo;2015-02-21;1700;0.00;7.89;52.51;100.30;6.13;332.90
AV01;Nava de Arevalo;2015-02-21;1730;0.00;7.79;53.25;105.60;5.45;331.70
AV01;Nava de Arevalo;2015-02-21;1800;0.00;6.94;57.80;25.66;4.75;337.80
