Codigo;Ubicacion;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitacion (mm);Temperatura (oC);Humedad relativa (%);Radiacion (W/m2);Vel. viento (m/s);Dir. viento (o)
AV01;Nava de Arevalo;2015-01-20;0030;0.00;-1.06;93.80;0.00;0.70;232.60
AV01;Nava de Arevalo;2015-01-20;0100;0.00;-0.41;90.30;0.00;1.85;262.10
AV01;Nava de Arevalo;2015-01-20;0130;0.00;-0.23;88.80;0.00;2.20;256.90
AV01;Nava de Arevalo;2015-01-20;0200;0.00;-0.28;90.90;0.00;2.16;256.90
AV01;Nava de Arevalo;2015-01-20;0230;0.00;-0.19;91.20;0.00;2.33;258.70
AV01;Nava de Arevalo;2015-01-20;0300;0.00;-0.15;91.30;0.00;2.19;256.20
AV01;Nava de Arevalo;2015-01-20;0330;0.00;-0.21;91.40;0.00;1.30;240.30
AV01;Nava de Arevalo;2015-01-20;0400;0.00;-0.61;92.90;0.00;0.92;229.60
AV01;Nava de Arevalo;2015-01-20;0430;0.00;-0.73;93.40;0.00;1.28;233.30
AV01;Nava de Arevalo;2015-01-20;0500;0.00;-0.68;93.30;0.00;1.39;211.50
AV01;Nava de Arevalo;2015-01-20;0530;0.00;-0.79;92.10;0.00;0.98;214.80
AV01;Nava de Arevalo;2015-01-20;0600;0.00;-0.88;91.40;0.00;1.17;203.10
AV01;Nava de Arevalo;2015-01-20;0630;0.00;-1.37;93.40;0.00;0.81;156.80
AV01;Nava de Arevalo;2015-01-20;0700;0.00;-1.55;93.70;0.00;0.94;159.10
AV01;Nava de Arevalo;2015-01-20;0730;0.00;-1.75;93.90;0.30;0.48;159.90
AV01;Nava de Arevalo;2015-01-20;0800;0.00;-1.97;94.70;4.77;0.94;159.40
AV01;Nava de Arevalo;2015-01-20;0830;0.00;-1.63;93.50;58.64;1.01;161.00
AV01;Nava de Arevalo;2015-01-20;0900;0.00;-0.88;90.40;76.20;1.11;174.30
AV01;Nava de Arevalo;2015-01-20;0930;0.00;-0.23;89.70;110.80;1.08;168.60
AV01;Nava de Arevalo;2015-01-20;1000;0.00;0.48;85.70;166.50;0.68;161.70
AV01;Nava de Arevalo;2015-01-20;1030;0.00;1.03;83.20;191.20;0.31;50.57
AV01;Nava de Arevalo;2015-01-20;1100;0.00;1.52;84.20;127.20;1.64;293.40
AV01;Nava de Arevalo;2015-01-20;1130;0.00;0.85;93.40;107.50;1.82;277.10
AV01;Nava de Arevalo;2015-01-20;1200;0.20;0.49;98.10;121.60;1.61;294.10
AV01;Nava de Arevalo;2015-01-20;1230;0.39;1.19;98.80;129.10;2.00;285.30
AV01;Nava de Arevalo;2015-01-20;1300;0.00;1.66;97.80;161.40;2.28;287.40
AV01;Nava de Arevalo;2015-01-20;1330;0.20;1.65;97.70;165.20;2.36;287.60
AV01;Nava de Arevalo;2015-01-20;1400;0.00;1.45;98.40;149.20;2.17;303.80
AV01;Nava de Arevalo;2015-01-20;1430;0.00;1.43;98.20;110.70;2.05;322.00
AV01;Nava de Arevalo;2015-01-20;1500;0.00;0.62;98.20;62.01;2.15;330.50
AV01;Nava de Arevalo;2015-01-20;1530;0.20;0.31;100.00;144.00;0.72;348.40
AV01;Nava de Arevalo;2015-01-20;1600;0.20;0.99;100.00;48.00;0.58;332.20
AV01;Nava de Arevalo;2015-01-20;1630;0.20;1.14;98.30;27.06;1.21;329.60
AV01;Nava de Arevalo;2015-01-20;1700;0.00;1.25;98.70;11.43;1.57;312.60
AV01;Nava de Arevalo;2015-01-20;1730;0.00;1.14;98.80;2.23;1.28;334.70
AV01;Nava de Arevalo;2015-01-20;1800;0.00;0.99;99.60;0.16;0.22;344.60
AV01;Nava de Arevalo;2015-01-20;1830;0.20;0.72;100.00;0.00;0.29;255.10
AV01;Nava de Arevalo;2015-01-20;1900;0.00;-0.20;100.00;0.00;0.80;262.60
AV01;Nava de Arevalo;2015-01-20;1930;0.00;-0.33;100.00;0.00;0.62;257.70
AV01;Nava de Arevalo;2015-01-20;2000;0.00;0.19;100.00;0.00;0.73;235.80
AV01;Nava de Arevalo;2015-01-20;2030;0.00;0.17;100.00;0.00;0.90;231.00
AV01;Nava de Arevalo;2015-01-20;2100;0.00;0.39;100.00;0.00;1.19;250.70
AV01;Nava de Arevalo;2015-01-20;2130;0.00;0.61;100.00;0.00;1.40;254.10
AV01;Nava de Arevalo;2015-01-20;2200;0.00;0.83;100.00;0.00;1.59;254.40
AV01;Nava de Arevalo;2015-01-20;2230;0.00;0.63;100.00;0.00;1.96;244.70
AV01;Nava de Arevalo;2015-01-20;2300;0.00;0.32;99.50;0.00;1.88;264.40
AV01;Nava de Arevalo;2015-01-20;2330;0.00;-0.17;98.50;0.00;1.55;269.00
AV01;Nava de Arevalo;2015-01-20;2400;0.00;-0.03;98.30;0.00;2.52;257.90
BU02;Valle de Valdelucio;2015-01-20;0030;0.00;-2.34;89.60;0.00;0.28;0.19
BU02;Valle de Valdelucio;2015-01-20;0100;0.00;-2.32;89.20;0.00;0.53;281.80
BU02;Valle de Valdelucio;2015-01-20;0130;0.00;-2.49;90.10;0.00;0.64;298.20
BU02;Valle de Valdelucio;2015-01-20;0200;0.00;-1.80;87.00;0.00;2.58;290.30
BU02;Valle de Valdelucio;2015-01-20;0230;0.00;-1.65;88.10;0.00;2.30;279.30
BU02;Valle de Valdelucio;2015-01-20;0300;0.00;-1.91;91.60;0.00;1.97;275.20
BU02;Valle de Valdelucio;2015-01-20;0330;0.00;-1.78;93.80;0.00;2.38;271.60
BU02;Valle de Valdelucio;2015-01-20;0400;0.00;-1.96;96.10;0.00;2.38;275.30
BU02;Valle de Valdelucio;2015-01-20;0430;0.00;-2.01;96.40;0.00;2.14;280.80
BU02;Valle de Valdelucio;2015-01-20;0500;0.00;-1.87;94.10;0.00;2.00;284.40
BU02;Valle de Valdelucio;2015-01-20;0530;0.00;-1.96;92.30;0.00;1.10;280.40
BU02;Valle de Valdelucio;2015-01-20;0600;0.00;-1.94;92.20;0.00;0.33;274.60
BU02;Valle de Valdelucio;2015-01-20;0630;0.00;-1.78;91.90;0.00;1.36;261.80
BU02;Valle de Valdelucio;2015-01-20;0700;0.00;-1.78;91.80;0.00;1.99;269.20
BU02;Valle de Valdelucio;2015-01-20;0730;0.00;-1.74;94.10;0.13;2.56;251.30
BU02;Valle de Valdelucio;2015-01-20;0800;0.00;-1.70;96.20;2.73;2.93;252.20
BU02;Valle de Valdelucio;2015-01-20;0830;0.00;-1.72;96.90;22.01;3.05;261.00
BU02;Valle de Valdelucio;2015-01-20;0900;0.00;-1.47;96.80;57.11;3.21;255.60
BU02;Valle de Valdelucio;2015-01-20;0930;0.00;-1.27;96.80;100.20;3.46;245.00
BU02;Valle de Valdelucio;2015-01-20;1000;0.00;-1.21;96.00;114.80;3.13;238.40
BU02;Valle de Valdelucio;2015-01-20;1030;0.00;-1.04;96.50;119.50;2.82;235.30
BU02;Valle de Valdelucio;2015-01-20;1100;0.00;-1.02;95.70;122.20;3.15;236.20
BU02;Valle de Valdelucio;2015-01-20;1130;0.00;-0.86;95.10;175.10;3.04;236.30
BU02;Valle de Valdelucio;2015-01-20;1200;0.00;-0.66;93.60;221.80;2.83;235.20
