Codigo;Ubicacion;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitacion (mm);Temperatura (oC);Humedad relativa (%);Radiacion (W/m2);Vel. viento (m/s);Dir. viento (o)
AV01;Nava de Arevalo;2015-11-03;0030;0.00;9.02;88.20;0.00;3.71;139.68
AV01;Nava de Arevalo;2015-11-03;0100;0.00;9.15;85.70;0.00;3.83;141.84
AV01;Nava de Arevalo;2015-11-03;0130;0.00;9.17;84.90;0.00;4.33;148.34
AV01;Nava de Arevalo;2015-11-03;0200;0.20;9.17;85.90;0.00;4.38;166.92
AV01;Nava de Arevalo;2015-11-03;0230;0.20;9.06;88.00;0.00;4.10;167.50
AV01;Nava de Arevalo;2015-11-03;0300;0.39;8.97;89.80;0.00;3.14;155.78
AV01;Nava de Arevalo;2015-11-03;0330;0.59;8.77;93.10;0.00;2.73;156.20
AV01;Nava de Arevalo;2015-11-03;0400;0.20;8.77;93.90;0.00;3.58;164.86
AV01;Nava de Arevalo;2015-11-03;0430;0.39;8.75;93.60;0.00;3.70;168.00
AV01;Nava de Arevalo;2015-11-03;0500;0.20;8.79;93.10;0.00;3.54;169.04
AV01;Nava de Arevalo;2015-11-03;0530;0.00;8.84;93.30;0.00;3.58;170.98
AV01;Nava de Arevalo;2015-11-03;0600;0.20;8.90;92.70;0.00;3.39;175.24
AV01;Nava de Arevalo;2015-11-03;0630;0.00;8.95;93.30;0.00;2.66;178.66
AV01;Nava de Arevalo;2015-11-03;0700;0.39;8.95;94.50;0.37;2.15;185.98
AV01;Nava de Arevalo;2015-11-03;0730;0.20;8.95;95.80;3.82;1.78;197.16
AV01;Nava de Arevalo;2015-11-03;0800;0.00;9.15;96.00;25.24;2.06;202.36
AV01;Nava de Arevalo;2015-11-03;0830;0.00;9.60;94.80;39.14;2.24;203.92
AV01;Nava de Arevalo;2015-11-03;0900;0.00;10.11;92.50;62.87;2.04;205.64
AV01;Nava de Arevalo;2015-11-03;0930;0.39;10.49;92.70;68.97;1.60;209.62
AV01;Nava de Arevalo;2015-11-03;1000;0.20;10.86;93.00;132.50;2.98;216.08
AV01;Nava de Arevalo;2015-11-03;1030;0.00;11.48;90.70;156.60;3.34;218.24
AV01;Nava de Arevalo;2015-11-03;1100;0.00;12.46;86.20;169.90;3.60;223.52
AV01;Nava de Arevalo;2015-11-03;1130;0.00;12.89;83.10;183.30;3.68;225.74
AV01;Nava de Arevalo;2015-11-03;1200;0.00;13.44;82.60;249.20;4.42;225.72
AV01;Nava de Arevalo;2015-11-03;1230;0.00;13.21;82.80;170.90;4.71;233.70
AV01;Nava de Arevalo;2015-11-03;1300;0.00;12.66;83.80;81.80;4.80;237.24
AV01;Nava de Arevalo;2015-11-03;1330;0.00;11.83;91.50;103.70;4.94;239.00
AV01;Nava de Arevalo;2015-11-03;1400;0.20;11.81;93.10;167.90;4.14;236.08
AV01;Nava de Arevalo;2015-11-03;1430;0.00;12.48;87.80;133.40;4.66;232.16
AV01;Nava de Arevalo;2015-11-03;1500;0.00;12.69;84.90;115.20;4.29;232.92
AV01;Nava de Arevalo;2015-11-03;1530;0.00;12.97;82.20;126.40;4.44;229.90
AV01;Nava de Arevalo;2015-11-03;1600;0.00;12.90;79.70;105.70;4.43;226.80
AV01;Nava de Arevalo;2015-11-03;1630;0.00;12.63;80.80;63.73;3.61;225.18
AV01;Nava de Arevalo;2015-11-03;1700;0.00;12.43;82.00;37.08;3.73;222.84
AV01;Nava de Arevalo;2015-11-03;1730;0.00;11.64;85.20;2.50;2.88;220.36
AV01;Nava de Arevalo;2015-11-03;1800;0.00;11.13;88.10;0.00;2.10;214.38
AV01;Nava de Arevalo;2015-11-03;1830;0.00;10.41;90.20;0.00;2.03;211.76
AV01;Nava de Arevalo;2015-11-03;1900;0.00;9.14;93.70;0.00;1.63;211.44
AV01;Nava de Arevalo;2015-11-03;1930;0.00;8.86;93.70;0.00;1.41;209.16
AV01;Nava de Arevalo;2015-11-03;2000;0.00;8.30;95.00;0.00;1.61;203.44
AV01;Nava de Arevalo;2015-11-03;2030;0.00;8.13;94.80;0.00;2.08;197.48
AV01;Nava de Arevalo;2015-11-03;2100;0.00;8.35;93.00;0.00;2.35;197.40
AV01;Nava de Arevalo;2015-11-03;2130;0.00;8.09;91.30;0.00;2.09;194.44
AV01;Nava de Arevalo;2015-11-03;2200;0.00;7.13;93.60;0.00;1.06;185.42
AV01;Nava de Arevalo;2015-11-03;2230;0.00;6.39;94.70;0.00;0.54;161.84
AV01;Nava de Arevalo;2015-11-03;2300;0.00;6.20;93.90;0.00;0.92;163.84
AV01;Nava de Arevalo;2015-11-03;2330;0.00;6.29;92.60;0.00;1.30;149.98
AV01;Nava de Arevalo;2015-11-03;2400;0.00;6.53;92.60;0.00;1.71;141.10
BU02;Valle de Valdelucio;2015-11-03;0030;0.82;7.68;92.50;0.00;3.77;216.20
BU02;Valle de Valdelucio;2015-11-03;0100;1.22;7.68;92.80;0.00;4.26;216.60
BU02;Valle de Valdelucio;2015-11-03;0130;0.82;7.21;91.00;0.00;4.57;217.10
BU02;Valle de Valdelucio;2015-11-03;0200;0.82;6.90;90.10;0.00;5.02;220.50
BU02;Valle de Valdelucio;2015-11-03;0230;0.20;6.79;90.10;0.00;4.25;219.90
BU02;Valle de Valdelucio;2015-11-03;0300;0.61;7.06;90.50;0.00;3.77;210.50
BU02;Valle de Valdelucio;2015-11-03;0330;0.20;7.30;90.70;0.00;3.52;211.60
BU02;Valle de Valdelucio;2015-11-03;0400;0.00;7.44;91.60;0.00;3.62;210.70
BU02;Valle de Valdelucio;2015-11-03;0430;0.00;7.66;91.50;0.00;4.08;204.60
BU02;Valle de Valdelucio;2015-11-03;0500;0.00;7.81;89.60;0.00;2.22;166.00
BU02;Valle de Valdelucio;2015-11-03;0530;0.00;7.66;92.70;0.00;2.49;159.50
BU02;Valle de Valdelucio;2015-11-03;0600;0.00;7.70;94.40;0.00;2.25;171.80
BU02;Valle de Valdelucio;2015-11-03;0630;0.00;7.95;94.00;0.00;2.90;185.40
BU02;Valle de Valdelucio;2015-11-03;0700;0.00;8.19;93.40;0.13;4.22;203.80
BU02;Valle de Valdelucio;2015-11-03;0730;0.00;8.17;95.00;4.34;3.15;203.00
BU02;Valle de Valdelucio;2015-11-03;0800;0.00;8.24;95.40;9.42;3.06;206.50
BU02;Valle de Valdelucio;2015-11-03;0830;0.00;8.48;96.00;23.41;3.34;209.30
BU02;Valle de Valdelucio;2015-11-03;0900;0.00;8.73;95.40;39.07;3.59;214.80
BU02;Valle de Valdelucio;2015-11-03;0930;0.00;8.97;95.60;51.31;3.95;223.30
BU02;Valle de Valdelucio;2015-11-03;1000;0.00;9.03;96.80;60.74;4.17;227.30
BU02;Valle de Valdelucio;2015-11-03;1030;0.00;9.41;96.80;112.50;4.07;223.30
BU02;Valle de Valdelucio;2015-11-03;1100;0.00;9.78;97.10;76.30;4.52;226.50
BU02;Valle de Valdelucio;2015-11-03;1130;0.00;9.98;97.30;118.50;5.01;226.60
BU02;Valle de Valdelucio;2015-11-03;1200;0.00;10.62;96.20;197.50;5.79;233.50
BU02;Valle de Valdelucio;2015-11-03;1230;0.00;10.33;96.00;83.30;5.32;238.30
BU02;Valle de Valdelucio;2015-11-03;1300;0.00;10.17;96.50;88.10;5.51;244.30
BU02;Valle de Valdelucio;2015-11-03;1330;0.00;9.89;96.10;116.40;4.50;251.50
BU02;Valle de Valdelucio;2015-11-03;1400;0.00;9.86;97.60;73.60;3.51;254.60
BU02;Valle de Valdelucio;2015-11-03;1430;0.00;9.73;98.40;41.67;3.28;249.20
BU02;Valle de Valdelucio;2015-11-03;1500;0.00;9.84;98.80;66.18;4.13;253.40
BU02;Valle de Valdelucio;2015-11-03;1530;0.00;9.97;97.90;44.49;3.67;262.20
