Codigo;Ubicacion;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitacion (mm);Temperatura (oC);Humedad relativa (%);Radiacion (W/m2);Vel. viento (m/s);Dir. viento (o)
AV01;Nava de Arevalo;2015-10-20;0030;0.00;9.60;93.90;0.00;0.59;146.50
AV01;Nava de Arevalo;2015-10-20;0100;0.00;8.41;97.50;0.00;0.44;168.00
AV01;Nava de Arevalo;2015-10-20;0130;0.00;8.46;98.60;0.00;0.19;53.06
AV01;Nava de Arevalo;2015-10-20;0200;0.00;8.95;99.50;0.00;0.51;33.73
AV01;Nava de Arevalo;2015-10-20;0230;0.00;9.02;99.80;0.00;0.54;56.32
AV01;Nava de Arevalo;2015-10-20;0300;0.00;8.50;100.00;0.00;0.51;150.40
AV01;Nava de Arevalo;2015-10-20;0330;0.00;9.11;100.00;0.00;0.72;286.80
AV01;Nava de Arevalo;2015-10-20;0400;0.00;8.97;100.00;0.00;0.96;326.00
AV01;Nava de Arevalo;2015-10-20;0430;0.00;9.84;99.90;0.00;1.71;336.40
AV01;Nava de Arevalo;2015-10-20;0500;0.00;10.78;100.00;0.00;2.51;227.50
AV01;Nava de Arevalo;2015-10-20;0530;0.00;11.02;100.00;0.00;2.47;231.50
AV01;Nava de Arevalo;2015-10-20;0600;0.00;11.11;100.00;0.00;2.19;324.40
AV01;Nava de Arevalo;2015-10-20;0630;0.00;11.28;100.00;0.12;2.19;47.01
AV01;Nava de Arevalo;2015-10-20;0700;0.00;11.44;100.00;4.42;2.50;44.63
AV01;Nava de Arevalo;2015-10-20;0730;0.00;11.68;100.00;13.81;3.16;39.36
AV01;Nava de Arevalo;2015-10-20;0800;0.00;12.00;98.00;58.20;3.83;43.45
AV01;Nava de Arevalo;2015-10-20;0830;0.00;12.42;94.20;175.00;3.93;43.97
AV01;Nava de Arevalo;2015-10-20;0900;0.00;12.60;85.90;163.70;5.02;45.93
AV01;Nava de Arevalo;2015-10-20;0930;0.00;12.28;83.10;116.90;4.35;44.92
AV01;Nava de Arevalo;2015-10-20;1000;0.00;12.12;79.10;245.20;4.69;44.55
AV01;Nava de Arevalo;2015-10-20;1030;0.00;13.10;73.50;366.30;4.94;43.11
AV01;Nava de Arevalo;2015-10-20;1100;0.00;13.21;70.80;298.20;4.77;33.79
AV01;Nava de Arevalo;2015-10-20;1130;0.00;13.61;67.52;226.40;4.48;39.24
AV01;Nava de Arevalo;2015-10-20;1200;0.00;13.59;67.37;227.40;3.62;31.92
AV01;Nava de Arevalo;2015-10-20;1230;0.00;14.21;64.18;378.40;4.02;47.74
AV01;Nava de Arevalo;2015-10-20;1300;0.00;14.37;60.65;365.90;4.96;38.40
AV01;Nava de Arevalo;2015-10-20;1330;0.00;14.83;53.94;364.00;4.58;20.24
AV01;Nava de Arevalo;2015-10-20;1400;0.00;15.54;53.36;376.00;5.70;26.04
AV01;Nava de Arevalo;2015-10-20;1430;0.00;14.85;53.60;445.60;5.43;43.73
AV01;Nava de Arevalo;2015-10-20;1500;0.00;15.65;49.32;394.00;4.52;38.21
AV01;Nava de Arevalo;2015-10-20;1530;0.00;16.03;49.14;298.50;4.55;30.92
AV01;Nava de Arevalo;2015-10-20;1600;0.00;14.67;54.96;222.10;5.65;27.42
AV01;Nava de Arevalo;2015-10-20;1630;0.00;13.98;55.01;157.00;5.47;28.56
AV01;Nava de Arevalo;2015-10-20;1700;0.00;12.58;61.87;95.20;6.49;29.42
AV01;Nava de Arevalo;2015-10-20;1730;0.00;10.96;67.17;21.61;4.37;38.03
AV01;Nava de Arevalo;2015-10-20;1800;0.00;9.87;72.40;1.79;3.76;36.37
AV01;Nava de Arevalo;2015-10-20;1830;0.00;8.92;76.80;0.00;2.98;27.45
AV01;Nava de Arevalo;2015-10-20;1900;0.00;8.50;78.80;0.00;3.83;32.02
AV01;Nava de Arevalo;2015-10-20;1930;0.00;8.10;80.70;0.00;3.61;39.17
AV01;Nava de Arevalo;2015-10-20;2000;0.00;7.46;83.90;0.00;2.70;41.71
AV01;Nava de Arevalo;2015-10-20;2030;0.00;7.06;85.70;0.00;2.74;40.37
AV01;Nava de Arevalo;2015-10-20;2100;0.00;6.66;87.10;0.00;2.38;41.94
AV01;Nava de Arevalo;2015-10-20;2130;0.00;6.57;86.60;0.00;2.64;44.92
AV01;Nava de Arevalo;2015-10-20;2200;0.00;6.57;84.10;0.00;2.69;48.14
AV01;Nava de Arevalo;2015-10-20;2230;0.00;6.15;84.50;0.00;1.51;38.51
