Codigo;Ubicacion;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitacion (mm);Temperatura (oC);Humedad relativa (%);Radiacion (W/m2);Vel. viento (m/s);Dir. viento (o)
AV01;Nava de Arevalo;2015-12-13;0030;0.00;1.43;100.00;0.00;0.78;179.60
AV01;Nava de Arevalo;2015-12-13;0100;0.00;2.00;100.00;0.00;1.03;195.40
AV01;Nava de Arevalo;2015-12-13;0130;0.00;0.82;100.00;0.00;0.78;255.10
AV01;Nava de Arevalo;2015-12-13;0200;0.00;-0.43;100.00;0.00;0.63;263.80
AV01;Nava de Arevalo;2015-12-13;0230;0.00;-0.90;100.00;0.00;0.77;218.10
AV01;Nava de Arevalo;2015-12-13;0300;0.00;0.26;100.00;0.00;0.23;147.00
AV01;Nava de Arevalo;2015-12-13;0330;0.00;0.62;100.00;0.00;0.45;179.70
AV01;Nava de Arevalo;2015-12-13;0400;0.00;0.28;100.00;0.00;0.75;192.80
AV01;Nava de Arevalo;2015-12-13;0430;0.00;0.24;100.00;0.00;1.00;174.10
AV01;Nava de Arevalo;2015-12-13;0500;0.00;-0.59;100.00;0.00;0.72;187.90
AV01;Nava de Arevalo;2015-12-13;0530;0.00;-0.83;100.00;0.00;0.89;188.20
AV01;Nava de Arevalo;2015-12-13;0600;0.00;-1.29;100.00;0.00;0.87;202.40
AV01;Nava de Arevalo;2015-12-13;0630;0.00;-1.38;100.00;0.00;1.14;189.90
AV01;Nava de Arevalo;2015-12-13;0700;0.00;-0.88;100.00;0.00;0.92;172.80
AV01;Nava de Arevalo;2015-12-13;0730;0.00;-1.55;100.00;0.78;1.61;185.50
AV01;Nava de Arevalo;2015-12-13;0800;0.00;-1.40;100.00;14.72;1.17;190.10
AV01;Nava de Arevalo;2015-12-13;0830;0.00;-0.10;100.00;41.19;1.58;191.40
AV01;Nava de Arevalo;2015-12-13;0900;0.00;0.94;99.80;48.58;1.65;165.20
AV01;Nava de Arevalo;2015-12-13;0930;0.20;1.93;98.20;92.10;1.34;148.70
AV01;Nava de Arevalo;2015-12-13;1000;0.00;4.84;89.90;242.40;2.91;132.00
AV01;Nava de Arevalo;2015-12-13;1030;0.00;6.55;82.60;261.30;2.59;139.70
AV01;Nava de Arevalo;2015-12-13;1100;0.00;8.91;73.99;417.00;2.59;154.30
AV01;Nava de Arevalo;2015-12-13;1130;0.00;11.33;61.92;484.40;3.30;158.90
AV01;Nava de Arevalo;2015-12-13;1200;0.00;12.14;53.79;460.20;3.27;168.30
AV01;Nava de Arevalo;2015-12-13;1230;0.00;12.61;48.01;445.60;2.91;169.00
AV01;Nava de Arevalo;2015-12-13;1300;0.00;12.94;47.75;318.20;2.27;184.80
AV01;Nava de Arevalo;2015-12-13;1330;0.00;13.23;44.40;340.90;1.53;187.80
AV01;Nava de Arevalo;2015-12-13;1400;0.00;13.40;45.54;391.20;2.12;181.80
AV01;Nava de Arevalo;2015-12-13;1430;0.00;14.20;41.57;327.00;1.51;221.50
AV01;Nava de Arevalo;2015-12-13;1500;0.00;13.95;42.10;254.50;1.29;233.60
