Codigo;Ubicacion;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitacion (mm);Temperatura (oC);Humedad relativa (%);Radiacion (W/m2);Vel. viento (m/s);Dir. viento (o)
AV01;Nava de Arevalo;2015-08-23;0030;0.00;14.89;81.00;0.00;2.34;269.90
AV01;Nava de Arevalo;2015-08-23;0100;0.00;14.94;80.60;0.00;2.51;289.70
AV01;Nava de Arevalo;2015-08-23;0130;0.00;14.16;82.40;0.00;1.21;270.50
AV01;Nava de Arevalo;2015-08-23;0200;0.00;13.89;84.70;0.00;0.92;249.50
AV01;Nava de Arevalo;2015-08-23;0230;0.00;13.87;84.50;0.00;0.82;308.70
AV01;Nava de Arevalo;2015-08-23;0300;0.00;13.62;85.80;0.00;2.83;294.70
AV01;Nava de Arevalo;2015-08-23;0330;0.00;13.51;85.80;0.00;2.72;302.40
AV01;Nava de Arevalo;2015-08-23;0400;0.00;13.09;79.00;0.00;2.91;295.90
AV01;Nava de Arevalo;2015-08-23;0430;0.00;12.49;75.10;0.00;2.70;291.30
AV01;Nava de Arevalo;2015-08-23;0500;0.00;12.11;77.70;0.00;2.25;285.60
AV01;Nava de Arevalo;2015-08-23;0530;0.00;11.57;81.30;0.23;1.36;258.90
AV01;Nava de Arevalo;2015-08-23;0600;0.00;10.97;86.60;9.14;1.37;235.50
AV01;Nava de Arevalo;2015-08-23;0630;0.00;10.91;88.20;54.54;1.18;245.70
AV01;Nava de Arevalo;2015-08-23;0700;0.00;11.29;86.10;165.30;1.45;230.20
AV01;Nava de Arevalo;2015-08-23;0730;0.00;12.98;75.60;269.20;2.59;255.30
AV01;Nava de Arevalo;2015-08-23;0800;0.00;13.51;71.70;367.70;2.85;251.30
AV01;Nava de Arevalo;2015-08-23;0830;0.00;14.17;68.26;460.20;3.01;246.90
AV01;Nava de Arevalo;2015-08-23;0900;0.00;15.13;63.64;537.40;2.62;243.00
AV01;Nava de Arevalo;2015-08-23;0930;0.00;15.50;59.98;604.30;2.80;251.00
AV01;Nava de Arevalo;2015-08-23;1000;0.00;16.79;57.91;689.40;2.86;246.60
AV01;Nava de Arevalo;2015-08-23;1030;0.00;17.43;54.60;718.00;3.40;256.30
AV01;Nava de Arevalo;2015-08-23;1100;0.00;18.68;49.76;692.80;3.85;259.40
AV01;Nava de Arevalo;2015-08-23;1130;0.00;18.81;49.45;535.30;3.34;259.90
AV01;Nava de Arevalo;2015-08-23;1200;0.00;19.06;48.09;746.00;3.54;262.90
AV01;Nava de Arevalo;2015-08-23;1230;0.00;21.13;40.89;840.00;4.22;273.80
AV01;Nava de Arevalo;2015-08-23;1300;0.00;21.43;38.46;802.00;3.99;272.20
AV01;Nava de Arevalo;2015-08-23;1330;0.00;21.81;38.53;733.00;4.49;271.10
AV01;Nava de Arevalo;2015-08-23;1400;0.00;22.46;36.61;786.00;4.54;253.60
AV01;Nava de Arevalo;2015-08-23;1430;0.00;21.65;38.41;656.30;4.83;256.90
AV01;Nava de Arevalo;2015-08-23;1500;0.00;21.81;39.02;730.00;5.10;254.10
AV01;Nava de Arevalo;2015-08-23;1530;0.00;22.57;38.95;638.00;5.34;250.40
AV01;Nava de Arevalo;2015-08-23;1600;0.00;22.08;39.19;490.20;4.59;256.50
AV01;Nava de Arevalo;2015-08-23;1630;0.00;22.81;38.97;491.90;4.73;256.60
AV01;Nava de Arevalo;2015-08-23;1700;0.00;21.65;42.05;372.60;4.95;247.70
AV01;Nava de Arevalo;2015-08-23;1730;0.00;21.25;42.45;274.30;5.31;248.70
AV01;Nava de Arevalo;2015-08-23;1800;0.00;20.74;44.52;190.90;5.34;249.80
AV01;Nava de Arevalo;2015-08-23;1830;0.00;19.59;48.96;70.10;5.02;248.70
AV01;Nava de Arevalo;2015-08-23;1900;0.00;18.92;50.12;17.03;5.27;240.30
AV01;Nava de Arevalo;2015-08-23;1930;0.00;18.44;53.14;1.60;5.09;240.50
AV01;Nava de Arevalo;2015-08-23;2000;0.00;18.24;55.08;0.00;3.99;237.70
AV01;Nava de Arevalo;2015-08-23;2030;0.00;18.33;55.28;0.00;4.25;238.40
AV01;Nava de Arevalo;2015-08-23;2100;0.00;17.98;57.22;0.00;3.52;237.60
AV01;Nava de Arevalo;2015-08-23;2130;0.00;17.80;58.11;0.00;5.34;243.10
AV01;Nava de Arevalo;2015-08-23;2200;0.00;17.69;59.00;0.00;6.18;242.60
AV01;Nava de Arevalo;2015-08-23;2230;0.00;16.95;64.22;0.00;5.59;249.60
AV01;Nava de Arevalo;2015-08-23;2300;0.00;16.56;67.81;0.00;4.79;256.20
AV01;Nava de Arevalo;2015-08-23;2330;0.20;15.82;75.10;0.00;5.58;263.90
AV01;Nava de Arevalo;2015-08-23;2400;0.59;12.66;93.50;0.00;6.62;285.60
AV101;Mu̱ogalindo;2015-08-23;0030;0.00;14.03;84.20;0.00;2.34;269.20
AV101;Mu̱ogalindo;2015-08-23;0100;0.00;13.60;86.90;0.00;1.80;258.80
AV101;Mu̱ogalindo;2015-08-23;0130;0.00;13.68;85.10;0.00;2.59;274.20
AV101;Mu̱ogalindo;2015-08-23;0200;0.00;13.49;86.60;0.00;1.56;294.10
AV101;Mu̱ogalindo;2015-08-23;0230;0.00;13.44;86.40;0.00;1.20;235.90
AV101;Mu̱ogalindo;2015-08-23;0300;0.00;13.52;84.50;0.00;4.02;273.30
AV101;Mu̱ogalindo;2015-08-23;0330;0.00;13.04;82.00;0.00;4.12;276.40
AV101;Mu̱ogalindo;2015-08-23;0400;0.00;12.64;85.30;0.00;3.79;268.50
AV101;Mu̱ogalindo;2015-08-23;0430;0.00;12.27;88.30;0.06;4.94;314.30
AV101;Mu̱ogalindo;2015-08-23;0500;0.00;11.73;84.40;0.00;5.61;313.00
AV101;Mu̱ogalindo;2015-08-23;0530;0.00;11.10;83.80;0.00;2.53;287.00
AV101;Mu̱ogalindo;2015-08-23;0600;0.00;11.10;82.70;4.46;1.08;182.80
AV101;Mu̱ogalindo;2015-08-23;0630;0.00;11.17;76.01;21.16;0.68;338.50
AV101;Mu̱ogalindo;2015-08-23;0700;0.00;11.51;70.71;153.60;2.20;279.20
AV101;Mu̱ogalindo;2015-08-23;0730;0.00;12.77;64.21;312.80;2.37;289.30
AV101;Mu̱ogalindo;2015-08-23;0800;0.00;12.73;70.04;411.60;4.72;270.40
AV101;Mu̱ogalindo;2015-08-23;0830;0.00;13.41;69.04;511.10;6.15;272.10
AV101;Mu̱ogalindo;2015-08-23;0900;0.00;13.96;66.41;606.80;5.90;270.10
AV101;Mu̱ogalindo;2015-08-23;0930;0.00;14.54;59.58;689.00;4.44;263.70
AV101;Mu̱ogalindo;2015-08-23;1000;0.00;15.36;55.48;766.30;3.96;281.70
AV101;Mu̱ogalindo;2015-08-23;1030;0.00;16.18;53.48;826.00;5.54;277.60
AV101;Mu̱ogalindo;2015-08-23;1100;0.00;16.94;52.26;872.00;6.52;277.70
AV101;Mu̱ogalindo;2015-08-23;1130;0.00;17.38;43.37;900.00;7.70;283.10
AV101;Mu̱ogalindo;2015-08-23;1200;0.00;18.13;47.83;917.00;7.50;272.30
AV101;Mu̱ogalindo;2015-08-23;1230;0.00;18.51;46.37;923.00;8.34;274.60
AV101;Mu̱ogalindo;2015-08-23;1300;0.00;18.87;49.19;912.00;9.06;278.10
AV101;Mu̱ogalindo;2015-08-23;1330;0.00;19.25;50.18;886.00;9.45;275.10
AV101;Mu̱ogalindo;2015-08-23;1400;0.00;19.21;44.08;815.00;9.73;272.20
AV101;Mu̱ogalindo;2015-08-23;1430;0.00;19.18;44.18;799.10;8.75;274.50
AV101;Mu̱ogalindo;2015-08-23;1500;0.00;19.77;48.41;728.10;9.00;279.10
AV101;Mu̱ogalindo;2015-08-23;1530;0.00;19.79;47.65;646.60;10.35;277.10
AV101;Mu̱ogalindo;2015-08-23;1600;0.00;19.57;48.55;559.20;9.91;277.70
AV101;Mu̱ogalindo;2015-08-23;1630;0.00;19.28;51.30;468.50;10.40;273.90
AV101;Mu̱ogalindo;2015-08-23;1700;0.00;19.03;52.63;366.10;10.02;273.00
AV101;Mu̱ogalindo;2015-08-23;1730;0.00;18.77;53.17;273.00;9.71;271.10
AV101;Mu̱ogalindo;2015-08-23;1800;0.00;18.02;53.52;175.10;9.05;263.00
AV101;Mu̱ogalindo;2015-08-23;1830;0.00;17.17;56.54;44.46;7.82;266.10
AV101;Mu̱ogalindo;2015-08-23;1900;0.00;16.72;58.56;12.59;6.78;273.80
