SVR;5;2;0.905100;0.004216;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;2;0.901516;0.000330;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;2;0.901323;0.004353;{u'kernel': u'linear', u'C': 1};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;2;0.901292;0.003694;{u'kernel': u'linear', u'C': 1000};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;2;0.901253;0.003569;{u'kernel': u'linear', u'C': 100};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;2;0.901101;0.003352;{u'kernel': u'linear', u'C': 10};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;2;0.901038;0.004624;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;2;0.900175;0.004844;{u'kernel': u'rbf', u'C': 100, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;2;0.895941;0.004993;{u'kernel': u'rbf', u'C': 10, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;2;0.895813;0.005088;{u'kernel': u'rbf', u'C': 100, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;2;0.894514;0.002590;{u'kernel': u'linear', u'C': 1};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;2;0.894433;0.002163;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;2;0.894271;0.007889;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;2;0.894190;0.001121;{u'kernel': u'linear', u'C': 1000};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;2;0.894121;0.001943;{u'kernel': u'linear', u'C': 10};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;2;0.894056;0.001757;{u'kernel': u'linear', u'C': 100};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;2;0.893769;0.001416;{u'kernel': u'rbf', u'C': 100, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;2;2;0.891267;0.003285;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;2;0.889773;0.000708;{u'kernel': u'rbf', u'C': 10, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;2;0.889495;0.000775;{u'kernel': u'rbf', u'C': 100, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;3;0.889446;0.002158;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;2;0.887271;0.009240;{u'kernel': u'linear', u'C': 100};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;2;0.887257;0.009053;{u'kernel': u'linear', u'C': 10};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;2;0.887144;0.008614;{u'kernel': u'linear', u'C': 1};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;2;0.887104;0.008976;{u'kernel': u'linear', u'C': 1000};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;2;0.885983;0.007826;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;2;0.885278;0.008420;{u'kernel': u'rbf', u'C': 100, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;2;2;0.879759;0.003703;{u'kernel': u'rbf', u'C': 100, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;3;0.879200;0.008190;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;2;0.878956;0.007372;{u'kernel': u'rbf', u'C': 10, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;2;0.878824;0.007229;{u'kernel': u'rbf', u'C': 100, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;2;2;0.876812;0.005682;{u'kernel': u'linear', u'C': 1000};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;2;2;0.876804;0.005569;{u'kernel': u'linear', u'C': 10};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;2;2;0.876772;0.005611;{u'kernel': u'linear', u'C': 100};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;2;2;0.876517;0.004481;{u'kernel': u'linear', u'C': 1};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;2;2;0.876282;0.003896;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;3;0.872254;0.008022;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;2;2;0.871696;0.004285;{u'kernel': u'rbf', u'C': 10, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;3;0.870652;0.002710;{u'kernel': u'rbf', u'C': 100, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;2;2;0.870288;0.004362;{u'kernel': u'rbf', u'C': 100, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;4;0.867639;0.006192;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;2;0.866514;0.006637;{u'kernel': u'rbf', u'C': 1, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;2;0.866053;0.006456;{u'kernel': u'rbf', u'C': 10, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;3;0.862802;0.003817;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;2;3;0.861576;0.010750;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;3;0.860696;0.003463;{u'kernel': u'rbf', u'C': 10, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;3;0.860537;0.005520;{u'kernel': u'linear', u'C': 1000};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;3;0.860528;0.005932;{u'kernel': u'linear', u'C': 1};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;3;0.860418;0.005519;{u'kernel': u'linear', u'C': 10};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;3;0.860405;0.005310;{u'kernel': u'linear', u'C': 100};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;4;0.860384;0.004866;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;3;0.860312;0.009271;{u'kernel': u'rbf', u'C': 100, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;3;0.859136;0.003327;{u'kernel': u'rbf', u'C': 100, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;2;0.854104;0.003262;{u'kernel': u'rbf', u'C': 1, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;2;0.853602;0.003295;{u'kernel': u'rbf', u'C': 10, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;3;0.853464;0.009600;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;3;0.851795;0.009948;{u'kernel': u'linear', u'C': 1};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;3;0.851067;0.010717;{u'kernel': u'linear', u'C': 10};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;3;0.851065;0.010731;{u'kernel': u'linear', u'C': 100};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;3;0.851025;0.010739;{u'kernel': u'linear', u'C': 1000};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;3;0.850841;0.009867;{u'kernel': u'rbf', u'C': 10, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;3;0.849289;0.009954;{u'kernel': u'rbf', u'C': 100, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;3;0.849074;0.010854;{u'kernel': u'rbf', u'C': 100, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;4;0.847177;0.009073;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;2;2;0.846135;0.005000;{u'kernel': u'rbf', u'C': 1, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;2;2;0.845766;0.005003;{u'kernel': u'rbf', u'C': 10, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;2;0.843187;0.007070;{u'kernel': u'rbf', u'C': 1, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;2;0.842630;0.007072;{u'kernel': u'rbf', u'C': 10, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;3;0.840580;0.012487;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;5;0.839386;0.001241;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;3;0.838023;0.010597;{u'kernel': u'linear', u'C': 1000};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;3;0.837893;0.010595;{u'kernel': u'linear', u'C': 10};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;3;0.837880;0.010662;{u'kernel': u'linear', u'C': 100};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;3;0.837831;0.011036;{u'kernel': u'linear', u'C': 1};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;3;0.837669;0.009439;{u'kernel': u'rbf', u'C': 10, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;3;0.835590;0.010126;{u'kernel': u'rbf', u'C': 100, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;2;4;0.831136;0.011899;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;5;0.830808;0.010915;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;2;3;0.827605;0.011857;{u'kernel': u'rbf', u'C': 100, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;4;0.826147;0.005283;{u'kernel': u'rbf', u'C': 100, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;2;3;0.816603;0.011711;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;4;0.815835;0.006020;{u'kernel': u'rbf', u'C': 100, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;5;0.815546;0.010920;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;2;3;0.813282;0.012374;{u'kernel': u'linear', u'C': 100};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;2;3;0.813276;0.012369;{u'kernel': u'linear', u'C': 10};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;2;3;0.813220;0.012752;{u'kernel': u'linear', u'C': 1};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;2;3;0.813138;0.012687;{u'kernel': u'linear', u'C': 1000};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;3;0.812682;0.002467;{u'kernel': u'rbf', u'C': 1, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;3;0.811618;0.002612;{u'kernel': u'rbf', u'C': 10, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;2;3;0.809809;0.007487;{u'kernel': u'rbf', u'C': 10, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;4;0.809658;0.006672;{u'kernel': u'rbf', u'C': 10, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;4;0.809589;0.005325;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;6;0.809528;0.010191;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;4;0.806629;0.006956;{u'kernel': u'rbf', u'C': 100, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;2;3;0.806532;0.007123;{u'kernel': u'rbf', u'C': 100, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;4;0.806360;0.004965;{u'kernel': u'linear', u'C': 1};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;4;0.805535;0.006052;{u'kernel': u'linear', u'C': 1000};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;4;0.805363;0.005908;{u'kernel': u'linear', u'C': 10};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;4;0.805301;0.005751;{u'kernel': u'linear', u'C': 100};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;4;0.800535;0.007367;{u'kernel': u'rbf', u'C': 10, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;4;0.799838;0.007487;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;6;0.798438;0.006235;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;4;0.798266;0.012413;{u'kernel': u'rbf', u'C': 100, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;4;0.797277;0.007544;{u'kernel': u'rbf', u'C': 100, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;4;0.796647;0.007533;{u'kernel': u'linear', u'C': 1};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;4;0.796553;0.007761;{u'kernel': u'linear', u'C': 10};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;4;0.796528;0.007720;{u'kernel': u'linear', u'C': 100};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;4;0.796418;0.008007;{u'kernel': u'linear', u'C': 1000};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;2;5;0.788071;0.015594;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;3;0.786261;0.010819;{u'kernel': u'rbf', u'C': 1, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;4;3;0.785108;0.011190;{u'kernel': u'rbf', u'C': 10, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;4;0.781118;0.014584;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.0001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;4;0.779955;0.012433;{u'kernel': u'rbf', u'C': 10, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;6;0.778933;0.021247;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;4;0.776352;0.015293;{u'kernel': u'linear', u'C': 1};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;5;7;0.776275;0.003368;{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
SVR;3;4;0.776149;0.014980;{u'kernel': u'linear', u'C': 10};{u'kernel': u'rbf', u'C': 1000, u'gamma': 0.001}
