3;0.624277;0.008474;{u'kernel': u'linear', u'C': 10};{u'kernel': u'linear', u'C': 10};SVR(C=1.0, cache_size=200, coef0=0.0, degree=3, epsilon=0.1, gamma='auto',
  kernel='rbf', max_iter=-1, shrinking=True, tol=0.001, verbose=False)
