Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-12-23;0030;0.00;0.79;63.54;0.00;1.03;62.55
AV01;Nava de Arévalo;2001-12-23;0100;0.00;1.30;60.81;0.00;1.03;119.70
AV01;Nava de Arévalo;2001-12-23;0130;0.20;1.65;66.34;0.00;1.54;144.40
AV01;Nava de Arévalo;2001-12-23;0200;0.00;0.80;73.70;0.00;1.36;323.90
AV01;Nava de Arévalo;2001-12-23;0230;0.00;0.15;78.80;0.00;0.78;296.30
AV01;Nava de Arévalo;2001-12-23;0300;0.00;-0.49;84.70;0.00;0.87;287.00
AV01;Nava de Arévalo;2001-12-23;0330;0.00;-1.13;88.50;0.00;1.10;275.60
AV01;Nava de Arévalo;2001-12-23;0400;0.00;-1.60;92.10;0.00;0.72;238.20
AV01;Nava de Arévalo;2001-12-23;0430;0.00;-1.49;93.60;0.00;1.28;204.20
AV01;Nava de Arévalo;2001-12-23;0500;0.00;-0.99;94.80;0.00;1.53;168.40
AV01;Nava de Arévalo;2001-12-23;0530;0.00;-1.31;94.40;0.00;1.60;352.00
AV01;Nava de Arévalo;2001-12-23;0600;0.00;-1.91;92.80;0.00;0.70;352.10
AV01;Nava de Arévalo;2001-12-23;0630;0.00;-2.36;92.20;0.00;1.50;331.80
AV01;Nava de Arévalo;2001-12-23;0700;0.00;-2.42;93.80;0.00;1.99;334.40
AV01;Nava de Arévalo;2001-12-23;0730;0.00;-2.58;93.90;0.52;2.06;1.86
AV01;Nava de Arévalo;2001-12-23;0800;0.00;-3.00;94.00;6.54;0.98;60.63
AV01;Nava de Arévalo;2001-12-23;0830;0.00;-2.78;94.30;23.13;0.88;66.96
AV01;Nava de Arévalo;2001-12-23;0900;0.00;-2.38;94.20;36.24;1.48;89.90
AV01;Nava de Arévalo;2001-12-23;0930;0.00;-2.25;94.10;48.98;2.27;23.27
AV01;Nava de Arévalo;2001-12-23;1000;0.00;-2.22;92.90;61.14;1.26;47.18
AV01;Nava de Arévalo;2001-12-23;1030;0.00;-1.75;89.00;56.79;1.60;12.13
AV01;Nava de Arévalo;2001-12-23;1100;0.00;-1.57;80.40;86.10;1.09;64.87
AV01;Nava de Arévalo;2001-12-23;1130;0.00;-1.20;77.60;121.00;1.69;60.38
AV01;Nava de Arévalo;2001-12-23;1200;0.00;-0.52;77.00;195.60;0.68;102.80
AV01;Nava de Arévalo;2001-12-23;1230;0.00;-0.09;76.40;157.90;0.57;308.40
AV01;Nava de Arévalo;2001-12-23;1300;0.00;-0.18;77.20;178.30;0.43;284.00
AV01;Nava de Arévalo;2001-12-23;1330;0.20;0.74;70.80;175.40;2.13;12.83
AV01;Nava de Arévalo;2001-12-23;1400;0.40;1.78;69.46;160.80;3.53;28.00
AV01;Nava de Arévalo;2001-12-23;1430;0.40;2.23;70.70;80.30;4.24;36.26
AV01;Nava de Arévalo;2001-12-23;1500;0.40;2.29;74.80;78.50;5.79;25.70
AV01;Nava de Arévalo;2001-12-23;1530;0.20;1.91;76.40;36.82;6.46;28.49
AV01;Nava de Arévalo;2001-12-23;1600;0.00;1.57;74.70;20.20;6.89;26.60
AV01;Nava de Arévalo;2001-12-23;1630;0.00;1.11;73.00;9.66;7.47;28.65
AV01;Nava de Arévalo;2001-12-23;1700;0.00;0.40;73.30;1.92;6.34;31.83
AV01;Nava de Arévalo;2001-12-23;1730;0.00;-0.10;73.70;0.00;5.52;26.76
AV01;Nava de Arévalo;2001-12-23;1800;0.00;-1.18;76.00;0.00;3.35;15.62
AV01;Nava de Arévalo;2001-12-23;1830;0.00;-1.76;78.10;0.00;3.54;30.20
AV01;Nava de Arévalo;2001-12-23;1900;0.00;-2.58;81.80;0.00;3.66;30.54
AV01;Nava de Arévalo;2001-12-23;1930;0.00;-3.01;83.70;0.00;3.48;29.72
AV01;Nava de Arévalo;2001-12-23;2000;0.00;-3.63;85.60;0.00;2.73;38.13
AV01;Nava de Arévalo;2001-12-23;2030;0.00;-4.24;85.40;0.00;2.25;46.04
AV01;Nava de Arévalo;2001-12-23;2100;0.00;-3.93;80.20;0.00;2.53;40.48
AV01;Nava de Arévalo;2001-12-23;2130;0.00;-4.31;79.30;0.00;2.07;34.37
AV01;Nava de Arévalo;2001-12-23;2200;0.00;-4.51;78.60;0.00;1.65;349.20
AV01;Nava de Arévalo;2001-12-23;2230;0.00;-4.42;78.10;0.00;1.34;331.70
AV01;Nava de Arévalo;2001-12-23;2300;0.00;-4.15;74.10;0.00;1.44;1.71
AV01;Nava de Arévalo;2001-12-23;2330;0.00;-4.31;73.70;0.00;1.97;2.37
AV01;Nava de Arévalo;2001-12-23;2400;0.00;-4.38;75.10;0.00;1.48;11.45
BU01;Miranda de Ebro;2001-12-23;0030;0.00;-5.65;89.40;0.00;0.44;146.10
BU01;Miranda de Ebro;2001-12-23;0100;0.00;-5.40;89.90;0.00;0.41;315.90
