Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-10-04;0030;0.00;6.54;90.10;0.00;0.21;258.40
AV01;Nava de Arévalo;2001-10-04;0100;0.00;5.61;92.60;0.00;0.75;181.70
AV01;Nava de Arévalo;2001-10-04;0130;0.00;5.36;92.70;0.00;0.82;186.20
AV01;Nava de Arévalo;2001-10-04;0200;0.00;4.70;93.40;0.00;0.66;173.10
AV01;Nava de Arévalo;2001-10-04;0230;0.00;4.79;94.10;0.00;0.88;175.90
AV01;Nava de Arévalo;2001-10-04;0300;0.00;4.59;94.20;0.00;0.58;185.10
AV01;Nava de Arévalo;2001-10-04;0330;0.00;4.00;94.30;0.00;0.54;332.10
AV01;Nava de Arévalo;2001-10-04;0400;0.00;4.03;95.50;0.00;0.87;124.40
AV01;Nava de Arévalo;2001-10-04;0430;0.00;4.36;95.00;0.00;0.46;153.70
AV01;Nava de Arévalo;2001-10-04;0500;0.00;3.01;95.20;0.00;0.74;172.20
AV01;Nava de Arévalo;2001-10-04;0530;0.00;3.16;95.60;0.00;0.77;159.90
AV01;Nava de Arévalo;2001-10-04;0600;0.00;2.88;95.40;1.55;0.60;159.20
AV01;Nava de Arévalo;2001-10-04;0630;0.00;3.42;95.40;36.33;0.58;152.80
AV01;Nava de Arévalo;2001-10-04;0700;0.00;4.67;94.90;131.40;1.29;162.20
AV01;Nava de Arévalo;2001-10-04;0730;0.00;6.68;90.40;214.40;1.66;156.90
AV01;Nava de Arévalo;2001-10-04;0800;0.00;9.17;82.90;287.40;1.78;159.60
AV01;Nava de Arévalo;2001-10-04;0830;0.00;11.91;72.70;355.60;1.93;161.50
AV01;Nava de Arévalo;2001-10-04;0900;0.00;14.84;65.08;430.20;1.46;172.60
AV01;Nava de Arévalo;2001-10-04;0930;0.00;17.13;47.76;499.00;1.58;206.50
AV01;Nava de Arévalo;2001-10-04;1000;0.00;18.12;46.20;567.90;2.44;212.60
AV01;Nava de Arévalo;2001-10-04;1030;0.00;18.94;44.43;612.00;2.42;215.50
AV01;Nava de Arévalo;2001-10-04;1100;0.00;19.84;39.45;636.20;2.50;230.00
AV01;Nava de Arévalo;2001-10-04;1130;0.00;20.53;37.09;670.60;2.64;251.70
AV01;Nava de Arévalo;2001-10-04;1200;0.00;20.93;36.20;697.10;2.57;253.90
AV01;Nava de Arévalo;2001-10-04;1230;0.00;21.55;35.16;705.00;2.77;274.10
AV01;Nava de Arévalo;2001-10-04;1300;0.00;21.92;34.74;679.10;3.11;247.90
AV01;Nava de Arévalo;2001-10-04;1330;0.00;22.17;33.47;651.20;1.55;243.60
AV01;Nava de Arévalo;2001-10-04;1400;0.00;22.79;32.78;574.30;1.75;259.00
AV01;Nava de Arévalo;2001-10-04;1430;0.00;23.16;30.77;453.40;2.32;269.50
AV01;Nava de Arévalo;2001-10-04;1500;0.00;23.16;30.45;423.90;2.40;274.00
AV01;Nava de Arévalo;2001-10-04;1530;0.00;22.76;31.03;292.80;2.59;298.70
AV01;Nava de Arévalo;2001-10-04;1600;0.00;22.87;31.60;244.00;3.43;247.20
AV01;Nava de Arévalo;2001-10-04;1630;0.00;22.38;32.56;136.80;2.51;243.20
AV01;Nava de Arévalo;2001-10-04;1700;0.00;20.18;38.95;62.03;2.92;238.20
AV01;Nava de Arévalo;2001-10-04;1730;0.00;19.10;44.18;20.90;2.11;221.20
