Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-05-16;0030;0.00;10.79;75.80;0.00;2.10;198.60
AV01;Nava de Arévalo;2001-05-16;0100;0.00;10.61;77.00;0.00;2.17;189.10
AV01;Nava de Arévalo;2001-05-16;0130;0.00;9.44;81.30;0.00;1.55;185.40
AV01;Nava de Arévalo;2001-05-16;0200;0.00;8.16;86.10;0.00;1.10;140.60
AV01;Nava de Arévalo;2001-05-16;0230;0.00;8.45;86.20;0.00;0.86;132.90
AV01;Nava de Arévalo;2001-05-16;0300;0.00;8.30;87.20;0.00;0.70;144.40
AV01;Nava de Arévalo;2001-05-16;0330;0.00;8.86;85.90;0.00;0.86;131.50
AV01;Nava de Arévalo;2001-05-16;0400;0.00;8.29;85.70;0.00;0.91;150.60
AV01;Nava de Arévalo;2001-05-16;0430;0.00;7.48;88.10;0.20;1.16;162.00
AV01;Nava de Arévalo;2001-05-16;0500;0.00;7.84;86.90;7.23;0.91;171.50
AV01;Nava de Arévalo;2001-05-16;0530;0.00;8.46;85.20;43.27;0.79;139.00
AV01;Nava de Arévalo;2001-05-16;0600;0.00;9.81;81.80;143.00;0.48;126.50
AV01;Nava de Arévalo;2001-05-16;0630;0.00;12.01;69.45;271.60;0.51;139.90
AV01;Nava de Arévalo;2001-05-16;0700;0.00;12.93;70.10;306.30;2.57;206.90
AV01;Nava de Arévalo;2001-05-16;0730;0.00;12.95;75.20;347.50;2.89;198.20
AV01;Nava de Arévalo;2001-05-16;0800;0.00;13.61;72.90;416.80;2.14;177.80
AV01;Nava de Arévalo;2001-05-16;0830;0.00;14.66;71.90;610.90;2.16;219.30
AV01;Nava de Arévalo;2001-05-16;0900;0.00;15.76;67.90;647.40;2.42;216.80
AV01;Nava de Arévalo;2001-05-16;0930;0.00;16.75;66.26;762.00;3.42;215.10
AV01;Nava de Arévalo;2001-05-16;1000;0.00;17.76;63.06;636.10;4.06;223.00
AV01;Nava de Arévalo;2001-05-16;1030;0.00;18.10;59.54;935.00;4.31;226.00
AV01;Nava de Arévalo;2001-05-16;1100;0.00;19.58;57.13;833.00;4.25;230.10
AV01;Nava de Arévalo;2001-05-16;1130;0.00;19.19;58.84;822.00;4.77;238.30
AV01;Nava de Arévalo;2001-05-16;1200;0.00;20.09;52.82;675.20;4.82;228.00
AV01;Nava de Arévalo;2001-05-16;1230;0.00;20.69;53.81;864.00;5.07;226.70
AV01;Nava de Arévalo;2001-05-16;1300;0.00;21.04;47.89;588.20;6.23;232.90
AV01;Nava de Arévalo;2001-05-16;1330;0.00;22.03;48.55;1005.00;5.57;227.90
AV01;Nava de Arévalo;2001-05-16;1400;0.00;22.37;44.47;900.00;5.63;227.40
AV01;Nava de Arévalo;2001-05-16;1430;0.00;21.94;48.85;856.00;6.95;239.30
AV01;Nava de Arévalo;2001-05-16;1500;0.00;21.05;50.83;610.50;7.38;240.70
AV01;Nava de Arévalo;2001-05-16;1530;0.00;20.94;49.92;587.80;7.83;239.70
AV01;Nava de Arévalo;2001-05-16;1600;0.00;20.01;53.46;546.50;8.46;240.10
AV01;Nava de Arévalo;2001-05-16;1630;0.00;20.26;51.50;578.30;7.87;226.30
AV01;Nava de Arévalo;2001-05-16;1700;0.00;19.85;52.61;330.20;7.48;232.90
AV01;Nava de Arévalo;2001-05-16;1730;0.00;18.50;57.64;220.00;6.74;226.20
AV01;Nava de Arévalo;2001-05-16;1800;0.00;18.31;57.70;233.30;6.55;227.60
AV01;Nava de Arévalo;2001-05-16;1830;0.00;17.73;59.31;58.74;6.10;240.70
AV01;Nava de Arévalo;2001-05-16;1900;0.00;15.31;71.60;26.01;4.24;286.30
AV01;Nava de Arévalo;2001-05-16;1930;0.00;13.90;78.00;4.06;4.05;284.50
AV01;Nava de Arévalo;2001-05-16;2000;0.00;13.22;80.80;0.03;3.62;279.90
AV01;Nava de Arévalo;2001-05-16;2030;0.00;12.80;81.60;0.00;2.07;290.70
AV01;Nava de Arévalo;2001-05-16;2100;0.00;12.47;83.50;0.00;1.16;287.90
AV01;Nava de Arévalo;2001-05-16;2130;0.00;11.49;87.30;0.00;0.65;63.17
AV01;Nava de Arévalo;2001-05-16;2200;0.00;11.43;87.50;0.00;0.55;139.20
AV01;Nava de Arévalo;2001-05-16;2230;0.00;10.72;89.50;0.00;0.74;229.40
AV01;Nava de Arévalo;2001-05-16;2300;0.00;10.41;91.10;0.00;0.68;123.30
AV01;Nava de Arévalo;2001-05-16;2330;0.00;11.28;90.80;0.00;0.89;160.70
AV01;Nava de Arévalo;2001-05-16;2400;0.00;11.86;90.00;0.00;0.71;184.90
BU01;Miranda de Ebro;2001-05-16;0030;0.00;14.17;63.22;0.00;2.43;223.50
BU01;Miranda de Ebro;2001-05-16;0100;0.00;13.89;64.57;0.00;1.89;227.60
BU01;Miranda de Ebro;2001-05-16;0130;0.00;11.99;73.50;0.00;1.30;215.60
BU01;Miranda de Ebro;2001-05-16;0200;0.00;11.32;75.90;0.00;1.49;214.00
BU01;Miranda de Ebro;2001-05-16;0230;0.00;10.59;78.90;0.00;1.29;219.80
BU01;Miranda de Ebro;2001-05-16;0300;0.00;11.02;76.50;0.00;1.10;232.70
BU01;Miranda de Ebro;2001-05-16;0330;0.00;9.68;81.30;0.00;1.56;216.20
BU01;Miranda de Ebro;2001-05-16;0400;0.00;9.95;81.10;0.00;1.64;216.30
BU01;Miranda de Ebro;2001-05-16;0430;0.00;11.10;76.30;0.60;2.01;236.20
BU01;Miranda de Ebro;2001-05-16;0500;0.00;11.49;74.50;10.71;1.96;226.10
BU01;Miranda de Ebro;2001-05-16;0530;0.00;10.98;78.00;47.91;2.36;216.00
BU01;Miranda de Ebro;2001-05-16;0600;0.00;12.85;72.00;103.80;3.17;211.90
BU01;Miranda de Ebro;2001-05-16;0630;0.00;13.89;67.19;108.40;3.18;225.50
