Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-10-02;0030;0.00;10.59;91.10;0.00;0.41;264.20
AV01;Nava de Arévalo;2001-10-02;0100;0.00;10.92;91.60;0.00;0.72;165.50
AV01;Nava de Arévalo;2001-10-02;0130;0.00;11.05;91.50;0.00;0.38;256.80
AV01;Nava de Arévalo;2001-10-02;0200;0.00;11.01;91.20;0.00;0.43;160.30
AV01;Nava de Arévalo;2001-10-02;0230;0.00;10.72;91.10;0.00;0.91;178.90
AV01;Nava de Arévalo;2001-10-02;0300;0.00;10.61;91.00;0.00;0.75;182.10
AV01;Nava de Arévalo;2001-10-02;0330;0.00;10.39;91.10;0.00;0.59;150.70
AV01;Nava de Arévalo;2001-10-02;0400;0.00;10.04;91.30;0.00;0.61;162.90
AV01;Nava de Arévalo;2001-10-02;0430;0.00;8.87;92.00;0.00;0.66;203.90
AV01;Nava de Arévalo;2001-10-02;0500;0.00;8.78;92.90;0.00;0.78;168.20
AV01;Nava de Arévalo;2001-10-02;0530;0.00;9.37;93.50;0.00;0.90;137.90
AV01;Nava de Arévalo;2001-10-02;0600;0.00;9.65;93.50;1.91;0.53;162.10
AV01;Nava de Arévalo;2001-10-02;0630;0.00;9.14;93.10;32.36;0.24;225.40
AV01;Nava de Arévalo;2001-10-02;0700;0.00;10.50;93.30;111.10;0.40;135.40
AV01;Nava de Arévalo;2001-10-02;0730;0.00;13.46;87.00;194.90;0.81;127.90
AV01;Nava de Arévalo;2001-10-02;0800;0.00;15.88;77.70;290.20;1.68;110.60
AV01;Nava de Arévalo;2001-10-02;0830;0.00;17.76;69.94;388.40;2.14;100.40
AV01;Nava de Arévalo;2001-10-02;0900;0.00;19.33;62.31;471.60;3.46;113.00
AV01;Nava de Arévalo;2001-10-02;0930;0.00;20.84;57.67;545.90;2.81;121.70
AV01;Nava de Arévalo;2001-10-02;1000;0.00;22.34;50.97;609.60;2.21;126.40
AV01;Nava de Arévalo;2001-10-02;1030;0.00;23.31;46.34;663.80;2.43;128.40
AV01;Nava de Arévalo;2001-10-02;1100;0.00;24.20;43.72;695.30;2.11;130.70
AV01;Nava de Arévalo;2001-10-02;1130;0.00;24.86;42.12;751.00;1.66;156.90
AV01;Nava de Arévalo;2001-10-02;1200;0.00;25.07;41.39;749.00;3.33;272.70
AV01;Nava de Arévalo;2001-10-02;1230;0.00;25.09;39.21;736.00;3.45;245.20
AV01;Nava de Arévalo;2001-10-02;1300;0.00;24.83;39.36;733.00;2.90;255.50
AV01;Nava de Arévalo;2001-10-02;1330;0.00;24.54;41.67;449.70;3.18;241.30
AV01;Nava de Arévalo;2001-10-02;1400;0.00;24.74;42.38;395.80;2.73;236.20
AV01;Nava de Arévalo;2001-10-02;1430;0.00;24.23;43.75;252.40;2.30;227.70
AV01;Nava de Arévalo;2001-10-02;1500;0.00;24.65;43.36;321.90;3.52;249.10
AV01;Nava de Arévalo;2001-10-02;1530;0.00;24.32;43.92;214.50;4.56;246.00
AV01;Nava de Arévalo;2001-10-02;1600;0.00;24.18;43.22;228.80;5.17;241.10
AV01;Nava de Arévalo;2001-10-02;1630;0.00;23.84;43.42;242.60;5.33;240.70
AV01;Nava de Arévalo;2001-10-02;1700;0.00;23.16;45.55;126.40;5.93;236.10
AV01;Nava de Arévalo;2001-10-02;1730;0.00;21.29;52.84;40.38;5.37;234.00
AV01;Nava de Arévalo;2001-10-02;1800;0.00;19.87;59.65;2.57;4.75;226.30
AV01;Nava de Arévalo;2001-10-02;1830;0.00;19.03;63.13;0.00;3.49;219.00
AV01;Nava de Arévalo;2001-10-02;1900;0.00;18.33;65.74;0.00;4.07;217.60
AV01;Nava de Arévalo;2001-10-02;1930;0.00;17.66;69.88;0.00;3.05;204.90
AV01;Nava de Arévalo;2001-10-02;2000;0.00;17.16;74.10;0.00;3.49;210.10
AV01;Nava de Arévalo;2001-10-02;2030;0.00;17.09;77.50;0.00;3.94;220.10
AV01;Nava de Arévalo;2001-10-02;2100;0.00;16.61;80.30;0.00;3.42;217.90
AV01;Nava de Arévalo;2001-10-02;2130;0.00;16.25;82.70;0.00;3.57;209.40
AV01;Nava de Arévalo;2001-10-02;2200;0.00;16.07;83.80;0.00;2.20;208.30
AV01;Nava de Arévalo;2001-10-02;2230;0.00;15.77;85.00;0.00;3.10;192.30
AV01;Nava de Arévalo;2001-10-02;2300;0.00;16.61;80.40;0.00;2.65;176.90
AV01;Nava de Arévalo;2001-10-02;2330;0.00;15.89;81.80;0.00;1.43;150.70
AV01;Nava de Arévalo;2001-10-02;2400;0.00;14.69;85.40;0.00;0.85;226.50
