Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-10-26;0030;0.00;5.99;92.90;0.00;0.89;155.80
AV01;Nava de Arévalo;2001-10-26;0100;0.00;6.01;93.60;0.00;1.34;154.50
AV01;Nava de Arévalo;2001-10-26;0130;0.00;6.19;93.70;0.00;1.34;158.20
AV01;Nava de Arévalo;2001-10-26;0200;0.00;6.62;93.50;0.00;1.45;154.40
AV01;Nava de Arévalo;2001-10-26;0230;0.00;6.86;92.60;0.00;1.53;153.90
AV01;Nava de Arévalo;2001-10-26;0300;0.00;6.70;92.40;0.00;1.47;154.20
AV01;Nava de Arévalo;2001-10-26;0330;0.00;6.39;91.70;0.00;0.78;171.10
AV01;Nava de Arévalo;2001-10-26;0400;0.00;5.64;92.50;0.00;1.10;148.20
AV01;Nava de Arévalo;2001-10-26;0430;0.00;5.56;92.10;0.00;0.61;201.60
AV01;Nava de Arévalo;2001-10-26;0500;0.00;5.86;93.20;0.00;0.97;145.60
AV01;Nava de Arévalo;2001-10-26;0530;0.00;5.83;92.80;0.00;1.06;147.40
AV01;Nava de Arévalo;2001-10-26;0600;0.00;5.29;93.00;0.00;0.27;190.20
AV01;Nava de Arévalo;2001-10-26;0630;0.20;4.48;93.80;1.57;1.01;162.40
AV01;Nava de Arévalo;2001-10-26;0700;0.00;4.57;94.40;27.26;0.49;6.40
AV01;Nava de Arévalo;2001-10-26;0730;0.00;6.11;94.30;111.00;0.76;132.80
AV01;Nava de Arévalo;2001-10-26;0800;0.00;8.39;90.10;185.50;1.51;148.10
AV01;Nava de Arévalo;2001-10-26;0830;0.00;10.41;83.10;264.20;1.38;160.10
AV01;Nava de Arévalo;2001-10-26;0900;0.00;12.47;76.90;236.50;1.43;146.20
AV01;Nava de Arévalo;2001-10-26;0930;0.00;14.54;71.10;349.80;1.35;139.70
AV01;Nava de Arévalo;2001-10-26;1000;0.00;15.75;65.69;502.80;2.12;161.40
AV01;Nava de Arévalo;2001-10-26;1030;0.00;16.38;63.88;421.10;1.66;206.40
AV01;Nava de Arévalo;2001-10-26;1100;0.00;15.78;67.25;299.50;2.15;217.70
AV01;Nava de Arévalo;2001-10-26;1130;0.00;17.60;61.75;645.60;3.75;232.90
AV01;Nava de Arévalo;2001-10-26;1200;0.00;17.67;58.08;535.50;3.47;246.80
AV01;Nava de Arévalo;2001-10-26;1230;0.00;18.31;56.22;616.00;3.27;236.10
AV01;Nava de Arévalo;2001-10-26;1300;0.00;18.24;54.48;520.40;3.74;238.90
AV01;Nava de Arévalo;2001-10-26;1330;0.00;18.35;54.64;516.30;3.26;245.10
AV01;Nava de Arévalo;2001-10-26;1400;0.00;18.64;54.38;494.60;3.02;228.70
AV01;Nava de Arévalo;2001-10-26;1430;0.00;18.79;51.74;395.00;2.67;224.40
AV01;Nava de Arévalo;2001-10-26;1500;0.00;18.79;51.91;276.00;2.73;255.10
AV01;Nava de Arévalo;2001-10-26;1530;0.00;18.42;52.15;270.20;2.03;255.60
AV01;Nava de Arévalo;2001-10-26;1600;0.00;18.46;52.17;174.00;2.26;245.10
AV01;Nava de Arévalo;2001-10-26;1630;0.00;16.71;55.30;50.09;1.62;239.20
AV01;Nava de Arévalo;2001-10-26;1700;0.00;14.18;69.22;14.08;0.96;220.50
AV01;Nava de Arévalo;2001-10-26;1730;0.00;12.30;76.50;0.94;1.12;233.90
AV01;Nava de Arévalo;2001-10-26;1800;0.00;11.86;79.20;0.00;0.99;150.00
AV01;Nava de Arévalo;2001-10-26;1830;0.00;10.93;82.80;0.00;0.91;177.60
AV01;Nava de Arévalo;2001-10-26;1900;0.00;10.59;85.90;0.00;1.38;187.00
AV01;Nava de Arévalo;2001-10-26;1930;0.00;10.79;84.30;0.00;1.49;188.20
AV01;Nava de Arévalo;2001-10-26;2000;0.00;10.45;83.20;0.00;1.33;163.70
AV01;Nava de Arévalo;2001-10-26;2030;0.00;9.58;86.50;0.00;1.12;201.80
AV01;Nava de Arévalo;2001-10-26;2100;0.00;9.12;89.10;0.00;1.04;175.40
AV01;Nava de Arévalo;2001-10-26;2130;0.00;8.98;89.60;0.00;1.42;183.60
AV01;Nava de Arévalo;2001-10-26;2200;0.00;8.83;89.90;0.00;1.57;155.40
AV01;Nava de Arévalo;2001-10-26;2230;0.00;8.92;90.10;0.00;1.79;157.80
AV01;Nava de Arévalo;2001-10-26;2300;0.00;8.11;91.00;0.00;0.27;166.60
AV01;Nava de Arévalo;2001-10-26;2330;0.00;8.30;91.80;0.00;0.80;140.90
AV01;Nava de Arévalo;2001-10-26;2400;0.00;7.72;92.00;0.00;1.18;148.10
BU01;Miranda de Ebro;2001-10-26;0030;0.00;5.36;91.70;0.00;0.30;341.30
BU01;Miranda de Ebro;2001-10-26;0100;0.00;4.86;91.70;0.00;0.38;217.30
BU01;Miranda de Ebro;2001-10-26;0130;0.00;4.84;92.10;0.00;0.35;243.40
BU01;Miranda de Ebro;2001-10-26;0200;0.00;5.55;92.50;0.00;0.24;285.70
BU01;Miranda de Ebro;2001-10-26;0230;0.00;4.64;91.90;0.00;0.23;225.30
