Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-02-19;0030;0.00;-2.00;89.80;0.00;1.20;31.02
AV01;Nava de Arévalo;2001-02-19;0100;0.00;-2.46;91.20;0.00;0.93;26.78
AV01;Nava de Arévalo;2001-02-19;0130;0.00;-2.55;91.70;0.00;1.02;44.64
AV01;Nava de Arévalo;2001-02-19;0200;0.00;-2.77;91.80;0.00;0.76;11.85
AV01;Nava de Arévalo;2001-02-19;0230;0.00;-3.12;92.90;0.00;0.44;344.20
AV01;Nava de Arévalo;2001-02-19;0300;0.00;-2.39;92.10;0.00;0.92;33.69
AV01;Nava de Arévalo;2001-02-19;0330;0.00;-2.28;91.40;0.00;1.12;25.72
AV01;Nava de Arévalo;2001-02-19;0400;0.00;-2.12;92.30;0.00;0.96;31.64
AV01;Nava de Arévalo;2001-02-19;0430;0.00;-1.88;91.60;0.00;1.76;24.43
AV01;Nava de Arévalo;2001-02-19;0500;0.00;-1.72;90.80;0.00;1.53;13.04
AV01;Nava de Arévalo;2001-02-19;0530;0.00;-2.17;91.80;0.00;0.64;43.94
AV01;Nava de Arévalo;2001-02-19;0600;0.00;-2.55;92.00;0.00;1.00;33.94
AV01;Nava de Arévalo;2001-02-19;0630;0.00;-3.08;92.60;0.06;1.04;31.98
AV01;Nava de Arévalo;2001-02-19;0700;0.00;-3.21;93.10;4.14;1.27;25.75
AV01;Nava de Arévalo;2001-02-19;0730;0.00;-2.81;92.60;46.84;1.79;66.83
AV01;Nava de Arévalo;2001-02-19;0800;0.00;-1.67;88.70;131.50;0.98;99.00
AV01;Nava de Arévalo;2001-02-19;0830;0.00;-0.78;84.80;229.40;1.46;34.39
AV01;Nava de Arévalo;2001-02-19;0900;0.00;-0.01;80.50;299.00;1.15;11.76
AV01;Nava de Arévalo;2001-02-19;0930;0.00;0.79;78.90;182.00;3.00;6.82
AV01;Nava de Arévalo;2001-02-19;1000;0.00;2.22;73.50;390.30;2.58;22.45
AV01;Nava de Arévalo;2001-02-19;1030;0.00;4.08;65.67;523.30;2.14;49.34
AV01;Nava de Arévalo;2001-02-19;1100;0.00;5.53;60.09;576.20;1.53;73.70
AV01;Nava de Arévalo;2001-02-19;1130;0.00;6.81;54.77;613.80;2.48;25.36
AV01;Nava de Arévalo;2001-02-19;1200;0.00;6.85;58.52;627.70;3.44;3.27
AV01;Nava de Arévalo;2001-02-19;1230;0.00;7.83;55.35;640.20;2.06;42.39
AV01;Nava de Arévalo;2001-02-19;1300;0.00;8.87;50.66;631.30;2.69;3.52
AV01;Nava de Arévalo;2001-02-19;1330;0.00;9.69;47.17;607.40;3.96;22.72
AV01;Nava de Arévalo;2001-02-19;1400;0.00;9.73;45.96;573.80;4.38;22.07
AV01;Nava de Arévalo;2001-02-19;1430;0.00;10.28;45.70;518.40;4.13;17.62
AV01;Nava de Arévalo;2001-02-19;1500;0.00;10.42;45.02;453.40;3.34;27.12
AV01;Nava de Arévalo;2001-02-19;1530;0.00;10.51;44.64;378.90;3.87;24.76
AV01;Nava de Arévalo;2001-02-19;1600;0.00;10.66;42.84;300.80;2.53;26.34
AV01;Nava de Arévalo;2001-02-19;1630;0.00;10.75;39.94;214.00;2.71;59.82
AV01;Nava de Arévalo;2001-02-19;1700;0.00;10.25;41.06;123.70;2.04;69.81
AV01;Nava de Arévalo;2001-02-19;1730;0.00;9.07;48.40;40.86;2.32;17.95
AV01;Nava de Arévalo;2001-02-19;1800;0.00;6.68;64.70;4.07;3.23;357.50
AV01;Nava de Arévalo;2001-02-19;1830;0.00;5.61;69.41;0.04;2.70;9.71
AV01;Nava de Arévalo;2001-02-19;1900;0.00;4.37;74.60;0.00;2.21;354.60
AV01;Nava de Arévalo;2001-02-19;1930;0.00;3.52;79.60;0.00;2.33;5.11
AV01;Nava de Arévalo;2001-02-19;2000;0.00;2.88;81.60;0.00;1.56;35.17
AV01;Nava de Arévalo;2001-02-19;2030;0.00;1.64;86.90;0.00;0.45;26.06
AV01;Nava de Arévalo;2001-02-19;2100;0.00;1.63;87.20;0.00;0.40;34.24
AV01;Nava de Arévalo;2001-02-19;2130;0.00;1.50;86.50;0.00;1.09;5.32
AV01;Nava de Arévalo;2001-02-19;2200;0.00;0.47;89.30;0.00;1.00;36.58
AV01;Nava de Arévalo;2001-02-19;2230;0.00;-0.06;92.40;0.00;0.64;41.19
AV01;Nava de Arévalo;2001-02-19;2300;0.00;-0.35;92.90;0.00;0.24;41.59
AV01;Nava de Arévalo;2001-02-19;2330;0.00;-0.66;93.70;0.00;0.53;122.70
AV01;Nava de Arévalo;2001-02-19;2400;0.00;-1.24;94.60;0.00;0.66;169.50
BU01;Miranda de Ebro;2001-02-19;0030;0.00;-2.29;91.50;0.00;0.30;290.00
BU01;Miranda de Ebro;2001-02-19;0100;0.00;-1.99;90.70;0.00;0.42;221.60
BU01;Miranda de Ebro;2001-02-19;0130;0.00;-2.48;92.00;0.00;0.28;218.10
BU01;Miranda de Ebro;2001-02-19;0200;0.00;-2.73;92.20;0.00;0.08;160.20
BU01;Miranda de Ebro;2001-02-19;0230;0.00;-3.08;92.70;0.00;0.30;259.20
BU01;Miranda de Ebro;2001-02-19;0300;0.00;-3.13;93.20;0.00;0.18;228.30
BU01;Miranda de Ebro;2001-02-19;0330;0.00;-3.46;93.30;0.00;0.30;225.10
BU01;Miranda de Ebro;2001-02-19;0400;0.00;-3.64;93.60;0.00;0.12;103.50
BU01;Miranda de Ebro;2001-02-19;0430;0.00;-3.57;93.60;0.00;0.17;313.90
BU01;Miranda de Ebro;2001-02-19;0500;0.00;-3.19;94.00;0.00;0.43;289.30
BU01;Miranda de Ebro;2001-02-19;0530;0.00;-3.75;93.70;0.00;0.65;234.40
BU01;Miranda de Ebro;2001-02-19;0600;0.00;-3.46;93.60;0.00;0.35;249.70
BU01;Miranda de Ebro;2001-02-19;0630;0.00;-2.85;93.70;0.02;0.43;236.30
BU01;Miranda de Ebro;2001-02-19;0700;0.00;-1.89;93.20;1.37;0.51;275.40
