Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-08-14;0030;0.00;22.55;45.05;0.00;4.30;146.80
AV01;Nava de Arévalo;2001-08-14;0100;0.00;21.54;51.84;0.00;4.52;150.20
AV01;Nava de Arévalo;2001-08-14;0130;0.00;21.24;57.85;0.00;4.67;143.40
AV01;Nava de Arévalo;2001-08-14;0200;0.00;20.73;59.26;0.00;4.40;139.20
AV01;Nava de Arévalo;2001-08-14;0230;0.00;20.44;57.98;0.00;4.15;136.40
AV01;Nava de Arévalo;2001-08-14;0300;0.00;20.31;57.28;0.00;4.90;142.60
AV01;Nava de Arévalo;2001-08-14;0330;0.00;20.59;56.17;0.00;5.42;140.00
AV01;Nava de Arévalo;2001-08-14;0400;0.00;20.70;54.65;0.00;4.56;138.40
AV01;Nava de Arévalo;2001-08-14;0430;0.00;21.03;53.01;0.00;5.08;145.50
AV01;Nava de Arévalo;2001-08-14;0500;0.00;21.02;53.32;0.17;5.54;144.70
AV01;Nava de Arévalo;2001-08-14;0530;0.00;20.82;52.82;5.34;5.97;143.70
AV01;Nava de Arévalo;2001-08-14;0600;0.00;20.73;52.33;45.12;5.79;143.80
AV01;Nava de Arévalo;2001-08-14;0630;0.00;21.34;50.59;129.90;5.92;143.30
AV01;Nava de Arévalo;2001-08-14;0700;0.00;22.05;48.69;224.80;5.57;144.10
AV01;Nava de Arévalo;2001-08-14;0730;0.00;22.94;46.87;321.20;5.05;142.70
AV01;Nava de Arévalo;2001-08-14;0800;0.00;23.98;44.59;417.60;5.40;144.60
AV01;Nava de Arévalo;2001-08-14;0830;0.00;25.16;41.71;507.00;5.15;139.80
AV01;Nava de Arévalo;2001-08-14;0900;0.00;26.31;38.90;595.10;4.88;140.00
AV01;Nava de Arévalo;2001-08-14;0930;0.00;27.44;36.57;669.50;4.38;141.80
AV01;Nava de Arévalo;2001-08-14;1000;0.00;28.51;33.78;747.00;3.63;141.50
AV01;Nava de Arévalo;2001-08-14;1030;0.00;29.43;32.32;728.00;3.66;143.10
AV01;Nava de Arévalo;2001-08-14;1100;0.00;29.77;31.92;815.00;4.68;146.00
AV01;Nava de Arévalo;2001-08-14;1130;1.00;29.93;31.05;337.00;6.14;199.40
AV01;Nava de Arévalo;2001-08-14;1200;0.40;22.90;62.87;139.10;3.93;185.00
AV01;Nava de Arévalo;2001-08-14;1230;2.80;22.82;60.61;138.00;2.93;131.30
AV01;Nava de Arévalo;2001-08-14;1300;0.00;23.82;65.47;190.60;2.34;6.71
AV01;Nava de Arévalo;2001-08-14;1330;0.00;22.73;66.89;155.00;2.48;21.88
AV01;Nava de Arévalo;2001-08-14;1400;0.00;22.63;66.44;260.10;1.39;21.10
AV01;Nava de Arévalo;2001-08-14;1430;0.00;24.45;62.83;301.70;1.68;51.08
AV01;Nava de Arévalo;2001-08-14;1500;0.00;25.04;63.52;408.80;2.12;49.82
AV01;Nava de Arévalo;2001-08-14;1530;0.00;24.55;67.69;201.90;1.99;54.00
AV01;Nava de Arévalo;2001-08-14;1600;0.00;24.81;64.19;184.50;1.97;47.69
AV01;Nava de Arévalo;2001-08-14;1630;0.00;25.83;56.94;317.10;1.40;52.86
AV01;Nava de Arévalo;2001-08-14;1700;0.00;27.07;50.28;177.80;1.06;58.66
AV01;Nava de Arévalo;2001-08-14;1730;0.00;28.91;33.55;243.50;2.15;203.30
AV01;Nava de Arévalo;2001-08-14;1800;0.00;29.16;31.99;227.50;2.98;223.50
AV01;Nava de Arévalo;2001-08-14;1830;0.00;27.66;36.18;113.00;2.53;224.20
AV01;Nava de Arévalo;2001-08-14;1900;0.00;24.39;51.11;22.52;1.57;203.20
AV01;Nava de Arévalo;2001-08-14;1930;0.00;23.58;51.20;1.16;1.49;203.40
AV01;Nava de Arévalo;2001-08-14;2000;0.00;21.72;59.96;0.00;1.70;220.20
AV01;Nava de Arévalo;2001-08-14;2030;0.00;20.81;62.35;0.00;1.44;214.20
AV01;Nava de Arévalo;2001-08-14;2100;0.00;19.61;68.75;0.00;1.39;211.50
AV01;Nava de Arévalo;2001-08-14;2130;0.00;18.46;73.70;0.00;1.25;207.30
AV01;Nava de Arévalo;2001-08-14;2200;0.00;18.13;77.20;0.00;0.70;159.80
AV01;Nava de Arévalo;2001-08-14;2230;0.00;17.29;79.10;0.00;0.94;183.90
AV01;Nava de Arévalo;2001-08-14;2300;0.00;16.94;78.30;0.00;1.32;187.20
AV01;Nava de Arévalo;2001-08-14;2330;0.00;16.20;80.00;0.00;1.24;189.50
AV01;Nava de Arévalo;2001-08-14;2400;0.00;16.10;78.60;0.00;0.55;146.20
BU01;Miranda de Ebro;2001-08-14;0030;0.00;17.44;74.60;0.00;0.35;144.70
BU01;Miranda de Ebro;2001-08-14;0100;0.00;17.44;75.10;0.00;0.74;193.20
BU01;Miranda de Ebro;2001-08-14;0130;0.00;17.70;73.90;0.00;1.03;291.00
BU01;Miranda de Ebro;2001-08-14;0200;0.00;18.55;70.50;0.00;1.00;304.30
BU01;Miranda de Ebro;2001-08-14;0230;0.00;18.22;73.20;0.00;1.01;308.10
