Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-12-27;0030;0.00;-3.73;94.30;0.00;1.09;256.00
AV01;Nava de Arévalo;2001-12-27;0100;0.00;-3.22;94.70;0.00;0.43;227.20
AV01;Nava de Arévalo;2001-12-27;0130;0.00;-4.31;94.30;0.00;0.48;220.30
AV01;Nava de Arévalo;2001-12-27;0200;0.00;-4.24;95.10;0.00;1.08;213.30
AV01;Nava de Arévalo;2001-12-27;0230;0.00;-4.06;94.70;0.00;1.22;188.80
AV01;Nava de Arévalo;2001-12-27;0300;0.00;-4.07;95.00;0.00;1.15;174.90
AV01;Nava de Arévalo;2001-12-27;0330;0.00;-4.96;94.80;0.00;0.54;170.00
AV01;Nava de Arévalo;2001-12-27;0400;0.00;-6.31;95.00;0.00;0.11;36.62
AV01;Nava de Arévalo;2001-12-27;0430;0.00;-7.70;94.00;0.00;0.22;241.10
AV01;Nava de Arévalo;2001-12-27;0500;0.00;-7.39;94.50;0.00;1.14;176.10
AV01;Nava de Arévalo;2001-12-27;0530;0.00;-6.82;94.00;0.00;0.67;187.70
AV01;Nava de Arévalo;2001-12-27;0600;0.00;-7.67;92.50;0.00;0.27;302.00
AV01;Nava de Arévalo;2001-12-27;0630;0.00;-8.08;93.70;0.00;0.36;236.50
AV01;Nava de Arévalo;2001-12-27;0700;0.00;-7.43;93.00;0.01;0.45;198.80
AV01;Nava de Arévalo;2001-12-27;0730;0.00;-8.31;92.80;2.74;0.39;230.20
AV01;Nava de Arévalo;2001-12-27;0800;0.00;-7.95;93.40;23.85;0.09;256.40
AV01;Nava de Arévalo;2001-12-27;0830;0.00;-6.87;94.00;85.00;0.45;199.20
AV01;Nava de Arévalo;2001-12-27;0900;0.00;-3.95;95.70;153.20;1.43;153.50
AV01;Nava de Arévalo;2001-12-27;0930;0.00;-2.65;95.80;194.60;1.89;177.60
AV01;Nava de Arévalo;2001-12-27;1000;0.00;-0.88;94.70;315.40;1.31;203.20
AV01;Nava de Arévalo;2001-12-27;1030;0.20;1.78;88.70;353.40;0.74;192.70
AV01;Nava de Arévalo;2001-12-27;1100;0.00;3.17;80.30;391.30;0.91;298.00
AV01;Nava de Arévalo;2001-12-27;1130;0.00;3.47;76.80;417.90;1.59;330.80
AV01;Nava de Arévalo;2001-12-27;1200;0.00;3.82;73.90;434.90;2.22;339.00
AV01;Nava de Arévalo;2001-12-27;1230;0.00;4.29;69.66;433.60;2.02;0.95
AV01;Nava de Arévalo;2001-12-27;1300;0.00;5.20;63.26;423.60;1.20;22.42
AV01;Nava de Arévalo;2001-12-27;1330;0.00;5.89;59.84;392.90;0.94;5.13
AV01;Nava de Arévalo;2001-12-27;1400;0.00;5.98;56.93;355.60;1.06;18.87
AV01;Nava de Arévalo;2001-12-27;1430;0.00;7.15;49.96;310.70;0.52;272.10
AV01;Nava de Arévalo;2001-12-27;1500;0.00;7.02;47.90;248.70;0.42;237.70
AV01;Nava de Arévalo;2001-12-27;1530;0.00;7.56;44.50;179.40;0.68;303.30
AV01;Nava de Arévalo;2001-12-27;1600;0.00;6.46;49.28;107.80;0.73;300.80
AV01;Nava de Arévalo;2001-12-27;1630;0.00;5.59;51.19;32.25;0.89;302.80
AV01;Nava de Arévalo;2001-12-27;1700;0.00;2.10;64.62;3.00;0.98;285.40
AV01;Nava de Arévalo;2001-12-27;1730;0.00;-0.63;72.90;0.00;0.96;276.30
AV01;Nava de Arévalo;2001-12-27;1800;0.00;-2.21;80.10;0.00;0.52;200.50
AV01;Nava de Arévalo;2001-12-27;1830;0.00;-2.72;82.20;0.00;0.95;210.20
