Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-11-15;0030;0.00;0.52;77.80;0.00;4.02;30.79
AV01;Nava de Arévalo;2001-11-15;0100;0.00;0.79;78.10;0.00;6.18;19.70
AV01;Nava de Arévalo;2001-11-15;0130;0.00;0.99;75.70;0.00;7.24;21.07
AV01;Nava de Arévalo;2001-11-15;0200;0.00;1.12;73.70;0.00;6.62;24.68
AV01;Nava de Arévalo;2001-11-15;0230;0.00;0.99;73.40;0.00;5.81;26.63
AV01;Nava de Arévalo;2001-11-15;0300;0.00;0.58;76.50;0.00;6.91;27.49
AV01;Nava de Arévalo;2001-11-15;0330;0.00;-0.13;76.80;0.00;6.36;22.79
AV01;Nava de Arévalo;2001-11-15;0400;0.00;-0.64;80.00;0.00;5.52;17.23
AV01;Nava de Arévalo;2001-11-15;0430;0.00;-0.49;78.10;0.00;6.27;19.79
AV01;Nava de Arévalo;2001-11-15;0500;0.00;-1.16;77.20;0.00;5.70;20.26
AV01;Nava de Arévalo;2001-11-15;0530;0.00;-1.69;79.90;0.00;4.62;13.52
AV01;Nava de Arévalo;2001-11-15;0600;0.00;-1.62;79.60;0.00;5.36;15.28
AV01;Nava de Arévalo;2001-11-15;0630;0.00;-2.04;80.50;0.08;5.37;16.77
AV01;Nava de Arévalo;2001-11-15;0700;0.00;-2.20;81.50;4.29;3.91;15.76
AV01;Nava de Arévalo;2001-11-15;0730;0.00;-2.15;80.10;15.77;4.46;16.66
AV01;Nava de Arévalo;2001-11-15;0800;0.00;-1.74;78.50;38.17;5.36;19.98
AV01;Nava de Arévalo;2001-11-15;0830;0.00;-1.18;77.40;79.70;5.54;22.19
AV01;Nava de Arévalo;2001-11-15;0900;0.00;0.02;73.80;233.20;6.94;25.04
AV01;Nava de Arévalo;2001-11-15;0930;0.00;0.79;69.12;209.60;8.27;27.21
AV01;Nava de Arévalo;2001-11-15;1000;0.00;1.08;67.71;236.00;8.08;29.19
AV01;Nava de Arévalo;2001-11-15;1030;0.00;1.75;66.09;245.00;8.23;30.48
AV01;Nava de Arévalo;2001-11-15;1100;0.00;2.12;65.44;191.50;7.36;31.33
AV01;Nava de Arévalo;2001-11-15;1130;0.00;2.30;64.98;221.10;6.87;29.72
AV01;Nava de Arévalo;2001-11-15;1200;0.00;2.99;62.75;217.50;6.78;29.66
AV01;Nava de Arévalo;2001-11-15;1230;0.00;3.83;58.29;218.90;7.24;30.35
AV01;Nava de Arévalo;2001-11-15;1300;0.00;4.01;58.31;202.70;7.48;34.57
AV01;Nava de Arévalo;2001-11-15;1330;0.00;4.32;58.14;140.20;7.11;32.15
AV01;Nava de Arévalo;2001-11-15;1400;0.00;3.83;60.63;120.70;8.15;31.59
AV01;Nava de Arévalo;2001-11-15;1430;0.00;3.60;60.65;61.02;7.21;36.32
AV01;Nava de Arévalo;2001-11-15;1500;0.00;3.11;63.49;21.99;7.27;26.84
AV01;Nava de Arévalo;2001-11-15;1530;0.00;2.78;67.56;44.81;7.99;29.05
AV01;Nava de Arévalo;2001-11-15;1600;0.00;2.55;68.78;25.30;7.09;26.32
AV01;Nava de Arévalo;2001-11-15;1630;0.00;2.22;70.70;15.62;6.68;26.09
AV01;Nava de Arévalo;2001-11-15;1700;0.00;2.15;72.40;1.40;6.69;29.25
AV01;Nava de Arévalo;2001-11-15;1730;0.00;1.98;74.80;0.01;5.20;27.80
AV01;Nava de Arévalo;2001-11-15;1800;0.00;2.07;74.50;0.00;5.10;23.90
AV01;Nava de Arévalo;2001-11-15;1830;0.00;2.00;73.80;0.00;4.04;31.80
AV01;Nava de Arévalo;2001-11-15;1900;0.00;1.98;73.80;0.00;4.05;34.82
AV01;Nava de Arévalo;2001-11-15;1930;0.00;1.96;75.50;0.00;4.69;36.15
AV01;Nava de Arévalo;2001-11-15;2000;0.00;2.01;76.60;0.00;3.44;31.37
AV01;Nava de Arévalo;2001-11-15;2030;0.00;1.85;77.90;0.00;3.41;27.94
AV01;Nava de Arévalo;2001-11-15;2100;0.00;1.83;78.90;0.00;4.11;26.59
AV01;Nava de Arévalo;2001-11-15;2130;0.00;1.83;79.40;0.00;4.43;31.77
AV01;Nava de Arévalo;2001-11-15;2200;0.00;1.87;79.80;0.00;4.09;31.77
AV01;Nava de Arévalo;2001-11-15;2230;0.00;1.94;79.40;0.00;4.14;30.47
AV01;Nava de Arévalo;2001-11-15;2300;0.00;1.81;79.50;0.00;4.74;27.78
AV01;Nava de Arévalo;2001-11-15;2330;0.00;1.76;80.90;0.00;4.72;34.55
AV01;Nava de Arévalo;2001-11-15;2400;0.00;1.85;81.70;0.00;4.29;36.41
BU01;Miranda de Ebro;2001-11-15;0030;0.20;2.50;80.00;0.00;3.02;354.70
