Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-01-26;0100;0.00;2.22;87.80;0.00;4.83;220.20
AV01;Nava de Arévalo;2001-01-26;0200;0.00;2.26;87.00;0.00;4.71;211.40
AV01;Nava de Arévalo;2001-01-26;0300;0.00;2.04;87.80;0.00;4.67;213.20
AV01;Nava de Arévalo;2001-01-26;0400;0.00;2.19;86.80;0.00;5.57;206.80
AV01;Nava de Arévalo;2001-01-26;0500;0.00;2.49;83.60;0.00;4.36;201.20
AV01;Nava de Arévalo;2001-01-26;0600;0.00;2.73;82.40;0.00;4.37;197.70
AV01;Nava de Arévalo;2001-01-26;0700;0.00;2.94;84.10;0.00;4.36;195.00
AV01;Nava de Arévalo;2001-01-26;0800;0.00;3.49;85.90;1.25;5.45;195.60
AV01;Nava de Arévalo;2001-01-26;0900;0.20;3.91;85.60;20.58;5.34;188.50
AV01;Nava de Arévalo;2001-01-26;1000;0.00;4.61;83.10;78.00;5.44;188.10
AV01;Nava de Arévalo;2001-01-26;1100;0.00;5.79;78.70;99.30;7.34;192.70
AV01;Nava de Arévalo;2001-01-26;1200;0.00;6.49;76.20;154.70;8.58;199.80
AV01;Nava de Arévalo;2001-01-26;1300;0.00;7.43;75.30;208.20;11.66;207.80
AV01;Nava de Arévalo;2001-01-26;1400;0.00;9.11;71.90;403.40;13.34;212.40
AV01;Nava de Arévalo;2001-01-26;1500;0.00;10.09;71.20;405.40;13.05;214.50
AV01;Nava de Arévalo;2001-01-26;1600;0.00;10.02;73.30;194.80;12.29;213.20
AV01;Nava de Arévalo;2001-01-26;1700;0.00;9.72;76.70;51.15;11.31;216.50
AV01;Nava de Arévalo;2001-01-26;1800;0.00;9.78;77.80;4.31;10.94;215.80
AV01;Nava de Arévalo;2001-01-26;1900;0.20;9.38;83.40;0.00;11.10;215.40
AV01;Nava de Arévalo;2001-01-26;2000;0.00;9.27;86.20;0.00;9.87;216.20
AV01;Nava de Arévalo;2001-01-26;2100;0.20;9.05;90.10;0.00;9.38;221.10
AV01;Nava de Arévalo;2001-01-26;2200;0.20;9.30;91.10;0.00;8.51;227.30
AV01;Nava de Arévalo;2001-01-26;2300;3.40;9.14;91.50;0.00;8.73;242.70
AV01;Nava de Arévalo;2001-01-26;2400;3.00;6.50;93.00;0.00;4.25;311.40
BU01;Miranda de Ebro;2001-01-26;0100;0.00;4.79;69.06;0.00;3.57;261.10
BU01;Miranda de Ebro;2001-01-26;0200;0.00;4.10;72.20;0.00;2.77;263.70
BU01;Miranda de Ebro;2001-01-26;0300;0.00;3.89;74.00;0.00;1.94;273.90
BU01;Miranda de Ebro;2001-01-26;0400;0.00;3.88;74.90;0.00;1.94;277.80
BU01;Miranda de Ebro;2001-01-26;0500;0.00;4.21;75.10;0.00;2.29;264.10
BU01;Miranda de Ebro;2001-01-26;0600;0.00;4.90;75.70;0.00;2.68;259.90
BU01;Miranda de Ebro;2001-01-26;0700;0.00;5.45;74.60;0.00;2.86;251.80
BU01;Miranda de Ebro;2001-01-26;0800;0.00;5.90;73.30;2.35;3.55;228.10
BU01;Miranda de Ebro;2001-01-26;0900;0.00;6.44;71.00;21.51;6.42;210.00
BU01;Miranda de Ebro;2001-01-26;1000;0.00;7.35;67.04;34.54;6.79;199.90
BU01;Miranda de Ebro;2001-01-26;1100;0.00;7.73;65.13;36.04;8.01;202.00
BU01;Miranda de Ebro;2001-01-26;1200;0.40;7.39;70.20;25.40;7.34;206.00
BU01;Miranda de Ebro;2001-01-26;1300;0.00;7.45;70.00;19.24;3.54;236.20
BU01;Miranda de Ebro;2001-01-26;1400;0.60;7.06;74.10;20.12;1.60;316.30
BU01;Miranda de Ebro;2001-01-26;1500;2.20;7.74;79.70;25.27;3.03;243.80
BU01;Miranda de Ebro;2001-01-26;1600;0.00;9.40;77.10;28.06;2.68;215.20
BU01;Miranda de Ebro;2001-01-26;1700;0.00;10.25;77.90;7.62;3.24;192.70
BU01;Miranda de Ebro;2001-01-26;1800;0.00;9.05;79.50;0.46;1.99;103.50
BU01;Miranda de Ebro;2001-01-26;1900;1.20;10.03;86.90;0.00;1.65;240.40
BU01;Miranda de Ebro;2001-01-26;2000;1.40;10.59;86.80;0.00;1.75;276.80
BU01;Miranda de Ebro;2001-01-26;2100;0.00;10.66;79.60;0.00;1.82;261.40
BU01;Miranda de Ebro;2001-01-26;2200;0.00;9.68;82.20;0.00;1.85;232.60
BU01;Miranda de Ebro;2001-01-26;2300;0.00;10.44;72.20;0.00;1.88;282.30
BU01;Miranda de Ebro;2001-01-26;2400;0.00;9.90;73.40;0.00;3.54;261.80
BU03;Lerma;2001-01-26;0100;0.00;1.06;88.80;0.00;2.55;234.30
BU03;Lerma;2001-01-26;0200;0.00;1.29;88.20;0.00;2.69;218.20
BU03;Lerma;2001-01-26;0300;0.00;1.40;88.50;0.00;2.50;218.90
BU03;Lerma;2001-01-26;0400;0.00;1.76;89.70;0.00;1.99;207.20
BU03;Lerma;2001-01-26;0500;0.00;2.25;89.60;0.00;2.82;217.20
BU03;Lerma;2001-01-26;0600;0.00;2.40;89.90;0.00;2.96;210.50
BU03;Lerma;2001-01-26;0700;0.20;2.58;88.40;0.00;3.86;201.50
BU03;Lerma;2001-01-26;0800;0.60;2.34;90.40;1.22;3.64;184.30
BU03;Lerma;2001-01-26;0900;1.00;2.08;91.50;14.05;3.90;180.00
BU03;Lerma;2001-01-26;1000;1.60;1.63;92.30;48.35;4.00;172.10
BU03;Lerma;2001-01-26;1100;1.80;2.39;91.80;58.03;4.04;175.70
BU03;Lerma;2001-01-26;1200;1.40;3.53;90.80;65.90;3.97;177.40
BU03;Lerma;2001-01-26;1300;0.40;4.34;89.90;41.15;3.84;188.10
BU03;Lerma;2001-01-26;1400;0.20;5.64;88.40;57.59;4.90;199.60
BU03;Lerma;2001-01-26;1500;0.00;6.57;87.60;35.57;5.03;200.90
BU03;Lerma;2001-01-26;1600;0.00;7.57;87.20;30.08;4.25;200.90
BU03;Lerma;2001-01-26;1700;0.00;8.25;87.20;17.21;4.28;209.70
BU03;Lerma;2001-01-26;1800;0.00;8.73;87.50;0.69;5.39;220.40
BU03;Lerma;2001-01-26;1900;0.00;8.86;88.20;0.00;5.81;223.50
BU03;Lerma;2001-01-26;2000;0.40;9.05;88.70;0.00;5.29;231.80
BU03;Lerma;2001-01-26;2100;4.60;8.96;91.50;0.00;4.32;268.60
BU03;Lerma;2001-01-26;2200;1.00;7.64;89.70;0.00;4.01;287.90
BU03;Lerma;2001-01-26;2300;0.40;6.59;90.50;0.00;1.44;260.30
BU03;Lerma;2001-01-26;2400;0.00;5.68;90.20;0.00;1.41;287.00
BU04;Tardajos;2001-01-26;0100;0.00;0.83;91.50;0.00;5.47;249.10
BU04;Tardajos;2001-01-26;0200;0.00;0.97;91.40;0.00;4.87;248.00
BU04;Tardajos;2001-01-26;0300;0.00;1.09;92.20;0.00;3.53;238.80
BU04;Tardajos;2001-01-26;0400;0.00;1.20;93.70;0.00;3.92;235.20
BU04;Tardajos;2001-01-26;0500;0.00;1.67;93.70;0.00;4.28;234.50
BU04;Tardajos;2001-01-26;0600;0.00;1.96;93.60;0.00;4.35;234.50
BU04;Tardajos;2001-01-26;0700;0.20;2.32;92.50;0.00;4.23;230.50
BU04;Tardajos;2001-01-26;0800;0.40;2.35;93.30;1.23;5.13;230.90
BU04;Tardajos;2001-01-26;0900;1.20;2.43;93.50;11.79;5.22;228.90
BU04;Tardajos;2001-01-26;1000;1.60;2.11;93.60;37.48;5.82;221.90
BU04;Tardajos;2001-01-26;1100;2.40;1.91;95.00;43.50;5.37;218.50
BU04;Tardajos;2001-01-26;1200;1.60;3.66;92.20;71.20;6.35;229.70
BU04;Tardajos;2001-01-26;1300;1.20;4.13;92.20;79.20;5.99;230.50
BU04;Tardajos;2001-01-26;1400;1.20;4.93;93.10;42.96;5.54;235.50
