Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-12-04;0030;0.00;-2.15;86.20;0.00;1.58;171.30
AV01;Nava de Arévalo;2001-12-04;0100;0.00;-1.92;84.20;0.00;1.95;174.90
AV01;Nava de Arévalo;2001-12-04;0130;0.00;-2.33;84.20;0.00;0.59;168.20
AV01;Nava de Arévalo;2001-12-04;0200;0.00;-2.70;86.90;0.00;0.99;165.90
AV01;Nava de Arévalo;2001-12-04;0230;0.00;-2.48;84.00;0.00;0.48;193.80
AV01;Nava de Arévalo;2001-12-04;0300;0.00;-3.22;85.30;0.00;0.79;172.60
AV01;Nava de Arévalo;2001-12-04;0330;0.00;-3.35;86.60;0.00;0.56;177.70
AV01;Nava de Arévalo;2001-12-04;0400;0.00;-4.85;87.60;0.00;0.28;277.50
AV01;Nava de Arévalo;2001-12-04;0430;0.00;-5.36;90.00;0.00;0.90;235.60
AV01;Nava de Arévalo;2001-12-04;0500;0.00;-4.88;89.20;0.00;0.54;209.70
AV01;Nava de Arévalo;2001-12-04;0530;0.00;-4.72;90.30;0.00;0.66;197.40
AV01;Nava de Arévalo;2001-12-04;0600;0.00;-5.35;91.00;0.00;1.14;181.80
AV01;Nava de Arévalo;2001-12-04;0630;0.00;-5.39;90.90;0.00;0.78;176.50
AV01;Nava de Arévalo;2001-12-04;0700;0.00;-5.73;91.50;1.53;0.77;184.70
AV01;Nava de Arévalo;2001-12-04;0730;0.00;-5.54;91.80;16.80;1.17;179.90
AV01;Nava de Arévalo;2001-12-04;0800;0.00;-4.00;90.40;76.60;1.61;156.60
AV01;Nava de Arévalo;2001-12-04;0830;0.00;-2.29;86.70;149.90;1.59;172.10
AV01;Nava de Arévalo;2001-12-04;0900;0.00;-0.05;82.00;221.90;0.95;180.30
AV01;Nava de Arévalo;2001-12-04;0930;0.00;3.03;72.90;239.70;0.28;155.70
AV01;Nava de Arévalo;2001-12-04;1000;0.00;5.06;66.70;341.80;0.26;182.60
AV01;Nava de Arévalo;2001-12-04;1030;0.00;7.40;56.11;395.80;0.45;131.80
AV01;Nava de Arévalo;2001-12-04;1100;0.00;8.40;50.94;406.30;1.00;156.50
AV01;Nava de Arévalo;2001-12-04;1130;0.00;10.33;45.92;448.00;0.71;154.40
AV01;Nava de Arévalo;2001-12-04;1200;0.00;12.43;41.48;479.10;0.60;198.30
AV01;Nava de Arévalo;2001-12-04;1230;0.00;13.33;36.89;443.40;0.57;10.44
AV01;Nava de Arévalo;2001-12-04;1300;0.00;13.43;38.42;416.80;0.74;288.30
AV01;Nava de Arévalo;2001-12-04;1330;0.00;14.80;33.79;394.60;0.60;268.80
AV01;Nava de Arévalo;2001-12-04;1400;0.00;15.13;33.21;355.10;0.57;261.40
AV01;Nava de Arévalo;2001-12-04;1430;0.00;14.97;32.16;301.60;1.23;299.60
AV01;Nava de Arévalo;2001-12-04;1500;0.00;14.25;36.14;245.90;2.30;319.50
AV01;Nava de Arévalo;2001-12-04;1530;0.00;12.60;43.78;179.10;2.96;337.40
AV01;Nava de Arévalo;2001-12-04;1600;0.00;11.15;48.53;112.40;2.23;336.10
AV01;Nava de Arévalo;2001-12-04;1630;0.00;8.86;56.44;33.13;1.49;334.30
AV01;Nava de Arévalo;2001-12-04;1700;0.00;5.96;65.67;3.85;0.37;335.70
AV01;Nava de Arévalo;2001-12-04;1730;0.00;4.80;67.78;0.00;0.76;314.60
AV01;Nava de Arévalo;2001-12-04;1800;0.00;2.43;75.70;0.00;1.52;296.50
AV01;Nava de Arévalo;2001-12-04;1830;0.00;1.04;83.80;0.00;0.75;279.70
AV01;Nava de Arévalo;2001-12-04;1900;0.00;0.80;86.20;0.00;1.12;199.80
AV01;Nava de Arévalo;2001-12-04;1930;0.00;-0.02;87.00;0.00;1.04;202.80
AV01;Nava de Arévalo;2001-12-04;2000;0.00;-1.04;90.70;0.00;1.00;219.90
AV01;Nava de Arévalo;2001-12-04;2030;0.00;-0.73;91.70;0.00;1.23;189.00
AV01;Nava de Arévalo;2001-12-04;2100;0.00;-1.22;90.50;0.00;0.88;172.40
AV01;Nava de Arévalo;2001-12-04;2130;0.00;-1.95;92.30;0.00;1.13;175.60
AV01;Nava de Arévalo;2001-12-04;2200;0.00;-1.55;92.70;0.00;1.54;172.50
AV01;Nava de Arévalo;2001-12-04;2230;0.00;-1.40;91.60;0.00;1.70;179.80
AV01;Nava de Arévalo;2001-12-04;2300;0.00;-0.77;89.20;0.00;2.13;187.90
AV01;Nava de Arévalo;2001-12-04;2330;0.00;-1.84;90.20;0.00;0.27;236.70
AV01;Nava de Arévalo;2001-12-04;2400;0.00;-1.24;89.00;0.00;0.81;166.30
BU01;Miranda de Ebro;2001-12-04;0030;0.00;0.44;93.20;0.00;0.29;328.70
BU01;Miranda de Ebro;2001-12-04;0100;0.00;0.65;93.90;0.00;0.40;77.70
BU01;Miranda de Ebro;2001-12-04;0130;0.20;0.51;94.20;0.00;1.13;324.50
BU01;Miranda de Ebro;2001-12-04;0200;0.00;0.17;94.40;0.00;0.53;204.90
BU01;Miranda de Ebro;2001-12-04;0230;0.00;0.02;94.90;0.00;0.94;319.30
BU01;Miranda de Ebro;2001-12-04;0300;0.00;0.33;94.90;0.00;0.56;230.60
BU01;Miranda de Ebro;2001-12-04;0330;0.00;-0.18;95.00;0.00;0.32;336.10
BU01;Miranda de Ebro;2001-12-04;0400;0.00;0.06;95.00;0.00;0.59;334.50
BU01;Miranda de Ebro;2001-12-04;0430;0.00;-0.21;95.10;0.00;0.79;263.70
BU01;Miranda de Ebro;2001-12-04;0500;0.00;-0.25;95.30;0.00;0.44;325.70
BU01;Miranda de Ebro;2001-12-04;0530;0.00;-0.54;95.30;0.00;0.57;206.80
BU01;Miranda de Ebro;2001-12-04;0600;0.00;-0.40;95.40;0.00;0.40;323.40
BU01;Miranda de Ebro;2001-12-04;0630;0.00;-0.54;95.50;0.00;0.47;7.41
BU01;Miranda de Ebro;2001-12-04;0700;0.00;-0.20;95.50;0.18;0.58;305.90
BU01;Miranda de Ebro;2001-12-04;0730;0.00;-0.47;95.60;2.81;0.77;212.70
BU01;Miranda de Ebro;2001-12-04;0800;0.00;-0.52;95.70;15.58;0.37;182.00
BU01;Miranda de Ebro;2001-12-04;0830;0.00;-0.52;95.80;43.42;0.28;339.20
BU01;Miranda de Ebro;2001-12-04;0900;0.00;0.07;95.90;115.80;0.44;278.20
BU01;Miranda de Ebro;2001-12-04;0930;0.00;0.72;95.90;183.40;0.32;2.18
BU01;Miranda de Ebro;2001-12-04;1000;0.00;1.86;95.80;204.70;0.64;338.90
BU01;Miranda de Ebro;2001-12-04;1030;0.00;3.25;95.70;282.40;0.47;177.60
BU01;Miranda de Ebro;2001-12-04;1100;0.00;4.80;95.40;328.10;0.29;12.16
BU01;Miranda de Ebro;2001-12-04;1130;0.00;6.19;95.20;373.10;0.42;12.45
BU01;Miranda de Ebro;2001-12-04;1200;0.00;7.64;87.10;394.00;0.80;5.94
BU01;Miranda de Ebro;2001-12-04;1230;0.00;9.93;68.54;411.60;0.72;354.90
BU01;Miranda de Ebro;2001-12-04;1300;0.00;11.20;61.18;343.50;0.78;0.54
BU01;Miranda de Ebro;2001-12-04;1330;0.00;12.20;55.60;288.70;0.33;357.50
BU01;Miranda de Ebro;2001-12-04;1400;0.00;12.46;51.38;275.60;0.65;317.90
BU01;Miranda de Ebro;2001-12-04;1430;0.00;12.88;49.71;220.60;0.82;278.80
BU01;Miranda de Ebro;2001-12-04;1500;0.00;12.50;52.54;153.10;0.71;298.60
BU01;Miranda de Ebro;2001-12-04;1530;0.00;12.53;50.40;105.00;0.79;269.20
BU01;Miranda de Ebro;2001-12-04;1600;0.00;11.64;55.52;52.89;1.33;229.10
BU01;Miranda de Ebro;2001-12-04;1630;0.00;8.87;68.98;11.03;1.37;218.00
BU01;Miranda de Ebro;2001-12-04;1700;0.00;8.18;67.71;1.70;1.44;238.40
BU01;Miranda de Ebro;2001-12-04;1730;0.00;8.25;64.72;0.00;1.12;228.90
BU01;Miranda de Ebro;2001-12-04;1800;0.00;5.83;75.50;0.00;0.69;206.20
BU01;Miranda de Ebro;2001-12-04;1830;0.00;4.76;78.30;0.00;1.16;222.30
BU01;Miranda de Ebro;2001-12-04;1900;0.00;4.57;79.40;0.00;0.72;310.80
BU01;Miranda de Ebro;2001-12-04;1930;0.00;4.16;81.20;0.00;0.30;308.30
BU01;Miranda de Ebro;2001-12-04;2000;0.00;2.81;84.80;0.00;0.61;214.90
BU01;Miranda de Ebro;2001-12-04;2030;0.00;2.43;85.90;0.00;0.28;224.70
BU01;Miranda de Ebro;2001-12-04;2100;0.00;2.52;85.90;0.00;0.52;241.20
BU01;Miranda de Ebro;2001-12-04;2130;0.00;1.76;86.60;0.00;0.58;224.30
BU01;Miranda de Ebro;2001-12-04;2200;0.00;1.18;87.70;0.00;0.27;227.90
