Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-06-06;0030;0.00;10.99;64.68;0.00;1.37;222.80
AV01;Nava de Arévalo;2001-06-06;0100;0.00;10.21;68.92;0.00;1.24;177.80
AV01;Nava de Arévalo;2001-06-06;0130;0.00;9.32;72.20;0.00;1.28;219.10
AV01;Nava de Arévalo;2001-06-06;0200;0.00;8.61;76.20;0.00;1.16;197.80
AV01;Nava de Arévalo;2001-06-06;0230;0.00;8.71;75.50;0.00;1.40;233.50
AV01;Nava de Arévalo;2001-06-06;0300;0.00;8.44;76.40;0.00;0.96;248.10
AV01;Nava de Arévalo;2001-06-06;0330;0.00;8.12;77.50;0.00;1.25;238.60
AV01;Nava de Arévalo;2001-06-06;0400;0.00;7.37;81.20;0.00;0.60;138.10
AV01;Nava de Arévalo;2001-06-06;0430;0.00;6.94;83.30;3.36;0.61;294.70
AV01;Nava de Arévalo;2001-06-06;0500;0.00;5.82;85.10;27.10;0.57;162.90
AV01;Nava de Arévalo;2001-06-06;0530;0.00;7.32;83.90;92.50;0.65;157.90
AV01;Nava de Arévalo;2001-06-06;0600;0.00;10.00;76.10;172.80;0.15;207.00
AV01;Nava de Arévalo;2001-06-06;0630;0.00;12.32;70.90;269.90;1.00;83.50
AV01;Nava de Arévalo;2001-06-06;0700;0.00;13.01;71.10;346.30;1.42;49.91
AV01;Nava de Arévalo;2001-06-06;0730;0.00;14.40;65.98;469.10;2.10;19.53
AV01;Nava de Arévalo;2001-06-06;0800;0.00;15.62;60.96;564.10;2.43;8.94
AV01;Nava de Arévalo;2001-06-06;0830;0.00;16.66;55.25;656.50;2.51;14.78
AV01;Nava de Arévalo;2001-06-06;0900;0.00;17.32;50.85;735.00;2.31;11.75
AV01;Nava de Arévalo;2001-06-06;0930;0.00;18.34;43.47;809.00;2.07;13.84
AV01;Nava de Arévalo;2001-06-06;1000;0.00;18.92;40.06;873.00;2.11;41.00
AV01;Nava de Arévalo;2001-06-06;1030;0.00;19.54;36.19;914.00;2.39;336.70
AV01;Nava de Arévalo;2001-06-06;1100;0.00;20.29;33.36;951.00;2.38;337.90
AV01;Nava de Arévalo;2001-06-06;1130;0.00;20.91;28.83;979.00;1.98;343.80
AV01;Nava de Arévalo;2001-06-06;1200;0.00;21.49;29.04;988.00;2.11;7.84
AV01;Nava de Arévalo;2001-06-06;1230;0.00;22.40;28.19;980.00;1.63;10.28
AV01;Nava de Arévalo;2001-06-06;1300;0.00;23.08;26.83;968.00;1.73;21.69
