Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-08-13;0030;0.00;20.34;52.04;0.00;1.55;136.50
AV01;Nava de Arévalo;2001-08-13;0100;0.00;20.38;52.09;0.00;1.47;151.50
AV01;Nava de Arévalo;2001-08-13;0130;0.00;19.19;56.51;0.00;2.09;135.30
AV01;Nava de Arévalo;2001-08-13;0200;0.00;19.95;53.84;0.00;1.54;165.80
AV01;Nava de Arévalo;2001-08-13;0230;0.00;19.08;56.08;0.00;1.61;143.90
AV01;Nava de Arévalo;2001-08-13;0300;0.00;19.09;55.60;0.00;1.26;162.80
AV01;Nava de Arévalo;2001-08-13;0330;0.00;18.25;58.18;0.00;1.50;167.50
AV01;Nava de Arévalo;2001-08-13;0400;0.00;18.08;59.30;0.00;1.51;183.10
AV01;Nava de Arévalo;2001-08-13;0430;0.00;18.57;57.50;0.00;1.65;173.00
AV01;Nava de Arévalo;2001-08-13;0500;0.00;18.10;57.88;0.47;1.32;154.60
AV01;Nava de Arévalo;2001-08-13;0530;0.00;17.53;60.43;9.12;1.29;164.20
AV01;Nava de Arévalo;2001-08-13;0600;0.00;19.76;56.35;49.79;2.34;174.30
AV01;Nava de Arévalo;2001-08-13;0630;0.00;21.61;54.10;135.90;2.72;166.70
AV01;Nava de Arévalo;2001-08-13;0700;0.00;23.20;51.69;244.20;3.55;153.90
AV01;Nava de Arévalo;2001-08-13;0730;0.00;25.04;47.65;334.10;3.55;149.20
AV01;Nava de Arévalo;2001-08-13;0800;0.00;26.14;43.39;409.90;2.82;214.30
AV01;Nava de Arévalo;2001-08-13;0830;0.00;26.45;42.95;346.80;1.64;255.00
AV01;Nava de Arévalo;2001-08-13;0900;0.00;28.04;37.03;538.20;1.64;262.90
AV01;Nava de Arévalo;2001-08-13;0930;0.00;28.84;34.98;686.70;1.56;302.60
AV01;Nava de Arévalo;2001-08-13;1000;0.00;30.08;32.27;741.00;1.40;319.10
