Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-06-28;0030;0.00;10.98;73.90;0.00;0.52;330.10
AV01;Nava de Arévalo;2001-06-28;0100;0.00;9.98;78.70;0.00;0.66;231.70
AV01;Nava de Arévalo;2001-06-28;0130;0.00;9.59;81.30;0.00;0.35;178.60
AV01;Nava de Arévalo;2001-06-28;0200;0.00;9.17;80.00;0.00;0.71;166.70
AV01;Nava de Arévalo;2001-06-28;0230;0.00;8.82;80.90;0.00;0.33;187.80
AV01;Nava de Arévalo;2001-06-28;0300;0.00;8.53;82.90;0.00;0.84;189.90
AV01;Nava de Arévalo;2001-06-28;0330;0.00;8.53;83.00;0.00;1.20;196.70
AV01;Nava de Arévalo;2001-06-28;0400;0.00;8.46;82.30;0.00;0.24;165.50
AV01;Nava de Arévalo;2001-06-28;0430;0.00;7.81;81.20;1.56;0.41;172.00
AV01;Nava de Arévalo;2001-06-28;0500;0.00;7.24;83.50;18.96;0.39;176.80
AV01;Nava de Arévalo;2001-06-28;0530;0.00;9.04;79.10;81.90;0.08;114.70
AV01;Nava de Arévalo;2001-06-28;0600;0.00;10.99;73.80;163.90;0.87;146.70
AV01;Nava de Arévalo;2001-06-28;0630;0.00;13.29;66.57;259.90;0.52;164.60
AV01;Nava de Arévalo;2001-06-28;0700;0.00;15.05;61.05;357.10;0.76;215.60
AV01;Nava de Arévalo;2001-06-28;0730;0.00;16.67;56.08;454.00;0.86;236.80
AV01;Nava de Arévalo;2001-06-28;0800;0.00;18.11;50.84;549.10;0.56;258.30
AV01;Nava de Arévalo;2001-06-28;0830;0.00;20.01;43.92;637.70;0.63;161.50
AV01;Nava de Arévalo;2001-06-28;0900;0.00;20.72;41.15;718.00;0.97;121.30
AV01;Nava de Arévalo;2001-06-28;0930;0.00;21.95;38.19;791.00;1.45;358.40
AV01;Nava de Arévalo;2001-06-28;1000;0.00;22.44;36.53;852.00;1.66;327.90
AV01;Nava de Arévalo;2001-06-28;1030;0.00;22.99;33.01;901.00;2.02;308.50
AV01;Nava de Arévalo;2001-06-28;1100;0.00;23.22;31.81;941.00;1.86;287.50
AV01;Nava de Arévalo;2001-06-28;1130;0.00;23.60;29.39;964.00;1.88;287.10
AV01;Nava de Arévalo;2001-06-28;1200;0.00;24.75;26.48;978.00;1.96;342.40
AV01;Nava de Arévalo;2001-06-28;1230;0.00;25.59;24.87;978.00;1.55;344.70
AV01;Nava de Arévalo;2001-06-28;1300;0.00;25.94;24.17;969.00;1.71;213.40
AV01;Nava de Arévalo;2001-06-28;1330;0.00;26.73;22.47;949.00;1.46;253.40
AV01;Nava de Arévalo;2001-06-28;1400;0.00;27.14;20.63;912.00;1.82;305.90
AV01;Nava de Arévalo;2001-06-28;1430;0.00;26.95;20.25;866.00;2.32;266.00
AV01;Nava de Arévalo;2001-06-28;1500;0.00;27.59;18.22;809.00;1.82;251.00
AV01;Nava de Arévalo;2001-06-28;1530;0.00;27.76;18.29;732.00;1.44;229.80
