Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-02-13;0030;0.00;3.62;96.50;0.00;0.63;148.60
AV01;Nava de Arévalo;2001-02-13;0100;0.00;2.78;97.00;0.00;0.52;193.40
AV01;Nava de Arévalo;2001-02-13;0130;0.00;2.78;97.30;0.00;0.74;158.50
AV01;Nava de Arévalo;2001-02-13;0200;0.00;2.11;97.10;0.00;0.08;153.20
AV01;Nava de Arévalo;2001-02-13;0230;0.00;1.53;97.80;0.00;0.12;153.10
AV01;Nava de Arévalo;2001-02-13;0300;0.00;2.13;97.50;0.00;0.57;163.40
AV01;Nava de Arévalo;2001-02-13;0330;0.00;2.35;97.70;0.00;0.65;142.50
AV01;Nava de Arévalo;2001-02-13;0400;0.00;2.26;97.50;0.00;0.98;157.20
AV01;Nava de Arévalo;2001-02-13;0430;0.00;2.50;97.20;0.00;0.96;149.90
AV01;Nava de Arévalo;2001-02-13;0500;0.00;2.19;96.90;0.00;0.75;174.70
AV01;Nava de Arévalo;2001-02-13;0530;0.00;1.83;97.00;0.00;0.76;155.30
AV01;Nava de Arévalo;2001-02-13;0600;0.00;0.07;96.80;0.00;0.22;306.10
AV01;Nava de Arévalo;2001-02-13;0630;0.00;0.68;97.70;0.00;0.87;139.60
AV01;Nava de Arévalo;2001-02-13;0700;0.00;0.54;97.60;2.79;0.58;148.20
AV01;Nava de Arévalo;2001-02-13;0730;0.00;0.77;97.60;19.99;0.35;139.40
AV01;Nava de Arévalo;2001-02-13;0800;0.00;0.88;97.50;90.70;0.04;33.50
AV01;Nava de Arévalo;2001-02-13;0830;0.00;1.88;96.90;154.30;0.48;346.40
AV01;Nava de Arévalo;2001-02-13;0900;0.00;2.87;95.90;216.30;1.04;356.00
AV01;Nava de Arévalo;2001-02-13;0930;0.00;4.24;93.80;275.20;1.17;15.83
AV01;Nava de Arévalo;2001-02-13;1000;0.00;5.05;91.80;327.90;2.13;354.60
