Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-01-11;0100;0.20;7.89;95.20;0.00;1.35;141.40
AV01;Nava de Arévalo;2001-01-11;0200;0.20;7.55;95.70;0.00;0.93;155.60
AV01;Nava de Arévalo;2001-01-11;0300;0.20;7.66;95.80;0.00;1.46;115.70
AV01;Nava de Arévalo;2001-01-11;0400;2.80;7.74;94.00;0.00;2.53;172.80
AV01;Nava de Arévalo;2001-01-11;0500;1.60;7.37;89.30;0.00;4.46;210.90
AV01;Nava de Arévalo;2001-01-11;0600;0.40;6.75;89.80;0.00;2.21;190.10
AV01;Nava de Arévalo;2001-01-11;0700;0.20;6.59;89.40;0.00;1.15;179.10
AV01;Nava de Arévalo;2001-01-11;0800;0.00;6.45;90.10;0.85;0.45;117.80
AV01;Nava de Arévalo;2001-01-11;0900;0.00;6.22;92.20;17.84;0.59;77.20
AV01;Nava de Arévalo;2001-01-11;1000;0.40;6.60;92.60;34.22;1.08;81.00
AV01;Nava de Arévalo;2001-01-11;1100;0.40;6.93;93.90;65.88;1.04;37.28
AV01;Nava de Arévalo;2001-01-11;1200;0.40;7.43;90.30;79.90;1.61;117.80
AV01;Nava de Arévalo;2001-01-11;1300;0.80;7.38;88.10;79.60;2.88;134.80
AV01;Nava de Arévalo;2001-01-11;1400;2.00;6.90;90.80;57.51;2.34;150.50
AV01;Nava de Arévalo;2001-01-11;1500;1.60;6.57;91.50;46.90;2.23;181.00
AV01;Nava de Arévalo;2001-01-11;1600;0.60;6.34;90.20;38.99;1.07;142.20
AV01;Nava de Arévalo;2001-01-11;1700;0.00;6.47;90.00;73.50;1.52;94.10
AV01;Nava de Arévalo;2001-01-11;1800;0.00;5.62;91.40;2.88;1.39;108.00
AV01;Nava de Arévalo;2001-01-11;1900;0.00;4.49;94.10;0.00;1.75;103.00
AV01;Nava de Arévalo;2001-01-11;2000;0.00;4.43;89.10;0.00;2.72;124.20
AV01;Nava de Arévalo;2001-01-11;2100;0.00;4.76;88.30;0.00;3.26;113.90
AV01;Nava de Arévalo;2001-01-11;2200;0.00;5.13;87.80;0.00;3.00;113.40
AV01;Nava de Arévalo;2001-01-11;2300;0.00;5.38;87.20;0.00;3.01;127.00
AV01;Nava de Arévalo;2001-01-11;2400;0.00;5.43;86.90;0.00;2.80;123.00
BU01;Miranda de Ebro;2001-01-11;0100;0.00;8.30;84.30;0.00;1.47;261.60
BU01;Miranda de Ebro;2001-01-11;0200;0.40;8.56;84.90;0.00;1.38;190.30
BU01;Miranda de Ebro;2001-01-11;0300;0.60;8.55;87.90;0.00;0.86;260.20
BU01;Miranda de Ebro;2001-01-11;0400;0.00;8.40;88.70;0.00;1.03;224.40
BU01;Miranda de Ebro;2001-01-11;0500;0.00;8.83;85.20;0.00;2.27;195.70
BU01;Miranda de Ebro;2001-01-11;0600;0.00;8.72;85.10;0.00;1.82;205.80
BU01;Miranda de Ebro;2001-01-11;0700;1.40;8.78;85.30;0.00;1.93;194.00
BU01;Miranda de Ebro;2001-01-11;0800;0.60;9.29;82.60;0.94;2.20;207.20
BU01;Miranda de Ebro;2001-01-11;0900;0.40;9.21;80.80;13.87;1.61;243.00
BU01;Miranda de Ebro;2001-01-11;1000;0.00;9.16;80.00;52.47;1.78;202.40
BU01;Miranda de Ebro;2001-01-11;1100;0.00;10.55;74.30;314.80;1.72;179.20
BU01;Miranda de Ebro;2001-01-11;1200;0.00;10.52;76.70;135.90;2.14;148.60
BU01;Miranda de Ebro;2001-01-11;1300;0.00;10.50;78.00;120.60;1.82;110.40
BU01;Miranda de Ebro;2001-01-11;1400;0.00;10.63;79.10;98.90;0.73;96.30
BU01;Miranda de Ebro;2001-01-11;1500;0.40;10.46;83.00;74.50;1.23;123.20
BU01;Miranda de Ebro;2001-01-11;1600;0.60;9.96;87.30;41.12;2.09;108.20
BU01;Miranda de Ebro;2001-01-11;1700;1.80;9.39;88.40;3.38;1.24;177.10
BU01;Miranda de Ebro;2001-01-11;1800;0.60;8.77;90.20;0.16;1.01;200.80
BU01;Miranda de Ebro;2001-01-11;1900;0.00;8.69;90.30;0.00;0.44;101.90
BU01;Miranda de Ebro;2001-01-11;2000;0.00;8.38;92.30;0.00;0.41;237.30
BU01;Miranda de Ebro;2001-01-11;2100;0.00;8.35;93.00;0.00;0.94;193.50
BU01;Miranda de Ebro;2001-01-11;2200;0.00;8.53;89.30;0.00;2.48;189.70
BU01;Miranda de Ebro;2001-01-11;2300;0.00;8.19;84.40;0.00;1.69;201.90
BU01;Miranda de Ebro;2001-01-11;2400;0.00;7.93;84.20;0.00;1.30;201.70
BU03;Lerma;2001-01-11;0100;2.40;8.22;90.00;0.00;2.70;128.20
BU03;Lerma;2001-01-11;0200;2.80;8.04;93.00;0.00;2.10;137.10
BU03;Lerma;2001-01-11;0300;1.00;8.04;93.90;0.00;1.41;127.40
BU03;Lerma;2001-01-11;0400;2.00;7.78;94.60;0.00;0.51;126.40
BU03;Lerma;2001-01-11;0500;1.00;7.88;94.90;0.00;0.81;148.80
BU03;Lerma;2001-01-11;0600;4.60;7.74;93.20;0.00;2.36;194.90
BU03;Lerma;2001-01-11;0700;2.00;7.05;89.30;0.00;2.87;194.00
BU03;Lerma;2001-01-11;0800;2.20;6.75;92.30;0.30;1.60;185.60
BU03;Lerma;2001-01-11;0900;0.80;6.65;93.30;14.71;1.79;144.30
BU03;Lerma;2001-01-11;1000;0.00;6.92;92.00;51.89;2.07;120.40
BU03;Lerma;2001-01-11;1100;0.20;7.21;90.20;65.45;2.02;118.70
BU03;Lerma;2001-01-11;1200;0.20;7.51;88.70;112.80;1.82;110.40
BU03;Lerma;2001-01-11;1300;1.20;7.69;89.40;64.17;1.68;128.00
BU03;Lerma;2001-01-11;1400;2.80;7.35;91.80;44.89;0.72;144.50
BU03;Lerma;2001-01-11;1500;2.00;7.01;91.20;42.86;0.97;84.80
BU03;Lerma;2001-01-11;1600;2.00;6.65;91.90;28.05;0.30;334.60
BU03;Lerma;2001-01-11;1700;1.60;6.19;91.10;11.45;1.15;324.80
BU03;Lerma;2001-01-11;1800;0.60;6.01;92.40;0.15;1.15;321.40
BU03;Lerma;2001-01-11;1900;0.80;5.71;93.20;0.00;0.30;253.00
BU03;Lerma;2001-01-11;2000;0.40;5.49;94.10;0.00;0.28;114.80
BU03;Lerma;2001-01-11;2100;0.40;5.45;94.70;0.00;0.68;101.60
BU03;Lerma;2001-01-11;2200;0.00;5.00;94.10;0.00;0.82;90.20
BU03;Lerma;2001-01-11;2300;0.00;3.91;94.50;0.00;0.60;83.60
BU03;Lerma;2001-01-11;2400;0.00;3.47;94.70;0.00;0.95;91.60
BU04;Tardajos;2001-01-11;0100;2.20;8.54;87.80;0.00;2.71;208.10
BU04;Tardajos;2001-01-11;0200;2.00;8.13;93.20;0.00;2.67;203.30
BU04;Tardajos;2001-01-11;0300;1.20;8.04;94.50;0.00;2.32;203.80
BU04;Tardajos;2001-01-11;0400;2.00;7.79;95.10;0.00;2.23;231.10
BU04;Tardajos;2001-01-11;0500;0.60;7.52;96.00;0.00;1.43;215.90
BU04;Tardajos;2001-01-11;0600;4.00;7.47;96.10;0.00;1.55;229.50
BU04;Tardajos;2001-01-11;0700;2.80;7.02;92.50;0.00;3.36;230.30
BU04;Tardajos;2001-01-11;0800;2.40;6.59;93.60;0.15;2.20;221.40
BU04;Tardajos;2001-01-11;0900;0.80;6.64;94.10;7.75;2.04;203.30
BU04;Tardajos;2001-01-11;1000;0.40;6.78;93.80;37.71;2.09;187.10
BU04;Tardajos;2001-01-11;1100;0.00;7.05;92.60;60.10;2.06;187.00
BU04;Tardajos;2001-01-11;1200;0.20;7.53;89.70;126.20;2.73;191.90
BU04;Tardajos;2001-01-11;1300;0.00;8.02;87.60;139.10;2.64;197.50
