Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-03-01;0030;0.00;1.12;81.00;0.00;4.63;228.20
AV01;Nava de Arévalo;2001-03-01;0100;0.00;1.30;82.40;0.00;3.18;225.60
AV01;Nava de Arévalo;2001-03-01;0130;0.00;1.21;84.40;0.00;1.95;208.10
AV01;Nava de Arévalo;2001-03-01;0200;0.00;1.14;84.60;0.00;1.85;198.20
AV01;Nava de Arévalo;2001-03-01;0230;0.00;1.08;84.30;0.00;1.60;177.30
AV01;Nava de Arévalo;2001-03-01;0300;0.00;1.03;84.40;0.00;1.65;179.40
AV01;Nava de Arévalo;2001-03-01;0330;0.00;0.85;85.20;0.00;1.35;159.10
AV01;Nava de Arévalo;2001-03-01;0400;0.00;0.77;86.40;0.00;1.38;148.40
AV01;Nava de Arévalo;2001-03-01;0430;0.00;0.95;85.40;0.00;1.30;160.00
AV01;Nava de Arévalo;2001-03-01;0500;0.00;1.50;85.10;0.00;1.03;145.20
AV01;Nava de Arévalo;2001-03-01;0530;0.00;1.41;86.00;0.00;0.75;130.40
AV01;Nava de Arévalo;2001-03-01;0600;0.00;1.63;86.10;0.00;0.57;92.20
AV01;Nava de Arévalo;2001-03-01;0630;0.00;1.54;87.40;0.18;0.95;117.50
AV01;Nava de Arévalo;2001-03-01;0700;0.00;1.79;88.00;5.57;1.19;142.90
AV01;Nava de Arévalo;2001-03-01;0730;0.00;2.08;89.50;24.82;1.62;142.70
AV01;Nava de Arévalo;2001-03-01;0800;0.00;2.32;90.40;56.76;1.49;119.20
AV01;Nava de Arévalo;2001-03-01;0830;0.00;2.61;89.50;75.70;1.32;96.20
AV01;Nava de Arévalo;2001-03-01;0900;0.40;3.01;88.50;67.00;1.43;110.00
AV01;Nava de Arévalo;2001-03-01;0930;1.00;2.76;90.20;59.03;2.02;104.70
AV01;Nava de Arévalo;2001-03-01;1000;0.40;2.24;90.50;105.80;2.19;95.30
AV01;Nava de Arévalo;2001-03-01;1030;0.60;2.38;91.70;145.90;1.99;97.10
AV01;Nava de Arévalo;2001-03-01;1100;0.40;2.94;91.80;180.70;3.42;99.20
AV01;Nava de Arévalo;2001-03-01;1130;0.60;2.78;92.00;161.00;3.83;77.20
AV01;Nava de Arévalo;2001-03-01;1200;1.20;2.69;93.30;128.00;2.81;50.77
AV01;Nava de Arévalo;2001-03-01;1230;0.00;2.98;92.70;139.50;2.70;34.65
AV01;Nava de Arévalo;2001-03-01;1300;0.00;3.54;92.50;166.40;3.09;9.88
AV01;Nava de Arévalo;2001-03-01;1330;0.00;4.21;90.90;185.70;3.16;8.16
AV01;Nava de Arévalo;2001-03-01;1400;0.60;4.83;90.80;96.00;3.11;359.10
AV01;Nava de Arévalo;2001-03-01;1430;0.00;4.48;92.60;134.80;3.94;16.88
AV01;Nava de Arévalo;2001-03-01;1500;0.00;4.97;93.20;157.60;2.95;28.07
AV01;Nava de Arévalo;2001-03-01;1530;0.00;5.82;91.80;157.90;1.26;59.07
AV01;Nava de Arévalo;2001-03-01;1600;0.00;6.53;88.40;105.30;1.23;182.20
AV01;Nava de Arévalo;2001-03-01;1630;0.20;6.65;87.10;83.90;2.72;187.80
AV01;Nava de Arévalo;2001-03-01;1700;0.00;6.99;89.70;65.12;4.15;215.70
AV01;Nava de Arévalo;2001-03-01;1730;0.00;8.30;84.90;34.67;7.58;219.90
AV01;Nava de Arévalo;2001-03-01;1800;0.00;8.18;84.70;5.97;5.93;216.80
AV01;Nava de Arévalo;2001-03-01;1830;0.00;8.23;83.60;0.14;6.47;217.20
AV01;Nava de Arévalo;2001-03-01;1900;0.00;8.36;84.30;0.00;5.19;210.10
AV01;Nava de Arévalo;2001-03-01;1930;0.00;8.34;84.20;0.00;6.41;208.30
AV01;Nava de Arévalo;2001-03-01;2000;0.00;8.29;85.40;0.00;5.17;203.80
AV01;Nava de Arévalo;2001-03-01;2030;0.00;8.13;86.70;0.00;3.58;202.60
AV01;Nava de Arévalo;2001-03-01;2100;0.00;7.74;88.90;0.00;1.94;177.30
AV01;Nava de Arévalo;2001-03-01;2130;0.00;8.47;83.20;0.00;2.52;178.20
AV01;Nava de Arévalo;2001-03-01;2200;0.00;8.42;81.20;0.00;2.00;137.90
AV01;Nava de Arévalo;2001-03-01;2230;0.00;7.69;82.40;0.00;3.35;125.30
AV01;Nava de Arévalo;2001-03-01;2300;0.00;7.02;82.60;0.00;2.83;130.80
AV01;Nava de Arévalo;2001-03-01;2330;0.00;7.07;84.20;0.00;3.09;130.00
AV01;Nava de Arévalo;2001-03-01;2400;0.20;7.47;85.30;0.00;3.60;138.50
BU01;Miranda de Ebro;2001-03-01;0030;0.00;3.68;63.56;0.00;3.35;254.20
BU01;Miranda de Ebro;2001-03-01;0100;0.00;3.50;64.93;0.00;4.01;252.10
BU01;Miranda de Ebro;2001-03-01;0130;0.00;3.54;65.51;0.00;3.98;260.80
BU01;Miranda de Ebro;2001-03-01;0200;0.00;3.50;66.79;0.00;4.31;264.60
BU01;Miranda de Ebro;2001-03-01;0230;0.00;3.20;68.62;0.00;3.66;254.40
BU01;Miranda de Ebro;2001-03-01;0300;0.00;3.23;69.41;0.00;4.56;263.20
BU01;Miranda de Ebro;2001-03-01;0330;0.00;3.59;67.97;0.00;4.19;251.60
BU01;Miranda de Ebro;2001-03-01;0400;0.00;3.50;68.30;0.00;3.39;247.20
BU01;Miranda de Ebro;2001-03-01;0430;0.00;3.47;68.89;0.00;2.68;255.60
BU01;Miranda de Ebro;2001-03-01;0500;0.00;3.39;69.89;0.00;3.22;266.80
BU01;Miranda de Ebro;2001-03-01;0530;0.00;3.27;70.40;0.00;3.12;255.60
BU01;Miranda de Ebro;2001-03-01;0600;0.00;3.09;71.30;0.00;2.96;254.70
BU01;Miranda de Ebro;2001-03-01;0630;0.00;3.16;71.50;0.43;3.49;265.00
BU01;Miranda de Ebro;2001-03-01;0700;0.00;3.48;71.60;9.85;3.53;261.10
BU01;Miranda de Ebro;2001-03-01;0730;0.00;3.90;72.10;42.11;3.51;261.20
BU01;Miranda de Ebro;2001-03-01;0800;0.00;4.06;71.90;81.80;3.49;253.20
BU01;Miranda de Ebro;2001-03-01;0830;0.00;4.44;71.20;171.30;3.75;246.70
BU01;Miranda de Ebro;2001-03-01;0900;0.00;4.86;70.10;187.90;3.37;260.80
BU01;Miranda de Ebro;2001-03-01;0930;0.00;5.22;68.90;209.40;3.19;252.80
BU01;Miranda de Ebro;2001-03-01;1000;0.00;5.74;68.24;292.20;3.97;237.90
BU01;Miranda de Ebro;2001-03-01;1030;0.00;6.72;64.71;472.00;3.75;247.00
BU01;Miranda de Ebro;2001-03-01;1100;0.00;6.98;62.72;370.30;4.24;236.20
BU01;Miranda de Ebro;2001-03-01;1130;0.00;7.22;61.09;426.80;3.30;251.40
BU01;Miranda de Ebro;2001-03-01;1200;0.00;7.62;59.08;339.20;3.31;249.70
BU01;Miranda de Ebro;2001-03-01;1230;0.00;7.67;59.91;261.30;3.05;243.50
BU01;Miranda de Ebro;2001-03-01;1300;0.00;7.65;59.67;235.60;2.87;233.20
BU01;Miranda de Ebro;2001-03-01;1330;0.00;7.73;58.79;148.00;3.17;219.50
BU01;Miranda de Ebro;2001-03-01;1400;0.00;7.62;60.19;131.00;3.98;206.60
BU01;Miranda de Ebro;2001-03-01;1430;0.00;6.88;70.40;139.70;3.58;197.30
BU01;Miranda de Ebro;2001-03-01;1500;0.00;6.72;71.40;111.50;2.76;181.90
BU01;Miranda de Ebro;2001-03-01;1530;0.20;5.74;78.00;68.44;2.29;141.70
BU01;Miranda de Ebro;2001-03-01;1600;0.20;5.14;82.00;49.99;2.55;120.00
BU01;Miranda de Ebro;2001-03-01;1630;0.20;4.67;83.80;40.78;2.99;112.50
BU01;Miranda de Ebro;2001-03-01;1700;0.20;4.43;85.70;17.63;2.25;104.20
BU01;Miranda de Ebro;2001-03-01;1730;0.20;4.48;86.70;5.06;1.43;109.10
