Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-05-20;0030;0.00;12.09;65.05;0.00;1.67;350.90
AV01;Nava de Arévalo;2001-05-20;0100;0.00;11.67;67.45;0.00;1.31;345.10
AV01;Nava de Arévalo;2001-05-20;0130;0.00;11.21;69.93;0.00;1.40;338.00
AV01;Nava de Arévalo;2001-05-20;0200;0.00;10.67;72.20;0.00;0.88;339.10
AV01;Nava de Arévalo;2001-05-20;0230;0.00;9.42;78.40;0.00;1.03;286.60
AV01;Nava de Arévalo;2001-05-20;0300;0.00;8.65;81.50;0.00;1.48;278.40
AV01;Nava de Arévalo;2001-05-20;0330;0.00;8.54;81.40;0.00;1.37;301.90
AV01;Nava de Arévalo;2001-05-20;0400;0.00;8.39;81.90;0.00;1.16;299.60
AV01;Nava de Arévalo;2001-05-20;0430;0.00;8.43;81.10;0.45;1.27;288.20
AV01;Nava de Arévalo;2001-05-20;0500;0.00;8.37;82.00;15.72;1.04;286.00
AV01;Nava de Arévalo;2001-05-20;0530;0.00;8.57;81.20;72.80;1.76;293.20
AV01;Nava de Arévalo;2001-05-20;0600;0.00;8.95;79.80;174.40;2.05;291.20
AV01;Nava de Arévalo;2001-05-20;0630;0.00;9.88;76.30;216.80;2.06;286.80
AV01;Nava de Arévalo;2001-05-20;0700;0.00;10.13;76.20;427.50;1.23;318.80
AV01;Nava de Arévalo;2001-05-20;0730;0.00;12.11;68.39;488.50;1.00;268.00
AV01;Nava de Arévalo;2001-05-20;0800;0.00;13.39;64.55;561.40;1.18;296.60
AV01;Nava de Arévalo;2001-05-20;0830;0.00;13.54;65.56;618.50;1.99;295.00
AV01;Nava de Arévalo;2001-05-20;0900;0.00;14.21;64.82;718.00;2.07;303.40
AV01;Nava de Arévalo;2001-05-20;0930;0.00;15.03;62.82;767.00;2.54;308.10
AV01;Nava de Arévalo;2001-05-20;1000;0.00;16.05;59.69;830.00;1.85;299.30
AV01;Nava de Arévalo;2001-05-20;1030;0.00;17.81;58.67;880.00;1.80;300.90
AV01;Nava de Arévalo;2001-05-20;1100;0.00;18.30;56.13;911.00;1.96;298.40
AV01;Nava de Arévalo;2001-05-20;1130;0.00;19.69;53.84;883.00;2.11;333.10
AV01;Nava de Arévalo;2001-05-20;1200;0.00;19.96;51.32;922.00;2.11;314.20
AV01;Nava de Arévalo;2001-05-20;1230;0.00;20.74;49.50;973.00;2.26;304.80
AV01;Nava de Arévalo;2001-05-20;1300;0.00;21.66;46.66;917.00;2.32;282.80
AV01;Nava de Arévalo;2001-05-20;1330;0.00;21.32;45.73;559.90;2.28;296.20
AV01;Nava de Arévalo;2001-05-20;1400;0.00;21.64;41.52;744.00;2.86;291.00
AV01;Nava de Arévalo;2001-05-20;1430;0.00;22.15;40.82;828.00;3.32;297.60
AV01;Nava de Arévalo;2001-05-20;1500;0.00;22.41;38.86;739.00;3.03;312.00
AV01;Nava de Arévalo;2001-05-20;1530;0.00;22.35;38.68;711.00;2.90;314.80
AV01;Nava de Arévalo;2001-05-20;1600;0.00;22.37;37.85;566.40;3.06;325.60
AV01;Nava de Arévalo;2001-05-20;1630;0.00;21.58;39.60;257.00;2.79;297.90
AV01;Nava de Arévalo;2001-05-20;1700;0.00;21.89;38.07;431.30;2.07;293.30
AV01;Nava de Arévalo;2001-05-20;1730;0.00;22.42;36.37;386.00;1.99;288.20
AV01;Nava de Arévalo;2001-05-20;1800;0.00;21.55;40.97;233.20;2.12;201.20
AV01;Nava de Arévalo;2001-05-20;1830;0.00;18.98;53.13;121.00;3.80;142.10
AV01;Nava de Arévalo;2001-05-20;1900;0.00;17.99;56.38;53.09;2.31;147.90
AV01;Nava de Arévalo;2001-05-20;1930;0.00;17.01;58.37;7.27;1.59;155.80
AV01;Nava de Arévalo;2001-05-20;2000;0.00;15.19;66.31;0.17;1.23;158.80
AV01;Nava de Arévalo;2001-05-20;2030;0.00;14.20;69.64;0.00;1.19;182.80
AV01;Nava de Arévalo;2001-05-20;2100;0.00;13.55;64.27;0.00;1.41;245.30
AV01;Nava de Arévalo;2001-05-20;2130;0.00;12.13;69.12;0.00;0.64;296.90
