Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-04-14;0030;0.00;2.40;80.90;0.00;1.97;343.20
AV01;Nava de Arévalo;2001-04-14;0100;0.00;1.49;84.80;0.00;1.35;323.00
AV01;Nava de Arévalo;2001-04-14;0130;0.00;0.94;85.40;0.00;0.52;333.60
AV01;Nava de Arévalo;2001-04-14;0200;0.00;0.38;86.50;0.00;0.34;265.10
AV01;Nava de Arévalo;2001-04-14;0230;0.00;-0.22;89.10;0.00;0.51;197.30
AV01;Nava de Arévalo;2001-04-14;0300;0.00;0.05;89.00;0.00;0.40;241.60
AV01;Nava de Arévalo;2001-04-14;0330;0.00;-0.79;90.40;0.00;0.38;325.30
AV01;Nava de Arévalo;2001-04-14;0400;0.00;-1.12;91.90;0.00;0.57;343.10
AV01;Nava de Arévalo;2001-04-14;0430;0.00;-0.90;92.00;0.00;0.39;278.30
AV01;Nava de Arévalo;2001-04-14;0500;0.00;-1.28;93.60;0.00;0.44;265.40
AV01;Nava de Arévalo;2001-04-14;0530;0.00;-1.42;93.50;3.01;0.92;241.60
AV01;Nava de Arévalo;2001-04-14;0600;0.00;-2.09;94.80;31.36;0.36;160.90
AV01;Nava de Arévalo;2001-04-14;0630;0.00;-0.75;93.80;108.30;1.00;154.40
AV01;Nava de Arévalo;2001-04-14;0700;0.00;1.06;91.90;194.00;0.55;190.50
AV01;Nava de Arévalo;2001-04-14;0730;0.00;3.72;84.50;291.10;1.02;338.10
AV01;Nava de Arévalo;2001-04-14;0800;0.00;5.27;74.30;406.00;3.13;21.06
AV01;Nava de Arévalo;2001-04-14;0830;0.00;6.25;69.05;482.80;3.58;14.60
AV01;Nava de Arévalo;2001-04-14;0900;0.00;7.64;62.21;605.00;3.95;18.70
AV01;Nava de Arévalo;2001-04-14;0930;0.00;8.28;59.93;684.60;3.79;17.14
AV01;Nava de Arévalo;2001-04-14;1000;0.00;9.48;56.86;756.00;3.67;17.00
AV01;Nava de Arévalo;2001-04-14;1030;0.00;10.75;47.60;810.00;4.19;15.44
AV01;Nava de Arévalo;2001-04-14;1100;0.00;11.41;47.31;854.00;4.93;4.94
AV01;Nava de Arévalo;2001-04-14;1130;0.00;12.12;46.98;878.00;4.35;6.39
AV01;Nava de Arévalo;2001-04-14;1200;0.00;13.07;44.28;892.00;4.35;357.40
AV01;Nava de Arévalo;2001-04-14;1230;0.00;13.52;41.92;891.00;4.34;358.40
AV01;Nava de Arévalo;2001-04-14;1300;0.00;13.87;40.88;882.00;4.18;4.78
AV01;Nava de Arévalo;2001-04-14;1330;0.00;14.61;38.33;851.00;3.87;3.40
AV01;Nava de Arévalo;2001-04-14;1400;0.00;15.09;35.24;810.00;3.91;358.80
AV01;Nava de Arévalo;2001-04-14;1430;0.00;15.20;34.74;757.00;3.64;1.66
AV01;Nava de Arévalo;2001-04-14;1500;0.00;15.60;34.76;687.00;3.91;352.90
AV01;Nava de Arévalo;2001-04-14;1530;0.00;15.98;32.25;602.90;3.59;7.23
AV01;Nava de Arévalo;2001-04-14;1600;0.00;15.84;31.93;514.10;3.08;3.52
AV01;Nava de Arévalo;2001-04-14;1630;0.00;15.68;32.86;422.10;3.48;7.80
AV01;Nava de Arévalo;2001-04-14;1700;0.00;15.44;31.41;324.80;3.01;2.90
AV01;Nava de Arévalo;2001-04-14;1730;0.00;15.03;31.89;221.00;3.21;11.70
AV01;Nava de Arévalo;2001-04-14;1800;0.00;14.01;33.47;124.50;3.33;4.86
AV01;Nava de Arévalo;2001-04-14;1830;0.00;12.52;37.58;39.47;2.52;4.31
AV01;Nava de Arévalo;2001-04-14;1900;0.00;10.11;45.44;3.64;1.60;341.70
AV01;Nava de Arévalo;2001-04-14;1930;0.00;7.25;58.10;0.02;1.19;338.70
AV01;Nava de Arévalo;2001-04-14;2000;0.00;6.10;63.45;0.00;1.06;343.20
AV01;Nava de Arévalo;2001-04-14;2030;0.00;5.16;63.59;0.00;1.05;4.69
AV01;Nava de Arévalo;2001-04-14;2100;0.00;5.24;59.08;0.00;0.51;342.00
AV01;Nava de Arévalo;2001-04-14;2130;0.00;3.48;64.09;0.00;0.11;308.90
AV01;Nava de Arévalo;2001-04-14;2200;0.00;4.16;61.61;0.00;0.14;63.47
AV01;Nava de Arévalo;2001-04-14;2230;0.00;4.55;58.71;0.00;0.47;139.80
AV01;Nava de Arévalo;2001-04-14;2300;0.00;2.11;72.30;0.00;0.49;189.00
AV01;Nava de Arévalo;2001-04-14;2330;0.00;1.25;79.00;0.00;0.72;169.60
AV01;Nava de Arévalo;2001-04-14;2400;0.00;1.53;72.60;0.00;0.93;134.20
BU01;Miranda de Ebro;2001-04-14;0030;0.00;7.53;72.60;0.00;1.70;336.70
BU01;Miranda de Ebro;2001-04-14;0100;0.00;7.62;73.10;0.01;1.88;340.70
BU01;Miranda de Ebro;2001-04-14;0130;0.00;7.44;73.70;0.01;1.15;317.80
BU01;Miranda de Ebro;2001-04-14;0200;0.00;7.04;76.20;0.00;1.03;329.10
BU01;Miranda de Ebro;2001-04-14;0230;0.00;7.27;74.40;0.00;2.09;337.20
BU01;Miranda de Ebro;2001-04-14;0300;0.00;7.38;73.10;0.00;2.81;344.10
BU01;Miranda de Ebro;2001-04-14;0330;0.00;7.53;71.20;0.01;1.95;341.10
BU01;Miranda de Ebro;2001-04-14;0400;0.00;7.36;73.70;0.00;1.04;359.60
BU01;Miranda de Ebro;2001-04-14;0430;0.00;7.35;73.80;0.01;1.07;318.40
BU01;Miranda de Ebro;2001-04-14;0500;0.00;7.00;75.40;0.02;1.61;319.60
BU01;Miranda de Ebro;2001-04-14;0530;0.00;7.45;71.60;1.26;2.50;320.60
BU01;Miranda de Ebro;2001-04-14;0600;0.00;7.74;68.67;12.98;3.19;339.20
BU01;Miranda de Ebro;2001-04-14;0630;0.00;7.89;69.26;34.62;3.21;339.40
BU01;Miranda de Ebro;2001-04-14;0700;0.00;8.03;69.10;70.20;2.69;1.51
BU01;Miranda de Ebro;2001-04-14;0730;0.00;8.10;68.93;157.50;2.79;14.51
BU01;Miranda de Ebro;2001-04-14;0800;0.00;9.26;64.72;384.40;2.74;15.91
BU01;Miranda de Ebro;2001-04-14;0830;0.00;9.97;61.49;391.00;2.98;10.47
BU01;Miranda de Ebro;2001-04-14;0900;0.00;9.62;59.15;391.50;3.52;15.82
BU01;Miranda de Ebro;2001-04-14;0930;0.00;10.08;54.18;442.70;4.41;352.30
BU01;Miranda de Ebro;2001-04-14;1000;0.00;10.80;51.86;634.40;2.93;358.80
BU01;Miranda de Ebro;2001-04-14;1030;0.00;10.70;54.01;582.80;3.69;331.40
BU01;Miranda de Ebro;2001-04-14;1100;0.00;11.79;48.17;865.00;3.14;355.40
BU01;Miranda de Ebro;2001-04-14;1130;0.00;12.49;49.70;906.00;3.10;3.73
BU01;Miranda de Ebro;2001-04-14;1200;0.00;12.39;48.59;872.00;4.22;332.70
BU01;Miranda de Ebro;2001-04-14;1230;0.00;12.92;42.68;866.00;4.16;349.00
BU01;Miranda de Ebro;2001-04-14;1300;0.00;13.42;39.01;849.00;3.74;6.05
BU01;Miranda de Ebro;2001-04-14;1330;0.00;13.82;34.28;819.00;3.43;348.70
BU01;Miranda de Ebro;2001-04-14;1400;0.00;13.57;36.44;776.00;3.19;356.80
BU01;Miranda de Ebro;2001-04-14;1430;0.00;13.97;32.66;725.00;3.30;356.10
BU01;Miranda de Ebro;2001-04-14;1500;0.00;13.70;33.46;663.70;3.60;11.81
BU01;Miranda de Ebro;2001-04-14;1530;0.00;13.63;30.35;589.70;3.56;12.25
BU01;Miranda de Ebro;2001-04-14;1600;0.00;13.54;28.57;503.10;3.83;16.85
BU01;Miranda de Ebro;2001-04-14;1630;0.00;13.21;28.21;408.90;4.07;12.46
BU01;Miranda de Ebro;2001-04-14;1700;0.00;12.56;29.19;312.60;2.77;4.19
BU01;Miranda de Ebro;2001-04-14;1730;0.00;11.40;36.10;218.40;3.37;339.50
BU01;Miranda de Ebro;2001-04-14;1800;0.00;10.26;39.84;122.90;3.45;334.10
BU01;Miranda de Ebro;2001-04-14;1830;0.00;8.94;45.09;20.89;3.90;340.50
BU01;Miranda de Ebro;2001-04-14;1900;0.00;7.70;49.35;3.44;2.71;344.80
BU01;Miranda de Ebro;2001-04-14;1930;0.00;5.78;59.88;0.06;0.91;261.80
BU01;Miranda de Ebro;2001-04-14;2000;0.00;4.94;61.01;0.00;0.63;245.90
BU01;Miranda de Ebro;2001-04-14;2030;0.00;4.52;63.24;0.00;0.75;7.84
BU01;Miranda de Ebro;2001-04-14;2100;0.00;3.59;72.70;0.00;1.13;48.93
BU01;Miranda de Ebro;2001-04-14;2130;0.00;3.51;75.40;0.00;1.43;23.33
BU01;Miranda de Ebro;2001-04-14;2200;0.00;3.08;77.20;0.02;0.95;184.00
BU01;Miranda de Ebro;2001-04-14;2230;0.00;2.50;79.00;0.01;0.66;29.78
BU01;Miranda de Ebro;2001-04-14;2300;0.00;0.91;84.10;0.00;0.49;244.30
BU01;Miranda de Ebro;2001-04-14;2330;0.00;0.28;84.60;0.02;0.37;240.70
BU01;Miranda de Ebro;2001-04-14;2400;0.00;-0.63;87.50;0.02;0.78;264.90
BU03;Lerma;2001-04-14;0030;0.00;4.59;73.50;0.00;1.98;19.48
BU03;Lerma;2001-04-14;0100;0.00;4.75;72.60;0.00;3.10;13.86
BU03;Lerma;2001-04-14;0130;0.00;4.92;72.40;0.00;3.25;16.91
BU03;Lerma;2001-04-14;0200;0.00;5.01;73.70;0.00;2.37;0.96
BU03;Lerma;2001-04-14;0230;0.00;4.96;73.80;0.00;2.89;7.54
BU03;Lerma;2001-04-14;0300;0.00;4.72;75.00;0.00;2.06;4.91
BU03;Lerma;2001-04-14;0330;0.00;4.43;76.90;0.00;1.56;18.45
BU03;Lerma;2001-04-14;0400;0.00;4.35;78.10;0.00;1.34;16.28
BU03;Lerma;2001-04-14;0430;0.00;4.40;76.60;0.00;2.32;358.30
BU03;Lerma;2001-04-14;0500;0.00;4.66;74.20;0.00;2.38;9.59
BU03;Lerma;2001-04-14;0530;0.00;4.43;75.20;2.93;2.79;3.59
BU03;Lerma;2001-04-14;0600;0.00;4.13;76.30;26.05;2.36;359.50
BU03;Lerma;2001-04-14;0630;0.00;4.54;75.00;119.60;1.76;351.70
