Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-03-23;0030;0.00;12.31;51.89;0.00;3.09;155.50
AV01;Nava de Arévalo;2001-03-23;0100;0.00;12.78;47.05;0.00;3.21;157.10
AV01;Nava de Arévalo;2001-03-23;0130;0.00;13.33;45.51;0.00;3.37;157.80
AV01;Nava de Arévalo;2001-03-23;0200;0.00;13.04;46.38;0.00;3.14;154.80
AV01;Nava de Arévalo;2001-03-23;0230;0.00;12.39;47.79;0.00;3.18;149.90
AV01;Nava de Arévalo;2001-03-23;0300;0.00;12.15;47.26;0.00;3.70;152.90
AV01;Nava de Arévalo;2001-03-23;0330;0.00;13.26;43.05;0.00;4.18;160.40
AV01;Nava de Arévalo;2001-03-23;0400;0.00;13.37;42.14;0.00;3.63;167.40
AV01;Nava de Arévalo;2001-03-23;0430;0.00;12.63;46.24;0.00;3.09;176.70
AV01;Nava de Arévalo;2001-03-23;0500;0.00;12.09;48.13;0.00;2.80;171.80
AV01;Nava de Arévalo;2001-03-23;0530;0.00;11.34;50.78;0.00;2.45;167.50
AV01;Nava de Arévalo;2001-03-23;0600;0.00;9.27;58.91;0.85;1.59;299.10
AV01;Nava de Arévalo;2001-03-23;0630;0.00;6.23;72.00;16.64;0.64;356.00
AV01;Nava de Arévalo;2001-03-23;0700;0.00;7.55;68.21;75.90;0.43;104.60
AV01;Nava de Arévalo;2001-03-23;0730;0.00;9.32;65.52;138.00;0.75;101.40
AV01;Nava de Arévalo;2001-03-23;0800;0.00;11.71;55.18;221.60;1.93;158.30
AV01;Nava de Arévalo;2001-03-23;0830;0.00;14.32;47.09;301.60;2.92;169.60
AV01;Nava de Arévalo;2001-03-23;0900;0.00;15.25;42.31;415.00;2.88;171.70
AV01;Nava de Arévalo;2001-03-23;0930;0.00;16.71;34.91;587.10;1.62;189.90
AV01;Nava de Arévalo;2001-03-23;1000;0.00;18.21;33.55;666.30;1.00;254.00
