Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-09-19;0030;0.00;3.18;71.90;0.00;0.41;201.30
AV01;Nava de Arévalo;2001-09-19;0100;0.00;3.16;71.50;0.00;0.55;210.70
AV01;Nava de Arévalo;2001-09-19;0130;0.00;2.90;75.20;0.00;0.53;331.50
AV01;Nava de Arévalo;2001-09-19;0200;0.00;2.70;72.00;0.00;0.47;211.40
AV01;Nava de Arévalo;2001-09-19;0230;0.00;2.66;74.90;0.00;0.32;179.50
AV01;Nava de Arévalo;2001-09-19;0300;0.00;1.77;76.10;0.00;0.52;214.70
AV01;Nava de Arévalo;2001-09-19;0330;0.00;1.55;80.00;0.00;0.69;221.30
AV01;Nava de Arévalo;2001-09-19;0400;0.00;1.79;76.70;0.00;0.61;165.70
AV01;Nava de Arévalo;2001-09-19;0430;0.00;1.94;75.50;0.00;0.98;170.30
AV01;Nava de Arévalo;2001-09-19;0500;0.00;1.23;78.00;0.00;0.72;177.80
AV01;Nava de Arévalo;2001-09-19;0530;0.00;1.30;77.20;0.15;0.53;174.90
AV01;Nava de Arévalo;2001-09-19;0600;0.00;1.10;76.90;7.91;0.24;165.40
AV01;Nava de Arévalo;2001-09-19;0630;0.00;1.67;75.30;63.72;0.40;167.80
AV01;Nava de Arévalo;2001-09-19;0700;0.00;4.35;72.30;155.80;0.65;268.70
AV01;Nava de Arévalo;2001-09-19;0730;0.00;6.96;67.54;249.00;0.23;274.50
AV01;Nava de Arévalo;2001-09-19;0800;0.00;9.75;55.88;328.10;0.29;41.43
AV01;Nava de Arévalo;2001-09-19;0830;0.00;11.74;49.61;439.20;0.47;30.45
AV01;Nava de Arévalo;2001-09-19;0900;0.00;12.76;44.90;509.90;0.98;15.20
AV01;Nava de Arévalo;2001-09-19;0930;0.00;14.28;41.19;606.10;1.21;344.60
AV01;Nava de Arévalo;2001-09-19;1000;0.00;15.66;37.66;665.00;1.45;351.40
AV01;Nava de Arévalo;2001-09-19;1030;0.00;16.92;34.64;717.00;1.49;320.10
AV01;Nava de Arévalo;2001-09-19;1100;0.00;18.38;29.92;757.00;1.66;359.20
AV01;Nava de Arévalo;2001-09-19;1130;0.00;19.42;26.67;778.00;1.52;2.88
AV01;Nava de Arévalo;2001-09-19;1200;0.00;20.28;25.83;779.00;1.97;343.60
AV01;Nava de Arévalo;2001-09-19;1230;0.00;20.72;25.87;770.00;2.21;345.10
AV01;Nava de Arévalo;2001-09-19;1300;0.00;21.28;25.35;756.00;1.88;321.00
AV01;Nava de Arévalo;2001-09-19;1330;0.00;21.87;24.45;726.00;2.08;324.20
AV01;Nava de Arévalo;2001-09-19;1400;0.00;21.80;25.11;674.50;2.16;296.10
AV01;Nava de Arévalo;2001-09-19;1430;0.00;22.11;24.35;605.40;2.87;298.50
AV01;Nava de Arévalo;2001-09-19;1500;0.00;22.09;24.00;530.90;2.51;305.40
AV01;Nava de Arévalo;2001-09-19;1530;0.00;22.22;24.09;447.10;2.99;293.40
AV01;Nava de Arévalo;2001-09-19;1600;0.00;22.02;24.58;359.10;3.16;295.20
AV01;Nava de Arévalo;2001-09-19;1630;0.00;21.85;25.23;260.30;3.37;289.70
AV01;Nava de Arévalo;2001-09-19;1700;0.00;21.25;26.23;168.00;2.81;308.70
AV01;Nava de Arévalo;2001-09-19;1730;0.00;20.27;27.65;85.40;1.91;318.10
AV01;Nava de Arévalo;2001-09-19;1800;0.00;18.13;29.85;21.67;1.20;316.40
AV01;Nava de Arévalo;2001-09-19;1830;0.00;15.35;36.93;1.25;0.92;312.70
AV01;Nava de Arévalo;2001-09-19;1900;0.00;13.47;43.89;0.00;0.58;281.70
AV01;Nava de Arévalo;2001-09-19;1930;0.00;12.13;45.78;0.00;0.57;232.70
AV01;Nava de Arévalo;2001-09-19;2000;0.00;11.87;45.23;0.00;0.90;179.60
AV01;Nava de Arévalo;2001-09-19;2030;0.00;11.03;46.69;0.00;1.09;179.70
AV01;Nava de Arévalo;2001-09-19;2100;0.00;10.92;47.00;0.00;1.24;143.70
AV01;Nava de Arévalo;2001-09-19;2130;0.00;10.85;46.52;0.00;1.36;154.20
AV01;Nava de Arévalo;2001-09-19;2200;0.00;10.21;49.50;0.00;1.58;159.30
AV01;Nava de Arévalo;2001-09-19;2230;0.00;10.03;49.18;0.00;1.42;150.80
AV01;Nava de Arévalo;2001-09-19;2300;0.00;9.89;50.64;0.00;1.63;157.60
AV01;Nava de Arévalo;2001-09-19;2330;0.00;9.09;52.64;0.00;1.77;155.40
AV01;Nava de Arévalo;2001-09-19;2400;0.00;9.37;51.50;0.00;1.83;148.10
BU01;Miranda de Ebro;2001-09-19;0030;0.00;4.67;88.10;0.00;0.72;226.10
BU01;Miranda de Ebro;2001-09-19;0100;0.00;3.41;88.40;0.00;0.24;353.80
BU01;Miranda de Ebro;2001-09-19;0130;0.00;3.21;89.50;0.00;0.46;217.00
BU01;Miranda de Ebro;2001-09-19;0200;0.00;3.47;90.20;0.00;0.74;242.30
BU01;Miranda de Ebro;2001-09-19;0230;0.00;2.66;90.00;0.00;0.69;234.60
BU01;Miranda de Ebro;2001-09-19;0300;0.00;2.43;90.40;0.00;0.14;234.60
BU01;Miranda de Ebro;2001-09-19;0330;0.00;1.97;90.50;0.00;0.25;261.30
BU01;Miranda de Ebro;2001-09-19;0400;0.00;1.61;90.40;0.00;0.68;221.80
BU01;Miranda de Ebro;2001-09-19;0430;0.00;2.17;91.20;0.00;0.31;302.40
BU01;Miranda de Ebro;2001-09-19;0500;0.20;1.87;91.40;0.00;0.37;217.70
BU01;Miranda de Ebro;2001-09-19;0530;0.00;1.99;92.10;0.11;0.40;228.20
BU01;Miranda de Ebro;2001-09-19;0600;0.00;1.88;92.50;4.77;0.05;212.30
BU01;Miranda de Ebro;2001-09-19;0630;0.00;2.31;93.00;28.09;0.33;162.10
BU01;Miranda de Ebro;2001-09-19;0700;0.00;2.77;93.10;71.40;0.42;172.70
BU01;Miranda de Ebro;2001-09-19;0730;0.00;3.60;93.40;157.30;0.51;210.20
BU01;Miranda de Ebro;2001-09-19;0800;0.00;4.71;93.00;266.60;1.17;313.10
BU01;Miranda de Ebro;2001-09-19;0830;0.00;5.88;90.80;376.00;0.82;338.30
BU01;Miranda de Ebro;2001-09-19;0900;0.00;7.73;83.20;488.40;0.73;327.60
BU01;Miranda de Ebro;2001-09-19;0930;0.00;10.07;74.00;564.60;0.72;323.10
BU01;Miranda de Ebro;2001-09-19;1000;0.00;12.73;65.00;630.90;0.54;3.69
BU01;Miranda de Ebro;2001-09-19;1030;0.00;14.28;56.81;675.40;1.00;334.60
BU01;Miranda de Ebro;2001-09-19;1100;0.00;15.77;50.34;708.00;1.28;34.00
BU01;Miranda de Ebro;2001-09-19;1130;0.00;17.30;44.98;728.00;1.37;129.70
BU01;Miranda de Ebro;2001-09-19;1200;0.00;18.29;42.85;751.00;1.57;68.93
BU01;Miranda de Ebro;2001-09-19;1230;0.00;19.37;40.35;753.00;1.34;99.40
BU01;Miranda de Ebro;2001-09-19;1300;0.00;19.77;38.96;736.00;1.98;52.77
BU01;Miranda de Ebro;2001-09-19;1330;0.00;20.43;34.55;699.70;2.31;17.69
BU01;Miranda de Ebro;2001-09-19;1400;0.00;21.04;34.57;648.40;2.38;8.12
BU01;Miranda de Ebro;2001-09-19;1430;0.00;21.33;35.24;584.40;2.59;15.10
BU01;Miranda de Ebro;2001-09-19;1500;0.00;21.52;35.66;514.10;2.12;49.50
BU01;Miranda de Ebro;2001-09-19;1530;0.00;21.62;35.63;431.30;1.66;32.09
BU01;Miranda de Ebro;2001-09-19;1600;0.00;21.77;35.33;347.30;2.21;12.54
BU01;Miranda de Ebro;2001-09-19;1630;0.00;21.52;36.29;248.90;2.41;28.14
BU01;Miranda de Ebro;2001-09-19;1700;0.00;20.92;37.33;153.40;2.31;38.65
BU01;Miranda de Ebro;2001-09-19;1730;0.00;20.00;40.79;79.40;2.34;44.64
BU01;Miranda de Ebro;2001-09-19;1800;0.00;18.55;47.00;16.35;2.21;45.36
BU01;Miranda de Ebro;2001-09-19;1830;0.00;16.97;54.76;1.35;1.00;57.67
BU01;Miranda de Ebro;2001-09-19;1900;0.00;15.71;60.51;0.00;0.56;312.20
BU01;Miranda de Ebro;2001-09-19;1930;0.00;15.04;66.26;0.00;0.80;58.31
BU01;Miranda de Ebro;2001-09-19;2000;0.00;14.04;71.20;0.00;0.94;48.19
BU01;Miranda de Ebro;2001-09-19;2030;0.00;13.38;74.70;0.00;0.96;27.66
BU01;Miranda de Ebro;2001-09-19;2100;0.00;12.90;74.80;0.00;0.86;353.40
BU01;Miranda de Ebro;2001-09-19;2130;0.00;10.60;77.70;0.00;1.57;256.90
BU01;Miranda de Ebro;2001-09-19;2200;0.00;9.76;79.00;0.00;0.97;227.90
BU01;Miranda de Ebro;2001-09-19;2230;0.00;8.25;82.80;0.00;0.86;222.20
