Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-09-24;0030;0.00;11.54;92.40;0.00;0.41;186.90
AV01;Nava de Arévalo;2001-09-24;0100;0.00;11.70;91.40;0.00;1.06;197.80
AV01;Nava de Arévalo;2001-09-24;0130;0.00;11.81;91.00;0.00;0.84;33.59
AV01;Nava de Arévalo;2001-09-24;0200;0.00;11.54;91.30;0.00;0.52;311.30
AV01;Nava de Arévalo;2001-09-24;0230;0.00;11.20;92.10;0.00;0.36;125.20
AV01;Nava de Arévalo;2001-09-24;0300;0.00;11.19;92.90;0.00;1.28;202.00
AV01;Nava de Arévalo;2001-09-24;0330;0.00;11.25;92.90;0.00;1.06;214.80
AV01;Nava de Arévalo;2001-09-24;0400;0.00;10.63;93.40;0.00;1.20;190.40
AV01;Nava de Arévalo;2001-09-24;0430;0.00;10.32;94.00;0.00;1.41;202.50
AV01;Nava de Arévalo;2001-09-24;0500;0.00;10.68;94.30;0.00;1.42;227.90
AV01;Nava de Arévalo;2001-09-24;0530;0.00;10.79;94.30;0.00;1.05;223.80
AV01;Nava de Arévalo;2001-09-24;0600;0.00;11.26;93.60;0.58;2.82;241.10
AV01;Nava de Arévalo;2001-09-24;0630;0.00;11.34;91.10;6.28;3.25;242.80
AV01;Nava de Arévalo;2001-09-24;0700;0.00;11.54;90.60;15.10;2.71;238.70
AV01;Nava de Arévalo;2001-09-24;0730;0.00;11.56;89.10;35.65;3.19;243.10
AV01;Nava de Arévalo;2001-09-24;0800;0.00;11.63;87.60;71.30;3.81;232.10
AV01;Nava de Arévalo;2001-09-24;0830;0.00;11.94;86.00;129.50;3.93;243.10
AV01;Nava de Arévalo;2001-09-24;0900;0.00;12.25;83.80;216.60;4.67;248.90
AV01;Nava de Arévalo;2001-09-24;0930;0.00;12.63;81.90;232.00;4.69;253.10
AV01;Nava de Arévalo;2001-09-24;1000;0.00;13.12;80.50;262.70;5.15;256.60
AV01;Nava de Arévalo;2001-09-24;1030;0.00;13.54;78.60;304.90;4.98;252.70
AV01;Nava de Arévalo;2001-09-24;1100;0.00;14.23;77.00;560.00;4.56;257.70
AV01;Nava de Arévalo;2001-09-24;1130;0.00;14.56;75.50;513.30;5.00;249.90
AV01;Nava de Arévalo;2001-09-24;1200;0.00;15.00;70.30;473.60;4.57;250.00
AV01;Nava de Arévalo;2001-09-24;1230;0.00;14.91;70.50;524.50;4.44;268.20
AV01;Nava de Arévalo;2001-09-24;1300;0.00;16.11;63.11;693.90;4.25;259.60
AV01;Nava de Arévalo;2001-09-24;1330;0.00;16.62;62.12;550.60;3.87;256.40
AV01;Nava de Arévalo;2001-09-24;1400;0.00;16.69;57.21;600.80;4.13;242.80
AV01;Nava de Arévalo;2001-09-24;1430;0.00;17.13;53.50;473.60;4.39;236.30
AV01;Nava de Arévalo;2001-09-24;1500;0.00;16.97;53.04;385.90;4.61;239.90
AV01;Nava de Arévalo;2001-09-24;1530;0.00;17.12;55.20;403.20;5.37;245.50
AV01;Nava de Arévalo;2001-09-24;1600;0.00;16.52;54.35;178.00;5.47;243.80
AV01;Nava de Arévalo;2001-09-24;1630;0.00;16.10;55.68;140.30;5.21;259.00
AV01;Nava de Arévalo;2001-09-24;1700;0.00;15.41;56.88;74.80;5.07;252.20
AV01;Nava de Arévalo;2001-09-24;1730;0.00;14.87;59.23;40.25;3.53;243.70
AV01;Nava de Arévalo;2001-09-24;1800;0.00;14.24;61.97;8.42;3.11;241.00
AV01;Nava de Arévalo;2001-09-24;1830;0.00;13.38;64.04;0.33;2.88;253.20
AV01;Nava de Arévalo;2001-09-24;1900;0.00;12.84;67.64;0.00;2.95;266.40
AV01;Nava de Arévalo;2001-09-24;1930;0.00;11.95;74.50;0.00;1.52;253.30
AV01;Nava de Arévalo;2001-09-24;2000;0.00;11.11;80.30;0.00;1.98;191.80
AV01;Nava de Arévalo;2001-09-24;2030;0.00;10.40;80.20;0.00;1.66;210.60
