Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-11-05;0030;0.00;0.61;94.30;0.00;0.49;185.10
AV01;Nava de Arévalo;2001-11-05;0100;0.00;0.36;94.70;0.00;0.29;207.50
AV01;Nava de Arévalo;2001-11-05;0130;0.00;0.59;95.20;0.00;0.33;137.40
AV01;Nava de Arévalo;2001-11-05;0200;0.00;0.67;94.80;0.00;0.22;145.00
AV01;Nava de Arévalo;2001-11-05;0230;0.00;0.35;95.30;0.00;0.63;157.20
AV01;Nava de Arévalo;2001-11-05;0300;0.00;0.70;94.90;0.00;0.74;161.90
AV01;Nava de Arévalo;2001-11-05;0330;0.00;0.48;95.40;0.00;0.25;146.90
AV01;Nava de Arévalo;2001-11-05;0400;0.00;0.43;95.40;0.00;0.55;198.60
AV01;Nava de Arévalo;2001-11-05;0430;0.00;-0.26;95.10;0.00;0.20;329.20
AV01;Nava de Arévalo;2001-11-05;0500;0.00;0.10;95.90;0.00;0.40;46.06
AV01;Nava de Arévalo;2001-11-05;0530;0.00;0.61;95.70;0.00;0.05;107.90
AV01;Nava de Arévalo;2001-11-05;0600;0.00;0.09;95.70;0.00;0.27;266.50
AV01;Nava de Arévalo;2001-11-05;0630;0.00;-0.44;95.80;0.40;0.27;206.90
AV01;Nava de Arévalo;2001-11-05;0700;0.00;-0.39;96.00;7.09;0.05;162.30
AV01;Nava de Arévalo;2001-11-05;0730;0.00;0.39;96.40;28.85;0.03;304.70
AV01;Nava de Arévalo;2001-11-05;0800;0.00;1.09;96.40;98.00;0.65;358.30
AV01;Nava de Arévalo;2001-11-05;0830;0.20;3.92;95.90;239.30;0.76;52.15
AV01;Nava de Arévalo;2001-11-05;0900;0.00;5.56;93.80;283.80;0.89;7.12
AV01;Nava de Arévalo;2001-11-05;0930;0.00;6.78;88.70;305.60;1.27;19.77
AV01;Nava de Arévalo;2001-11-05;1000;0.00;8.20;83.60;433.50;1.90;30.94
AV01;Nava de Arévalo;2001-11-05;1030;0.00;9.39;77.80;428.20;3.81;16.22
AV01;Nava de Arévalo;2001-11-05;1100;0.00;10.06;74.60;541.60;4.41;19.56
AV01;Nava de Arévalo;2001-11-05;1130;0.00;11.26;72.60;548.90;3.87;25.11
AV01;Nava de Arévalo;2001-11-05;1200;0.00;12.38;67.02;579.00;4.13;17.76
AV01;Nava de Arévalo;2001-11-05;1230;0.00;13.52;60.19;566.30;4.11;19.80
AV01;Nava de Arévalo;2001-11-05;1300;0.00;14.05;57.28;544.40;4.28;21.08
AV01;Nava de Arévalo;2001-11-05;1330;0.00;14.55;54.40;502.40;4.09;25.76
AV01;Nava de Arévalo;2001-11-05;1400;0.00;14.28;53.87;375.40;4.15;25.38
AV01;Nava de Arévalo;2001-11-05;1430;0.00;14.28;53.00;295.70;3.74;24.22
