Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-05-27;0030;0.00;12.53;76.10;0.00;0.69;172.50
AV01;Nava de Arévalo;2001-05-27;0100;0.00;11.94;78.60;0.00;1.11;158.40
AV01;Nava de Arévalo;2001-05-27;0130;0.00;11.32;79.60;0.00;1.11;151.30
AV01;Nava de Arévalo;2001-05-27;0200;0.00;11.53;76.90;0.00;0.88;160.60
AV01;Nava de Arévalo;2001-05-27;0230;0.00;11.49;76.80;0.00;1.21;138.00
AV01;Nava de Arévalo;2001-05-27;0300;0.00;11.61;75.00;0.00;0.93;154.20
AV01;Nava de Arévalo;2001-05-27;0330;0.00;10.42;79.40;0.00;0.75;155.30
AV01;Nava de Arévalo;2001-05-27;0400;0.00;10.60;78.00;0.00;0.82;142.30
AV01;Nava de Arévalo;2001-05-27;0430;0.00;9.99;79.80;1.25;0.90;151.40
AV01;Nava de Arévalo;2001-05-27;0500;0.00;9.82;82.30;16.87;1.12;171.50
AV01;Nava de Arévalo;2001-05-27;0530;0.00;11.10;78.40;83.30;0.46;165.20
AV01;Nava de Arévalo;2001-05-27;0600;0.00;13.42;71.60;168.40;0.70;181.70
AV01;Nava de Arévalo;2001-05-27;0630;0.00;16.36;62.44;264.10;1.03;161.30
AV01;Nava de Arévalo;2001-05-27;0700;0.00;19.80;51.06;361.40;1.71;143.90
AV01;Nava de Arévalo;2001-05-27;0730;0.00;22.39;41.79;457.50;3.01;151.70
AV01;Nava de Arévalo;2001-05-27;0800;0.00;24.11;35.36;550.90;3.07;155.20
AV01;Nava de Arévalo;2001-05-27;0830;0.00;25.46;34.40;639.20;2.79;148.40
AV01;Nava de Arévalo;2001-05-27;0900;0.00;26.34;31.31;718.00;2.46;158.30
AV01;Nava de Arévalo;2001-05-27;0930;0.00;27.41;29.42;791.00;1.83;140.30
AV01;Nava de Arévalo;2001-05-27;1000;0.00;28.11;28.51;850.00;2.14;135.50
AV01;Nava de Arévalo;2001-05-27;1030;0.00;28.88;25.90;900.00;1.93;129.40
AV01;Nava de Arévalo;2001-05-27;1100;0.00;29.44;25.85;935.00;1.75;140.30
AV01;Nava de Arévalo;2001-05-27;1130;0.00;30.20;25.18;952.00;1.81;213.80
AV01;Nava de Arévalo;2001-05-27;1200;0.00;30.39;24.01;965.00;1.88;159.40
AV01;Nava de Arévalo;2001-05-27;1230;0.00;30.77;23.18;964.00;2.33;153.30
AV01;Nava de Arévalo;2001-05-27;1300;0.00;31.24;20.96;956.00;2.43;162.30
AV01;Nava de Arévalo;2001-05-27;1330;0.00;31.58;20.00;935.00;1.57;161.20
AV01;Nava de Arévalo;2001-05-27;1400;0.00;31.61;20.18;893.00;2.69;143.10
AV01;Nava de Arévalo;2001-05-27;1430;0.00;31.65;20.10;840.00;2.71;121.00
AV01;Nava de Arévalo;2001-05-27;1500;0.00;31.68;18.92;780.00;2.04;138.50
AV01;Nava de Arévalo;2001-05-27;1530;0.00;31.70;18.12;696.70;2.07;109.90
AV01;Nava de Arévalo;2001-05-27;1600;0.00;31.57;17.71;616.80;1.78;95.60
AV01;Nava de Arévalo;2001-05-27;1630;0.00;31.54;18.55;519.10;2.50;123.00
AV01;Nava de Arévalo;2001-05-27;1700;0.00;30.94;19.48;425.00;2.86;120.80
AV01;Nava de Arévalo;2001-05-27;1730;0.00;30.36;19.61;321.50;2.95;132.90
AV01;Nava de Arévalo;2001-05-27;1800;0.00;29.51;19.53;206.00;2.83;135.60
AV01;Nava de Arévalo;2001-05-27;1830;0.00;28.29;21.24;110.50;2.75;145.50
AV01;Nava de Arévalo;2001-05-27;1900;0.00;26.49;25.55;26.95;2.26;149.80
AV01;Nava de Arévalo;2001-05-27;1930;0.00;24.87;31.33;7.69;1.96;150.90
AV01;Nava de Arévalo;2001-05-27;2000;0.00;22.64;37.80;0.44;1.40;150.70
AV01;Nava de Arévalo;2001-05-27;2030;0.00;20.44;44.82;0.00;1.37;153.40
AV01;Nava de Arévalo;2001-05-27;2100;0.00;19.89;46.60;0.00;1.26;160.60
AV01;Nava de Arévalo;2001-05-27;2130;0.00;18.71;50.56;0.00;1.19;143.60
AV01;Nava de Arévalo;2001-05-27;2200;0.00;18.57;51.29;0.00;1.04;38.61
AV01;Nava de Arévalo;2001-05-27;2230;0.00;18.19;53.23;0.00;0.90;69.30
AV01;Nava de Arévalo;2001-05-27;2300;0.00;18.39;51.21;0.00;1.42;75.80
AV01;Nava de Arévalo;2001-05-27;2330;0.00;18.52;51.21;0.00;1.67;109.30
AV01;Nava de Arévalo;2001-05-27;2400;0.00;17.70;54.97;0.00;1.56;139.70
BU01;Miranda de Ebro;2001-05-27;0030;0.00;10.30;87.00;0.00;0.46;246.00
BU01;Miranda de Ebro;2001-05-27;0100;0.00;10.28;86.60;0.00;0.65;252.70
BU01;Miranda de Ebro;2001-05-27;0130;0.00;8.65;87.50;0.00;0.65;221.50
BU01;Miranda de Ebro;2001-05-27;0200;0.00;8.71;89.00;0.00;0.53;262.10
BU01;Miranda de Ebro;2001-05-27;0230;0.00;8.22;89.70;0.00;0.59;244.70
BU01;Miranda de Ebro;2001-05-27;0300;0.00;7.79;90.20;0.00;0.54;252.30
BU01;Miranda de Ebro;2001-05-27;0330;0.00;7.81;89.80;0.00;0.37;318.90
