Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-12-10;0030;0.00;2.54;74.70;0.00;3.00;145.20
AV01;Nava de Arévalo;2001-12-10;0100;0.00;2.34;75.10;0.00;3.03;151.20
AV01;Nava de Arévalo;2001-12-10;0130;0.00;1.94;76.60;0.00;2.99;149.60
AV01;Nava de Arévalo;2001-12-10;0200;0.00;2.51;72.70;0.00;4.07;143.90
AV01;Nava de Arévalo;2001-12-10;0230;0.00;2.97;71.70;0.00;3.23;137.70
AV01;Nava de Arévalo;2001-12-10;0300;0.00;2.19;73.90;0.00;3.15;131.20
AV01;Nava de Arévalo;2001-12-10;0330;0.00;1.94;73.70;0.00;2.84;135.10
AV01;Nava de Arévalo;2001-12-10;0400;0.00;1.63;74.50;0.00;3.13;132.70
AV01;Nava de Arévalo;2001-12-10;0430;0.00;1.68;75.30;0.00;3.57;133.80
AV01;Nava de Arévalo;2001-12-10;0500;0.00;1.83;74.20;0.00;3.40;133.00
AV01;Nava de Arévalo;2001-12-10;0530;0.00;1.75;74.20;0.00;4.27;140.00
AV01;Nava de Arévalo;2001-12-10;0600;0.00;1.77;75.50;0.00;3.79;144.80
AV01;Nava de Arévalo;2001-12-10;0630;0.00;2.26;72.70;0.00;4.46;142.70
AV01;Nava de Arévalo;2001-12-10;0700;0.00;2.41;73.50;0.32;3.88;131.60
AV01;Nava de Arévalo;2001-12-10;0730;0.00;1.39;74.90;7.97;2.58;128.30
AV01;Nava de Arévalo;2001-12-10;0800;0.00;1.39;74.90;58.94;2.25;138.10
AV01;Nava de Arévalo;2001-12-10;0830;0.00;2.54;72.50;135.40;2.98;127.60
AV01;Nava de Arévalo;2001-12-10;0900;0.00;4.27;67.66;175.70;4.69;138.70
AV01;Nava de Arévalo;2001-12-10;0930;0.00;5.26;60.17;278.80;6.85;138.40
AV01;Nava de Arévalo;2001-12-10;1000;0.00;5.82;57.12;341.00;7.58;140.70
AV01;Nava de Arévalo;2001-12-10;1030;0.00;6.50;53.01;389.90;8.03;143.80
AV01;Nava de Arévalo;2001-12-10;1100;0.00;7.12;49.31;425.60;7.77;146.70
AV01;Nava de Arévalo;2001-12-10;1130;0.00;7.69;46.27;448.70;6.26;133.70
AV01;Nava de Arévalo;2001-12-10;1200;0.00;8.09;45.00;457.80;6.82;139.20
AV01;Nava de Arévalo;2001-12-10;1230;0.00;8.29;46.28;453.00;7.44;143.30
AV01;Nava de Arévalo;2001-12-10;1300;0.00;8.74;44.87;433.70;7.35;143.80
AV01;Nava de Arévalo;2001-12-10;1330;0.00;9.00;44.02;401.90;7.57;142.60
AV01;Nava de Arévalo;2001-12-10;1400;0.00;8.81;47.24;354.40;8.41;151.30
AV01;Nava de Arévalo;2001-12-10;1430;0.00;8.24;50.52;296.70;8.20;150.40
AV01;Nava de Arévalo;2001-12-10;1500;0.00;7.82;52.34;216.10;7.36;149.10
AV01;Nava de Arévalo;2001-12-10;1530;0.00;7.81;51.97;148.20;6.69;146.50
AV01;Nava de Arévalo;2001-12-10;1600;0.00;6.97;55.92;39.75;5.60;145.20
AV01;Nava de Arévalo;2001-12-10;1630;0.00;6.08;58.98;9.00;4.54;142.90
AV01;Nava de Arévalo;2001-12-10;1700;0.00;5.46;62.03;1.03;4.10;141.00
AV01;Nava de Arévalo;2001-12-10;1730;0.00;5.21;63.24;0.00;3.62;130.80
AV01;Nava de Arévalo;2001-12-10;1800;0.00;5.25;63.71;0.00;3.70;127.30
AV01;Nava de Arévalo;2001-12-10;1830;0.00;5.05;64.15;0.00;3.86;129.20
AV01;Nava de Arévalo;2001-12-10;1900;0.00;4.54;66.13;0.00;3.24;128.70
AV01;Nava de Arévalo;2001-12-10;1930;0.00;4.34;67.38;0.00;3.17;130.60
AV01;Nava de Arévalo;2001-12-10;2000;0.00;4.45;68.33;0.00;3.57;131.20
AV01;Nava de Arévalo;2001-12-10;2030;0.00;4.09;70.40;0.00;3.45;140.00
AV01;Nava de Arévalo;2001-12-10;2100;0.00;3.32;73.70;0.00;3.17;138.80
