Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-12-26;0030;0.00;-4.99;67.86;0.00;2.37;225.50
AV01;Nava de Arévalo;2001-12-26;0100;0.00;-4.34;67.69;0.00;2.89;245.30
AV01;Nava de Arévalo;2001-12-26;0130;0.00;-4.04;67.24;0.00;3.09;246.70
AV01;Nava de Arévalo;2001-12-26;0200;0.00;-5.05;71.40;0.00;2.66;233.30
AV01;Nava de Arévalo;2001-12-26;0230;0.00;-5.94;75.20;0.00;2.93;231.50
AV01;Nava de Arévalo;2001-12-26;0300;0.00;-6.14;75.60;0.00;2.76;228.60
AV01;Nava de Arévalo;2001-12-26;0330;0.00;-6.27;76.00;0.00;2.67;226.90
AV01;Nava de Arévalo;2001-12-26;0400;0.00;-6.25;75.80;0.00;2.51;223.00
AV01;Nava de Arévalo;2001-12-26;0430;0.00;-6.38;76.00;0.00;1.60;200.60
AV01;Nava de Arévalo;2001-12-26;0500;0.00;-6.57;76.40;0.00;2.25;213.30
AV01;Nava de Arévalo;2001-12-26;0530;0.00;-5.99;74.80;0.00;2.83;211.50
AV01;Nava de Arévalo;2001-12-26;0600;0.00;-6.69;77.90;0.00;2.34;212.30
AV01;Nava de Arévalo;2001-12-26;0630;0.00;-6.55;78.90;0.00;2.65;216.20
AV01;Nava de Arévalo;2001-12-26;0700;0.00;-5.48;77.40;0.04;3.23;218.20
AV01;Nava de Arévalo;2001-12-26;0730;0.00;-6.30;80.50;3.29;2.70;200.00
AV01;Nava de Arévalo;2001-12-26;0800;0.00;-6.13;80.60;35.92;1.90;158.20
AV01;Nava de Arévalo;2001-12-26;0830;0.00;-5.90;79.70;110.20;0.51;85.90
AV01;Nava de Arévalo;2001-12-26;0900;0.00;-3.95;79.20;176.70;2.16;210.40
AV01;Nava de Arévalo;2001-12-26;0930;0.00;-1.27;78.00;211.90;4.23;226.60
AV01;Nava de Arévalo;2001-12-26;1000;0.00;0.09;75.30;302.20;3.89;228.50
AV01;Nava de Arévalo;2001-12-26;1030;0.00;1.24;68.84;356.10;3.62;227.40
AV01;Nava de Arévalo;2001-12-26;1100;0.00;2.62;65.24;398.20;3.40;236.70
AV01;Nava de Arévalo;2001-12-26;1130;0.00;4.06;59.34;427.20;4.13;245.90
AV01;Nava de Arévalo;2001-12-26;1200;0.00;5.60;60.05;440.20;4.60;276.00
AV01;Nava de Arévalo;2001-12-26;1230;0.00;6.41;58.67;438.90;4.35;281.00
AV01;Nava de Arévalo;2001-12-26;1300;0.00;6.56;57.95;425.90;4.11;266.60
AV01;Nava de Arévalo;2001-12-26;1330;0.00;6.87;58.29;393.60;3.94;297.90
AV01;Nava de Arévalo;2001-12-26;1400;0.00;7.11;57.60;339.40;4.28;290.60
AV01;Nava de Arévalo;2001-12-26;1430;0.00;7.09;58.22;235.60;3.96;297.60
AV01;Nava de Arévalo;2001-12-26;1500;0.00;7.62;58.09;269.90;3.41;308.00
AV01;Nava de Arévalo;2001-12-26;1530;0.00;6.54;61.26;53.52;2.98;322.30
AV01;Nava de Arévalo;2001-12-26;1600;0.00;4.40;68.65;26.01;1.64;329.70
AV01;Nava de Arévalo;2001-12-26;1630;0.00;2.51;73.80;11.17;1.02;332.80
AV01;Nava de Arévalo;2001-12-26;1700;0.00;0.99;78.50;2.96;0.20;334.70
AV01;Nava de Arévalo;2001-12-26;1730;0.00;-0.26;82.70;0.00;1.01;191.20
AV01;Nava de Arévalo;2001-12-26;1800;0.00;-1.20;88.00;0.00;1.09;181.60
AV01;Nava de Arévalo;2001-12-26;1830;0.00;-1.60;88.60;0.00;1.20;181.30
AV01;Nava de Arévalo;2001-12-26;1900;0.00;-1.14;89.10;0.00;1.26;178.30
AV01;Nava de Arévalo;2001-12-26;1930;0.00;-1.73;89.40;0.00;1.34;167.70
AV01;Nava de Arévalo;2001-12-26;2000;0.00;-2.01;93.20;0.00;1.22;200.30
AV01;Nava de Arévalo;2001-12-26;2030;0.00;-0.76;92.50;0.00;2.35;231.10
AV01;Nava de Arévalo;2001-12-26;2100;0.00;0.48;89.60;0.00;3.19;239.20
AV01;Nava de Arévalo;2001-12-26;2130;0.00;0.09;89.40;0.00;2.77;236.40
AV01;Nava de Arévalo;2001-12-26;2200;0.00;-0.98;91.60;0.00;2.24;232.30
AV01;Nava de Arévalo;2001-12-26;2230;0.00;-1.55;92.80;0.00;2.29;232.10
AV01;Nava de Arévalo;2001-12-26;2300;0.00;-1.65;92.90;0.00;2.23;238.40
AV01;Nava de Arévalo;2001-12-26;2330;0.00;-2.38;93.80;0.00;1.23;198.50
AV01;Nava de Arévalo;2001-12-26;2400;0.00;-2.39;92.90;0.00;1.37;239.70
BU01;Miranda de Ebro;2001-12-26;0030;0.00;-5.51;80.90;0.02;0.54;357.10
BU01;Miranda de Ebro;2001-12-26;0100;0.00;-5.25;80.10;0.02;0.53;351.00
BU01;Miranda de Ebro;2001-12-26;0130;0.00;-5.46;80.60;0.04;0.71;313.10
BU01;Miranda de Ebro;2001-12-26;0200;0.00;-5.59;80.20;0.05;0.23;181.40
BU01;Miranda de Ebro;2001-12-26;0230;0.00;-5.93;84.30;0.03;0.28;96.50
BU01;Miranda de Ebro;2001-12-26;0300;0.00;-5.27;84.20;0.04;0.44;202.90
BU01;Miranda de Ebro;2001-12-26;0330;0.00;-5.31;84.10;0.03;0.39;258.30
BU01;Miranda de Ebro;2001-12-26;0400;0.00;-4.88;83.40;0.03;0.43;296.30
BU01;Miranda de Ebro;2001-12-26;0430;0.00;-4.08;83.20;0.03;0.52;18.74
BU01;Miranda de Ebro;2001-12-26;0500;0.00;-3.47;81.70;0.02;0.50;108.50
BU01;Miranda de Ebro;2001-12-26;0530;0.00;-0.12;61.71;0.04;2.32;232.90
BU01;Miranda de Ebro;2001-12-26;0600;0.00;1.22;50.32;0.07;2.57;232.10
BU01;Miranda de Ebro;2001-12-26;0630;0.00;1.19;53.05;0.04;2.04;259.30
BU01;Miranda de Ebro;2001-12-26;0700;0.00;1.48;54.97;0.04;1.64;270.80
BU01;Miranda de Ebro;2001-12-26;0730;0.00;1.36;64.90;0.53;0.90;248.30
BU01;Miranda de Ebro;2001-12-26;0800;0.00;0.58;73.60;12.89;0.80;225.40
BU01;Miranda de Ebro;2001-12-26;0830;0.00;1.23;71.30;20.41;0.74;266.00
BU01;Miranda de Ebro;2001-12-26;0900;0.20;1.03;79.30;37.37;0.59;288.70
BU01;Miranda de Ebro;2001-12-26;0930;0.00;1.28;84.10;91.00;1.14;222.40
BU01;Miranda de Ebro;2001-12-26;1000;0.00;1.95;80.50;91.20;1.35;242.30
BU01;Miranda de Ebro;2001-12-26;1030;0.00;2.78;79.10;148.80;0.68;253.50
BU01;Miranda de Ebro;2001-12-26;1100;0.00;3.64;79.50;126.50;0.56;314.80
BU01;Miranda de Ebro;2001-12-26;1130;0.00;3.84;82.30;157.70;0.84;234.90
BU01;Miranda de Ebro;2001-12-26;1200;0.00;4.08;82.10;173.20;1.28;203.30
BU01;Miranda de Ebro;2001-12-26;1230;0.00;4.66;79.00;128.20;1.58;255.50
BU01;Miranda de Ebro;2001-12-26;1300;0.00;5.34;75.00;164.00;1.51;268.10
BU01;Miranda de Ebro;2001-12-26;1330;0.20;5.69;71.50;136.10;1.49;283.00
BU01;Miranda de Ebro;2001-12-26;1400;0.00;5.51;72.00;121.00;1.37;289.60
BU01;Miranda de Ebro;2001-12-26;1430;0.00;5.44;73.10;96.10;1.24;300.50
BU01;Miranda de Ebro;2001-12-26;1500;0.00;4.86;78.60;89.80;1.05;268.90
BU01;Miranda de Ebro;2001-12-26;1530;0.00;4.72;76.80;40.26;1.30;289.80
BU01;Miranda de Ebro;2001-12-26;1600;0.00;4.23;79.20;15.40;0.85;284.70
