Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-03-16;0030;0.00;8.64;64.66;0.00;1.22;159.80
AV01;Nava de Arévalo;2001-03-16;0100;0.00;8.17;70.00;0.00;1.85;135.60
AV01;Nava de Arévalo;2001-03-16;0130;0.00;7.70;73.10;0.00;1.59;162.20
AV01;Nava de Arévalo;2001-03-16;0200;0.00;8.58;70.30;0.00;1.35;171.30
AV01;Nava de Arévalo;2001-03-16;0230;0.00;9.39;66.95;0.00;1.03;155.80
AV01;Nava de Arévalo;2001-03-16;0300;0.00;9.37;66.52;0.00;1.67;250.50
AV01;Nava de Arévalo;2001-03-16;0330;0.00;9.43;68.63;0.00;2.16;210.50
AV01;Nava de Arévalo;2001-03-16;0400;0.00;7.92;80.90;0.00;1.45;199.50
AV01;Nava de Arévalo;2001-03-16;0430;0.00;8.10;81.60;0.00;3.08;228.00
AV01;Nava de Arévalo;2001-03-16;0500;0.00;8.57;85.60;0.00;6.07;229.00
AV01;Nava de Arévalo;2001-03-16;0530;0.00;8.45;85.50;0.00;4.31;221.00
AV01;Nava de Arévalo;2001-03-16;0600;0.00;7.78;85.40;0.15;4.11;198.60
AV01;Nava de Arévalo;2001-03-16;0630;0.00;7.22;85.10;6.28;3.71;209.90
AV01;Nava de Arévalo;2001-03-16;0700;0.00;6.76;87.10;32.32;4.56;226.40
AV01;Nava de Arévalo;2001-03-16;0730;0.00;7.06;83.40;89.60;5.38;224.20
AV01;Nava de Arévalo;2001-03-16;0800;0.00;7.70;78.50;98.00;7.19;224.90
AV01;Nava de Arévalo;2001-03-16;0830;0.00;8.22;76.00;263.00;5.89;213.40
AV01;Nava de Arévalo;2001-03-16;0900;0.00;9.34;70.30;281.40;5.98;215.40
AV01;Nava de Arévalo;2001-03-16;0930;0.00;9.70;68.85;406.40;6.28;232.10
AV01;Nava de Arévalo;2001-03-16;1000;0.00;10.28;67.08;654.00;8.69;232.30
AV01;Nava de Arévalo;2001-03-16;1030;0.00;10.52;65.69;629.50;7.33;225.70
AV01;Nava de Arévalo;2001-03-16;1100;0.00;10.96;63.20;681.80;6.74;221.50
AV01;Nava de Arévalo;2001-03-16;1130;0.00;11.76;59.93;693.90;6.32;220.70
AV01;Nava de Arévalo;2001-03-16;1200;0.00;12.83;55.89;871.00;6.46;222.90
AV01;Nava de Arévalo;2001-03-16;1230;0.00;12.86;55.94;707.00;7.34;235.60
AV01;Nava de Arévalo;2001-03-16;1300;0.00;12.16;53.02;611.20;7.67;237.10
AV01;Nava de Arévalo;2001-03-16;1330;0.00;12.71;53.37;737.00;7.77;232.20
AV01;Nava de Arévalo;2001-03-16;1400;0.00;13.24;46.39;715.00;7.84;229.10
AV01;Nava de Arévalo;2001-03-16;1430;0.00;13.43;47.50;666.20;7.63;213.50
AV01;Nava de Arévalo;2001-03-16;1500;0.00;13.35;44.06;553.70;6.35;205.80
AV01;Nava de Arévalo;2001-03-16;1530;0.00;13.11;47.43;479.40;6.18;204.90
AV01;Nava de Arévalo;2001-03-16;1600;0.00;12.53;47.33;247.30;5.21;175.20
AV01;Nava de Arévalo;2001-03-16;1630;0.00;11.99;43.48;89.30;6.01;156.00
AV01;Nava de Arévalo;2001-03-16;1700;0.20;10.85;52.99;29.00;6.34;170.00
AV01;Nava de Arévalo;2001-03-16;1730;0.80;8.19;78.30;21.91;6.41;194.50
AV01;Nava de Arévalo;2001-03-16;1800;1.40;6.68;83.70;5.82;8.27;196.20
AV01;Nava de Arévalo;2001-03-16;1830;1.20;3.55;89.90;0.33;6.59;202.30
AV01;Nava de Arévalo;2001-03-16;1900;0.00;3.36;89.80;0.00;2.98;166.20
AV01;Nava de Arévalo;2001-03-16;1930;0.00;3.41;90.70;0.00;2.42;142.20
AV01;Nava de Arévalo;2001-03-16;2000;0.20;4.04;88.80;0.00;2.90;168.60
AV01;Nava de Arévalo;2001-03-16;2030;0.20;5.17;85.80;0.00;2.73;161.20
AV01;Nava de Arévalo;2001-03-16;2100;0.00;5.93;84.60;0.00;5.18;188.60
AV01;Nava de Arévalo;2001-03-16;2130;0.00;6.55;83.80;0.00;6.36;211.30
AV01;Nava de Arévalo;2001-03-16;2200;0.00;6.93;83.90;0.00;7.19;218.10
AV01;Nava de Arévalo;2001-03-16;2230;0.00;6.86;84.80;0.00;8.18;224.30
AV01;Nava de Arévalo;2001-03-16;2300;0.00;6.57;85.40;0.00;7.84;231.20
AV01;Nava de Arévalo;2001-03-16;2330;0.00;6.32;83.70;0.00;8.16;227.00
AV01;Nava de Arévalo;2001-03-16;2400;0.00;5.81;82.60;0.00;8.06;233.80
BU01;Miranda de Ebro;2001-03-16;0030;0.00;11.60;66.30;0.00;1.84;170.80
BU01;Miranda de Ebro;2001-03-16;0100;0.00;10.36;71.30;0.00;0.70;197.40
BU01;Miranda de Ebro;2001-03-16;0130;0.00;8.64;78.80;0.00;0.46;335.60
BU01;Miranda de Ebro;2001-03-16;0200;0.00;8.21;82.10;0.00;0.78;7.29
BU01;Miranda de Ebro;2001-03-16;0230;0.00;8.34;80.70;0.00;0.67;331.30
BU01;Miranda de Ebro;2001-03-16;0300;0.00;8.37;77.80;0.00;0.90;96.70
BU01;Miranda de Ebro;2001-03-16;0330;0.00;8.72;74.70;0.01;1.41;113.10
BU01;Miranda de Ebro;2001-03-16;0400;0.00;8.23;76.60;0.00;0.72;47.16
BU01;Miranda de Ebro;2001-03-16;0430;0.00;8.40;73.70;0.01;2.00;200.00
BU01;Miranda de Ebro;2001-03-16;0500;0.00;8.74;69.36;0.00;2.30;203.20
BU01;Miranda de Ebro;2001-03-16;0530;0.00;8.39;70.50;0.01;2.05;230.60
BU01;Miranda de Ebro;2001-03-16;0600;0.00;8.56;68.21;0.16;2.11;193.30
BU01;Miranda de Ebro;2001-03-16;0630;0.00;8.56;67.32;5.58;2.11;150.40
BU01;Miranda de Ebro;2001-03-16;0700;0.00;8.79;66.98;13.39;0.91;186.50
BU01;Miranda de Ebro;2001-03-16;0730;0.00;8.90;68.89;34.31;1.10;270.60
BU01;Miranda de Ebro;2001-03-16;0800;0.00;8.90;69.62;75.10;1.53;169.00
BU01;Miranda de Ebro;2001-03-16;0830;0.00;9.03;70.10;60.67;2.04;171.20
BU01;Miranda de Ebro;2001-03-16;0900;0.00;8.99;72.30;82.60;3.13;172.90
BU01;Miranda de Ebro;2001-03-16;0930;0.00;10.12;69.24;470.00;3.93;179.00
BU01;Miranda de Ebro;2001-03-16;1000;0.00;11.68;67.94;437.90;3.91;178.90
BU01;Miranda de Ebro;2001-03-16;1030;0.00;13.09;63.81;393.90;4.80;197.20
BU01;Miranda de Ebro;2001-03-16;1100;0.00;13.48;57.00;437.40;6.51;217.20
BU01;Miranda de Ebro;2001-03-16;1130;0.00;15.08;53.15;698.00;5.85;222.40
BU01;Miranda de Ebro;2001-03-16;1200;0.00;14.92;51.83;758.00;6.43;220.20
BU01;Miranda de Ebro;2001-03-16;1230;0.00;15.63;45.35;759.00;7.00;217.10
BU01;Miranda de Ebro;2001-03-16;1300;0.00;16.25;45.74;752.00;5.99;216.00
BU01;Miranda de Ebro;2001-03-16;1330;0.00;16.51;42.87;738.00;5.76;213.50
BU01;Miranda de Ebro;2001-03-16;1400;0.00;16.87;37.76;728.00;5.48;212.90
BU01;Miranda de Ebro;2001-03-16;1430;0.00;16.71;43.33;526.00;4.75;227.90
BU01;Miranda de Ebro;2001-03-16;1500;0.00;16.51;41.16;568.20;4.57;237.90
BU01;Miranda de Ebro;2001-03-16;1530;0.00;16.74;42.54;542.30;3.68;241.80
BU01;Miranda de Ebro;2001-03-16;1600;0.00;16.83;38.58;463.70;3.59;244.80
BU01;Miranda de Ebro;2001-03-16;1630;0.00;16.51;39.74;345.70;3.88;241.60
BU01;Miranda de Ebro;2001-03-16;1700;0.00;15.82;43.25;239.00;4.30;232.30
BU01;Miranda de Ebro;2001-03-16;1730;0.00;15.42;44.86;141.40;2.66;194.20
BU01;Miranda de Ebro;2001-03-16;1800;0.00;14.83;56.12;40.95;2.96;141.30
BU01;Miranda de Ebro;2001-03-16;1830;0.00;13.67;63.19;1.64;2.35;159.90
BU01;Miranda de Ebro;2001-03-16;1900;0.00;12.18;68.88;0.00;1.09;214.80
BU01;Miranda de Ebro;2001-03-16;1930;0.00;10.93;72.80;0.00;1.24;176.50
BU01;Miranda de Ebro;2001-03-16;2000;0.00;10.33;76.10;0.00;2.26;194.60
BU01;Miranda de Ebro;2001-03-16;2030;0.00;11.89;57.53;0.00;3.70;217.60
BU01;Miranda de Ebro;2001-03-16;2100;0.00;10.59;64.27;0.00;4.72;252.20
BU01;Miranda de Ebro;2001-03-16;2130;0.00;10.19;66.33;0.00;4.79;234.10
BU01;Miranda de Ebro;2001-03-16;2200;0.00;9.81;66.99;0.00;4.42;223.40
BU01;Miranda de Ebro;2001-03-16;2230;0.00;9.28;70.30;0.00;3.93;231.20
BU01;Miranda de Ebro;2001-03-16;2300;0.00;8.79;69.65;0.00;3.97;207.70
BU01;Miranda de Ebro;2001-03-16;2330;0.00;8.89;67.88;0.00;5.41;222.20
BU01;Miranda de Ebro;2001-03-16;2400;0.00;8.27;70.80;0.00;4.33;240.30
BU02;Valle de Valdelucio;2001-03-16;0030;0.00;7.54;71.00;0.00;1.52;59.63
BU02;Valle de Valdelucio;2001-03-16;0100;0.00;7.43;69.22;0.00;1.27;70.60
BU02;Valle de Valdelucio;2001-03-16;0130;0.00;7.16;69.42;0.00;1.30;95.40
BU02;Valle de Valdelucio;2001-03-16;0200;0.00;7.10;68.85;0.00;1.62;120.70
BU02;Valle de Valdelucio;2001-03-16;0230;0.00;7.79;65.72;0.00;2.06;138.50
BU02;Valle de Valdelucio;2001-03-16;0300;0.00;7.34;67.72;0.00;1.35;133.90
BU02;Valle de Valdelucio;2001-03-16;0330;0.00;7.04;69.50;0.00;1.21;110.50
BU02;Valle de Valdelucio;2001-03-16;0400;0.00;6.26;73.80;0.00;1.00;139.90
BU02;Valle de Valdelucio;2001-03-16;0430;0.00;7.78;70.10;0.00;3.74;212.40
BU02;Valle de Valdelucio;2001-03-16;0500;0.00;8.41;71.70;0.00;4.89;224.90
BU02;Valle de Valdelucio;2001-03-16;0530;0.00;8.65;74.80;0.00;6.53;230.10
BU02;Valle de Valdelucio;2001-03-16;0600;0.00;8.51;76.90;0.00;6.50;225.10
BU02;Valle de Valdelucio;2001-03-16;0630;0.00;7.96;79.60;3.23;6.48;226.60
BU02;Valle de Valdelucio;2001-03-16;0700;0.00;7.69;82.20;17.23;7.42;227.30
BU02;Valle de Valdelucio;2001-03-16;0730;0.00;7.60;81.90;49.92;7.89;223.40
BU02;Valle de Valdelucio;2001-03-16;0800;0.00;7.49;81.20;169.80;8.19;221.20
BU02;Valle de Valdelucio;2001-03-16;0830;0.00;7.64;78.80;261.60;8.14;232.60
BU02;Valle de Valdelucio;2001-03-16;0900;0.00;6.89;78.10;122.20;7.77;241.70
BU02;Valle de Valdelucio;2001-03-16;0930;0.00;6.31;78.80;153.90;7.63;239.00
BU02;Valle de Valdelucio;2001-03-16;1000;0.00;7.10;73.00;290.10;6.65;228.20
BU02;Valle de Valdelucio;2001-03-16;1030;0.00;6.68;78.70;369.00;6.91;232.90
BU02;Valle de Valdelucio;2001-03-16;1100;0.00;7.85;69.86;555.90;7.32;230.40
BU02;Valle de Valdelucio;2001-03-16;1130;0.00;9.25;63.86;718.00;7.14;219.70
BU02;Valle de Valdelucio;2001-03-16;1200;0.00;9.74;60.37;805.00;7.53;219.60
BU02;Valle de Valdelucio;2001-03-16;1230;0.00;10.02;56.15;607.10;8.19;231.50
