Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-05-31;0030;0.00;19.36;58.90;0.00;1.20;212.20
AV01;Nava de Arévalo;2001-05-31;0100;0.00;18.48;62.15;0.00;1.48;219.70
AV01;Nava de Arévalo;2001-05-31;0130;0.00;17.31;65.84;0.00;0.92;231.90
AV01;Nava de Arévalo;2001-05-31;0200;0.00;16.45;71.10;0.00;0.65;188.10
AV01;Nava de Arévalo;2001-05-31;0230;0.00;15.54;75.50;0.00;0.88;218.70
AV01;Nava de Arévalo;2001-05-31;0300;0.00;14.81;80.90;0.00;0.94;185.90
AV01;Nava de Arévalo;2001-05-31;0330;0.00;14.72;83.40;0.00;0.91;199.00
AV01;Nava de Arévalo;2001-05-31;0400;0.00;14.12;88.20;0.00;0.89;225.90
AV01;Nava de Arévalo;2001-05-31;0430;0.00;13.95;91.50;1.17;1.00;225.70
AV01;Nava de Arévalo;2001-05-31;0500;0.00;13.75;91.10;14.37;0.75;214.90
AV01;Nava de Arévalo;2001-05-31;0530;0.00;14.36;90.70;64.38;0.62;195.50
AV01;Nava de Arévalo;2001-05-31;0600;0.00;15.98;86.10;136.30;0.90;193.00
AV01;Nava de Arévalo;2001-05-31;0630;0.00;17.56;78.90;228.60;0.96;229.30
AV01;Nava de Arévalo;2001-05-31;0700;0.00;19.43;71.70;324.20;0.51;272.50
AV01;Nava de Arévalo;2001-05-31;0730;0.00;21.44;64.50;424.80;0.50;330.20
AV01;Nava de Arévalo;2001-05-31;0800;0.00;22.33;61.43;521.00;0.85;6.11
AV01;Nava de Arévalo;2001-05-31;0830;0.00;23.39;57.12;608.30;0.86;335.90
AV01;Nava de Arévalo;2001-05-31;0900;0.00;25.03;53.42;687.70;1.37;281.30
AV01;Nava de Arévalo;2001-05-31;0930;0.00;25.83;49.62;756.00;1.69;288.50
AV01;Nava de Arévalo;2001-05-31;1000;0.00;26.78;46.04;814.00;1.67;316.30
AV01;Nava de Arévalo;2001-05-31;1030;0.00;28.03;41.95;867.00;2.05;320.10
AV01;Nava de Arévalo;2001-05-31;1100;0.00;29.13;38.42;906.00;2.02;307.10
AV01;Nava de Arévalo;2001-05-31;1130;0.00;30.09;34.08;933.00;2.37;301.20
AV01;Nava de Arévalo;2001-05-31;1200;0.00;30.92;32.03;947.00;2.67;314.10
AV01;Nava de Arévalo;2001-05-31;1230;0.00;31.46;29.95;943.00;2.93;305.80
AV01;Nava de Arévalo;2001-05-31;1300;0.00;31.84;27.63;937.00;3.65;302.50
AV01;Nava de Arévalo;2001-05-31;1330;0.00;32.57;25.20;920.00;3.20;306.00
AV01;Nava de Arévalo;2001-05-31;1400;0.00;33.12;24.06;861.00;3.06;283.50
AV01;Nava de Arévalo;2001-05-31;1430;0.00;33.28;22.37;816.00;2.39;282.20
AV01;Nava de Arévalo;2001-05-31;1500;0.00;34.03;22.71;758.00;3.04;292.90
AV01;Nava de Arévalo;2001-05-31;1530;0.00;33.06;23.30;688.00;2.74;305.10
AV01;Nava de Arévalo;2001-05-31;1600;0.00;33.43;22.46;586.20;2.00;301.70
AV01;Nava de Arévalo;2001-05-31;1630;0.00;33.23;22.85;559.10;2.88;299.80
AV01;Nava de Arévalo;2001-05-31;1700;0.00;32.87;23.29;408.00;2.77;288.80
AV01;Nava de Arévalo;2001-05-31;1730;0.00;32.11;24.42;310.60;3.14;296.30
AV01;Nava de Arévalo;2001-05-31;1800;0.00;31.31;26.24;167.50;3.15;302.80
AV01;Nava de Arévalo;2001-05-31;1830;0.00;29.33;34.21;130.60;4.16;356.80
AV01;Nava de Arévalo;2001-05-31;1900;0.00;28.05;38.07;57.52;3.78;5.93
AV01;Nava de Arévalo;2001-05-31;1930;0.00;26.70;41.32;10.08;3.32;8.72
AV01;Nava de Arévalo;2001-05-31;2000;0.00;25.39;45.00;0.50;2.94;16.44
AV01;Nava de Arévalo;2001-05-31;2030;0.00;24.19;48.69;0.00;2.72;15.18
AV01;Nava de Arévalo;2001-05-31;2100;0.00;22.92;50.00;0.00;3.13;16.32
AV01;Nava de Arévalo;2001-05-31;2130;0.00;21.59;52.86;0.00;2.76;13.95
AV01;Nava de Arévalo;2001-05-31;2200;0.00;20.18;57.37;0.00;2.62;15.36
AV01;Nava de Arévalo;2001-05-31;2230;0.00;19.15;61.05;0.00;1.99;355.10
AV01;Nava de Arévalo;2001-05-31;2300;0.00;17.86;65.63;0.00;1.64;16.11
AV01;Nava de Arévalo;2001-05-31;2330;0.00;16.67;70.40;0.00;0.91;6.33
AV01;Nava de Arévalo;2001-05-31;2400;0.00;15.53;74.00;0.00;1.36;347.50
BU01;Miranda de Ebro;2001-05-31;0030;0.00;16.08;71.20;0.00;0.97;52.16
BU01;Miranda de Ebro;2001-05-31;0100;0.00;15.82;72.30;0.00;1.28;39.36
BU01;Miranda de Ebro;2001-05-31;0130;0.00;15.95;70.80;0.00;1.33;38.72
BU01;Miranda de Ebro;2001-05-31;0200;0.00;15.84;70.30;0.00;0.96;70.60
BU01;Miranda de Ebro;2001-05-31;0230;0.00;15.52;72.50;0.00;0.75;49.16
BU01;Miranda de Ebro;2001-05-31;0300;0.00;14.68;78.40;0.00;0.97;45.29
BU01;Miranda de Ebro;2001-05-31;0330;0.00;14.83;80.00;0.00;1.31;75.40
BU01;Miranda de Ebro;2001-05-31;0400;0.00;14.85;82.00;0.00;1.33;65.78
BU01;Miranda de Ebro;2001-05-31;0430;0.00;14.63;84.30;0.78;0.99;13.29
BU01;Miranda de Ebro;2001-05-31;0500;0.00;15.17;83.80;4.32;0.89;20.02
BU01;Miranda de Ebro;2001-05-31;0530;0.00;15.60;83.10;22.56;0.72;335.50
BU01;Miranda de Ebro;2001-05-31;0600;0.00;16.00;81.90;42.93;0.91;8.04
BU01;Miranda de Ebro;2001-05-31;0630;0.00;16.40;81.20;72.30;1.48;28.90
BU01;Miranda de Ebro;2001-05-31;0700;0.00;16.87;77.80;92.60;1.60;26.63
BU01;Miranda de Ebro;2001-05-31;0730;0.00;17.29;75.70;157.20;1.80;22.49
BU01;Miranda de Ebro;2001-05-31;0800;0.00;17.62;74.10;209.60;2.19;28.42
BU01;Miranda de Ebro;2001-05-31;0830;0.00;17.98;72.50;189.00;2.11;17.03
BU01;Miranda de Ebro;2001-05-31;0900;0.00;18.33;71.50;199.70;2.25;16.47
BU01;Miranda de Ebro;2001-05-31;0930;0.00;18.55;71.00;187.10;1.97;25.55
BU01;Miranda de Ebro;2001-05-31;1000;0.00;18.73;71.10;203.80;1.85;30.64
BU01;Miranda de Ebro;2001-05-31;1030;0.00;19.24;69.31;276.90;1.68;8.27
BU01;Miranda de Ebro;2001-05-31;1100;0.00;19.72;68.55;403.50;1.62;349.90
BU01;Miranda de Ebro;2001-05-31;1130;0.00;20.61;64.30;444.30;1.75;344.60
BU01;Miranda de Ebro;2001-05-31;1200;0.00;22.24;55.24;753.00;2.39;11.58
BU01;Miranda de Ebro;2001-05-31;1230;0.00;23.28;51.12;868.00;2.69;3.85
BU01;Miranda de Ebro;2001-05-31;1300;0.00;23.88;48.01;894.00;3.11;23.75
BU01;Miranda de Ebro;2001-05-31;1330;0.00;24.19;45.15;858.00;3.67;30.33
