Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-04-21;0030;0.00;-0.37;84.10;0.00;0.44;203.90
AV01;Nava de Arévalo;2001-04-21;0100;0.00;0.20;81.00;0.00;0.45;354.80
AV01;Nava de Arévalo;2001-04-21;0130;0.00;0.82;76.50;0.00;0.27;3.44
AV01;Nava de Arévalo;2001-04-21;0200;0.00;0.50;78.00;0.00;0.33;230.50
AV01;Nava de Arévalo;2001-04-21;0230;0.00;0.21;83.20;0.00;0.72;193.30
AV01;Nava de Arévalo;2001-04-21;0300;0.00;-0.91;85.90;0.00;0.89;166.70
AV01;Nava de Arévalo;2001-04-21;0330;0.00;-1.68;86.20;0.00;0.69;166.50
AV01;Nava de Arévalo;2001-04-21;0400;0.00;-2.26;88.70;0.00;0.97;202.90
AV01;Nava de Arévalo;2001-04-21;0430;0.00;-2.68;89.70;0.00;0.67;173.50
AV01;Nava de Arévalo;2001-04-21;0500;0.00;-3.42;90.60;0.22;0.74;173.70
AV01;Nava de Arévalo;2001-04-21;0530;0.00;-3.52;91.30;9.81;1.11;157.00
AV01;Nava de Arévalo;2001-04-21;0600;0.00;-3.05;89.70;76.40;0.85;184.20
AV01;Nava de Arévalo;2001-04-21;0630;0.00;-1.11;85.90;166.90;1.03;176.30
AV01;Nava de Arévalo;2001-04-21;0700;0.00;1.35;76.40;256.30;1.29;210.60
AV01;Nava de Arévalo;2001-04-21;0730;0.00;3.59;62.95;364.40;1.81;248.90
AV01;Nava de Arévalo;2001-04-21;0800;0.00;4.67;55.35;466.10;2.05;278.40
AV01;Nava de Arévalo;2001-04-21;0830;0.00;5.11;54.23;559.90;3.00;284.10
AV01;Nava de Arévalo;2001-04-21;0900;0.00;5.68;53.54;554.00;3.04;282.30
AV01;Nava de Arévalo;2001-04-21;0930;0.00;5.86;51.44;722.00;2.80;288.40
AV01;Nava de Arévalo;2001-04-21;1000;0.00;6.52;51.28;690.00;1.97;288.00
AV01;Nava de Arévalo;2001-04-21;1030;0.00;7.19;48.45;878.00;2.87;269.40
AV01;Nava de Arévalo;2001-04-21;1100;0.00;7.70;45.88;878.00;3.15;293.50
AV01;Nava de Arévalo;2001-04-21;1130;0.00;8.59;41.02;920.00;3.90;298.40
AV01;Nava de Arévalo;2001-04-21;1200;0.00;8.96;41.20;931.00;3.72;316.60
AV01;Nava de Arévalo;2001-04-21;1230;0.00;9.38;40.13;896.00;3.77;301.50
