Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-08-08;0030;0.00;17.12;65.50;0.00;1.80;219.30
AV01;Nava de Arévalo;2001-08-08;0100;0.00;17.28;67.51;0.00;1.90;228.70
AV01;Nava de Arévalo;2001-08-08;0130;0.00;17.32;68.81;0.00;1.47;222.50
AV01;Nava de Arévalo;2001-08-08;0200;0.00;16.99;70.40;0.00;2.13;236.90
AV01;Nava de Arévalo;2001-08-08;0230;0.00;16.56;72.90;0.00;2.45;250.60
AV01;Nava de Arévalo;2001-08-08;0300;0.00;16.12;75.50;0.00;1.41;209.30
AV01;Nava de Arévalo;2001-08-08;0330;0.00;16.03;75.50;0.00;1.51;174.40
AV01;Nava de Arévalo;2001-08-08;0400;0.00;16.29;73.30;0.00;1.42;186.20
AV01;Nava de Arévalo;2001-08-08;0430;0.00;15.98;75.20;0.00;1.57;202.00
AV01;Nava de Arévalo;2001-08-08;0500;0.00;15.94;76.30;0.50;1.82;205.20
AV01;Nava de Arévalo;2001-08-08;0530;0.00;15.49;78.70;8.53;1.44;210.10
AV01;Nava de Arévalo;2001-08-08;0600;0.00;15.61;80.40;31.80;1.63;213.00
AV01;Nava de Arévalo;2001-08-08;0630;0.00;16.57;76.10;82.70;2.09;219.60
AV01;Nava de Arévalo;2001-08-08;0700;0.00;17.08;73.60;139.60;2.81;241.60
AV01;Nava de Arévalo;2001-08-08;0730;0.00;18.07;68.61;338.30;3.09;255.00
AV01;Nava de Arévalo;2001-08-08;0800;0.00;19.26;62.35;435.80;2.65;262.30
AV01;Nava de Arévalo;2001-08-08;0830;0.00;19.92;60.45;520.30;2.26;259.10
AV01;Nava de Arévalo;2001-08-08;0900;0.00;20.53;57.85;499.70;2.33;278.50
AV01;Nava de Arévalo;2001-08-08;0930;0.00;20.13;58.72;489.20;1.45;296.10
AV01;Nava de Arévalo;2001-08-08;1000;0.00;21.28;55.47;608.30;2.35;259.90
AV01;Nava de Arévalo;2001-08-08;1030;0.00;21.60;53.79;774.00;1.90;266.70
AV01;Nava de Arévalo;2001-08-08;1100;0.00;22.51;49.57;767.00;2.43;240.70
AV01;Nava de Arévalo;2001-08-08;1130;0.00;23.81;46.09;837.00;2.12;249.20
AV01;Nava de Arévalo;2001-08-08;1200;0.00;23.92;44.50;698.50;2.28;263.70
AV01;Nava de Arévalo;2001-08-08;1230;0.00;24.47;41.87;619.70;2.33;270.50
AV01;Nava de Arévalo;2001-08-08;1300;0.00;24.97;39.30;716.00;2.47;272.70
AV01;Nava de Arévalo;2001-08-08;1330;0.00;26.66;32.50;849.00;2.86;249.60
AV01;Nava de Arévalo;2001-08-08;1400;0.00;26.83;31.15;778.00;3.24;262.40
