Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-10-15;0030;0.00;13.51;79.70;0.00;1.64;253.50
AV01;Nava de Arévalo;2001-10-15;0100;0.00;13.31;82.50;0.00;1.86;257.60
AV01;Nava de Arévalo;2001-10-15;0130;0.00;13.31;83.40;0.00;0.89;250.10
AV01;Nava de Arévalo;2001-10-15;0200;0.00;13.45;82.70;0.00;2.55;219.30
AV01;Nava de Arévalo;2001-10-15;0230;0.00;13.22;84.60;0.00;3.15;203.10
AV01;Nava de Arévalo;2001-10-15;0300;0.00;12.33;87.50;0.00;2.35;203.50
AV01;Nava de Arévalo;2001-10-15;0330;0.00;11.49;88.80;0.00;1.18;201.10
AV01;Nava de Arévalo;2001-10-15;0400;0.00;10.25;90.70;0.00;0.40;237.70
AV01;Nava de Arévalo;2001-10-15;0430;0.00;10.18;91.50;0.00;1.04;265.50
AV01;Nava de Arévalo;2001-10-15;0500;0.00;9.25;91.90;0.00;1.46;248.50
AV01;Nava de Arévalo;2001-10-15;0530;0.00;8.37;92.40;0.00;1.11;220.30
AV01;Nava de Arévalo;2001-10-15;0600;0.00;7.25;93.10;0.11;0.99;198.70
AV01;Nava de Arévalo;2001-10-15;0630;0.00;7.14;93.60;4.12;1.26;170.00
AV01;Nava de Arévalo;2001-10-15;0700;0.00;7.37;93.80;23.01;1.70;204.30
AV01;Nava de Arévalo;2001-10-15;0730;0.00;9.03;90.60;53.97;2.08;209.00
AV01;Nava de Arévalo;2001-10-15;0800;0.00;10.18;86.00;117.30;1.81;216.70
AV01;Nava de Arévalo;2001-10-15;0830;0.00;12.12;78.00;210.30;2.44;209.20
AV01;Nava de Arévalo;2001-10-15;0900;0.00;13.03;73.80;218.40;3.58;213.00
AV01;Nava de Arévalo;2001-10-15;0930;0.00;15.29;61.69;492.30;4.74;218.10
AV01;Nava de Arévalo;2001-10-15;1000;0.00;16.30;55.23;537.20;4.61;224.50
AV01;Nava de Arévalo;2001-10-15;1030;0.00;16.68;53.62;486.70;4.70;237.70
AV01;Nava de Arévalo;2001-10-15;1100;0.00;16.85;54.25;534.00;4.46;239.80
AV01;Nava de Arévalo;2001-10-15;1130;0.00;17.36;53.91;578.50;4.54;247.10
AV01;Nava de Arévalo;2001-10-15;1200;0.00;18.44;49.50;693.90;3.76;239.00
AV01;Nava de Arévalo;2001-10-15;1230;0.00;17.53;51.28;386.40;3.88;251.00
AV01;Nava de Arévalo;2001-10-15;1300;0.00;18.76;45.41;698.90;3.66;232.90
AV01;Nava de Arévalo;2001-10-15;1330;0.00;19.21;44.63;509.30;3.80;263.10
AV01;Nava de Arévalo;2001-10-15;1400;0.00;19.06;46.31;482.10;3.65;261.10
AV01;Nava de Arévalo;2001-10-15;1430;0.00;19.04;46.16;472.50;2.73;268.70
AV01;Nava de Arévalo;2001-10-15;1500;0.00;19.26;44.87;419.20;2.42;260.80
AV01;Nava de Arévalo;2001-10-15;1530;0.00;19.35;44.29;380.70;2.03;280.60
AV01;Nava de Arévalo;2001-10-15;1600;0.00;19.23;45.38;280.60;2.57;303.60
AV01;Nava de Arévalo;2001-10-15;1630;0.00;18.41;46.74;126.00;2.00;302.50
AV01;Nava de Arévalo;2001-10-15;1700;0.00;18.63;47.53;96.80;2.22;285.60
AV01;Nava de Arévalo;2001-10-15;1730;0.00;16.49;56.18;12.41;1.67;292.10
AV01;Nava de Arévalo;2001-10-15;1800;0.00;14.39;65.09;0.15;1.30;292.60
AV01;Nava de Arévalo;2001-10-15;1830;0.00;14.42;67.94;0.00;1.56;312.90
AV01;Nava de Arévalo;2001-10-15;1900;0.00;13.37;74.20;0.00;1.02;317.10
AV01;Nava de Arévalo;2001-10-15;1930;0.00;13.00;75.90;0.00;0.94;7.70
AV01;Nava de Arévalo;2001-10-15;2000;0.00;12.58;77.30;0.00;0.21;19.57
AV01;Nava de Arévalo;2001-10-15;2030;0.00;12.16;80.80;0.00;0.40;231.00
