Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-06-07;0030;0.00;9.86;55.80;0.00;1.42;162.10
AV01;Nava de Arévalo;2001-06-07;0100;0.00;9.42;56.71;0.00;1.17;153.00
AV01;Nava de Arévalo;2001-06-07;0130;0.00;9.58;54.82;0.00;1.43;157.00
AV01;Nava de Arévalo;2001-06-07;0200;0.00;8.86;58.02;0.00;0.91;155.20
AV01;Nava de Arévalo;2001-06-07;0230;0.00;8.69;58.88;0.00;1.52;159.10
AV01;Nava de Arévalo;2001-06-07;0300;0.00;8.51;59.30;0.00;1.77;158.90
AV01;Nava de Arévalo;2001-06-07;0330;0.00;8.44;59.19;0.00;1.55;168.30
AV01;Nava de Arévalo;2001-06-07;0400;0.00;8.44;58.70;0.00;1.35;168.30
AV01;Nava de Arévalo;2001-06-07;0430;0.00;8.31;60.27;1.87;1.34;162.00
AV01;Nava de Arévalo;2001-06-07;0500;0.00;7.89;62.27;17.76;1.21;172.40
AV01;Nava de Arévalo;2001-06-07;0530;0.00;8.92;60.99;85.50;0.82;263.60
AV01;Nava de Arévalo;2001-06-07;0600;0.00;11.42;53.38;180.50;0.64;198.10
AV01;Nava de Arévalo;2001-06-07;0630;0.00;14.11;43.18;279.10;0.80;173.70
AV01;Nava de Arévalo;2001-06-07;0700;0.00;16.89;36.24;377.50;0.56;133.20
AV01;Nava de Arévalo;2001-06-07;0730;0.00;19.99;30.91;476.00;1.02;127.70
AV01;Nava de Arévalo;2001-06-07;0800;0.00;22.43;26.75;570.50;1.89;129.80
AV01;Nava de Arévalo;2001-06-07;0830;0.00;23.93;22.57;658.70;2.15;127.20
AV01;Nava de Arévalo;2001-06-07;0900;0.00;24.89;21.00;740.00;1.80;117.20
AV01;Nava de Arévalo;2001-06-07;0930;0.00;25.76;19.89;811.00;1.40;134.20
AV01;Nava de Arévalo;2001-06-07;1000;0.00;26.40;19.06;869.00;1.57;305.30
AV01;Nava de Arévalo;2001-06-07;1030;0.00;26.89;15.88;919.00;2.38;214.20
AV01;Nava de Arévalo;2001-06-07;1100;0.00;27.68;13.67;958.00;2.73;205.90
AV01;Nava de Arévalo;2001-06-07;1130;0.00;28.17;14.27;978.00;2.39;238.10
AV01;Nava de Arévalo;2001-06-07;1200;0.00;28.77;13.53;990.00;2.77;241.20
AV01;Nava de Arévalo;2001-06-07;1230;0.00;29.11;12.55;996.00;3.09;228.50
AV01;Nava de Arévalo;2001-06-07;1300;0.00;29.57;12.59;975.00;2.88;242.00
AV01;Nava de Arévalo;2001-06-07;1330;0.00;29.93;13.19;953.00;3.39;247.10
AV01;Nava de Arévalo;2001-06-07;1400;0.00;30.37;12.58;910.00;4.15;243.00
AV01;Nava de Arévalo;2001-06-07;1430;0.00;30.36;12.91;860.00;4.36;239.10
AV01;Nava de Arévalo;2001-06-07;1500;0.00;30.54;12.37;795.00;4.67;242.70
AV01;Nava de Arévalo;2001-06-07;1530;0.00;30.72;12.29;726.00;5.05;242.00
AV01;Nava de Arévalo;2001-06-07;1600;0.00;30.38;12.69;639.50;4.92;236.80
AV01;Nava de Arévalo;2001-06-07;1630;0.00;30.23;13.01;539.00;5.47;239.60
AV01;Nava de Arévalo;2001-06-07;1700;0.00;29.43;13.86;424.50;5.53;235.60
AV01;Nava de Arévalo;2001-06-07;1730;0.00;28.94;13.65;368.30;5.31;233.90
AV01;Nava de Arévalo;2001-06-07;1800;0.00;28.30;14.16;273.50;5.50;233.90
AV01;Nava de Arévalo;2001-06-07;1830;0.00;27.30;14.76;164.70;4.90;225.80
AV01;Nava de Arévalo;2001-06-07;1900;0.00;25.94;19.15;72.60;3.42;214.20
AV01;Nava de Arévalo;2001-06-07;1930;0.00;23.95;23.44;12.28;2.40;211.80
AV01;Nava de Arévalo;2001-06-07;2000;0.00;20.51;29.50;0.63;1.46;206.30
AV01;Nava de Arévalo;2001-06-07;2030;0.00;18.42;30.75;0.00;1.68;194.60
AV01;Nava de Arévalo;2001-06-07;2100;0.00;17.79;32.23;0.00;1.69;196.30
AV01;Nava de Arévalo;2001-06-07;2130;0.00;15.96;39.48;0.00;1.34;184.30
AV01;Nava de Arévalo;2001-06-07;2200;0.00;15.72;39.72;0.00;1.35;181.10
AV01;Nava de Arévalo;2001-06-07;2230;0.00;14.65;41.90;0.00;1.26;188.30
AV01;Nava de Arévalo;2001-06-07;2300;0.00;14.69;45.57;0.00;1.91;209.10
AV01;Nava de Arévalo;2001-06-07;2330;0.00;15.35;42.52;0.00;1.60;210.10
AV01;Nava de Arévalo;2001-06-07;2400;0.00;15.24;45.37;0.00;1.69;207.20
BU01;Miranda de Ebro;2001-06-07;0030;0.00;9.41;86.30;0.00;0.61;241.30
BU01;Miranda de Ebro;2001-06-07;0100;0.00;9.01;85.90;0.00;0.47;224.00
BU01;Miranda de Ebro;2001-06-07;0130;0.00;8.36;86.70;0.00;0.70;223.70
BU01;Miranda de Ebro;2001-06-07;0200;0.00;8.03;87.50;0.00;0.35;215.60
BU01;Miranda de Ebro;2001-06-07;0230;0.00;8.06;88.80;0.00;0.19;191.50
BU01;Miranda de Ebro;2001-06-07;0300;0.00;7.97;88.90;0.00;0.40;213.70
BU01;Miranda de Ebro;2001-06-07;0330;0.00;7.64;88.60;0.00;0.31;299.80
BU01;Miranda de Ebro;2001-06-07;0400;0.00;7.91;89.10;0.12;0.11;358.10
BU01;Miranda de Ebro;2001-06-07;0430;0.00;7.39;88.40;3.39;0.11;234.90
BU01;Miranda de Ebro;2001-06-07;0500;0.00;6.88;88.90;23.80;0.12;212.50
BU01;Miranda de Ebro;2001-06-07;0530;0.00;7.47;89.70;77.00;0.55;218.80
BU01;Miranda de Ebro;2001-06-07;0600;0.00;9.06;88.90;147.30;0.42;209.20
BU01;Miranda de Ebro;2001-06-07;0630;0.00;11.04;83.00;234.30;0.32;295.30
BU01;Miranda de Ebro;2001-06-07;0700;0.00;12.34;77.50;334.60;0.50;32.10
BU01;Miranda de Ebro;2001-06-07;0730;0.00;13.87;73.00;417.60;0.66;130.00
BU01;Miranda de Ebro;2001-06-07;0800;0.00;14.64;69.05;509.60;0.76;127.80
BU01;Miranda de Ebro;2001-06-07;0830;0.00;15.96;63.54;611.70;0.93;12.41
BU01;Miranda de Ebro;2001-06-07;0900;0.00;17.20;57.34;694.50;0.87;113.40
BU01;Miranda de Ebro;2001-06-07;0930;0.00;17.97;55.19;768.00;1.02;187.90
BU01;Miranda de Ebro;2001-06-07;1000;0.00;19.07;52.43;827.00;1.19;100.00
BU01;Miranda de Ebro;2001-06-07;1030;0.00;20.45;48.50;870.00;1.02;90.10
BU01;Miranda de Ebro;2001-06-07;1100;0.00;22.12;44.05;916.00;1.19;69.70
BU01;Miranda de Ebro;2001-06-07;1130;0.00;23.30;41.62;943.00;1.18;82.60
BU01;Miranda de Ebro;2001-06-07;1200;0.00;24.89;37.39;955.00;1.20;84.40
BU01;Miranda de Ebro;2001-06-07;1230;0.00;26.24;33.03;954.00;1.23;136.00
BU01;Miranda de Ebro;2001-06-07;1300;0.00;27.47;30.21;940.00;1.51;124.00
BU01;Miranda de Ebro;2001-06-07;1330;0.00;27.94;28.28;920.00;1.65;118.30
BU01;Miranda de Ebro;2001-06-07;1400;0.00;28.96;26.01;859.00;1.82;85.70
BU01;Miranda de Ebro;2001-06-07;1430;0.00;29.26;24.65;824.00;1.60;186.40
BU01;Miranda de Ebro;2001-06-07;1500;0.00;29.71;23.84;768.00;1.43;152.90
BU01;Miranda de Ebro;2001-06-07;1530;0.00;30.31;22.41;694.70;2.21;138.50
BU01;Miranda de Ebro;2001-06-07;1600;0.00;30.60;21.97;609.40;1.88;156.60
BU01;Miranda de Ebro;2001-06-07;1630;0.00;30.67;21.08;517.90;1.77;171.30
BU01;Miranda de Ebro;2001-06-07;1700;0.00;30.53;22.13;425.40;2.36;149.00
BU01;Miranda de Ebro;2001-06-07;1730;0.00;29.97;22.94;331.00;2.49;137.30
BU01;Miranda de Ebro;2001-06-07;1800;0.00;29.41;24.10;241.60;2.23;133.90
BU01;Miranda de Ebro;2001-06-07;1830;0.00;27.00;36.78;113.70;2.58;36.26
BU01;Miranda de Ebro;2001-06-07;1900;0.00;23.67;49.90;31.44;1.80;356.90
BU01;Miranda de Ebro;2001-06-07;1930;0.00;21.94;54.82;12.53;1.46;31.39
