Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-03-05;0030;0.00;8.82;84.40;0.00;2.27;216.90
AV01;Nava de Arévalo;2001-03-05;0100;0.00;8.27;86.40;0.00;2.33;208.50
AV01;Nava de Arévalo;2001-03-05;0130;0.00;8.05;86.10;0.00;3.13;214.50
AV01;Nava de Arévalo;2001-03-05;0200;0.00;7.67;86.70;0.00;3.99;228.70
AV01;Nava de Arévalo;2001-03-05;0230;0.00;7.33;87.70;0.00;3.31;239.90
AV01;Nava de Arévalo;2001-03-05;0300;0.00;5.80;90.40;0.00;0.63;248.90
AV01;Nava de Arévalo;2001-03-05;0330;0.00;5.27;93.10;0.00;0.99;200.30
AV01;Nava de Arévalo;2001-03-05;0400;0.00;4.79;94.40;0.00;1.75;199.70
AV01;Nava de Arévalo;2001-03-05;0430;0.00;4.74;94.30;0.00;1.66;189.40
AV01;Nava de Arévalo;2001-03-05;0500;0.00;4.05;94.60;0.00;1.08;152.60
AV01;Nava de Arévalo;2001-03-05;0530;0.00;3.94;95.70;0.00;0.76;74.80
AV01;Nava de Arévalo;2001-03-05;0600;0.00;3.28;94.80;0.00;0.96;157.90
AV01;Nava de Arévalo;2001-03-05;0630;0.00;2.89;96.70;1.18;0.83;133.60
AV01;Nava de Arévalo;2001-03-05;0700;0.00;2.42;96.20;37.35;0.85;120.10
AV01;Nava de Arévalo;2001-03-05;0730;0.00;4.38;95.50;100.30;1.71;123.60
AV01;Nava de Arévalo;2001-03-05;0800;0.00;5.15;93.00;135.50;1.34;140.90
AV01;Nava de Arévalo;2001-03-05;0830;0.00;6.43;90.00;262.20;0.98;140.80
AV01;Nava de Arévalo;2001-03-05;0900;0.00;8.67;82.20;296.20;0.65;87.50
AV01;Nava de Arévalo;2001-03-05;0930;0.00;9.47;78.20;396.00;0.57;11.72
AV01;Nava de Arévalo;2001-03-05;1000;0.00;10.70;74.50;532.00;0.87;72.20
AV01;Nava de Arévalo;2001-03-05;1030;0.00;11.05;76.40;529.20;2.20;57.49
AV01;Nava de Arévalo;2001-03-05;1100;0.00;11.63;71.60;647.90;2.73;58.93
AV01;Nava de Arévalo;2001-03-05;1130;0.00;12.16;71.30;540.40;3.17;72.70
AV01;Nava de Arévalo;2001-03-05;1200;0.00;12.98;67.87;472.10;2.69;61.94
AV01;Nava de Arévalo;2001-03-05;1230;0.00;13.69;67.07;422.70;2.76;80.10
AV01;Nava de Arévalo;2001-03-05;1300;0.00;14.49;67.55;404.50;2.19;42.65
AV01;Nava de Arévalo;2001-03-05;1330;0.00;14.84;68.39;501.10;2.25;337.40
AV01;Nava de Arévalo;2001-03-05;1400;0.00;16.36;62.68;566.10;2.13;274.90
AV01;Nava de Arévalo;2001-03-05;1430;0.00;16.10;62.92;375.50;2.77;231.30
AV01;Nava de Arévalo;2001-03-05;1500;0.00;15.35;59.76;281.20;4.75;170.20
AV01;Nava de Arévalo;2001-03-05;1530;0.00;14.70;60.09;199.90;5.93;154.30
AV01;Nava de Arévalo;2001-03-05;1600;0.00;13.79;67.60;134.90;5.55;144.10
AV01;Nava de Arévalo;2001-03-05;1630;0.00;13.73;67.58;77.50;4.82;153.00
AV01;Nava de Arévalo;2001-03-05;1700;0.00;13.28;70.60;35.96;5.17;141.10
AV01;Nava de Arévalo;2001-03-05;1730;0.00;12.55;74.80;14.41;5.72;137.10
AV01;Nava de Arévalo;2001-03-05;1800;0.00;12.38;76.10;2.73;6.07;136.30
AV01;Nava de Arévalo;2001-03-05;1830;0.00;12.18;77.80;0.25;5.53;132.80
AV01;Nava de Arévalo;2001-03-05;1900;0.00;11.98;78.80;0.00;4.87;127.20
AV01;Nava de Arévalo;2001-03-05;1930;0.00;11.96;79.50;0.00;4.19;123.30
AV01;Nava de Arévalo;2001-03-05;2000;0.00;12.05;79.30;0.00;4.64;129.50
AV01;Nava de Arévalo;2001-03-05;2030;0.00;12.07;80.00;0.00;5.30;137.20
AV01;Nava de Arévalo;2001-03-05;2100;0.00;12.05;80.70;0.00;5.09;139.10
AV01;Nava de Arévalo;2001-03-05;2130;0.00;12.05;81.70;0.00;4.55;137.80
AV01;Nava de Arévalo;2001-03-05;2200;0.00;12.09;81.60;0.00;4.00;135.10
AV01;Nava de Arévalo;2001-03-05;2230;0.00;12.23;81.20;0.00;4.17;135.00
AV01;Nava de Arévalo;2001-03-05;2300;0.00;12.43;81.10;0.00;4.01;138.90
AV01;Nava de Arévalo;2001-03-05;2330;0.00;12.43;81.10;0.00;3.44;158.60
AV01;Nava de Arévalo;2001-03-05;2400;0.00;12.36;81.70;0.00;4.66;136.30
