Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-03-21;0030;0.00;12.87;78.60;0.00;4.98;210.20
AV01;Nava de Arévalo;2001-03-21;0100;0.00;12.38;80.60;0.00;3.23;206.40
AV01;Nava de Arévalo;2001-03-21;0130;0.00;12.41;78.80;0.00;4.59;194.00
AV01;Nava de Arévalo;2001-03-21;0200;0.00;12.25;77.60;0.00;4.14;186.90
AV01;Nava de Arévalo;2001-03-21;0230;0.00;12.23;76.90;0.00;4.21;187.90
AV01;Nava de Arévalo;2001-03-21;0300;0.00;11.94;78.70;0.00;4.88;194.60
AV01;Nava de Arévalo;2001-03-21;0330;0.00;11.83;79.10;0.00;5.03;197.80
AV01;Nava de Arévalo;2001-03-21;0400;0.00;12.18;76.90;0.00;5.79;207.00
AV01;Nava de Arévalo;2001-03-21;0430;0.00;11.85;77.20;0.00;5.30;217.40
AV01;Nava de Arévalo;2001-03-21;0500;0.00;11.35;79.10;0.00;3.44;215.40
AV01;Nava de Arévalo;2001-03-21;0530;0.00;10.38;82.80;0.00;1.84;207.40
AV01;Nava de Arévalo;2001-03-21;0600;0.00;10.78;80.80;0.37;0.86;174.10
AV01;Nava de Arévalo;2001-03-21;0630;0.00;10.48;81.10;8.73;1.91;177.30
AV01;Nava de Arévalo;2001-03-21;0700;0.00;11.01;79.80;44.06;2.39;190.30
AV01;Nava de Arévalo;2001-03-21;0730;0.00;10.97;80.60;113.90;2.06;135.10
AV01;Nava de Arévalo;2001-03-21;0800;0.00;12.68;74.70;279.00;2.80;159.70
AV01;Nava de Arévalo;2001-03-21;0830;0.00;14.77;63.50;243.40;6.41;212.20
AV01;Nava de Arévalo;2001-03-21;0900;0.00;15.06;65.76;371.80;4.36;215.10
AV01;Nava de Arévalo;2001-03-21;0930;0.00;16.06;62.52;432.70;5.08;204.70
AV01;Nava de Arévalo;2001-03-21;1000;0.00;16.81;53.06;413.60;7.77;207.30
AV01;Nava de Arévalo;2001-03-21;1030;0.00;16.38;49.44;347.60;8.06;211.10
AV01;Nava de Arévalo;2001-03-21;1100;0.00;17.50;50.64;609.10;8.83;203.10
AV01;Nava de Arévalo;2001-03-21;1130;0.00;17.94;51.50;582.90;10.71;201.80
AV01;Nava de Arévalo;2001-03-21;1200;0.00;18.05;50.82;605.10;10.51;197.10
AV01;Nava de Arévalo;2001-03-21;1230;0.00;18.38;49.91;633.80;10.42;197.70
AV01;Nava de Arévalo;2001-03-21;1300;0.00;18.24;55.21;717.00;11.37;205.30
AV01;Nava de Arévalo;2001-03-21;1330;0.00;18.09;57.82;743.00;10.37;202.50
AV01;Nava de Arévalo;2001-03-21;1400;0.00;17.79;59.71;721.00;11.22;200.10
AV01;Nava de Arévalo;2001-03-21;1430;0.00;17.03;61.28;549.60;10.43;209.70
AV01;Nava de Arévalo;2001-03-21;1500;0.00;16.54;64.32;501.00;10.07;215.20
AV01;Nava de Arévalo;2001-03-21;1530;0.00;16.04;66.06;516.60;11.34;206.90
AV01;Nava de Arévalo;2001-03-21;1600;0.00;16.15;65.59;428.40;11.25;210.50
AV01;Nava de Arévalo;2001-03-21;1630;0.00;15.57;67.03;339.30;10.40;209.10
AV01;Nava de Arévalo;2001-03-21;1700;0.00;15.33;66.93;190.40;8.29;207.60
AV01;Nava de Arévalo;2001-03-21;1730;0.00;14.93;68.81;145.20;7.49;206.30
AV01;Nava de Arévalo;2001-03-21;1800;0.00;14.15;68.61;47.52;8.72;205.00
AV01;Nava de Arévalo;2001-03-21;1830;0.00;13.77;67.33;3.97;7.90;200.90
AV01;Nava de Arévalo;2001-03-21;1900;0.00;13.27;66.96;0.04;7.15;204.80
AV01;Nava de Arévalo;2001-03-21;1930;0.00;13.11;68.31;0.00;4.31;213.90
AV01;Nava de Arévalo;2001-03-21;2000;0.00;12.96;70.20;0.00;4.35;203.40
AV01;Nava de Arévalo;2001-03-21;2030;0.00;12.83;73.20;0.00;4.60;205.60
AV01;Nava de Arévalo;2001-03-21;2100;0.00;12.86;74.50;0.00;4.28;215.20
AV01;Nava de Arévalo;2001-03-21;2130;0.00;13.34;74.10;0.00;4.68;209.10
AV01;Nava de Arévalo;2001-03-21;2200;0.00;13.30;74.30;0.00;5.65;208.00
AV01;Nava de Arévalo;2001-03-21;2230;0.00;13.43;74.10;0.00;6.40;210.70
AV01;Nava de Arévalo;2001-03-21;2300;0.00;13.50;75.00;0.00;7.57;206.20
AV01;Nava de Arévalo;2001-03-21;2330;0.00;13.36;76.80;0.00;7.70;210.00
AV01;Nava de Arévalo;2001-03-21;2400;0.00;13.25;77.90;0.00;7.81;214.10
BU01;Miranda de Ebro;2001-03-21;0030;0.00;15.90;69.69;0.00;5.68;212.20
BU01;Miranda de Ebro;2001-03-21;0100;0.00;15.58;71.60;0.00;5.40;208.30
BU01;Miranda de Ebro;2001-03-21;0130;0.00;15.45;72.20;0.00;5.27;214.40
BU01;Miranda de Ebro;2001-03-21;0200;0.00;15.63;70.60;0.00;5.20;207.90
BU01;Miranda de Ebro;2001-03-21;0230;0.00;15.90;68.13;0.00;5.31;200.00
BU01;Miranda de Ebro;2001-03-21;0300;0.00;15.72;69.09;0.00;4.31;215.60
BU01;Miranda de Ebro;2001-03-21;0330;0.00;15.83;68.05;0.00;6.72;214.00
BU01;Miranda de Ebro;2001-03-21;0400;0.00;15.74;67.94;0.00;8.44;206.30
BU01;Miranda de Ebro;2001-03-21;0430;0.00;15.31;70.80;0.00;6.95;203.00
BU01;Miranda de Ebro;2001-03-21;0500;0.20;14.51;76.40;0.00;6.80;201.40
BU01;Miranda de Ebro;2001-03-21;0530;0.00;14.25;77.00;0.00;5.07;219.10
BU01;Miranda de Ebro;2001-03-21;0600;0.00;14.59;73.70;0.23;4.50;242.30
BU01;Miranda de Ebro;2001-03-21;0630;0.00;14.90;70.90;4.60;5.35;234.00
BU01;Miranda de Ebro;2001-03-21;0700;0.00;14.79;71.70;25.87;5.67;233.20
BU01;Miranda de Ebro;2001-03-21;0730;0.00;14.83;72.20;44.14;4.51;239.70
BU01;Miranda de Ebro;2001-03-21;0800;0.00;15.01;71.00;40.22;3.59;236.30
BU01;Miranda de Ebro;2001-03-21;0830;0.00;15.19;70.20;57.60;4.32;230.00
BU01;Miranda de Ebro;2001-03-21;0900;0.00;15.37;68.81;110.30;4.99;228.30
BU01;Miranda de Ebro;2001-03-21;0930;0.00;15.99;66.92;311.30;6.94;212.90
BU01;Miranda de Ebro;2001-03-21;1000;0.00;16.59;66.38;284.80;7.60;214.10
BU01;Miranda de Ebro;2001-03-21;1030;0.00;17.15;63.86;616.20;9.33;210.80
BU01;Miranda de Ebro;2001-03-21;1100;0.00;17.81;61.39;697.00;7.88;217.00
BU01;Miranda de Ebro;2001-03-21;1130;0.00;17.74;61.81;387.50;6.15;221.60
BU01;Miranda de Ebro;2001-03-21;1200;0.00;18.15;61.86;693.80;5.53;227.10
BU01;Miranda de Ebro;2001-03-21;1230;0.00;18.37;62.15;625.10;5.31;229.00
BU01;Miranda de Ebro;2001-03-21;1300;0.00;18.76;61.02;605.70;5.11;229.80
BU01;Miranda de Ebro;2001-03-21;1330;0.00;20.20;55.30;675.60;8.55;221.90
BU01;Miranda de Ebro;2001-03-21;1400;0.00;20.05;54.68;435.60;9.67;226.90
BU01;Miranda de Ebro;2001-03-21;1430;0.00;18.95;59.23;608.90;8.55;228.70
BU01;Miranda de Ebro;2001-03-21;1500;0.00;19.39;59.00;531.10;8.05;229.60
BU01;Miranda de Ebro;2001-03-21;1530;0.00;19.21;58.74;391.70;8.51;233.30
BU01;Miranda de Ebro;2001-03-21;1600;0.00;19.14;59.57;297.40;9.17;230.80
BU01;Miranda de Ebro;2001-03-21;1630;0.00;18.67;59.61;126.00;9.80;225.10
BU01;Miranda de Ebro;2001-03-21;1700;0.00;18.57;59.91;110.70;8.91;221.30
BU01;Miranda de Ebro;2001-03-21;1730;0.00;18.35;59.64;55.94;8.22;228.40
BU01;Miranda de Ebro;2001-03-21;1800;0.00;18.17;60.15;20.72;7.54;229.70
BU01;Miranda de Ebro;2001-03-21;1830;0.00;17.94;60.73;1.72;7.28;223.70
BU01;Miranda de Ebro;2001-03-21;1900;0.00;17.76;60.49;0.00;7.47;224.10
BU01;Miranda de Ebro;2001-03-21;1930;0.00;17.16;63.46;0.00;7.20;219.80
BU01;Miranda de Ebro;2001-03-21;2000;0.00;16.78;66.17;0.00;6.55;226.60
BU01;Miranda de Ebro;2001-03-21;2030;0.00;16.20;68.93;0.00;6.08;230.30
BU01;Miranda de Ebro;2001-03-21;2100;0.00;16.39;67.32;0.00;7.83;222.30
BU01;Miranda de Ebro;2001-03-21;2130;0.00;16.59;65.86;0.00;8.48;225.40
BU01;Miranda de Ebro;2001-03-21;2200;0.00;16.70;65.00;0.00;7.28;233.00
BU01;Miranda de Ebro;2001-03-21;2230;0.00;16.65;65.43;0.00;6.94;232.10
BU01;Miranda de Ebro;2001-03-21;2300;0.00;16.29;66.84;0.00;6.53;240.20
BU01;Miranda de Ebro;2001-03-21;2330;0.00;15.31;75.50;0.00;5.22;239.80
BU01;Miranda de Ebro;2001-03-21;2400;0.00;15.05;75.80;0.00;4.55;243.20
BU02;Valle de Valdelucio;2001-03-21;0030;0.00;10.90;90.80;0.00;10.07;231.80
BU02;Valle de Valdelucio;2001-03-21;0100;0.00;10.88;90.90;0.00;9.97;232.70
BU02;Valle de Valdelucio;2001-03-21;0130;0.00;10.77;90.20;0.00;9.38;238.80
BU02;Valle de Valdelucio;2001-03-21;0200;0.00;10.56;89.00;0.00;9.41;234.30
BU02;Valle de Valdelucio;2001-03-21;0230;0.00;10.47;88.90;0.00;8.30;236.90
BU02;Valle de Valdelucio;2001-03-21;0300;0.00;10.47;88.40;0.00;8.42;238.90
BU02;Valle de Valdelucio;2001-03-21;0330;0.00;10.41;88.50;0.00;7.94;235.30
BU02;Valle de Valdelucio;2001-03-21;0400;0.00;10.29;89.90;0.00;8.20;233.00
BU02;Valle de Valdelucio;2001-03-21;0430;0.00;10.11;90.60;0.00;7.92;228.60
BU02;Valle de Valdelucio;2001-03-21;0500;0.00;9.98;91.10;0.00;7.89;231.50
BU02;Valle de Valdelucio;2001-03-21;0530;0.00;9.96;90.70;0.00;8.04;235.00
BU02;Valle de Valdelucio;2001-03-21;0600;0.20;9.80;91.50;0.00;7.02;238.40
BU02;Valle de Valdelucio;2001-03-21;0630;0.40;9.80;91.70;1.95;7.36;236.60
BU02;Valle de Valdelucio;2001-03-21;0700;0.80;9.76;92.70;8.02;6.84;232.40
BU02;Valle de Valdelucio;2001-03-21;0730;0.40;9.83;91.20;43.57;7.78;229.00
