Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-05-07;0030;0.00;1.25;88.10;0.00;0.62;305.10
AV01;Nava de Arévalo;2001-05-07;0100;0.00;0.47;92.10;0.00;0.38;307.60
AV01;Nava de Arévalo;2001-05-07;0130;0.00;0.65;93.20;0.00;1.02;11.03
AV01;Nava de Arévalo;2001-05-07;0200;0.00;1.42;93.40;0.00;1.62;12.11
AV01;Nava de Arévalo;2001-05-07;0230;0.00;1.68;92.20;0.00;1.58;25.75
AV01;Nava de Arévalo;2001-05-07;0300;0.00;2.23;91.80;0.00;1.26;37.66
AV01;Nava de Arévalo;2001-05-07;0330;0.00;1.59;92.60;0.00;0.92;115.50
AV01;Nava de Arévalo;2001-05-07;0400;0.00;0.56;92.50;0.00;0.73;162.80
AV01;Nava de Arévalo;2001-05-07;0430;0.00;-0.78;93.70;0.02;0.10;205.50
AV01;Nava de Arévalo;2001-05-07;0500;0.00;-1.82;94.70;3.78;0.00;284.80
AV01;Nava de Arévalo;2001-05-07;0530;0.00;-0.67;95.70;28.59;0.10;220.50
AV01;Nava de Arévalo;2001-05-07;0600;0.00;1.63;95.80;86.80;0.09;219.50
AV01;Nava de Arévalo;2001-05-07;0630;0.00;3.23;94.10;110.90;0.65;26.66
AV01;Nava de Arévalo;2001-05-07;0700;0.00;3.87;87.50;153.80;2.13;47.97
AV01;Nava de Arévalo;2001-05-07;0730;0.00;4.58;82.60;209.20;2.14;29.65
AV01;Nava de Arévalo;2001-05-07;0800;0.00;5.44;77.60;232.60;2.09;53.31
AV01;Nava de Arévalo;2001-05-07;0830;0.00;5.95;74.50;299.80;1.95;42.76
AV01;Nava de Arévalo;2001-05-07;0900;0.00;6.82;72.60;471.00;1.51;47.83
AV01;Nava de Arévalo;2001-05-07;0930;0.00;8.28;67.96;622.10;1.69;2.84
AV01;Nava de Arévalo;2001-05-07;1000;0.00;8.77;64.07;587.20;1.53;356.70
AV01;Nava de Arévalo;2001-05-07;1030;0.00;10.50;57.92;935.00;2.20;335.70
AV01;Nava de Arévalo;2001-05-07;1100;0.00;11.68;54.64;922.00;2.11;340.20
AV01;Nava de Arévalo;2001-05-07;1130;0.00;12.36;53.57;947.00;2.52;347.60
AV01;Nava de Arévalo;2001-05-07;1200;0.00;13.07;46.81;908.00;2.60;348.10
AV01;Nava de Arévalo;2001-05-07;1230;0.00;13.56;45.91;985.00;2.37;343.00
AV01;Nava de Arévalo;2001-05-07;1300;0.00;14.58;42.01;928.00;2.77;334.40
AV01;Nava de Arévalo;2001-05-07;1330;0.00;14.95;39.14;647.80;3.07;331.20
AV01;Nava de Arévalo;2001-05-07;1400;0.00;13.91;40.70;375.00;1.46;355.10
AV01;Nava de Arévalo;2001-05-07;1430;0.00;14.06;40.70;297.10;2.22;330.60
AV01;Nava de Arévalo;2001-05-07;1500;0.00;13.73;40.06;280.60;2.33;300.80
AV01;Nava de Arévalo;2001-05-07;1530;0.00;14.20;37.71;379.40;2.45;306.20
AV01;Nava de Arévalo;2001-05-07;1600;0.00;14.42;39.65;285.50;2.10;322.80
AV01;Nava de Arévalo;2001-05-07;1630;0.00;14.06;40.95;160.10;3.28;24.13
AV01;Nava de Arévalo;2001-05-07;1700;0.00;12.17;53.07;144.10;3.75;74.00
AV01;Nava de Arévalo;2001-05-07;1730;0.00;12.47;53.01;246.50;2.87;68.25
AV01;Nava de Arévalo;2001-05-07;1800;0.00;13.16;47.23;118.50;2.34;57.71
AV01;Nava de Arévalo;2001-05-07;1830;0.00;12.71;47.14;56.91;2.11;48.95
AV01;Nava de Arévalo;2001-05-07;1900;0.00;11.13;56.43;17.08;1.41;42.17
AV01;Nava de Arévalo;2001-05-07;1930;0.00;10.42;60.39;1.47;2.50;34.96
AV01;Nava de Arévalo;2001-05-07;2000;0.00;9.51;62.88;0.00;2.66;24.67
AV01;Nava de Arévalo;2001-05-07;2030;0.00;8.46;65.95;0.00;1.67;16.11
AV01;Nava de Arévalo;2001-05-07;2100;0.00;7.71;69.89;0.00;1.21;24.41
AV01;Nava de Arévalo;2001-05-07;2130;0.00;6.40;74.40;0.00;1.25;46.49
AV01;Nava de Arévalo;2001-05-07;2200;0.00;5.66;77.60;0.00;1.17;67.03
AV01;Nava de Arévalo;2001-05-07;2230;0.00;5.29;79.20;0.00;0.60;39.17
AV01;Nava de Arévalo;2001-05-07;2300;0.00;4.65;83.10;0.00;0.47;36.20
AV01;Nava de Arévalo;2001-05-07;2330;0.00;3.17;85.50;0.00;0.23;356.00
AV01;Nava de Arévalo;2001-05-07;2400;0.00;2.38;89.00;0.00;1.01;346.30
BU01;Miranda de Ebro;2001-05-07;0030;0.00;5.73;78.80;0.00;0.77;336.20
