Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-09-28;0030;0.00;15.05;64.88;0.00;1.75;112.50
AV01;Nava de Arévalo;2001-09-28;0100;0.00;15.10;65.53;0.00;2.02;128.80
AV01;Nava de Arévalo;2001-09-28;0130;0.00;15.60;64.02;0.00;2.00;119.90
AV01;Nava de Arévalo;2001-09-28;0200;0.00;15.25;66.12;0.00;2.23;112.40
AV01;Nava de Arévalo;2001-09-28;0230;0.00;15.41;69.29;0.00;2.63;123.50
AV01;Nava de Arévalo;2001-09-28;0300;0.00;15.76;72.50;0.00;2.70;132.60
AV01;Nava de Arévalo;2001-09-28;0330;0.00;15.45;74.70;0.00;2.16;152.60
AV01;Nava de Arévalo;2001-09-28;0400;0.00;15.63;73.10;0.00;3.04;152.20
AV01;Nava de Arévalo;2001-09-28;0430;0.00;15.56;72.90;0.00;3.07;147.10
AV01;Nava de Arévalo;2001-09-28;0500;0.00;15.49;72.60;0.00;3.27;161.30
AV01;Nava de Arévalo;2001-09-28;0530;0.00;15.51;73.10;0.00;2.06;158.40
AV01;Nava de Arévalo;2001-09-28;0600;0.00;14.37;75.40;0.58;1.30;304.30
AV01;Nava de Arévalo;2001-09-28;0630;0.00;13.55;78.10;5.97;0.36;266.80
AV01;Nava de Arévalo;2001-09-28;0700;0.20;13.44;81.90;16.55;0.85;273.90
AV01;Nava de Arévalo;2001-09-28;0730;0.00;13.58;85.40;42.15;1.14;262.10
AV01;Nava de Arévalo;2001-09-28;0800;0.00;13.87;86.50;44.93;0.55;234.20
AV01;Nava de Arévalo;2001-09-28;0830;0.00;14.00;86.20;71.50;0.56;230.80
AV01;Nava de Arévalo;2001-09-28;0900;0.40;14.14;86.80;98.40;1.12;246.50
AV01;Nava de Arévalo;2001-09-28;0930;0.20;14.40;88.00;101.20;1.81;221.90
AV01;Nava de Arévalo;2001-09-28;1000;0.00;14.54;86.30;163.20;2.81;212.70
AV01;Nava de Arévalo;2001-09-28;1030;0.00;14.78;86.50;135.80;3.41;220.20
AV01;Nava de Arévalo;2001-09-28;1100;0.40;14.25;88.30;169.70;2.94;202.10
AV01;Nava de Arévalo;2001-09-28;1130;0.20;14.56;87.00;178.70;2.58;215.40
AV01;Nava de Arévalo;2001-09-28;1200;0.00;14.92;84.60;274.80;1.82;195.30
AV01;Nava de Arévalo;2001-09-28;1230;0.00;15.79;81.90;444.30;1.31;187.20
AV01;Nava de Arévalo;2001-09-28;1300;0.00;16.99;74.70;481.30;2.53;205.60
AV01;Nava de Arévalo;2001-09-28;1330;0.00;18.58;61.90;548.10;3.24;186.00
AV01;Nava de Arévalo;2001-09-28;1400;0.00;18.62;60.61;529.30;2.99;200.90
AV01;Nava de Arévalo;2001-09-28;1430;0.00;19.36;53.34;549.10;2.35;173.20
AV01;Nava de Arévalo;2001-09-28;1500;0.00;20.44;41.84;528.50;5.41;207.90
AV01;Nava de Arévalo;2001-09-28;1530;0.00;20.47;38.97;353.60;4.79;204.20
AV01;Nava de Arévalo;2001-09-28;1600;0.00;19.97;39.55;322.20;5.10;217.60
AV01;Nava de Arévalo;2001-09-28;1630;0.00;18.83;44.17;137.60;3.79;215.20
AV01;Nava de Arévalo;2001-09-28;1700;0.00;17.85;49.52;66.68;3.44;235.40
AV01;Nava de Arévalo;2001-09-28;1730;0.00;16.74;52.24;28.25;3.60;236.20
AV01;Nava de Arévalo;2001-09-28;1800;0.00;15.88;56.22;3.07;3.17;227.40
AV01;Nava de Arévalo;2001-09-28;1830;0.00;15.46;59.95;0.00;2.11;222.80
AV01;Nava de Arévalo;2001-09-28;1900;0.00;15.04;64.60;0.00;0.88;225.50
AV01;Nava de Arévalo;2001-09-28;1930;0.00;14.52;71.70;0.00;0.89;201.90
AV01;Nava de Arévalo;2001-09-28;2000;0.00;14.96;64.55;0.00;2.20;198.00
AV01;Nava de Arévalo;2001-09-28;2030;0.20;15.07;63.00;0.00;1.73;177.40
AV01;Nava de Arévalo;2001-09-28;2100;0.00;14.04;71.80;0.00;1.16;131.50
AV01;Nava de Arévalo;2001-09-28;2130;0.00;13.87;74.60;0.00;1.77;138.60
AV01;Nava de Arévalo;2001-09-28;2200;0.00;13.87;76.20;0.00;0.79;158.20
AV01;Nava de Arévalo;2001-09-28;2230;0.00;13.72;74.50;0.00;0.77;188.30
AV01;Nava de Arévalo;2001-09-28;2300;0.00;13.69;76.20;0.00;0.20;225.40
AV01;Nava de Arévalo;2001-09-28;2330;0.00;13.47;79.20;0.00;0.35;194.90
AV01;Nava de Arévalo;2001-09-28;2400;0.00;13.13;82.50;0.00;0.95;236.10
BU01;Miranda de Ebro;2001-09-28;0030;0.00;13.00;87.00;0.00;0.33;190.60
BU01;Miranda de Ebro;2001-09-28;0100;0.00;12.92;88.30;0.00;0.41;225.80
BU01;Miranda de Ebro;2001-09-28;0130;0.00;13.19;88.60;0.00;0.42;341.00
BU01;Miranda de Ebro;2001-09-28;0200;0.00;13.50;87.30;0.00;0.39;112.30
BU01;Miranda de Ebro;2001-09-28;0230;0.00;13.54;86.90;0.00;0.50;221.50
BU01;Miranda de Ebro;2001-09-28;0300;0.00;13.45;86.50;0.00;0.55;218.10
BU01;Miranda de Ebro;2001-09-28;0330;0.00;13.34;87.30;0.00;0.29;32.10
BU01;Miranda de Ebro;2001-09-28;0400;0.00;13.23;87.00;0.00;0.55;100.40
BU01;Miranda de Ebro;2001-09-28;0430;0.00;13.36;86.00;0.00;0.47;355.00
BU01;Miranda de Ebro;2001-09-28;0500;0.00;13.54;86.10;0.00;0.57;37.43
BU01;Miranda de Ebro;2001-09-28;0530;0.00;13.59;86.10;0.00;0.75;246.20
BU01;Miranda de Ebro;2001-09-28;0600;0.00;14.74;84.50;1.11;0.78;248.00
BU01;Miranda de Ebro;2001-09-28;0630;0.00;15.66;81.00;12.89;0.60;293.00
BU01;Miranda de Ebro;2001-09-28;0700;0.00;15.44;82.70;28.37;0.85;270.50
BU01;Miranda de Ebro;2001-09-28;0730;0.00;15.78;82.20;70.70;1.16;315.80
BU01;Miranda de Ebro;2001-09-28;0800;0.00;16.69;78.00;76.70;0.99;313.90
BU01;Miranda de Ebro;2001-09-28;0830;0.00;16.92;78.60;109.40;0.96;279.50
BU01;Miranda de Ebro;2001-09-28;0900;0.00;17.49;75.90;100.80;0.86;335.80
BU01;Miranda de Ebro;2001-09-28;0930;0.00;18.23;72.50;245.00;0.74;356.80
BU01;Miranda de Ebro;2001-09-28;1000;0.00;19.03;68.07;215.10;1.80;116.00
BU01;Miranda de Ebro;2001-09-28;1030;0.00;19.40;66.38;162.50;3.32;129.70
BU01;Miranda de Ebro;2001-09-28;1100;0.00;19.31;67.14;152.70;3.00;139.80
BU01;Miranda de Ebro;2001-09-28;1130;1.40;18.74;70.70;39.63;2.13;161.20
BU01;Miranda de Ebro;2001-09-28;1200;0.00;17.81;78.50;86.60;1.89;250.80
BU01;Miranda de Ebro;2001-09-28;1230;0.40;17.75;81.80;137.00;2.55;190.00
BU01;Miranda de Ebro;2001-09-28;1300;0.00;18.38;81.10;193.20;2.09;183.20
BU01;Miranda de Ebro;2001-09-28;1330;0.00;18.29;81.50;161.20;1.52;162.70
BU01;Miranda de Ebro;2001-09-28;1400;0.00;18.65;80.60;232.10;1.48;152.10
BU01;Miranda de Ebro;2001-09-28;1430;0.00;19.18;74.60;160.20;0.99;182.80
BU01;Miranda de Ebro;2001-09-28;1500;0.20;18.66;77.60;72.90;1.52;178.50
BU01;Miranda de Ebro;2001-09-28;1530;0.40;16.84;80.90;72.00;2.93;239.00
BU01;Miranda de Ebro;2001-09-28;1600;0.00;16.81;77.10;114.70;2.93;230.00
BU01;Miranda de Ebro;2001-09-28;1630;0.00;17.20;73.50;95.20;1.55;219.10
BU01;Miranda de Ebro;2001-09-28;1700;0.00;17.37;73.90;70.50;0.64;38.75
BU01;Miranda de Ebro;2001-09-28;1730;0.00;18.00;70.10;70.30;0.59;214.60
BU01;Miranda de Ebro;2001-09-28;1800;0.00;17.32;67.90;18.85;1.49;195.50
BU01;Miranda de Ebro;2001-09-28;1830;0.00;16.25;73.60;0.00;0.64;140.80
BU01;Miranda de Ebro;2001-09-28;1900;0.00;15.31;77.00;0.00;0.33;57.06
BU01;Miranda de Ebro;2001-09-28;1930;0.00;13.97;81.70;0.00;0.85;221.70
BU01;Miranda de Ebro;2001-09-28;2000;0.00;13.29;84.60;0.00;0.34;300.30
BU01;Miranda de Ebro;2001-09-28;2030;0.00;13.54;85.90;0.00;0.71;307.30
BU01;Miranda de Ebro;2001-09-28;2100;0.00;14.21;81.50;0.00;0.47;277.90
BU01;Miranda de Ebro;2001-09-28;2130;0.00;13.32;86.40;0.00;0.45;23.95
BU01;Miranda de Ebro;2001-09-28;2200;0.00;13.43;89.50;0.00;0.40;212.10
BU01;Miranda de Ebro;2001-09-28;2230;0.00;14.69;87.00;0.00;1.40;197.10
BU01;Miranda de Ebro;2001-09-28;2300;0.00;16.07;80.60;0.00;1.66;176.10
BU01;Miranda de Ebro;2001-09-28;2330;0.00;16.55;74.50;0.00;1.38;186.70
BU01;Miranda de Ebro;2001-09-28;2400;0.00;16.56;73.60;0.00;2.60;195.90
BU02;Valle de Valdelucio;2001-09-28;0030;0.00;13.14;57.70;0.00;1.30;40.70
BU02;Valle de Valdelucio;2001-09-28;0100;0.00;13.68;55.15;0.00;1.12;57.36
BU02;Valle de Valdelucio;2001-09-28;0130;0.00;13.82;55.11;0.00;1.47;77.50
BU02;Valle de Valdelucio;2001-09-28;0200;0.00;13.18;57.06;0.00;1.40;83.20
BU02;Valle de Valdelucio;2001-09-28;0230;0.00;12.86;59.17;0.00;1.19;78.90
BU02;Valle de Valdelucio;2001-09-28;0300;0.00;13.53;60.07;0.00;0.94;113.00
BU02;Valle de Valdelucio;2001-09-28;0330;0.00;13.93;60.80;0.00;0.55;77.10
BU02;Valle de Valdelucio;2001-09-28;0400;0.00;13.81;62.88;0.00;1.71;116.70
BU02;Valle de Valdelucio;2001-09-28;0430;0.00;13.47;64.59;0.00;0.76;68.25
BU02;Valle de Valdelucio;2001-09-28;0500;0.00;13.04;67.49;0.00;0.98;91.90
BU02;Valle de Valdelucio;2001-09-28;0530;0.00;12.79;70.60;0.00;0.69;79.50
BU02;Valle de Valdelucio;2001-09-28;0600;0.00;12.46;73.40;0.96;0.87;107.00
BU02;Valle de Valdelucio;2001-09-28;0630;0.00;13.25;73.90;10.00;1.95;139.90
