Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-09-30;0030;0.00;10.37;93.50;0.00;1.23;151.70
AV01;Nava de Arévalo;2001-09-30;0100;0.00;10.29;93.40;0.00;1.05;225.70
AV01;Nava de Arévalo;2001-09-30;0130;0.00;9.46;94.00;0.00;0.30;132.20
AV01;Nava de Arévalo;2001-09-30;0200;0.00;9.05;93.40;0.00;0.14;315.40
AV01;Nava de Arévalo;2001-09-30;0230;0.00;9.47;94.00;0.00;0.32;78.50
AV01;Nava de Arévalo;2001-09-30;0300;0.00;7.87;93.70;0.00;0.64;217.40
AV01;Nava de Arévalo;2001-09-30;0330;0.00;8.14;94.20;0.00;0.61;182.30
AV01;Nava de Arévalo;2001-09-30;0400;0.00;7.32;94.10;0.00;0.40;208.60
AV01;Nava de Arévalo;2001-09-30;0430;0.00;8.65;94.80;0.00;1.40;137.10
AV01;Nava de Arévalo;2001-09-30;0500;0.00;8.09;93.40;0.00;0.64;133.40
AV01;Nava de Arévalo;2001-09-30;0530;0.00;8.36;93.60;0.00;1.15;189.80
AV01;Nava de Arévalo;2001-09-30;0600;0.00;7.70;94.00;3.68;1.05;169.40
AV01;Nava de Arévalo;2001-09-30;0630;0.20;8.33;93.90;41.03;1.29;204.70
AV01;Nava de Arévalo;2001-09-30;0700;0.00;10.27;93.40;114.10;0.79;164.90
AV01;Nava de Arévalo;2001-09-30;0730;0.00;11.95;90.00;195.30;1.57;136.70
AV01;Nava de Arévalo;2001-09-30;0800;0.00;12.98;85.70;295.10;2.14;130.80
AV01;Nava de Arévalo;2001-09-30;0830;0.00;14.53;80.20;401.60;2.40;140.90
AV01;Nava de Arévalo;2001-09-30;0900;0.00;16.19;74.70;483.50;2.61;140.10
AV01;Nava de Arévalo;2001-09-30;0930;0.00;17.53;67.28;557.60;2.44;137.10
AV01;Nava de Arévalo;2001-09-30;1000;0.00;18.90;58.98;616.40;2.13;156.70
AV01;Nava de Arévalo;2001-09-30;1030;0.00;19.85;51.85;635.00;1.49;212.20
AV01;Nava de Arévalo;2001-09-30;1100;0.00;19.79;53.95;437.90;3.00;241.50
AV01;Nava de Arévalo;2001-09-30;1130;0.00;20.12;53.98;509.40;2.57;232.90
AV01;Nava de Arévalo;2001-09-30;1200;0.00;21.04;51.72;740.00;2.49;232.70
AV01;Nava de Arévalo;2001-09-30;1230;0.00;21.95;48.07;809.00;2.34;242.40
AV01;Nava de Arévalo;2001-09-30;1300;0.00;21.75;48.23;578.90;1.34;204.50
AV01;Nava de Arévalo;2001-09-30;1330;0.00;22.56;44.93;611.30;1.86;204.90
AV01;Nava de Arévalo;2001-09-30;1400;0.00;22.85;45.90;561.00;1.97;222.50
AV01;Nava de Arévalo;2001-09-30;1430;0.00;22.98;44.64;586.10;1.48;206.50
AV01;Nava de Arévalo;2001-09-30;1500;0.00;22.65;46.33;290.00;1.03;222.80
AV01;Nava de Arévalo;2001-09-30;1530;0.00;23.12;44.70;459.10;3.61;221.20
AV01;Nava de Arévalo;2001-09-30;1600;0.00;23.09;43.90;335.70;4.95;236.20
AV01;Nava de Arévalo;2001-09-30;1630;0.00;21.93;47.17;202.20;5.49;240.90
AV01;Nava de Arévalo;2001-09-30;1700;0.00;20.71;50.45;93.30;5.07;241.50
AV01;Nava de Arévalo;2001-09-30;1730;0.00;19.61;53.77;43.38;4.10;236.10
AV01;Nava de Arévalo;2001-09-30;1800;0.00;18.27;60.63;5.71;3.13;228.90
AV01;Nava de Arévalo;2001-09-30;1830;0.00;17.21;66.78;0.06;3.01;227.00
AV01;Nava de Arévalo;2001-09-30;1900;0.00;16.60;71.00;0.00;3.62;230.20
AV01;Nava de Arévalo;2001-09-30;1930;0.00;16.27;73.00;0.00;3.75;225.80
AV01;Nava de Arévalo;2001-09-30;2000;0.00;16.85;70.00;0.00;4.77;236.40
AV01;Nava de Arévalo;2001-09-30;2030;0.00;15.78;74.20;0.00;2.99;220.60
AV01;Nava de Arévalo;2001-09-30;2100;0.00;14.97;77.10;0.00;2.00;203.40
