Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-04-04;0030;0.00;3.66;88.70;0.00;1.69;147.90
AV01;Nava de Arévalo;2001-04-04;0100;0.00;3.28;88.90;0.00;1.46;153.20
AV01;Nava de Arévalo;2001-04-04;0130;0.00;3.86;88.40;0.00;1.20;130.20
AV01;Nava de Arévalo;2001-04-04;0200;0.00;4.39;86.30;0.00;1.15;148.50
AV01;Nava de Arévalo;2001-04-04;0230;0.00;4.50;86.70;0.00;1.47;152.30
AV01;Nava de Arévalo;2001-04-04;0300;0.00;3.87;86.90;0.00;1.26;175.90
AV01;Nava de Arévalo;2001-04-04;0330;0.00;3.39;89.50;0.00;1.82;148.50
AV01;Nava de Arévalo;2001-04-04;0400;0.00;3.97;88.90;0.00;1.78;132.40
AV01;Nava de Arévalo;2001-04-04;0430;0.00;4.43;87.70;0.00;1.43;154.40
AV01;Nava de Arévalo;2001-04-04;0500;0.00;4.61;88.00;0.00;1.56;151.70
AV01;Nava de Arévalo;2001-04-04;0530;0.00;4.97;86.70;0.17;1.19;157.80
AV01;Nava de Arévalo;2001-04-04;0600;0.00;5.17;86.50;4.76;1.47;142.90
AV01;Nava de Arévalo;2001-04-04;0630;0.00;5.55;85.70;34.50;1.54;156.10
AV01;Nava de Arévalo;2001-04-04;0700;0.00;6.24;83.60;88.80;1.77;140.20
AV01;Nava de Arévalo;2001-04-04;0730;0.00;7.65;79.70;163.90;1.65;122.20
AV01;Nava de Arévalo;2001-04-04;0800;0.00;9.41;72.00;325.90;1.67;146.40
AV01;Nava de Arévalo;2001-04-04;0830;0.00;11.42;61.93;449.40;3.24;212.10
AV01;Nava de Arévalo;2001-04-04;0900;0.00;12.42;63.13;543.80;4.08;221.10
AV01;Nava de Arévalo;2001-04-04;0930;0.00;13.10;65.21;542.00;4.60;222.10
AV01;Nava de Arévalo;2001-04-04;1000;0.00;13.87;62.54;595.50;5.28;225.30
AV01;Nava de Arévalo;2001-04-04;1030;0.00;14.69;65.02;605.60;5.91;231.10
AV01;Nava de Arévalo;2001-04-04;1100;0.00;14.40;64.32;455.10;6.18;230.50
AV01;Nava de Arévalo;2001-04-04;1130;0.00;14.52;68.47;443.00;5.40;231.20
AV01;Nava de Arévalo;2001-04-04;1200;0.00;14.67;66.71;389.30;6.10;239.90
AV01;Nava de Arévalo;2001-04-04;1230;0.00;14.97;69.60;367.20;6.64;243.90
AV01;Nava de Arévalo;2001-04-04;1300;0.00;14.00;73.30;481.50;5.65;239.10
AV01;Nava de Arévalo;2001-04-04;1330;0.00;15.42;67.68;388.90;5.68;237.90
AV01;Nava de Arévalo;2001-04-04;1400;0.00;15.62;67.94;514.90;6.53;234.00
AV01;Nava de Arévalo;2001-04-04;1430;0.00;14.49;72.50;224.20;6.47;240.20
AV01;Nava de Arévalo;2001-04-04;1500;0.00;14.33;71.10;209.80;6.39;242.50
AV01;Nava de Arévalo;2001-04-04;1530;0.00;14.11;72.80;192.60;6.38;247.60
AV01;Nava de Arévalo;2001-04-04;1600;0.00;12.89;84.00;166.90;5.48;241.80
AV01;Nava de Arévalo;2001-04-04;1630;0.00;12.78;83.20;137.80;5.54;231.60
AV01;Nava de Arévalo;2001-04-04;1700;0.00;13.47;77.60;141.20;5.47;235.50
AV01;Nava de Arévalo;2001-04-04;1730;0.00;12.93;78.40;33.41;5.10;234.20
AV01;Nava de Arévalo;2001-04-04;1800;0.00;12.52;80.50;22.17;4.46;234.70
AV01;Nava de Arévalo;2001-04-04;1830;0.00;12.29;83.00;8.17;4.40;230.90
AV01;Nava de Arévalo;2001-04-04;1900;0.00;11.91;85.20;0.93;4.13;227.40
AV01;Nava de Arévalo;2001-04-04;1930;0.00;11.51;89.00;0.00;3.37;223.00
AV01;Nava de Arévalo;2001-04-04;2000;0.00;11.43;89.10;0.00;2.95;221.40
AV01;Nava de Arévalo;2001-04-04;2030;0.00;11.49;87.60;0.00;3.91;221.40
AV01;Nava de Arévalo;2001-04-04;2100;0.00;11.29;89.80;0.00;3.83;219.00
AV01;Nava de Arévalo;2001-04-04;2130;0.00;11.12;90.80;0.00;2.99;215.40
AV01;Nava de Arévalo;2001-04-04;2200;0.00;11.25;89.70;0.00;3.28;215.80
AV01;Nava de Arévalo;2001-04-04;2230;0.00;11.12;89.30;0.00;3.60;225.60
AV01;Nava de Arévalo;2001-04-04;2300;0.00;11.23;89.30;0.00;3.67;218.90
AV01;Nava de Arévalo;2001-04-04;2330;0.00;10.87;89.90;0.00;3.23;214.90
AV01;Nava de Arévalo;2001-04-04;2400;0.00;9.94;92.00;0.00;2.77;218.00
BU01;Miranda de Ebro;2001-04-04;0030;0.00;9.33;65.22;0.01;2.22;212.00
BU01;Miranda de Ebro;2001-04-04;0100;0.00;8.88;68.83;0.02;1.47;207.70
BU01;Miranda de Ebro;2001-04-04;0130;0.00;9.01;68.24;0.01;1.21;190.50
BU01;Miranda de Ebro;2001-04-04;0200;0.00;9.62;66.28;0.02;2.29;232.90
BU01;Miranda de Ebro;2001-04-04;0230;0.00;10.04;64.36;0.01;2.35;253.50
BU01;Miranda de Ebro;2001-04-04;0300;0.00;10.31;63.52;0.01;1.81;253.40
BU01;Miranda de Ebro;2001-04-04;0330;0.00;10.46;63.35;0.00;2.54;265.60
BU01;Miranda de Ebro;2001-04-04;0400;0.00;10.42;64.69;0.01;2.69;259.10
BU01;Miranda de Ebro;2001-04-04;0430;0.00;10.33;66.74;0.02;2.49;270.70
BU01;Miranda de Ebro;2001-04-04;0500;0.00;10.26;68.57;0.01;1.95;278.10
BU01;Miranda de Ebro;2001-04-04;0530;0.20;9.61;78.00;0.14;1.67;292.70
BU01;Miranda de Ebro;2001-04-04;0600;0.00;9.82;76.10;2.90;2.40;278.10
BU01;Miranda de Ebro;2001-04-04;0630;0.00;10.08;73.90;19.23;2.91;250.60
BU01;Miranda de Ebro;2001-04-04;0700;0.00;10.04;74.60;58.89;2.30;233.20
BU01;Miranda de Ebro;2001-04-04;0730;0.00;10.56;74.40;81.70;1.98;255.90
BU01;Miranda de Ebro;2001-04-04;0800;0.00;10.96;73.00;123.20;1.85;265.00
BU01;Miranda de Ebro;2001-04-04;0830;0.00;11.31;73.10;145.80;2.22;267.10
BU01;Miranda de Ebro;2001-04-04;0900;0.00;11.65;71.10;229.80;3.42;259.90
BU01;Miranda de Ebro;2001-04-04;0930;0.00;12.07;69.10;292.60;3.62;256.50
BU01;Miranda de Ebro;2001-04-04;1000;0.00;12.64;67.81;294.30;3.51;259.00
BU01;Miranda de Ebro;2001-04-04;1030;0.00;13.22;67.12;348.60;4.20;257.50
BU01;Miranda de Ebro;2001-04-04;1100;0.00;13.58;68.30;345.00;3.61;260.90
BU01;Miranda de Ebro;2001-04-04;1130;0.00;14.25;67.60;603.60;3.63;262.80
BU01;Miranda de Ebro;2001-04-04;1200;0.00;14.33;67.13;352.50;4.03;260.30
BU01;Miranda de Ebro;2001-04-04;1230;0.00;13.71;70.40;295.80;3.76;261.00
BU01;Miranda de Ebro;2001-04-04;1300;0.00;14.11;69.87;396.30;4.03;261.80
BU01;Miranda de Ebro;2001-04-04;1330;0.00;14.74;69.91;501.30;3.50;254.50
BU01;Miranda de Ebro;2001-04-04;1400;0.00;14.35;71.30;180.80;2.92;260.20
BU01;Miranda de Ebro;2001-04-04;1430;0.00;14.83;71.10;271.30;2.64;249.50
BU01;Miranda de Ebro;2001-04-04;1500;0.00;15.61;68.13;235.50;2.63;259.00
BU01;Miranda de Ebro;2001-04-04;1530;0.00;15.58;66.96;109.40;1.48;279.30
BU01;Miranda de Ebro;2001-04-04;1600;0.00;15.10;70.40;98.30;2.12;14.55
