Código;Ubicación;Fecha (AAAA-MM-DD);Hora (HHMM);Precipitación (mm);Temperatura (ºC);Humedad relativa (%);Radiación (W/m2);Vel. viento (m/s);Dir. viento (º)
AV01;Nava de Arévalo;2001-11-03;0030;0.00;5.34;72.50;0.00;1.43;129.20
AV01;Nava de Arévalo;2001-11-03;0100;0.00;5.66;73.70;0.00;2.04;143.20
AV01;Nava de Arévalo;2001-11-03;0130;0.00;6.60;71.30;0.00;2.43;130.70
AV01;Nava de Arévalo;2001-11-03;0200;0.00;6.15;73.50;0.00;2.16;139.00
AV01;Nava de Arévalo;2001-11-03;0230;0.00;6.70;70.90;0.00;2.45;133.40
AV01;Nava de Arévalo;2001-11-03;0300;0.00;6.32;73.10;0.00;2.66;133.90
AV01;Nava de Arévalo;2001-11-03;0330;0.00;5.34;77.70;0.00;1.92;138.80
AV01;Nava de Arévalo;2001-11-03;0400;0.00;4.56;80.10;0.00;0.80;137.60
AV01;Nava de Arévalo;2001-11-03;0430;0.00;4.53;79.30;0.00;1.47;134.20
AV01;Nava de Arévalo;2001-11-03;0500;0.00;5.55;77.50;0.00;1.44;118.70
AV01;Nava de Arévalo;2001-11-03;0530;0.00;5.61;77.10;0.00;1.60;110.90
AV01;Nava de Arévalo;2001-11-03;0600;0.00;4.78;79.20;0.00;1.30;125.80
AV01;Nava de Arévalo;2001-11-03;0630;0.00;3.55;85.10;1.43;1.09;49.01
AV01;Nava de Arévalo;2001-11-03;0700;0.00;2.56;88.60;24.59;0.07;184.70
AV01;Nava de Arévalo;2001-11-03;0730;0.00;4.39;87.50;113.10;0.94;162.80
AV01;Nava de Arévalo;2001-11-03;0800;0.00;7.29;79.50;105.10;1.33;59.53
AV01;Nava de Arévalo;2001-11-03;0830;0.00;7.47;78.00;132.70;1.55;58.43
AV01;Nava de Arévalo;2001-11-03;0900;0.00;7.86;76.10;148.80;1.14;59.58
AV01;Nava de Arévalo;2001-11-03;0930;0.00;8.48;73.10;133.80;1.28;63.77
AV01;Nava de Arévalo;2001-11-03;1000;0.00;9.17;69.79;151.30;1.44;66.16
AV01;Nava de Arévalo;2001-11-03;1030;0.00;10.30;66.49;235.40;1.62;38.96
AV01;Nava de Arévalo;2001-11-03;1100;0.00;11.24;63.23;224.70;1.83;39.23
AV01;Nava de Arévalo;2001-11-03;1130;0.00;12.45;60.29;505.60;1.30;47.38
